Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-02-14T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 9,Feb 10,Feb 11,Feb 12,Feb 13,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 9,Feb 10,Feb 11,Feb 12,Feb 13,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2141.5,2143.3,2150.8,2154.4,2187.1,2192.8,2154.4,32.7,1.52,2187.1,2141.5,44.5,2.08,2187.1,2001.2,143.1,7.00,2187.1,2001.2,142.7,6.98,2187.1,2001.2,-27.8,-1.26,5446.4,5451.0,5469.9,5479.1,5562.4,5562.4,5446.4,113.2,2.08,5562.4,5089.5,365.1,7.02,5562.4,5089.5,364.9,7.02,5754.2,4882.3,101.3,1.85,,
XDJ,Consumer Discretionary,1890.8,1908.7,1916.4,1913.1,1942.9,1951.7,1913.1,29.8,1.56,1942.9,1890.8,48.4,2.55,1942.9,1713.3,178.2,10.10,1942.9,1713.3,189.6,10.81,1942.9,1713.3,136.1,7.53,14536.0,14673.6,14747.5,14722.2,14952.0,14952.0,14536.0,397.5,2.73,14952.0,13162.6,1394.9,10.29,14952.0,13162.6,1482.2,11.00,14952.0,12935.8,1499.7,11.15,,
XSJ,Consumer Staples,9683.5,9645.5,9623.0,9574.9,9714.2,9738.7,9574.9,139.3,1.45,9714.2,9574.9,-17.5,-0.18,9735.5,9112.5,569.8,6.23,9735.5,9021.7,541.1,5.90,9735.5,9021.7,-358.0,-3.55,80766.5,80449.6,80261.8,79860.1,81022.1,81022.1,79860.1,-146.4,-0.18,81200.2,76003.7,4752.3,6.23,81200.2,75246.2,4513.3,5.90,85101.4,73342.3,390.4,0.48,,
XEJ,Energy,11554.2,11464.0,11196.1,11155.7,11594.1,11623.6,11155.7,438.4,3.93,11594.1,11155.7,68.1,0.59,11676.8,10301.0,839.4,7.80,11748.8,10301.0,-7.3,-0.06,11748.8,10301.0,-2094.7,-15.30,83961.6,83306.1,81358.8,81065.4,84251.1,84251.1,81065.4,494.5,0.59,84851.8,74854.3,6099.4,7.80,85375.5,74854.3,-53.3,-0.06,111140.9,74854.3,-11982.1,-12.45,,
XFJ,Financials,6864.0,6839.7,6833.1,6790.7,6932.7,6952.7,6790.7,142.0,2.09,6932.7,6790.7,71.6,1.04,6932.7,6165.5,644.6,10.25,6932.7,6165.5,677.3,10.83,6932.7,6165.5,1097.8,18.81,71588.3,71335.3,71353.7,70911.1,72393.6,72393.6,70911.1,834.6,1.17,72393.6,64303.3,6813.4,10.39,72393.6,64303.3,7154.4,10.97,72393.6,58233.3,14543.2,25.14,,
XXJ,Financial-x-A-REIT,7968.1,7930.6,7916.9,7872.0,8047.4,8073.5,7872.0,175.4,2.23,8047.4,7872.0,95.9,1.21,8047.4,7130.2,760.3,10.43,8047.4,7130.2,765.2,10.51,8047.4,7130.2,1156.9,16.79,79626.6,79252.6,79115.7,78666.6,80419.0,80419.0,78666.6,957.7,1.21,80419.0,71254.0,7597.8,10.43,80419.0,71254.0,7646.5,10.51,80419.0,65878.5,15027.8,22.98,,
XHJ,Health Care,18558.6,18469.2,17750.9,18048.6,18218.6,18270.0,18048.6,170.0,0.94,18558.6,17750.9,7.4,0.04,18558.6,17005.1,684.0,3.90,18558.6,17005.1,731.4,4.18,18558.6,17005.1,4124.8,29.27,118860.4,118325.8,113724.2,115687.9,116777.6,118860.4,113724.2,142.5,0.12,118860.4,108911.1,4475.3,3.99,118860.4,108911.1,4778.9,4.27,118860.4,88629.9,28414.9,32.16,,
XNJ,Industrials,4437.9,4435.9,4431.5,4387.6,4493.1,4511.8,4387.6,105.5,2.40,4493.1,4387.6,52.0,1.17,4493.1,4233.2,164.1,3.79,4493.1,4233.2,171.3,3.96,4493.1,4233.2,556.1,14.13,38079.7,38062.3,38025.0,37648.1,38553.5,38553.5,37648.1,446.4,1.17,38553.5,36323.0,1408.7,3.79,38553.5,36323.0,1469.9,3.96,38553.5,32676.5,5997.4,18.42,,
XIJ,Info Technology,775.8,769.1,772.1,783.7,801.5,805.7,783.7,17.8,2.27,801.5,769.1,28.6,3.71,801.5,757.6,8.4,1.06,807.7,757.6,18.8,2.40,807.7,757.6,23.4,3.01,5220.5,5175.2,5195.2,5273.2,5393.0,5393.0,5175.2,192.5,3.70,5393.0,5098.0,56.4,1.06,5435.0,5098.0,126.3,2.40,5555.5,4943.9,293.7,5.76,,
XMJ,Materials,9286.6,9285.6,9168.9,9131.4,9503.7,9541.1,9131.4,372.3,4.08,9503.7,9131.4,152.0,1.63,9503.7,8248.8,887.1,10.29,9503.7,8248.8,776.0,8.89,9503.7,8248.8,-954.3,-9.13,65855.6,65848.2,65021.1,64754.6,67394.8,67394.8,64754.6,1077.6,1.62,67394.8,58495.7,6290.3,10.29,67394.8,58495.7,5502.5,8.89,73944.4,57471.6,-4350.0,-6.06,,
XPJ,A-REIT,1322.8,1326.9,1331.4,1319.2,1336.5,1343.7,1319.2,17.3,1.31,1336.5,1319.2,1.6,0.12,1343.7,1205.7,112.8,9.22,1343.7,1197.3,150.3,12.67,1343.7,1197.3,320.2,31.51,38489.9,38608.9,39052.0,38694.2,39203.9,39203.9,38489.9,364.2,0.94,39203.9,35080.5,3606.0,10.13,39203.9,34828.8,4698.4,13.62,39203.9,27720.1,10892.4,38.47,,
XTJ,Telecommunications,2267.8,2266.7,2262.0,2249.5,2295.4,2296.6,2249.5,45.9,2.04,2295.4,2249.5,0.8,0.03,2321.2,2145.4,166.7,7.83,2321.2,2072.7,208.6,10.00,2321.2,2072.7,485.5,26.82,27988.1,27974.6,27916.1,27761.7,28328.8,28328.8,27761.7,9.8,0.03,28647.5,26270.9,2057.9,7.83,28647.5,25580.0,2574.6,10.00,28647.5,20947.3,7148.1,33.75,,
XUJ,Utilities,6517.0,6493.5,6640.6,6557.0,6606.1,6674.7,6544.7,49.1,0.75,6640.6,6493.5,57.5,0.88,6640.6,6049.8,539.5,8.89,6640.6,5936.5,691.9,11.70,6640.6,5936.5,975.3,17.32,71477.5,71220.1,72833.5,71916.5,72454.8,72833.5,71220.1,630.5,0.88,72833.5,66353.8,5917.1,8.89,72833.5,65111.5,7588.5,11.70,72833.5,57881.4,13969.1,23.88,,
XMM,Metals & Mining,2834.3,2845.1,2805.9,2788.1,2918.2,2926.7,2788.1,130.1,4.67,2918.2,2788.1,54.2,1.89,2918.2,2488.4,305.1,11.68,2918.2,2488.4,271.2,10.25,2918.2,2488.4,-490.9,-14.40,4105.8,4121.3,4064.6,4038.8,4227.3,4227.3,4038.8,78.6,1.89,4227.3,3604.6,442.0,11.68,4227.3,3604.6,392.9,10.25,4948.8,3537.4,-561.2,-11.72,,
XGD,Gold,2610.8,2656.0,2629.2,2602.6,2630.2,2655.9,2593.7,27.6,1.06,2656.0,2602.6,-46.7,-1.75,2694.8,2357.5,159.8,6.47,2694.8,2069.2,582.8,28.47,2694.8,2069.2,99.3,3.92,3044.2,3096.9,3065.6,3034.6,3066.8,3096.9,3034.6,-54.5,-1.75,3142.1,2748.9,186.3,6.47,3142.1,2412.7,679.6,28.47,3142.1,1941.8,122.5,4.16,,
XJR,S&P/ASX 200 Res,3546.4,3547.0,3487.4,3468.2,3623.4,3633.7,3468.2,155.2,4.47,3623.4,3468.2,54.1,1.52,3623.4,3157.8,348.0,10.63,3623.4,3157.8,233.1,6.88,3623.4,3157.8,-619.5,-14.60,19251.5,19254.9,18930.9,18826.8,19669.4,19669.4,18826.8,293.7,1.52,19669.4,17142.0,1889.2,10.63,19669.4,17142.0,1265.4,6.88,23407.3,16867.8,-2640.2,-11.83,,
,
