Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-01-18T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 13,Jan 14,Jan 15,Jan 16,Jan 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 13,Jan 14,Jan 15,Jan 16,Jan 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2185.7,2148.2,2172.4,2195.1,2177.2,2195.1,2174.3,-17.9,-0.82,2195.1,2148.2,-13.1,-0.60,2209.2,2067.0,97.1,4.67,2209.2,2148.2,-16.4,-0.75,2209.2,2148.2,-178.3,-7.57,5384.3,5292.0,5351.7,5407.4,5364.5,5407.4,5292.0,-31.3,-0.58,5441.9,5078.0,254.4,4.98,5441.9,5292.0,-38.9,-0.72,5770.0,4574.9,-259.4,-4.61,,
XDJ,Consumer Discretionary,1810.7,1770.1,1798.3,1820.5,1784.9,1820.5,1783.2,-35.6,-1.96,1820.5,1770.1,-36.9,-2.03,1833.3,1724.1,41.5,2.38,1833.3,1770.1,-46.2,-2.52,1833.3,1770.1,362.7,25.50,13446.3,13144.5,13354.0,13519.2,13254.6,13519.2,13144.5,-274.0,-2.03,13614.0,12795.3,316.4,2.45,13614.0,13144.5,-342.7,-2.52,13614.0,10206.1,3048.0,29.86,,
XSJ,Consumer Staples,10010.8,9854.3,9925.2,10035.0,10012.0,10035.0,9946.6,-23.0,-0.23,10035.0,9854.3,-61.3,-0.61,10073.3,9598.6,323.8,3.34,10073.3,9854.3,-4.0,-0.04,10073.3,9854.3,842.5,9.19,80140.2,78887.8,79455.5,80334.3,80150.2,80334.3,78887.8,-490.3,-0.61,80640.5,76782.6,2650.8,3.42,80640.5,78887.8,-31.6,-0.04,83265.0,70374.6,9766.9,13.88,,
XEJ,Energy,13324.1,13149.1,13222.7,13495.9,13576.6,13583.8,13434.9,80.7,0.60,13576.6,13149.1,170.6,1.27,13670.9,12880.3,654.8,5.07,13609.2,13149.1,-46.3,-0.34,13609.2,13149.1,740.4,5.77,93669.4,92438.8,92956.6,94876.6,95444.6,95444.6,92438.8,1199.8,1.27,96107.5,90549.6,4603.8,5.07,95673.5,92438.8,-325.4,-0.34,101032.3,83100.5,7676.6,8.75,,
XFJ,Financials,5833.7,5733.9,5774.2,5802.5,5768.4,5802.5,5744.3,-34.1,-0.59,5833.7,5733.9,-105.0,-1.79,5887.2,5601.1,176.0,3.15,5887.2,5733.9,-107.3,-1.83,5887.2,5733.9,862.7,17.59,57754.4,56766.8,57165.8,57445.4,57110.4,57754.4,56766.8,-1037.6,-1.78,58283.9,55223.9,1886.5,3.42,58283.9,56766.8,-1059.7,-1.82,59476.0,46130.4,11016.0,23.90,,
XXJ,Financial-x-A-REIT,6900.7,6778.7,6821.0,6847.6,6807.9,6847.6,6775.5,-39.7,-0.58,6900.7,6778.7,-147.2,-2.12,6989.0,6618.9,189.8,2.87,6989.0,6778.7,-173.7,-2.49,6989.0,6778.7,1174.9,20.86,65488.2,64330.4,64732.1,64984.5,64607.2,65488.2,64330.4,-1397.5,-2.12,66325.9,62806.2,1801.0,2.87,66325.9,64330.4,-1648.9,-2.49,67544.8,50867.3,13828.2,27.23,,
XHJ,Health Care,14334.0,14171.3,14259.5,14539.5,14514.7,14553.2,14432.0,-24.8,-0.17,14539.5,14171.3,168.4,1.17,14539.5,13798.7,677.6,4.90,14539.5,14171.3,147.4,1.03,14539.5,14171.3,2568.9,21.50,89838.2,88818.7,89371.3,91126.4,90971.0,91126.4,88818.7,1055.6,1.17,91126.4,86483.1,4247.1,4.90,91126.4,88818.7,924.1,1.03,91126.4,71527.7,17754.5,24.25,,
XNJ,Industrials,3908.3,3842.0,3856.7,3913.2,3900.6,3913.2,3887.3,-12.6,-0.32,3913.2,3842.0,-21.4,-0.55,3973.4,3776.5,81.1,2.12,3973.4,3842.0,-68.3,-1.72,3973.4,3842.0,263.6,7.25,32300.7,31752.6,31874.2,32341.5,32237.2,32341.5,31752.6,-176.7,-0.55,32838.9,31025.2,858.8,2.74,32838.9,31752.6,-564.3,-1.72,33472.2,28042.2,3320.3,11.48,,
XIJ,Info Technology,746.9,732.2,743.5,748.7,748.0,755.2,740.8,-0.7,-0.09,748.7,732.2,2.7,0.36,748.7,709.5,31.2,4.35,748.7,732.2,6.5,0.88,748.7,732.2,82.2,12.35,4894.7,4798.5,4872.6,4906.7,4902.0,4906.7,4798.5,17.7,0.36,4906.7,4649.6,204.3,4.35,4906.7,4798.5,42.9,0.88,4928.9,4131.6,672.0,15.89,,
XMJ,Materials,9901.8,9793.2,9826.5,10078.2,10271.4,10271.9,10078.2,193.2,1.92,10271.4,9793.2,407.8,4.13,10318.2,9650.0,634.2,6.58,10318.2,9793.2,61.7,0.60,10318.2,9793.2,-369.6,-3.47,67928.8,67184.1,67412.7,69139.6,70464.8,70464.8,67184.1,2797.4,4.13,70785.9,66113.5,4351.2,6.58,70785.9,67184.1,423.5,0.60,74792.0,55909.5,-417.5,-0.59,,
XPJ,A-REIT,1005.7,992.0,1003.8,1014.7,1008.4,1014.7,1004.7,-6.3,-0.62,1014.7,992.0,2.5,0.25,1014.7,971.4,46.8,4.87,1014.7,992.0,23.5,2.39,1014.7,992.0,9.6,0.96,27733.2,27357.4,27681.1,27983.5,27816.0,27983.5,27357.4,76.7,0.28,27983.5,26036.8,1779.3,6.83,27983.5,27357.4,655.0,2.41,29914.8,25833.5,1779.7,6.84,,
XTJ,Telecommunications,1823.3,1806.3,1814.3,1836.1,1821.9,1836.2,1818.9,-14.2,-0.77,1836.1,1806.3,-4.0,-0.22,1836.1,1745.0,83.6,4.81,1836.1,1806.3,0.3,0.02,1836.1,1806.3,289.1,18.86,21337.6,21138.7,21232.4,21486.6,21321.0,21486.6,21138.7,-46.7,-0.22,21486.6,20342.6,978.4,4.81,21486.6,21138.7,4.1,0.02,21486.6,16981.5,4382.6,25.87,,
XUJ,Utilities,5434.3,5382.8,5415.6,5477.3,5498.9,5498.9,5436.6,21.6,0.39,5498.9,5382.8,72.7,1.34,5498.9,5268.1,191.9,3.62,5498.9,5362.1,119.4,2.22,5498.9,5362.1,124.9,2.33,56445.3,55909.9,56250.4,56891.9,57116.0,57116.0,55909.9,755.2,1.34,57116.0,54081.8,2635.3,4.84,57116.0,55695.5,1240.2,2.22,57869.0,52062.1,4277.0,8.09,,
XMM,Metals & Mining,3214.8,3187.3,3189.2,3275.9,3346.3,3348.6,3275.9,70.4,2.15,3346.3,3187.3,148.0,4.63,3381.0,3147.5,205.2,6.53,3381.0,3187.3,7.0,0.21,3381.0,3187.3,-289.4,-7.96,4515.6,4477.1,4479.7,4601.5,4700.4,4700.4,4477.1,208.0,4.63,4749.1,4412.1,288.3,6.54,4749.1,4477.1,9.8,0.21,5249.3,3709.5,-267.4,-5.38,,
XGD,Gold,2105.2,2076.1,2020.1,2091.0,2114.3,2130.6,2090.1,23.3,1.11,2114.3,2020.1,110.8,5.53,2114.3,1795.5,300.9,16.59,2114.3,2003.5,215.9,11.37,2114.3,2003.5,-2842.3,-57.34,2449.1,2415.3,2350.1,2432.5,2459.7,2459.7,2350.1,128.9,5.53,2459.7,2088.8,350.1,16.60,2459.7,2330.8,251.2,11.38,5859.7,2001.8,-3256.3,-56.97,,
XJR,S&P/ASX 200 Res,4044.0,4003.7,4011.4,4114.0,4185.1,4185.1,4114.0,71.1,1.73,4185.1,4003.7,147.3,3.65,4220.8,3948.8,238.4,6.04,4220.8,4003.7,-1.2,-0.03,4220.8,4003.7,-152.8,-3.52,21264.0,21051.9,21092.4,21632.0,22006.0,22006.0,21051.9,774.5,3.65,22193.7,20752.4,1253.7,6.04,22193.7,21051.9,-6.3,-0.03,23355.8,17957.3,-176.4,-0.80,,
,
