Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-06-09T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jun 4,Jun 5,Jun 6,Jun 7,Jun 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jun 4,Jun 5,Jun 6,Jun 7,Jun 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1195.0,1204.3,1203.0,1221.6,1218.1,1228.0,1213.9,-3.5,-0.29,1221.6,1195.0,-10.5,-0.85,1304.0,1195.0,-72.0,-5.58,1313.3,1179.0,45.4,3.87,1383.7,1140.6,-140.1,-10.32,8383.2,8448.7,8439.0,8569.8,8545.5,8569.8,8383.2,-73.1,-0.85,9147.7,8383.2,-505.0,-5.58,9212.9,8076.6,512.0,6.37,9215.8,7636.0,-497.2,-5.50,,
XSJ,Consumer Staples,7535.7,7553.8,7606.4,7711.1,7625.2,7719.8,7579.7,-85.9,-1.11,7711.1,7535.7,18.8,0.25,7899.1,7529.2,-120.5,-1.56,7899.1,7241.1,292.1,3.98,7909.0,7011.2,-62.4,-0.81,56353.6,56488.9,56882.2,57664.8,57022.7,57664.8,56353.6,140.6,0.25,59070.7,56304.5,-901.2,-1.56,59070.7,52987.4,3361.8,6.26,59070.7,49979.4,2311.5,4.22,,
XEJ,Energy,12083.9,12411.0,12459.2,12624.3,12501.4,12687.7,12410.8,-122.9,-0.97,12624.3,12083.9,5.0,0.04,13321.0,12083.9,-993.0,-7.36,14705.5,12083.9,-241.8,-1.90,15566.9,11605.0,-3085.1,-19.79,81485.2,83690.5,84015.5,85129.1,84300.1,85129.1,81485.2,33.4,0.04,90996.4,81485.2,-6696.4,-7.36,98057.5,81485.2,-672.9,-0.79,102521.0,77383.0,-18349.9,-17.88,,
XFJ,Financials,3913.1,3979.0,3986.0,4054.7,3998.3,4058.2,3991.8,-56.4,-1.39,4054.7,3913.1,17.8,0.45,4238.9,3913.1,-255.1,-6.00,4331.2,3913.1,92.4,2.36,4331.2,3596.7,-218.7,-5.19,35513.2,36110.6,36174.5,36797.9,36285.6,36797.9,35513.2,161.1,0.45,38082.3,35513.2,-1719.3,-4.52,38661.3,34730.9,1834.7,5.33,38661.3,30965.7,491.2,1.37,,
XXJ,Financial-x-A-REIT,4433.9,4522.0,4511.5,4592.3,4530.1,4597.2,4517.2,-62.2,-1.35,4592.3,4433.9,15.3,0.34,4852.1,4433.9,-339.9,-6.98,4982.4,4433.9,24.7,0.55,4988.8,4119.7,-321.5,-6.63,38694.8,39462.9,39371.6,40077.0,39533.5,40077.0,38694.8,133.2,0.34,41887.8,38694.8,-2177.2,-5.22,42631.7,38178.9,1423.6,3.74,42631.7,34142.5,-44.5,-0.11,,
XHJ,Health Care,8927.9,9014.1,9133.4,9270.6,9210.5,9270.0,9144.7,-60.1,-0.65,9270.6,8927.9,185.7,2.06,9270.6,8868.8,221.1,2.46,9270.6,7756.1,1222.9,15.31,9270.6,7082.8,783.4,9.30,53952.7,54473.6,55194.6,56024.0,55660.4,56024.0,53952.7,1122.0,2.06,56024.0,53595.3,1335.7,2.46,56024.0,46279.9,7998.8,16.78,56024.0,41891.0,6224.5,12.59,,
XNJ,Industrials,3303.0,3339.2,3319.0,3328.7,3259.5,3325.6,3259.3,-69.2,-2.08,3339.2,3259.5,-133.1,-3.92,3622.1,3259.5,-366.6,-10.11,3815.2,3259.5,-78.3,-2.34,3815.2,3031.9,-288.4,-8.13,25554.0,25834.3,25677.5,25766.2,25231.0,25834.3,25231.0,-981.9,-3.75,28016.8,25231.0,-2785.8,-9.94,29446.6,25231.0,-269.2,-1.06,29446.6,22990.4,-1209.4,-4.57,,
XIJ,Info Technology,483.9,492.0,499.9,508.6,500.6,510.4,498.8,-8.0,-1.57,508.6,483.9,6.6,1.34,527.9,483.9,-26.2,-4.97,560.6,482.8,2.1,0.42,582.1,458.0,-72.2,-12.61,3019.4,3069.7,3119.4,3173.6,3123.6,3173.6,3019.4,41.3,1.34,3294.2,3019.4,-163.5,-4.97,3498.2,2950.6,76.9,2.52,3498.2,2743.0,-307.4,-8.96,,
XMJ,Materials,9361.6,9547.2,9588.9,9698.2,9643.2,9837.1,9604.4,-55.0,-0.57,9698.2,9361.6,16.4,0.17,10495.6,9361.6,-885.8,-8.41,11833.2,9361.6,-849.4,-8.10,13806.7,9361.6,-3654.8,-27.48,61358.3,62574.5,62847.9,63564.7,63204.0,63564.7,61358.3,107.5,0.17,68942.2,61358.3,-5738.1,-8.32,76582.8,61358.3,-4702.8,-6.93,88274.8,61358.3,-21818.1,-25.66,,
XPJ,A-REIT,850.4,852.7,870.8,883.0,869.2,883.0,869.2,-13.8,-1.56,883.0,850.4,8.2,0.95,883.0,845.3,-10.0,-1.13,883.0,785.8,91.7,11.79,883.0,708.9,18.7,2.20,21182.4,21239.3,21688.7,21993.6,21650.6,21993.6,21182.4,204.2,0.95,21993.6,21053.7,-248.0,-1.13,21993.6,19271.5,2582.5,13.54,21993.6,17036.7,1782.7,8.97,,
XTJ,Telecommunications,1254.3,1250.6,1250.6,1254.0,1247.0,1254.0,1243.5,-7.0,-0.56,1254.3,1247.0,-1.1,-0.08,1272.0,1208.0,4.5,0.36,1272.0,1101.4,111.5,9.82,1272.0,959.0,216.1,20.96,13359.6,13321.0,13320.3,13356.2,13282.0,13359.6,13282.0,-11.3,-0.09,13548.3,12866.4,47.4,0.36,13548.3,11476.1,1662.7,14.31,13548.3,9383.7,3200.4,31.75,,
XUJ,Utilities,4894.6,4903.9,4939.7,4933.1,4865.5,4923.2,4851.9,-67.6,-1.37,4939.7,4865.5,-66.2,-1.34,4942.4,4670.7,175.1,3.73,4942.4,4527.2,321.1,7.07,4942.4,4004.3,523.4,12.06,46246.3,46334.7,46673.0,46610.5,45971.9,46673.0,45971.9,-624.8,-1.34,46698.6,43986.4,1799.7,4.07,46698.6,42294.1,3789.3,8.98,46698.6,36081.2,7327.9,18.96,,
XMM,Metals & Mining,3259.0,3324.4,3342.5,3382.6,3361.8,3434.9,3349.9,-20.8,-0.61,3382.6,3259.0,9.7,0.29,3666.7,3259.0,-322.7,-8.76,4252.2,3259.0,-359.9,-9.67,5005.4,3259.0,-1463.0,-30.32,4390.0,4478.3,4502.6,4556.7,4528.7,4556.7,4390.0,13.3,0.30,4963.2,4390.0,-434.5,-8.75,5661.9,4390.0,-426.7,-8.61,6595.2,4390.0,-1828.4,-28.76,,
XGD,Gold,5233.6,5349.7,5492.6,5468.9,5269.5,5465.2,5243.1,-199.4,-3.65,5492.6,5233.6,172.8,3.39,5492.6,4898.3,-76.6,-1.43,7178.9,4898.3,-764.5,-12.67,7931.9,4898.3,-2014.8,-27.66,5996.6,6129.6,6293.3,6266.2,6037.7,6293.3,5996.6,198.0,3.39,6293.3,5612.0,-87.3,-1.43,8202.2,5612.0,-856.1,-12.42,9025.2,5612.0,-2248.9,-27.14,,
XJR,S&P/ASX 200 Res,3918.4,4004.3,4023.4,4073.3,4046.5,4121.2,4027.5,-26.8,-0.66,4073.3,3918.4,9.8,0.24,4382.0,3918.4,-364.8,-8.27,4925.8,3918.4,-322.8,-7.39,5721.3,3918.4,-1545.4,-27.64,19753.4,20186.2,20282.3,20534.2,20398.8,20534.2,19753.4,49.1,0.24,22237.8,19753.4,-1839.0,-8.27,24542.0,19753.4,-1370.3,-6.29,28188.6,19753.4,-7152.4,-25.96,,
,
