Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-22T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2235.2,2222.2,2217.1,2232.3,2253.5,2255.0,2232.3,21.2,0.95,2253.5,2217.1,38.6,1.74,2253.5,2092.8,44.8,2.03,2253.5,2092.8,59.9,2.73,2253.5,2092.8,-109.7,-4.64,5512.5,5481.1,5468.5,5506.1,5558.3,5558.3,5468.5,97.1,1.78,5558.3,5156.7,116.1,2.13,5558.3,5156.7,154.8,2.87,5747.9,4574.9,-94.4,-1.67,,
XDJ,Consumer Discretionary,1815.5,1807.8,1813.3,1830.5,1834.2,1835.2,1825.3,3.7,0.20,1834.2,1807.8,27.4,1.52,1834.2,1715.0,33.9,1.88,1834.2,1715.0,3.1,0.17,1834.2,1715.0,324.2,21.47,13517.2,13462.4,13502.8,13631.5,13658.5,13658.5,13462.4,206.2,1.53,13658.5,12735.0,289.3,2.16,13658.5,12735.0,61.2,0.45,13658.5,10921.9,2775.2,25.50,,
XSJ,Consumer Staples,10064.8,10023.9,10035.8,10053.5,10154.6,10176.2,10038.3,101.1,1.01,10154.6,10023.9,82.4,0.82,10154.6,9567.9,140.9,1.41,10154.6,9567.9,138.6,1.38,10154.6,9567.9,279.6,2.83,80572.6,80245.0,80340.4,80482.0,81416.7,81416.7,80245.0,785.0,0.97,81416.7,76594.5,1253.1,1.56,81416.7,76594.5,1234.8,1.54,83265.0,71737.8,4853.7,6.34,,
XEJ,Energy,13794.9,13733.6,13774.4,13745.0,13705.6,13847.9,13687.4,-39.4,-0.29,13794.9,13705.6,16.8,0.12,13794.9,13017.6,135.9,1.00,13794.9,13017.6,82.7,0.61,13794.9,13017.6,616.1,4.71,96979.1,96548.1,96835.0,96628.4,96351.2,96979.1,96351.2,118.0,0.12,96979.1,91514.2,955.8,1.00,96979.1,91514.2,581.3,0.61,101032.3,83100.5,6851.1,7.65,,
XFJ,Financials,5844.0,5856.4,5882.9,5885.2,5905.3,5915.8,5885.2,20.1,0.34,5905.3,5844.0,70.4,1.21,5905.3,5503.9,97.2,1.67,5905.3,5503.9,29.6,0.50,5905.3,5503.9,606.9,11.45,58233.3,58356.9,58621.5,58644.3,58857.1,58857.1,58233.3,1006.6,1.74,58857.1,54492.0,1353.6,2.35,58857.1,54492.0,687.0,1.18,59476.0,49323.3,8733.5,17.42,,
XXJ,Financial-x-A-REIT,6901.2,6916.0,6948.1,6948.5,6967.2,6978.8,6947.3,18.7,0.27,6967.2,6901.2,76.7,1.11,6967.2,6467.5,113.8,1.66,6989.0,6467.5,-14.4,-0.21,6989.0,6467.5,821.3,13.36,65878.5,66019.8,66325.7,66329.7,66525.0,66525.0,65878.5,1133.8,1.73,66525.0,61376.9,1485.4,2.28,66525.0,61376.9,268.9,0.41,67544.8,54895.6,10780.2,19.34,,
XHJ,Health Care,14235.7,14278.6,14372.0,14454.1,14539.4,14562.5,14450.9,85.3,0.59,14539.4,14235.7,445.6,3.16,14574.3,13849.2,-99.5,-0.68,14638.9,13849.2,172.1,1.20,14638.9,13849.2,2243.9,18.25,89252.5,89521.3,90107.1,90621.7,91156.5,91156.5,89252.5,2793.8,3.16,91749.2,86829.4,-592.6,-0.65,91749.2,86829.4,1109.7,1.23,91749.2,75502.8,15643.6,20.72,,
XNJ,Industrials,3967.7,3950.4,3991.5,4004.0,4030.0,4037.5,4004.0,26.0,0.65,4030.0,3950.4,93.0,2.36,4030.0,3771.2,83.8,2.12,4030.0,3771.2,61.1,1.54,4030.0,3771.2,109.3,2.79,32819.8,32676.5,33016.8,33119.5,33334.7,33334.7,32676.5,778.5,2.39,33334.7,31167.8,720.8,2.21,33334.7,31167.8,533.2,1.63,33472.2,28042.2,2145.1,6.88,,
XIJ,Info Technology,779.7,779.0,780.0,779.7,779.4,784.7,777.4,-0.3,-0.04,780.0,779.0,1.3,0.17,780.0,702.5,33.3,4.46,780.0,702.5,37.9,5.12,780.0,702.5,105.3,15.61,5110.0,5137.8,5144.1,5142.1,5140.0,5144.1,5110.0,40.8,0.80,5144.1,4603.8,250.3,5.12,5144.1,4603.8,280.9,5.78,5144.1,4239.8,818.7,18.94,,
XMJ,Materials,10593.1,10700.1,10646.8,10611.3,10732.1,10783.6,10611.3,120.8,1.14,10732.1,10593.1,274.1,2.62,10732.1,9745.3,457.8,4.46,10732.1,9745.3,522.4,5.12,10732.1,9745.3,63.7,0.60,72671.9,73421.8,73055.7,72821.7,73650.6,73650.6,72671.9,1905.8,2.66,73650.6,66855.5,3166.0,4.49,73650.6,66855.5,3609.3,5.15,73650.6,55909.5,2558.2,3.60,,
XPJ,A-REIT,1017.8,1019.9,1023.9,1026.3,1034.3,1038.0,1026.3,8.0,0.78,1034.3,1017.8,18.0,1.78,1034.3,980.1,17.8,1.75,1034.3,980.1,49.4,5.02,1034.3,980.1,11.6,1.14,28355.4,28412.0,28523.4,28591.8,28814.0,28814.0,28355.4,502.4,1.77,28814.0,27037.3,774.3,2.76,28814.0,27037.3,1652.9,6.09,29914.8,26036.8,1893.8,7.04,,
XTJ,Telecommunications,1817.4,1819.3,1826.7,1836.3,1829.8,1845.5,1829.8,-6.5,-0.35,1836.3,1817.4,19.9,1.10,1836.3,1741.3,0.3,0.02,1836.3,1741.3,8.2,0.45,1836.3,1741.3,269.2,17.25,21268.7,21290.6,21377.0,21489.9,21412.9,21489.9,21268.7,232.2,1.10,21489.9,20377.3,3.6,0.02,21489.9,20377.3,96.0,0.45,21489.9,17457.3,3664.7,20.65,,
XUJ,Utilities,5666.0,5644.5,5707.6,5706.4,5719.3,5731.3,5699.4,12.9,0.23,5719.3,5644.5,88.5,1.57,5719.3,5357.0,221.4,4.03,5719.3,5357.0,339.8,6.32,5719.3,5357.0,301.8,5.57,58852.3,58628.6,59283.4,59271.7,59405.7,59405.7,58628.6,920.0,1.57,59405.7,55642.3,2300.1,4.03,59405.7,55642.3,3529.9,6.32,59405.7,52194.2,6138.9,11.52,,
XMM,Metals & Mining,3459.8,3510.9,3483.6,3462.1,3507.2,3520.8,3462.1,45.1,1.30,3510.9,3459.8,98.1,2.88,3510.9,3166.8,154.2,4.60,3510.9,3166.8,167.9,5.03,3510.9,3166.8,-100.9,-2.80,4859.8,4931.8,4893.3,4863.9,4927.3,4931.8,4859.8,138.7,2.90,4931.8,4448.3,217.4,4.62,4931.8,4448.3,236.7,5.05,4960.6,3709.5,-4.3,-0.09,,
XGD,Gold,2629.8,2567.8,2531.8,2453.0,2491.0,2515.1,2453.0,38.0,1.55,2629.8,2453.0,-39.9,-1.58,2629.8,2120.4,259.8,11.64,2629.8,2003.5,592.6,31.22,2629.8,2003.5,-1922.6,-43.56,3059.4,2987.2,2945.4,2853.7,2897.9,3059.4,2853.7,-46.4,-1.58,3059.4,2466.8,302.2,11.64,3059.4,2330.8,689.5,31.22,5236.4,2001.8,-2191.9,-43.06,,
XJR,S&P/ASX 200 Res,4295.9,4339.3,4320.5,4300.0,4336.2,4357.9,4300.0,36.2,0.84,4339.3,4295.9,93.3,2.20,4339.3,3970.3,148.2,3.54,4339.3,3970.3,149.9,3.58,4339.3,3970.3,-8.5,-0.19,22588.5,22816.8,22718.0,22612.6,22803.0,22816.8,22588.5,493.4,2.21,22816.8,20876.7,782.0,3.55,22816.8,20876.7,790.6,3.59,22816.8,17957.3,581.0,2.61,,
,
