Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-09-12T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 7,Sep 8,Sep 9,Sep 10,Sep 11,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 7,Sep 8,Sep 9,Sep 10,Sep 11,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,1916.7,1937.7,1965.9,1928.6,1935.8,1938.8,1923.8,7.2,0.37,1965.9,1916.7,17.3,0.90,2026.1,1907.0,-119.7,-5.82,2263.3,1907.0,-108.5,-5.31,2263.3,1907.0,-301.7,-13.48,4979.7,5040.6,5121.6,5028.5,5048.3,5121.6,4979.7,64.9,1.30,5309.4,4952.4,-261.2,-4.92,5823.6,4952.4,-149.3,-2.87,5823.6,4882.3,-593.2,-10.51,,
XDJ,Consumer Discretionary,1730.4,1753.8,1781.1,1741.2,1735.0,1741.2,1723.8,-6.2,-0.36,1781.1,1730.4,11.9,0.69,1880.2,1712.1,-160.7,-8.48,2021.0,1712.1,-18.3,-1.05,2021.0,1712.1,-69.9,-3.88,13648.2,13835.5,14054.8,13753.9,13704.8,14054.8,13648.2,114.7,0.84,14819.3,13503.4,-1114.5,-7.52,15772.9,13162.6,235.1,1.75,15772.9,12935.8,-54.2,-0.39,,
XSJ,Consumer Staples,8257.8,8321.3,8372.9,8221.3,8196.5,8264.9,8149.7,-24.8,-0.30,8372.9,8196.5,-87.7,-1.06,8747.6,8196.5,-597.9,-6.80,10122.8,8196.5,-976.6,-10.65,10122.8,8196.5,-1776.5,-17.81,71338.0,71886.8,73062.6,71739.7,71523.0,73062.6,71338.0,-43.1,-0.06,75507.7,70608.3,-3273.4,-4.38,85291.5,70608.3,-4985.8,-6.52,85291.5,70608.3,-11601.5,-13.96,,
XEJ,Energy,8581.1,8801.0,8941.3,8605.1,8470.5,8614.3,8458.4,-134.6,-1.56,8941.3,8470.5,-224.0,-2.58,10146.7,8470.5,-1858.2,-17.99,12090.7,8470.5,-3130.9,-26.99,12090.7,8470.5,-6253.5,-42.47,65705.5,67388.8,68462.9,65889.1,64858.1,68462.9,64858.1,-1714.9,-2.58,77218.8,64339.7,-12360.7,-16.01,90391.5,64339.7,-19446.3,-23.07,105972.5,64339.7,-42137.2,-39.38,,
XFJ,Financials,5738.1,5861.3,6044.3,5884.0,5864.9,5917.3,5833.3,-19.1,-0.32,6044.3,5738.1,118.8,2.07,6249.5,5737.6,-436.3,-6.92,7186.4,5737.6,-390.5,-6.24,7186.4,5737.6,-330.9,-5.34,62024.9,63357.5,65337.8,63604.4,63400.1,65337.8,62024.9,1327.0,2.14,67403.2,61840.9,-4003.1,-5.94,75638.7,61840.9,-1839.1,-2.82,75638.7,59639.1,-212.0,-0.33,,
XXJ,Financial-x-A-REIT,6539.6,6689.6,6925.7,6737.4,6719.0,6781.7,6674.0,-18.4,-0.27,6925.7,6539.6,156.0,2.38,7189.2,6539.6,-535.5,-7.38,8394.2,6539.6,-563.2,-7.73,8394.2,6539.6,-554.6,-7.63,67764.4,69319.4,71767.7,69816.7,69628.8,71767.7,67764.4,1672.5,2.46,74365.1,67762.0,-4736.3,-6.37,84666.9,67762.0,-3143.6,-4.32,84666.9,66776.9,-1937.8,-2.71,,
XHJ,Health Care,18171.8,18211.6,18318.8,17977.2,17781.8,18050.4,17781.8,-195.4,-1.09,18318.8,17781.8,-358.2,-1.97,18718.4,17781.8,-1050.4,-5.58,19933.9,17005.1,294.6,1.68,19933.9,17005.1,2501.3,16.37,118386.3,118725.2,119654.6,117479.9,116202.9,119654.6,116202.9,-1391.9,-1.18,121732.8,115207.8,-5529.8,-4.54,128804.9,108911.1,4204.3,3.75,128804.9,95128.7,18394.2,18.81,,
XNJ,Industrials,4530.2,4552.9,4597.8,4527.4,4523.7,4545.7,4511.3,-3.7,-0.08,4597.8,4523.7,3.1,0.07,4675.7,4442.7,-182.9,-3.89,4968.2,4233.2,201.9,4.67,4968.2,4233.2,320.3,7.62,39734.6,39953.9,40452.1,39833.0,39799.9,40452.1,39734.6,157.2,0.40,41081.3,38797.9,-1281.4,-3.12,43057.2,36323.0,2716.3,7.32,43057.2,32870.0,4071.1,11.39,,
XIJ,Info Technology,691.2,695.2,703.4,700.0,701.3,703.4,691.1,1.3,0.19,703.4,691.2,14.9,2.17,733.2,664.8,-89.3,-11.30,853.7,664.8,-81.4,-10.39,853.7,664.8,-91.2,-11.50,4756.3,4784.2,4851.0,4827.9,4837.1,4851.0,4756.3,113.4,2.40,5393.6,4575.2,-556.5,-10.32,5803.2,4575.2,-429.5,-8.16,5803.2,4575.2,-471.3,-8.88,,
XMJ,Materials,7932.5,8074.3,8181.5,8009.0,7972.9,8056.5,7943.5,-36.1,-0.45,8181.5,7932.5,-14.8,-0.19,8260.9,7592.5,-528.4,-6.22,9946.3,7592.5,-754.8,-8.65,9946.3,7592.5,-1810.4,-18.51,57828.2,58890.3,60543.2,59271.6,59004.9,60543.2,57828.2,879.7,1.51,61553.5,55147.6,-2548.7,-4.14,70664.0,55147.6,-2887.4,-4.67,70664.0,55147.6,-10176.6,-14.71,,
XPJ,A-REIT,1222.3,1239.3,1251.8,1223.0,1215.6,1224.4,1215.2,-7.4,-0.61,1251.8,1215.6,5.4,0.44,1273.5,1200.2,-56.2,-4.42,1343.7,1197.3,29.5,2.48,1343.7,1197.3,98.1,8.78,36755.4,37266.7,37641.3,36774.5,36554.3,37641.3,36554.3,161.6,0.44,38294.3,36089.0,-1359.0,-3.58,39203.9,34828.8,2048.8,5.94,39203.9,30884.2,4549.0,14.21,,
XTJ,Telecommunications,1996.4,2026.5,2067.1,2005.4,1981.6,2005.6,1981.6,-23.8,-1.19,2067.1,1981.6,-13.9,-0.70,2205.9,1974.3,-250.6,-11.23,2321.2,1974.3,-105.2,-5.04,2321.2,1974.3,42.6,2.20,25805.7,26196.9,26721.7,25923.7,25616.0,26721.7,25616.0,-178.4,-0.69,28164.1,25521.0,-2548.1,-9.05,28970.5,25521.0,-138.2,-0.54,28970.5,22729.7,1708.5,7.15,,
XUJ,Utilities,6404.3,6554.0,6527.9,6357.7,6342.0,6411.7,6304.5,-15.7,-0.25,6554.0,6342.0,-89.6,-1.39,6727.6,6337.6,-343.0,-5.13,6918.1,5936.5,427.8,7.23,6918.1,5936.5,343.5,5.73,72716.7,74416.9,74119.6,72188.2,72009.6,74416.9,72009.6,-1017.4,-1.39,76179.9,71959.7,-3109.3,-4.14,76606.1,65111.5,7143.3,11.01,76606.1,62222.8,7200.6,11.11,,
XMM,Metals & Mining,2313.4,2363.8,2385.5,2326.2,2317.1,2344.3,2309.8,-9.1,-0.39,2385.5,2313.4,-16.2,-0.69,2411.7,2197.3,-166.9,-6.72,3045.0,2197.3,-329.9,-12.46,3045.0,2197.3,-830.2,-26.38,3444.6,3520.7,3622.8,3533.1,3519.3,3622.8,3444.6,45.1,1.30,3676.9,3266.4,-157.6,-4.29,4412.5,3266.4,-315.1,-8.22,4559.3,3266.4,-1038.3,-22.78,,
XGD,Gold,2257.8,2278.7,2305.1,2218.4,2189.2,2218.9,2182.6,-29.2,-1.32,2305.1,2189.2,0.4,0.02,2329.8,2104.3,39.2,1.82,2736.3,2069.2,141.8,6.93,2736.3,2069.2,-4.9,-0.22,2640.5,2664.9,2695.8,2597.4,2563.2,2695.8,2563.2,3.4,0.13,2722.0,2458.6,51.3,2.04,3196.9,2412.7,176.0,7.37,3196.9,1941.8,4.9,0.19,,
XJR,S&P/ASX 200 Res,2816.4,2881.3,2913.0,2829.7,2809.2,2844.2,2801.3,-20.5,-0.72,2913.0,2809.2,-35.9,-1.26,3050.5,2715.3,-324.7,-10.36,3741.5,2715.3,-581.1,-17.14,3741.5,2715.3,-1299.9,-31.63,15832.5,16200.9,16611.8,16138.3,16020.9,16611.8,15832.5,27.4,0.17,17420.0,15138.7,-1399.1,-8.03,20500.6,15138.7,-2383.0,-12.95,22178.1,15138.7,-6280.3,-28.16,,
,
