Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-04-16T23:15:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1482.4,1473.0,1481.0,1485.3,1480.3,1487.1,1476.4,-5.0,-0.34,1485.3,1473.0,-19.8,-1.32,1514.8,1435.2,51.1,3.58,1557.8,1429.2,-20.5,-1.36,1661.5,1424.3,-176.9,-10.68,9869.7,9806.5,9860.1,9888.7,9855.7,9888.7,9806.5,-123.5,-1.24,10062.3,9458.7,397.1,4.20,10210.5,9458.7,73.4,0.75,10622.7,9106.3,-739.6,-6.98,,
XSJ,Consumer Staples,7883.3,7812.1,7846.5,7833.8,7831.9,7872.7,7820.5,-1.9,-0.02,7883.3,7812.1,-14.2,-0.18,7883.3,7490.6,313.5,4.17,8013.9,7490.6,117.4,1.52,8415.1,7167.6,53.1,0.68,56104.2,55596.8,55842.1,55751.8,55737.8,56104.2,55596.8,-101.3,-0.18,56104.2,52985.2,2638.0,4.97,56175.1,52783.5,1940.0,3.61,58402.4,48819.1,2755.3,5.20,,
XEJ,Energy,17736.5,17201.1,17096.3,17083.6,17023.9,17127.5,16980.3,-59.7,-0.35,17736.5,17023.9,-451.5,-2.58,17736.5,15584.6,1681.6,10.96,17736.5,15342.3,909.5,5.64,17736.5,13714.7,1086.1,6.81,116809.6,113283.5,112593.6,112509.7,112116.4,116809.6,112116.4,-2973.6,-2.58,116809.6,101042.2,11074.2,10.96,116809.6,101042.2,7023.2,6.68,116809.6,88395.3,9392.3,9.14,,
XFJ,Financials,4582.9,4536.4,4572.5,4555.0,4521.3,4569.3,4520.7,-33.7,-0.74,4582.9,4521.3,-66.6,-1.45,4587.9,4276.2,234.7,5.48,4666.6,4276.2,159.5,3.66,5010.3,4077.7,-510.4,-10.14,38316.4,37927.5,38229.4,38083.3,37801.1,38316.4,37801.1,-557.2,-1.45,38358.3,35744.3,1970.3,5.50,38822.8,35744.3,1737.5,4.82,39592.5,32702.7,-1959.9,-4.93,,
XXJ,Financial-X-A-Reit,5342.9,5295.7,5331.4,5314.0,5266.6,5330.3,5265.6,-47.4,-0.89,5342.9,5266.6,-68.0,-1.27,5342.9,4949.5,309.8,6.25,5430.9,4949.5,202.8,4.00,5903.2,4674.3,-661.7,-11.16,42815.5,42437.5,42723.9,42584.6,42204.7,42815.5,42204.7,-544.7,-1.27,42815.5,39663.7,2482.6,6.25,43285.0,39663.7,2063.9,5.14,44717.5,35932.3,-2702.6,-6.02,,
XHJ,Health Care,9078.3,9008.7,9066.5,8970.5,8836.6,8971.2,8812.8,-133.9,-1.49,9078.3,8836.6,-350.2,-3.81,9186.8,8302.2,454.4,5.42,9186.8,8302.2,-96.6,-1.08,9195.2,7848.5,-325.4,-3.55,53255.9,52848.1,53187.1,52623.8,51838.3,53255.9,51838.3,-2054.2,-3.81,53892.5,48685.0,2684.3,5.46,53892.5,48685.0,17.0,0.03,53892.5,44799.6,-458.9,-0.88,,
XNJ,Industrials,3753.2,3708.4,3754.9,3710.9,3669.9,3710.9,3663.1,-41.0,-1.10,3754.9,3669.9,-136.2,-3.58,3806.1,3551.1,106.1,2.98,3870.5,3551.1,-66.6,-1.78,3966.9,3140.1,-316.1,-7.93,27959.1,27625.4,27972.1,27644.4,27339.0,27972.1,27339.0,-1014.3,-3.58,28353.4,26434.6,810.0,3.05,28566.6,26434.6,-221.2,-0.80,28566.6,22749.0,-1320.4,-4.61,,
XIJ,Info Technology,585.1,580.0,581.9,582.4,575.7,582.4,572.3,-6.7,-1.15,585.1,575.7,-18.1,-3.04,599.2,571.8,8.6,1.51,666.6,567.1,-69.0,-10.70,736.7,559.3,-157.9,-21.52,3504.4,3473.9,3485.1,3488.2,3448.3,3504.4,3448.3,-108.2,-3.04,3589.1,3387.0,61.3,1.81,3919.5,3387.0,-342.7,-9.04,4262.9,3236.2,-796.3,-18.76,,
XMJ,Materials,15046.2,14744.5,14652.2,14508.7,14408.6,14532.0,14405.3,-100.1,-0.69,15046.2,14408.6,-297.6,-2.02,15046.2,13196.8,1435.0,11.06,15046.2,12973.6,328.0,2.33,15046.2,10889.1,1311.2,10.01,96133.1,94205.7,93616.1,92699.0,92059.4,96133.1,92059.4,-1899.9,-2.02,96133.1,82866.5,9192.9,11.09,96133.1,82866.5,2848.1,3.19,96133.1,68188.9,10052.0,12.26,,
XPJ,A-Reit,862.8,847.8,860.2,854.3,855.0,859.3,852.4,0.7,0.08,862.8,847.8,-21.0,-2.40,876.0,830.5,12.6,1.49,887.0,830.5,15.2,1.80,908.7,813.8,-35.0,-3.94,20132.6,19784.4,20072.6,19934.6,19951.4,20132.6,19784.4,-491.2,-2.40,20442.6,19351.5,320.8,1.63,20646.7,19222.9,597.5,3.09,20646.7,17970.7,316.0,1.61,,
XTJ,Telecommunications,969.9,956.7,969.7,963.3,960.5,970.0,960.5,-2.8,-0.29,969.9,956.7,-6.2,-0.64,974.6,891.0,68.3,7.65,1016.6,891.0,0.9,0.09,1128.3,891.0,-106.1,-9.95,9479.8,9350.2,9479.2,9416.5,9389.3,9479.8,9350.2,-58.4,-0.62,9525.0,8708.4,669.1,7.67,9525.0,8708.4,414.8,4.62,10046.4,8339.6,-84.3,-0.89,,
XUJ,Utilities,4303.7,4248.8,4223.2,4278.9,4249.7,4278.9,4231.8,-29.2,-0.68,4303.7,4223.2,-43.8,-1.02,4303.7,4027.6,259.6,6.51,4452.1,3990.1,-163.7,-3.71,4614.3,3990.1,-289.0,-6.37,38174.1,37686.6,37459.9,37953.9,37694.9,38174.1,37459.9,-388.4,-1.02,38174.1,35021.3,2673.6,7.63,38794.6,35021.3,-762.2,-1.98,39587.2,33297.5,72.3,0.19,,
XMM,Metals And Mining,5491.6,5380.1,5344.0,5292.1,5253.8,5299.0,5252.9,-38.3,-0.72,5491.6,5253.8,-102.9,-1.92,5491.6,4780.5,560.7,11.95,5491.6,4693.1,108.1,2.10,5491.6,3866.0,568.0,12.12,7235.3,7088.5,7040.8,6972.5,6922.0,7235.3,6922.0,-135.4,-1.92,7235.3,6181.4,740.7,11.98,7235.3,6181.4,197.9,2.94,7235.3,5001.6,859.9,14.18,,
XGD,Gold,8435.7,8167.8,8138.5,8074.7,8164.3,8237.1,8074.7,89.6,1.11,8435.7,8074.7,-185.5,-2.22,8435.7,7088.9,1100.1,15.57,8435.7,7064.2,65.2,0.80,8435.7,5672.1,2017.7,32.83,9595.8,9291.0,9257.7,9185.1,9287.0,9595.8,9185.1,-211.0,-2.22,9595.8,8022.7,1264.4,15.76,9595.8,8022.7,94.2,1.02,9595.8,6412.2,2338.3,33.65,,
XJR,S&P/Asx 200 Res,6355.0,6212.1,6170.2,6122.9,6084.0,6129.0,6079.3,-38.9,-0.64,6355.0,6084.0,-125.0,-2.01,6355.0,5548.7,633.9,11.63,6355.0,5450.1,175.2,2.96,6355.0,4611.8,543.7,9.81,31311.1,30606.8,30400.5,30167.6,29975.7,31311.1,29975.7,-615.3,-2.01,31311.1,26845.8,3129.9,11.66,31311.1,26845.8,1115.5,3.87,31311.1,22285.5,3203.5,11.97,,
,
