Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-03-26T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,16413.9,16280.3,16420.1,16545.5,16899.7,17040.0,16545.5,354.2,2.14,16899.7,16280.3,638.3,3.93,16899.7,15342.3,654.3,4.03,16899.7,15342.3,785.3,4.87,16899.7,13714.7,961.0,6.03,108099.6,107219.6,108140.3,108965.7,111298.9,111298.9,107219.6,4203.9,3.93,111298.9,101042.2,4777.5,4.49,111298.9,101042.2,6205.7,5.90,111298.9,88395.3,8569.3,8.34,,
XFJ,Financials,4354.0,4365.1,4378.7,4416.7,4454.1,4478.1,4416.7,37.4,0.85,4454.1,4354.0,132.6,3.07,4539.2,4276.2,-107.0,-2.35,4666.6,4276.2,92.3,2.12,5040.0,4077.7,-462.8,-9.41,36394.4,36487.6,36600.8,36918.6,37239.1,37239.1,36394.4,1116.7,3.09,37947.3,35744.3,-708.2,-1.87,38822.8,35744.3,1175.5,3.26,39826.8,32702.7,-1615.4,-4.16,,
XXJ,Financial-X-A-Reit,5036.7,5055.3,5066.9,5110.5,5159.6,5195.9,5110.5,49.1,0.96,5159.6,5036.7,163.3,3.27,5263.9,4949.5,-139.9,-2.64,5430.9,4949.5,95.8,1.89,5934.6,4674.3,-637.1,-10.99,40362.5,40510.9,40604.4,40953.6,41346.9,41346.9,40362.5,1308.4,3.27,42240.4,39663.7,-893.5,-2.12,43285.0,39663.7,1206.2,3.00,44955.1,35932.3,-2563.2,-5.84,,
XHJ,Health Care,8337.9,8383.2,8477.6,8486.0,8511.1,8554.1,8482.8,25.1,0.30,8511.1,8337.9,200.4,2.41,8834.9,8302.2,-203.4,-2.33,9175.5,8302.2,-422.1,-4.73,9195.2,7848.5,-681.8,-7.42,48912.4,49178.5,49732.3,49781.3,49928.9,49928.9,48912.4,1194.4,2.45,51491.3,48685.0,-731.7,-1.44,53226.7,48685.0,-1892.3,-3.65,53226.7,44799.6,-2544.8,-4.85,,
XNJ,Industrials,3612.0,3628.3,3628.7,3673.9,3709.6,3715.9,3673.9,35.7,0.97,3709.6,3612.0,93.9,2.60,3839.9,3551.1,-64.9,-1.72,3870.5,3551.1,-26.9,-0.72,4008.5,3140.1,-228.0,-5.79,26888.5,27009.8,27020.8,27358.0,27627.9,27627.9,26888.5,712.4,2.65,28393.4,26434.6,-235.3,-0.84,28566.6,26434.6,67.7,0.25,28820.6,22749.0,-683.4,-2.41,,
XIJ,Info Technology,579.7,574.2,572.8,577.1,585.9,585.9,577.1,8.8,1.52,585.9,572.8,11.9,2.07,605.0,567.1,-7.2,-1.21,666.6,567.1,-58.8,-9.12,736.7,559.3,-138.5,-19.12,3461.8,3429.1,3420.9,3446.7,3499.3,3499.3,3420.9,71.2,2.08,3599.4,3387.0,-29.3,-0.83,3919.5,3387.0,-291.7,-7.69,4262.9,3236.2,-692.4,-16.52,,
XMJ,Materials,13535.2,13489.2,13483.4,13699.1,13798.4,13860.6,13699.1,99.3,0.72,13798.4,13483.4,283.0,2.09,14419.2,12973.6,-314.7,-2.23,14488.1,12973.6,-282.2,-2.00,14488.1,10889.1,1064.9,8.36,86475.1,86180.9,86144.1,87522.0,88156.8,88156.8,86144.1,1829.3,2.12,91639.6,82866.5,-1376.5,-1.54,91821.1,82866.5,-1054.5,-1.18,91821.1,68188.9,8428.0,10.57,,
XPJ,A-Reit,854.0,851.3,857.4,865.3,867.4,867.4,859.1,2.2,0.25,867.4,851.3,17.4,2.05,885.2,830.5,-7.1,-0.81,887.0,830.5,27.6,3.28,908.7,813.8,0.9,0.10,19900.6,19836.9,19980.4,20162.3,20241.3,20241.3,19836.9,434.0,2.19,20626.8,19351.5,-113.4,-0.56,20646.7,19222.9,887.3,4.58,20646.7,17970.7,1124.9,5.88,,
XTJ,Telecommunications,902.5,910.2,913.7,910.6,923.6,923.8,910.6,13.0,1.43,923.6,902.5,21.9,2.42,960.2,891.0,-37.8,-3.93,1016.6,891.0,-36.0,-3.75,1128.3,891.0,-121.0,-11.59,8821.0,8895.6,8930.5,8899.8,9026.8,9026.8,8821.0,213.7,2.42,9396.0,8708.4,-369.1,-3.93,9507.2,8708.4,52.3,0.58,10046.4,8339.6,-251.8,-2.71,,
XUJ,Utilities,4065.8,4114.8,4085.2,4120.3,4161.3,4179.3,4116.9,41.0,1.00,4161.3,4065.8,104.2,2.57,4243.0,3990.1,-66.8,-1.58,4452.1,3990.1,-252.1,-5.71,4614.3,3990.1,-233.2,-5.31,36036.6,36471.4,36208.5,36519.6,36911.1,36911.1,36036.6,951.4,2.65,37185.2,35021.3,67.9,0.18,38794.6,35021.3,-1546.1,-4.02,39587.2,33297.5,483.5,1.33,,
XMM,Metals And Mining,4915.1,4897.1,4895.4,4978.0,5018.3,5041.0,4978.0,40.3,0.81,5018.3,4895.4,114.5,2.34,5241.2,4693.1,-108.1,-2.11,5272.9,4693.1,-127.4,-2.48,5272.9,3866.0,482.7,10.64,6475.5,6451.7,6449.5,6558.3,6611.4,6611.4,6449.5,152.6,2.36,6865.5,6181.4,-94.9,-1.41,6892.7,6181.4,-112.7,-1.68,6892.7,5001.6,743.8,12.68,,
XGD,Gold,7463.1,7482.4,7483.8,7667.2,7777.0,7796.7,7665.7,109.8,1.43,7777.0,7463.1,431.0,5.87,7977.3,7064.2,66.3,0.86,8136.9,7064.2,-322.1,-3.98,8421.8,5502.4,2244.2,40.56,8489.4,8511.3,8512.9,8721.6,8846.5,8846.5,8489.4,503.8,6.04,9059.7,8022.7,94.2,1.08,9235.8,8022.7,-346.3,-3.77,9559.1,6220.4,2591.7,41.44,,
XJR,S&P/Asx 200 Res,5727.9,5697.0,5708.0,5791.6,5856.5,5881.0,5791.6,64.9,1.12,5856.5,5697.0,149.8,2.62,6022.7,5450.1,-49.5,-0.84,6051.2,5450.1,-52.3,-0.89,6051.2,4611.8,449.0,8.30,28220.0,28067.7,28122.0,28534.0,28853.7,28853.7,28067.7,743.9,2.65,29534.1,26845.8,-53.2,-0.18,29563.7,26845.8,-6.4,-0.02,29563.7,22285.5,2723.4,10.42,,
,
