Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-02-01T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 24,Jan 28,Jan 29,Jan 30,Jan 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 24,Jan 28,Jan 29,Jan 30,Jan 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,14513.9,14366.1,14520.3,14473.3,14406.6,14490.2,14377.3,-66.7,-0.46,14520.3,14366.1,-111.8,-0.77,14638.9,14171.3,39.3,0.27,14638.9,14171.3,39.3,0.27,14638.9,14171.3,2329.9,19.29,90965.7,90039.5,91006.1,90711.0,90293.3,91006.1,90039.5,-700.6,-0.77,91749.2,88818.7,246.5,0.27,91749.2,88818.7,246.5,0.27,91749.2,73346.6,16274.3,21.99,,
XNJ,Industrials,3914.6,3895.2,3934.9,3880.2,3886.9,3905.7,3872.5,6.7,0.17,3934.9,3880.2,-26.3,-0.67,3973.4,3842.0,-82.0,-2.07,3973.4,3842.0,-82.0,-2.07,3973.4,3842.0,106.7,2.82,32352.9,32192.4,32520.7,32068.8,32123.7,32520.7,32068.8,-217.8,-0.67,32838.9,31752.6,-677.8,-2.07,32838.9,31752.6,-677.8,-2.07,33472.2,28042.2,2068.8,6.88,,
XIJ,Info Technology,721.5,711.4,727.1,725.8,722.3,726.5,719.7,-3.5,-0.48,727.1,711.4,-8.7,-1.20,748.7,711.4,-19.2,-2.58,748.7,711.4,-19.2,-2.58,748.7,711.4,45.3,6.68,4728.6,4662.1,4764.8,4756.3,4733.5,4764.8,4662.1,-57.4,-1.20,4906.7,4662.1,-125.6,-2.58,4906.7,4662.1,-125.6,-2.58,4928.9,4131.6,432.0,10.04,,
XMJ,Materials,10062.7,9904.4,10058.2,10011.4,10006.6,10033.7,9953.8,-4.8,-0.05,10062.7,9904.4,-38.6,-0.38,10318.2,9793.2,-203.1,-1.99,10318.2,9793.2,-203.1,-1.99,10318.2,9793.2,-846.1,-7.80,69032.8,67947.2,69002.2,68681.0,68648.4,69032.8,67947.2,-264.1,-0.38,70785.9,67184.1,-1392.9,-1.99,70785.9,67184.1,-1392.9,-1.99,74792.0,55909.5,-3643.6,-5.04,,
XPJ,A-REIT,992.5,980.1,990.2,989.1,989.2,992.1,985.6,0.1,0.01,992.5,980.1,-7.2,-0.72,1016.5,980.1,4.3,0.44,1016.5,980.1,4.3,0.44,1016.5,980.1,-35.7,-3.48,27378.0,27037.3,27315.4,27285.6,27288.2,27378.0,27037.3,-197.2,-0.72,28039.6,27037.3,127.2,0.47,28039.6,27037.3,127.2,0.47,29914.8,26036.8,566.2,2.12,,
XTJ,Telecommunications,1790.7,1779.0,1774.0,1783.6,1786.6,1796.7,1776.3,3.0,0.17,1790.7,1774.0,-14.4,-0.80,1836.1,1774.0,-35.0,-1.92,1836.1,1774.0,-35.0,-1.92,1836.1,1774.0,195.5,12.29,20956.2,20818.9,20760.6,20872.8,20907.5,20956.2,20760.6,-169.2,-0.80,21486.6,20760.6,-409.4,-1.92,21486.6,20760.6,-409.4,-1.92,21486.6,17330.6,3324.9,18.91,,
XUJ,Utilities,5435.8,5357.3,5380.2,5357.0,5427.7,5446.5,5352.4,70.7,1.32,5435.8,5357.0,-9.3,-0.17,5498.9,5357.0,48.2,0.90,5498.9,5357.0,48.2,0.90,5498.9,5357.0,-0.1,-0.00,56460.7,55645.6,55883.6,55642.3,56377.0,56460.7,55642.3,-95.9,-0.17,57116.0,55642.3,501.2,0.90,57116.0,55642.3,501.2,0.90,57869.0,52062.1,3008.7,5.64,,
XMM,Metals & Mining,3273.5,3219.3,3273.6,3259.1,3254.8,3265.6,3240.2,-4.3,-0.13,3273.6,3219.3,-10.9,-0.33,3381.0,3187.3,-84.5,-2.53,3381.0,3187.3,-84.5,-2.53,3381.0,3187.3,-461.5,-12.42,4598.1,4522.0,4598.2,4577.9,4571.8,4598.2,4522.0,-15.3,-0.33,4749.1,4477.1,-118.8,-2.53,4749.1,4477.1,-118.8,-2.53,5249.3,3709.5,-506.1,-9.97,,
XGD,Gold,2173.6,2161.9,2166.3,2197.8,2180.3,2197.8,2167.9,-17.5,-0.80,2197.8,2161.9,59.9,2.82,2231.2,2003.5,281.9,14.85,2231.2,2003.5,281.9,14.85,2231.2,2003.5,-2748.1,-55.76,2528.7,2515.0,2520.2,2556.8,2536.5,2556.8,2515.0,69.7,2.83,2595.7,2208.5,328.0,14.85,2595.7,2330.8,328.0,14.85,5752.2,2001.8,-3146.9,-55.37,,
XJR,S&P/ASX 200 Res,4094.2,4039.1,4091.0,4063.8,4058.7,4072.5,4045.1,-5.1,-0.13,4094.2,4039.1,-32.9,-0.80,4220.8,4003.7,-127.6,-3.05,4220.8,4003.7,-127.6,-3.05,4220.8,4003.7,-374.6,-8.45,21527.8,21238.0,21511.0,21368.1,21341.3,21527.8,21238.0,-172.8,-0.80,22193.7,21051.9,-671.1,-3.05,22193.7,21051.9,-671.1,-3.05,23355.8,17957.3,-1329.0,-5.86,,
,
