Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-10-25T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2076.3,2076.7,2106.1,2098.5,2106.7,2111.1,2098.5,8.2,0.39,2106.7,2076.3,55.0,2.68,2172.7,2036.7,-64.8,-2.98,2290.0,2036.7,-86.9,-3.96,2290.0,2036.7,-159.8,-7.05,5259.6,5260.8,5335.3,5316.0,5336.9,5336.9,5259.6,139.4,2.68,5489.8,5159.0,-149.2,-2.72,5754.2,5156.7,-66.6,-1.23,5754.2,5074.3,-225.5,-4.05,,
XDJ,Consumer Discretionary,1753.5,1761.6,1791.1,1782.6,1797.6,1802.9,1782.6,15.0,0.84,1797.6,1753.5,67.4,3.90,1797.6,1688.9,18.4,1.04,1913.4,1688.9,-33.5,-1.83,1913.4,1688.9,-20.4,-1.12,13430.7,13492.8,13718.7,13653.6,13768.6,13768.6,13430.7,516.1,3.89,13768.6,12935.8,165.5,1.22,14336.1,12735.0,171.3,1.26,14336.1,12735.0,291.2,2.16,,
XSJ,Consumer Staples,9572.7,9600.3,9666.7,9715.7,9750.9,9776.6,9684.2,35.2,0.36,9750.9,9572.7,214.8,2.25,9844.6,9300.4,-72.1,-0.73,10424.5,9300.4,-265.1,-2.65,10424.5,9300.4,-242.4,-2.43,79788.3,80018.6,80571.6,80980.3,81273.6,81273.6,79788.3,1790.2,2.25,82054.6,77518.6,-600.8,-0.73,85101.4,76594.5,1091.7,1.36,85101.4,75952.5,1367.0,1.71,,
XEJ,Energy,13471.7,13431.5,13580.9,13467.3,13533.4,13603.7,13467.3,66.1,0.49,13580.9,13431.5,106.6,0.79,14370.6,13227.7,-893.2,-6.19,15327.0,13017.6,-89.5,-0.66,15327.0,13017.6,-437.0,-3.13,97895.3,97602.9,98688.9,97863.0,98343.6,98688.9,97602.9,774.7,0.79,104834.1,96122.0,-6490.5,-6.19,111140.9,91514.2,2573.7,2.69,111140.9,90393.6,130.9,0.13,,
XFJ,Financials,6020.2,6022.1,6085.5,6112.8,6150.3,6167.8,6112.8,37.5,0.61,6150.3,6020.2,193.5,3.25,6150.3,5807.9,184.7,3.10,6347.7,5503.9,274.6,4.67,6347.7,5503.9,134.4,2.23,61818.4,61838.4,62489.0,62770.1,63154.8,63154.8,61818.4,1987.4,3.25,63154.8,59639.1,1899.2,3.10,65101.3,54492.0,4984.7,8.57,65101.3,54492.0,4524.4,7.72,,
XXJ,Financial-x-A-REIT,7062.6,7057.4,7132.7,7164.2,7214.4,7234.8,7164.2,50.2,0.70,7214.4,7057.4,235.9,3.38,7214.4,6785.9,217.7,3.11,7434.3,6467.5,232.8,3.33,7434.3,6467.5,102.4,1.44,69499.6,69448.6,70188.9,70499.5,70993.4,70993.4,69448.6,2321.8,3.38,70993.4,66776.9,2142.8,3.11,73055.9,61376.9,4737.3,7.15,73055.9,61376.9,4522.6,6.80,,
XHJ,Health Care,15274.1,15280.8,15412.9,15492.0,15683.3,15712.6,15492.0,191.3,1.23,15683.3,15274.1,459.4,3.02,15683.3,14858.1,307.7,2.00,15712.5,13849.2,1316.0,9.16,15712.5,13849.2,1842.4,13.31,97791.9,97834.7,98680.2,99186.7,100411.7,100411.7,97791.9,2941.2,3.02,100411.7,95128.7,1994.3,2.03,100411.7,86829.4,10364.9,11.51,100411.7,85487.9,13692.8,15.79,,
XNJ,Industrials,3974.4,3983.4,4037.7,4022.8,4059.7,4073.6,4022.8,36.9,0.92,4059.7,3974.4,127.8,3.25,4078.1,3856.7,-21.9,-0.54,4299.8,3771.2,90.8,2.29,4299.8,3771.2,-6.6,-0.16,33872.6,33949.7,34412.6,34285.5,34600.1,34600.1,33872.6,1089.2,3.25,34766.3,32870.0,-166.2,-0.48,36428.8,31167.8,1798.6,5.48,36428.8,30581.2,1237.3,3.71,,
XIJ,Info Technology,763.1,763.3,769.8,770.2,779.7,787.6,770.2,9.5,1.23,779.7,763.1,28.2,3.75,792.1,742.3,-8.0,-1.02,837.6,702.5,38.2,5.16,837.6,702.5,55.0,7.59,5130.6,5131.7,5175.4,5178.1,5242.0,5242.0,5130.6,189.5,3.75,5305.9,4990.2,-34.5,-0.65,5555.5,4603.8,382.9,7.88,5555.5,4603.8,492.7,10.37,,
XMJ,Materials,9197.7,9212.6,9373.7,9223.5,9236.7,9265.8,9180.8,13.2,0.14,9373.7,9197.7,138.4,1.52,9516.1,8892.7,-253.6,-2.67,10774.9,8892.7,-973.0,-9.53,10774.9,8892.7,-784.4,-7.83,65077.4,65182.7,66322.6,65260.1,65353.6,66322.6,65077.4,979.8,1.52,67314.0,62916.7,-1778.2,-2.65,73944.4,62916.7,-4687.7,-6.69,73944.4,62916.7,-3284.9,-4.79,,
XPJ,A-REIT,1090.4,1097.8,1108.4,1113.9,1114.8,1119.3,1112.3,0.9,0.08,1114.8,1090.4,26.7,2.45,1114.8,1078.1,32.4,3.00,1161.6,980.1,129.9,13.19,1161.6,980.1,74.0,7.11,31237.2,31449.1,31753.5,31910.5,31936.3,31936.3,31237.2,764.2,2.45,31936.3,30884.2,938.5,3.03,33267.3,27037.3,4775.2,17.58,33267.3,26036.8,3754.8,13.32,,
XTJ,Telecommunications,1898.2,1904.6,1919.7,1932.7,1933.8,1947.1,1926.8,1.1,0.06,1933.8,1898.2,43.7,2.31,1933.8,1841.9,26.9,1.41,1999.5,1741.3,112.2,6.16,1999.5,1741.3,179.0,10.20,23423.8,23502.9,23689.9,23850.6,23864.4,23864.4,23423.8,539.9,2.31,23864.4,22729.7,345.0,1.47,24594.2,20377.3,2547.5,11.95,24594.2,20103.7,3331.0,16.22,,
XUJ,Utilities,5845.2,5860.7,5862.1,5845.8,5865.6,5868.8,5806.4,19.8,0.34,5865.6,5845.2,58.2,1.00,5865.6,5759.1,49.7,0.86,6071.2,5357.0,486.1,9.04,6071.2,5357.0,400.9,7.34,63152.6,63320.4,63335.4,63159.2,63373.4,63373.4,63152.6,628.7,1.00,63373.4,62222.8,537.9,0.86,65099.7,55642.3,7497.6,13.42,65099.7,53514.4,7435.5,13.29,,
XMM,Metals & Mining,2939.5,2939.5,2991.6,2938.1,2941.2,2950.1,2918.5,3.1,0.11,2991.6,2938.1,31.0,1.06,3053.3,2826.8,-102.7,-3.37,3522.5,2826.8,-398.1,-11.92,3522.5,2826.8,-388.8,-11.68,4257.9,4257.9,4333.5,4255.9,4260.4,4333.5,4255.9,44.8,1.06,4421.6,4094.7,-147.7,-3.35,4948.8,4094.7,-430.2,-9.17,4948.8,4094.7,-417.1,-8.92,,
XGD,Gold,1970.6,1961.8,2019.4,2007.6,1975.9,2009.1,1975.1,-31.7,-1.58,2019.4,1961.8,-19.4,-0.97,2136.9,1937.0,-145.0,-6.84,2679.6,1937.0,77.5,4.08,2679.6,1937.0,-537.1,-21.37,2297.7,2287.5,2354.6,2340.9,2303.9,2354.6,2287.5,-22.6,-0.97,2491.6,2258.5,-169.1,-6.84,3119.4,2258.5,95.5,4.32,3119.4,2001.8,-619.5,-21.19,,
XJR,S&P/ASX 200 Res,3815.7,3812.4,3872.2,3813.8,3823.2,3833.7,3800.1,9.4,0.25,3872.2,3812.4,36.9,0.98,3994.4,3702.2,-167.6,-4.20,4376.0,3702.2,-363.1,-8.67,4376.0,3702.2,-376.1,-8.96,20713.4,20695.2,21020.2,20703.1,20754.1,21020.2,20695.2,200.5,0.98,21679.8,20097.1,-906.4,-4.18,23407.3,20097.1,-1258.2,-5.72,23407.3,20097.1,-1326.2,-6.01,,
,
