Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-08-09T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Aug 4,Aug 5,Aug 6,Aug 7,Aug 8,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Aug 4,Aug 5,Aug 6,Aug 7,Aug 8,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2198.1,2188.8,2180.3,2187.8,2170.7,2189.9,2165.7,-17.1,-0.78,2198.1,2170.7,-34.9,-1.58,2240.1,2170.7,-23.0,-1.05,2277.1,2092.8,-22.9,-1.04,2277.1,2092.8,64.1,3.04,5499.4,5476.2,5454.9,5473.5,5430.9,5499.4,5430.9,-87.1,-1.58,5603.8,5430.9,-55.2,-1.01,5645.9,5156.7,27.5,0.51,5645.9,5074.3,324.9,6.36,,
XDJ,Consumer Discretionary,1820.3,1804.3,1808.8,1809.7,1778.9,1809.7,1775.9,-30.8,-1.70,1820.3,1778.9,-51.4,-2.81,1853.2,1778.9,-55.7,-3.03,1913.4,1715.0,-52.2,-2.85,1913.4,1715.0,98.4,5.86,13741.7,13620.4,13654.9,13661.6,13429.2,13741.7,13429.2,-387.4,-2.80,13989.4,13429.2,-419.9,-3.03,14336.1,12735.0,-168.1,-1.24,14336.1,12384.4,1139.3,9.27,,
XSJ,Consumer Staples,10098.0,10045.0,10024.2,10032.3,9907.9,10050.6,9894.2,-124.4,-1.24,10098.0,9907.9,-170.6,-1.69,10218.7,9907.9,-134.5,-1.34,10323.4,9567.9,-108.1,-1.08,10323.4,9567.9,207.0,2.13,82436.6,82003.6,81834.0,81899.9,80884.4,82436.6,80884.4,-1393.1,-1.69,83421.4,80884.4,-1098.2,-1.34,84194.5,76594.5,702.5,0.88,84194.5,75857.6,4986.4,6.57,,
XEJ,Energy,14381.7,14416.7,14315.8,14292.6,14185.6,14292.6,14113.8,-107.0,-0.75,14416.7,14185.6,-283.8,-1.96,14662.6,14185.6,-290.2,-2.00,14662.6,13017.6,562.7,4.13,14662.6,13017.6,1018.8,7.74,102761.5,103011.6,102290.6,102125.4,101360.4,103011.6,101360.4,-2028.0,-1.96,104769.1,101360.4,-2073.4,-2.00,104769.1,91514.2,5590.5,5.84,104769.1,90393.6,10171.5,11.15,,
XFJ,Financials,6193.3,6165.0,6146.6,6128.4,6027.3,6128.4,6020.6,-101.1,-1.65,6193.3,6027.3,-187.7,-3.02,6300.8,6027.3,-124.3,-2.02,6300.8,5503.9,151.6,2.58,6300.8,5503.9,477.2,8.60,62975.9,62688.3,62501.0,62316.0,61288.4,62975.9,61288.4,-1908.9,-3.02,64070.0,61288.4,-1264.0,-2.02,64070.0,54492.0,3118.3,5.36,64070.0,53846.3,7718.3,14.41,,
XXJ,Financial-x-A-REIT,7282.1,7246.8,7226.3,7201.8,7080.1,7201.8,7070.2,-121.7,-1.69,7282.1,7080.1,-236.4,-3.23,7412.6,7080.1,-170.9,-2.36,7412.6,6467.5,98.5,1.41,7412.6,6467.5,592.8,9.14,70849.9,70505.6,70306.8,70068.3,68883.8,70849.9,68883.8,-2300.4,-3.23,72118.8,68883.8,-1663.5,-2.36,72118.8,61376.9,2627.7,3.97,72118.8,60448.5,8921.0,14.88,,
XHJ,Health Care,14078.7,14241.7,14148.6,14088.0,13996.7,14088.0,13951.5,-91.3,-0.65,14241.7,13996.7,-189.3,-1.33,14569.1,13996.7,-455.3,-3.15,14937.8,13849.2,-370.6,-2.58,14937.8,13849.2,419.5,3.09,89149.0,90180.8,89591.2,89208.1,88629.9,90180.8,88629.9,-1198.3,-1.33,92254.2,88629.9,-2882.9,-3.15,94445.0,86829.4,-1417.0,-1.57,94445.0,81860.9,4559.4,5.42,,
XNJ,Industrials,4114.4,4081.5,4095.3,4098.4,4067.3,4107.3,4051.4,-31.1,-0.76,4114.4,4067.3,-56.4,-1.37,4193.5,4067.3,-81.1,-1.95,4199.0,3771.2,98.4,2.48,4199.0,3771.2,436.0,12.01,34651.2,34374.4,34490.4,34516.6,34255.0,34651.2,34255.0,-474.9,-1.37,35317.2,34255.0,-682.7,-1.95,35317.2,31167.8,1453.4,4.43,35317.2,29916.4,4837.0,16.44,,
XIJ,Info Technology,818.4,820.8,810.7,802.5,790.8,804.4,786.1,-11.7,-1.46,820.8,790.8,-32.0,-3.89,837.6,790.8,-26.8,-3.28,837.6,702.5,49.3,6.65,837.6,702.5,93.3,13.37,5428.2,5444.0,5377.2,5322.3,5244.8,5444.0,5244.8,-212.4,-3.89,5555.5,5244.8,-177.7,-3.28,5555.5,4603.8,385.7,7.94,5555.5,4526.0,740.5,16.44,,
XMJ,Materials,10312.5,10242.4,10276.5,10336.6,10194.6,10336.6,10156.4,-142.0,-1.37,10336.6,10194.6,-124.1,-1.20,10487.5,10000.7,101.6,1.01,10774.9,9487.2,-15.1,-0.15,10774.9,9487.2,675.9,7.10,71883.3,71394.6,71632.0,72050.9,71061.1,72050.9,71061.1,-864.9,-1.20,73103.2,69709.6,707.7,1.01,73944.4,66130.4,1019.8,1.46,73944.4,64192.2,6816.7,10.61,,
XPJ,A-REIT,1107.2,1104.0,1099.6,1099.2,1083.9,1099.3,1082.4,-15.3,-1.39,1107.2,1083.9,-19.1,-1.73,1126.8,1078.8,0.6,0.06,1126.8,980.1,99.0,10.05,1126.8,980.1,57.2,5.57,31701.0,31612.1,31485.8,31474.8,31034.7,31701.0,31034.7,-546.7,-1.73,32262.7,30888.5,17.6,0.06,32262.7,27037.3,3873.6,14.26,32262.7,26036.8,3268.9,11.77,,
XTJ,Telecommunications,1886.7,1881.3,1889.5,1889.6,1874.7,1896.3,1874.3,-14.9,-0.79,1889.6,1874.7,-15.7,-0.83,1908.2,1840.2,23.6,1.28,1908.2,1741.3,53.1,2.92,1908.2,1741.3,121.7,6.94,22685.6,22621.1,22719.5,22720.3,22541.2,22720.3,22541.2,-188.8,-0.83,22941.3,22123.0,287.1,1.29,22941.3,20377.3,1224.3,5.74,22941.3,19381.8,2583.9,12.95,,
XUJ,Utilities,5892.7,5893.1,5902.1,5907.2,5893.0,5924.3,5883.1,-14.2,-0.24,5907.2,5892.7,-7.2,-0.12,6026.6,5873.0,-120.3,-2.00,6026.6,5357.0,513.5,9.55,6026.6,5357.0,477.7,8.82,62878.3,62882.3,62977.9,63032.4,62880.8,63032.4,62878.3,-76.7,-0.12,64217.5,62668.1,-1195.2,-1.87,64217.5,55642.3,7005.0,12.54,64217.5,53264.6,8172.8,14.94,,
XMM,Metals & Mining,3370.9,3342.3,3360.4,3384.7,3339.6,3384.7,3325.3,-45.1,-1.33,3384.7,3339.6,-32.9,-0.98,3431.7,3257.9,61.3,1.87,3522.5,3063.2,0.3,0.01,3522.5,3063.2,168.0,5.30,4806.6,4765.8,4791.5,4826.2,4761.9,4826.2,4761.9,-47.0,-0.98,4893.2,4645.4,87.5,1.87,4948.8,4367.8,71.3,1.52,4948.8,4367.8,375.4,8.56,,
XGD,Gold,2334.1,2282.6,2268.5,2375.4,2424.5,2437.1,2370.3,49.1,2.07,2424.5,2268.5,94.8,4.07,2498.1,2268.5,107.8,4.65,2679.6,2003.5,526.1,27.72,2679.6,2003.5,-24.4,-1.00,2717.6,2657.7,2641.2,2765.7,2822.8,2822.8,2641.2,110.3,4.07,2908.5,2641.2,125.5,4.65,3119.4,2330.8,614.3,27.82,3562.6,2001.8,-11.0,-0.39,,
XJR,S&P/ASX 200 Res,4272.0,4252.0,4258.9,4276.9,4225.7,4276.9,4208.6,-51.2,-1.20,4276.9,4225.7,-56.2,-1.31,4350.1,4158.3,29.0,0.69,4350.1,3970.3,39.4,0.94,4350.1,3970.3,234.4,5.87,22814.2,22707.1,22744.4,22840.3,22567.0,22840.3,22567.0,-300.1,-1.31,23231.1,22206.9,154.7,0.69,23231.1,20876.7,554.6,2.52,23231.1,20663.0,1901.7,9.20,,
,
