Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-07-12T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 7,Jul 8,Jul 9,Jul 10,Jul 11,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 7,Jul 8,Jul 9,Jul 10,Jul 11,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2188.4,2193.7,2179.8,2194.8,2189.6,2196.7,2183.9,-5.2,-0.24,2194.8,2179.8,-3.3,-0.15,2194.8,2105.4,60.3,2.83,2277.1,2092.8,-4.0,-0.18,2277.1,2092.8,81.7,3.88,5473.0,5486.1,5451.5,5488.9,5476.0,5488.9,5451.5,-8.2,-0.15,5488.9,5248.0,168.5,3.17,5645.9,5156.7,72.6,1.34,5645.9,5074.3,367.5,7.19,,
XDJ,Consumer Discretionary,1839.1,1834.6,1785.8,1799.3,1795.3,1803.7,1788.0,-4.0,-0.22,1839.1,1785.8,-41.6,-2.27,1839.1,1736.3,50.7,2.91,1913.4,1715.0,-35.8,-1.95,1913.4,1715.0,146.8,8.91,13883.0,13849.1,13480.9,13583.3,13552.5,13883.0,13480.9,-314.3,-2.27,13883.0,13097.7,391.8,2.98,14336.1,12735.0,-44.8,-0.33,14336.1,11981.2,1496.5,12.41,,
XSJ,Consumer Staples,10046.3,10042.4,9940.5,9928.1,9976.8,10042.4,9885.2,48.7,0.49,10046.3,9928.1,-56.4,-0.56,10046.3,9711.8,30.3,0.30,10323.4,9567.9,-39.2,-0.39,10323.4,9567.9,244.2,2.51,82014.6,81982.6,81150.6,81049.0,81447.2,82014.6,81049.0,-460.1,-0.56,82014.6,79206.5,326.8,0.40,84194.5,76594.5,1265.3,1.58,84194.5,75078.1,5300.7,6.96,,
XEJ,Energy,14533.1,14475.8,14270.0,14314.6,14324.6,14380.7,14264.1,10.0,0.07,14533.1,14270.0,-230.7,-1.58,14624.4,14270.0,-123.6,-0.86,14624.4,13017.6,701.7,5.15,14624.4,13017.6,900.2,6.71,103843.8,103433.9,101963.6,102282.1,102353.6,103843.8,101963.6,-1648.3,-1.58,104495.7,101963.6,-883.1,-0.86,104495.7,91514.2,6583.7,6.87,104495.7,90393.6,9380.5,10.09,,
XFJ,Financials,6170.7,6151.6,6096.7,6104.4,6135.5,6155.9,6077.5,31.1,0.51,6170.7,6096.7,-36.3,-0.59,6180.8,6007.5,-37.6,-0.61,6215.0,5503.9,259.8,4.42,6215.0,5503.9,684.7,12.56,62746.9,62552.4,61994.2,62072.9,62388.7,62746.9,61994.2,-368.7,-0.59,62757.4,61084.6,-141.8,-0.23,62757.4,54492.0,4218.6,7.25,62757.4,52635.5,9854.8,18.76,,
XXJ,Financial-x-A-REIT,7279.1,7251.0,7180.7,7177.1,7220.0,7243.3,7139.4,42.9,0.60,7279.1,7177.1,-71.1,-0.98,7295.7,7071.9,-67.1,-0.92,7363.2,6467.5,238.4,3.41,7363.2,6467.5,868.6,13.67,70820.1,70547.3,69863.1,69828.3,70245.8,70820.1,69828.3,-691.6,-0.97,70979.8,68804.3,-650.7,-0.92,70979.8,61376.9,3989.7,6.02,70979.8,58827.6,11539.1,19.66,,
XHJ,Health Care,14342.8,14452.0,14291.9,14272.5,14299.3,14335.5,14180.3,26.8,0.19,14452.0,14272.5,-123.0,-0.85,14452.0,14192.4,-108.7,-0.75,14937.8,13849.2,-68.0,-0.47,14937.8,13849.2,701.1,5.16,90821.5,91512.8,90499.2,90376.1,90545.7,91512.8,90376.1,-778.7,-0.85,91512.8,89868.7,-688.1,-0.75,94445.0,86829.4,498.9,0.55,94445.0,81860.9,6345.4,7.54,,
XNJ,Industrials,4135.4,4148.4,4083.5,4095.8,4125.8,4130.8,4076.0,30.0,0.73,4148.4,4083.5,-27.9,-0.67,4153.7,4013.3,39.0,0.95,4199.0,3771.2,156.9,3.95,4199.0,3771.2,407.8,10.97,34828.5,34937.7,34390.7,34495.1,34747.1,34937.7,34390.7,-235.5,-0.67,34982.6,33583.5,548.8,1.60,35107.2,31167.8,1945.6,5.93,35107.2,29395.6,4626.1,15.36,,
XIJ,Info Technology,823.7,817.6,799.6,798.9,803.5,804.3,793.2,4.6,0.58,823.7,798.9,-13.5,-1.65,823.7,783.2,10.5,1.32,823.7,702.5,62.0,8.37,823.7,702.5,114.1,16.55,5463.4,5422.5,5303.5,5298.9,5329.2,5463.4,5298.9,-89.5,-1.65,5463.4,5194.7,69.5,1.32,5463.4,4603.8,470.0,9.67,5463.4,4316.8,877.5,19.71,,
XMJ,Materials,10107.9,10093.0,10000.7,10054.9,10077.4,10105.2,9997.1,22.5,0.22,10107.9,10000.7,-52.2,-0.51,10129.6,9487.2,374.5,3.86,10774.9,9487.2,-132.3,-1.30,10774.9,9487.2,991.4,10.91,70456.7,70353.4,69709.6,70087.3,70244.4,70456.7,69709.6,-363.5,-0.51,70607.9,66130.4,2610.6,3.86,73944.4,66130.4,203.1,0.29,73944.4,61093.5,8920.6,14.55,,
XPJ,A-REIT,1081.6,1083.3,1078.8,1091.8,1091.5,1096.4,1090.9,-0.3,-0.03,1091.8,1078.8,19.7,1.84,1091.8,1065.1,14.1,1.30,1091.8,980.1,106.6,10.82,1091.8,980.1,65.3,6.36,30968.8,31017.0,30888.5,31261.8,31252.4,31261.8,30888.5,563.4,1.84,31261.8,29682.6,1227.3,4.09,31261.8,27037.3,4091.4,15.06,31261.8,26036.8,3772.2,13.73,,
XTJ,Telecommunications,1851.0,1851.1,1840.7,1840.2,1853.4,1859.9,1839.7,13.2,0.72,1853.4,1840.2,-3.6,-0.19,1857.0,1802.6,24.1,1.32,1876.9,1741.3,31.8,1.75,1876.9,1741.3,185.0,11.09,22252.8,22254.0,22128.9,22123.0,22282.0,22282.0,22123.0,-43.2,-0.19,22325.2,21671.9,289.2,1.31,22564.6,20377.3,965.2,4.53,22564.6,18947.5,3290.9,17.33,,
XUJ,Utilities,5980.4,6013.3,5954.9,6011.2,6026.6,6032.1,5967.2,15.4,0.26,6026.6,5954.9,27.7,0.46,6026.6,5853.6,157.7,2.69,6026.6,5357.0,647.1,12.03,6026.6,5357.0,465.5,8.37,63725.6,64076.0,63453.6,64054.1,64217.5,64217.5,63453.6,294.7,0.46,64217.5,61684.9,2371.4,3.83,64217.5,55642.3,8341.7,14.93,64217.5,53264.6,8036.6,14.30,,
XMM,Metals & Mining,3287.1,3278.3,3257.9,3280.1,3284.9,3294.7,3258.3,4.8,0.15,3287.1,3257.9,-11.1,-0.34,3296.0,3063.2,149.6,4.77,3522.5,3063.2,-54.4,-1.63,3522.5,3063.2,317.9,10.72,4687.1,4674.4,4645.4,4677.0,4684.0,4687.1,4645.4,-15.8,-0.34,4699.8,4367.8,213.4,4.77,4948.8,4367.8,-6.6,-0.14,4948.8,4082.1,580.4,14.14,,
XGD,Gold,2348.9,2316.7,2393.6,2475.5,2482.9,2520.5,2471.1,7.4,0.30,2482.9,2316.7,109.5,4.61,2482.9,2101.7,374.0,17.74,2679.6,2003.5,584.5,30.79,2679.6,2003.5,-15.9,-0.64,2734.8,2697.4,2786.9,2882.2,2890.8,2890.8,2697.4,127.5,4.61,2890.8,2447.1,435.5,17.74,3119.4,2330.8,682.4,30.90,3562.6,2001.8,-0.8,-0.03,,
XJR,S&P/ASX 200 Res,4209.2,4196.7,4158.3,4178.6,4183.1,4195.7,4156.3,4.5,0.11,4209.2,4158.3,-36.2,-0.86,4219.3,4001.2,109.1,2.68,4345.1,3970.3,-3.2,-0.08,4345.1,3970.3,353.3,9.22,22478.9,22412.2,22206.9,22315.3,22339.2,22478.9,22206.9,-193.3,-0.86,22532.5,21368.2,582.5,2.68,22908.0,20876.7,326.8,1.48,22908.0,19772.9,2510.2,12.66,,
,
