Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-04-23T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 15,Apr 18,Apr 19,Apr 20,Apr 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 15,Apr 18,Apr 19,Apr 20,Apr 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSJ,Consumer Staples,7831.9,7866.1,7802.6,7869.0,7967.2,7972.1,7869.0,98.2,1.25,7967.2,7802.6,133.4,1.70,7967.2,7490.6,463.2,6.17,8013.9,7490.6,252.7,3.27,8415.1,7167.6,422.1,5.59,55737.8,55981.3,55529.6,56002.2,56701.2,56701.2,55529.6,949.4,1.70,56701.2,53309.1,3296.9,6.17,56701.2,52783.5,2903.3,5.40,58402.4,48819.1,5310.3,10.33,,
XEJ,Energy,17023.9,16991.7,16652.6,16899.6,17170.1,17170.1,16917.7,270.5,1.60,17170.1,16652.6,86.5,0.51,17736.5,16280.3,756.2,4.61,17736.5,15342.3,1055.7,6.55,17736.5,13714.7,1296.2,8.17,112116.4,111904.3,109671.4,111298.2,113079.6,113079.6,109671.4,569.9,0.51,116809.6,107219.6,4979.9,4.61,116809.6,101042.2,7986.4,7.60,116809.6,88395.3,10767.1,10.52,,
XFJ,Financials,4521.3,4538.5,4485.6,4554.1,4615.7,4615.7,4563.4,61.6,1.35,4615.7,4485.6,60.7,1.33,4615.7,4365.1,261.7,6.01,4666.6,4276.2,253.9,5.82,4947.6,4077.7,-354.6,-7.13,37801.1,37945.4,37502.8,38075.7,38590.5,38590.5,37502.8,507.2,1.33,38590.5,36394.4,2196.0,6.03,38822.8,35744.3,2526.8,7.01,39103.4,32702.7,-685.7,-1.75,,
XXJ,Financial-X-A-Reit,5266.6,5296.3,5228.2,5311.8,5379.2,5380.5,5324.2,67.5,1.27,5379.2,5228.2,65.2,1.23,5379.2,5055.3,342.5,6.80,5430.9,4949.5,315.4,6.23,5808.1,4674.3,-473.9,-8.10,42204.7,42442.4,41896.9,42566.3,43106.5,43106.5,41896.9,521.9,1.23,43106.5,40362.5,2744.0,6.80,43285.0,39663.7,2965.8,7.39,43997.3,35932.3,-1231.0,-2.78,,
XHJ,Health Care,8836.6,8936.4,8879.0,8976.6,9030.7,9071.8,8984.4,54.1,0.60,9030.7,8836.6,60.2,0.67,9186.8,8383.2,692.9,8.31,9186.8,8302.2,97.5,1.09,9186.8,7848.5,-26.4,-0.29,51838.3,52423.5,52087.1,52659.6,52977.1,52977.1,51838.3,353.3,0.67,53892.5,48912.4,4064.6,8.31,53892.5,48685.0,1155.8,2.23,53892.5,44799.6,1278.5,2.47,,
XNJ,Industrials,3669.9,3667.1,3606.7,3663.6,3700.3,3703.0,3671.5,36.7,1.00,3700.3,3606.7,-10.6,-0.29,3806.1,3606.7,88.3,2.44,3870.5,3551.1,-36.2,-0.97,3966.9,3140.1,-241.8,-6.13,27339.0,27318.0,26867.7,27291.6,27565.5,27565.5,26867.7,-78.8,-0.29,28353.4,26867.7,677.0,2.52,28566.6,26434.6,5.3,0.02,28566.6,22749.0,-777.8,-2.74,,
XIJ,Info Technology,575.7,574.7,569.3,570.5,573.0,576.1,570.5,2.5,0.44,575.7,569.3,-9.4,-1.61,599.2,569.3,-6.7,-1.15,666.6,567.1,-71.7,-11.12,736.7,559.3,-151.4,-20.90,3448.3,3442.0,3409.9,3417.2,3431.7,3448.3,3409.9,-56.4,-1.62,3589.1,3409.9,-30.1,-0.87,3919.5,3387.0,-359.2,-9.48,4262.9,3236.2,-759.7,-18.13,,
XMJ,Materials,14408.6,14383.6,14103.4,14310.6,14442.4,14470.6,14320.7,131.8,0.92,14442.4,14103.4,-66.3,-0.46,15046.2,13483.4,907.2,6.70,15046.2,12973.6,361.8,2.57,15046.2,10889.1,1699.6,13.34,92059.4,91899.9,90109.4,91433.2,92275.2,92275.2,90109.4,-423.8,-0.46,96133.1,86144.1,5800.1,6.71,96133.1,82866.5,3064.0,3.43,96133.1,68188.9,12488.5,15.65,,
XPJ,A-Reit,855.0,849.9,845.5,855.2,870.6,870.6,855.4,15.4,1.80,870.6,845.5,16.3,1.91,876.0,845.5,16.6,1.94,887.0,830.5,30.8,3.66,908.7,813.8,-11.2,-1.27,19951.4,19832.0,19729.3,19956.1,20315.5,20315.5,19729.3,380.9,1.91,20442.6,19729.3,414.9,2.08,20646.7,19222.9,961.6,4.97,20646.7,17970.7,861.0,4.43,,
XTJ,Telecommunications,960.5,971.0,967.2,971.9,975.2,981.5,971.7,3.3,0.34,975.2,960.5,11.9,1.24,975.2,910.2,72.7,8.05,1016.6,891.0,15.6,1.63,1128.3,891.0,-103.9,-9.63,9389.3,9491.8,9454.7,9500.5,9533.1,9533.1,9389.3,116.6,1.24,9533.1,8821.0,712.0,8.07,9533.1,8708.4,558.6,6.22,10046.4,8339.6,-51.6,-0.54,,
XUJ,Utilities,4249.7,4252.9,4229.6,4287.3,4335.7,4335.7,4290.1,48.4,1.13,4335.7,4229.6,56.8,1.33,4335.7,4085.2,269.9,6.64,4452.1,3990.1,-77.7,-1.76,4614.3,3990.1,-165.4,-3.68,37694.9,37723.6,37516.8,38028.2,38457.3,38457.3,37516.8,503.4,1.33,38457.3,36036.6,2420.8,6.72,38794.6,35021.3,0.2,0.00,39587.2,33297.5,1146.1,3.07,,
XMM,Metals And Mining,5253.8,5240.3,5129.9,5205.5,5254.8,5267.0,5208.9,49.3,0.95,5254.8,5129.9,-37.3,-0.70,5491.6,4895.4,339.7,6.91,5491.6,4693.1,109.1,2.12,5491.6,3866.0,703.0,15.44,6922.0,6904.2,6758.8,6858.5,6923.3,6923.3,6758.8,-49.1,-0.70,7235.3,6449.5,447.9,6.92,7235.3,6181.4,199.2,2.96,7235.3,5001.6,1034.6,17.57,,
XGD,Gold,8164.3,8120.6,7983.1,8173.7,8319.8,8321.7,8170.6,146.1,1.79,8319.8,7983.1,245.1,3.04,8435.7,7482.4,856.7,11.48,8435.7,7064.2,220.7,2.72,8435.7,5672.1,2240.0,36.84,9287.0,9237.3,9080.9,9297.7,9463.9,9463.9,9080.9,278.8,3.03,9595.8,8489.4,974.4,11.48,9595.8,8022.7,271.0,2.95,9595.8,6412.2,2590.7,37.69,,
XJR,S&P/Asx 200 Res,6084.0,6071.2,5946.9,6033.7,6100.8,6110.5,6038.4,67.1,1.11,6100.8,5946.9,-22.1,-0.36,6355.0,5697.0,372.9,6.51,6355.0,5450.1,192.0,3.25,6355.0,4611.8,691.0,12.77,29975.7,29912.6,29300.3,29727.8,30058.5,30058.5,29300.3,-109.1,-0.36,31311.1,28067.7,1838.5,6.52,31311.1,26845.8,1198.4,4.15,31311.1,22285.5,3917.3,14.99,,
,
