Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-10-01T23:15:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,11605.0,12122.8,12290.5,12330.5,12479.1,12582.5,12331.1,148.6,1.21,12479.1,11605.0,404.3,3.35,13623.6,11605.0,-1070.6,-7.90,17736.5,11605.0,-3635.3,-22.56,17736.5,11605.0,-2602.7,-17.26,77383.0,80836.0,81954.1,82221.0,83211.6,83211.6,77383.0,2695.9,3.35,90790.5,77383.0,-7057.8,-7.82,116809.6,77383.0,-21881.6,-20.82,116809.6,77383.0,-15147.4,-15.40,,
XFJ,Financials,3623.5,3777.6,3821.3,3787.6,3785.0,3810.4,3748.9,-2.6,-0.07,3821.3,3623.5,188.3,5.24,3990.2,3596.7,-167.7,-4.24,4666.6,3596.7,-576.8,-13.22,4666.6,3596.7,-592.0,-13.52,31327.0,32659.2,33036.6,32744.9,32723.0,33036.6,31327.0,1637.0,5.27,34440.1,31086.1,-1362.7,-4.00,38822.8,30965.7,-3340.6,-9.26,38822.8,30965.7,-2847.9,-8.01,,
XXJ,Financial-x-A-REIT,4155.4,4350.1,4386.4,4356.5,4355.3,4385.9,4307.3,-1.2,-0.03,4386.4,4155.4,235.6,5.72,4590.8,4119.7,-196.3,-4.31,5430.9,4119.7,-708.5,-13.99,5430.9,4119.7,-704.3,-13.92,34438.2,36051.9,36352.8,36104.8,36095.5,36352.8,34438.2,1953.0,5.72,37984.2,34142.5,-1532.1,-4.07,43285.0,34142.5,-4045.2,-10.08,43285.0,34142.5,-3317.5,-8.42,,
XHJ,Health Care,7535.3,7573.5,7557.9,7683.2,7604.4,7686.1,7532.6,-78.8,-1.03,7683.2,7535.3,176.9,2.38,7790.4,7082.8,-214.1,-2.74,9186.8,7082.8,-1328.8,-14.88,9186.8,7082.8,-597.6,-7.29,44939.7,45167.5,45074.6,45821.8,45351.5,45821.8,44939.7,1054.9,2.38,45997.7,41891.0,-646.2,-1.40,53892.5,41891.0,-6469.8,-12.48,53892.5,41891.0,-2227.9,-4.68,,
XNJ,Industrials,3062.5,3131.0,3155.5,3143.3,3147.1,3160.6,3120.1,3.8,0.12,3155.5,3062.5,36.7,1.18,3371.5,3062.5,-199.1,-5.95,3870.5,3062.5,-589.4,-15.77,3870.5,3062.5,-553.3,-14.95,23219.2,23739.0,23924.2,23831.7,23864.3,23924.2,23219.2,296.5,1.26,25330.6,23219.2,-1271.0,-5.06,28566.6,23219.2,-3696.0,-13.41,28566.6,23219.2,-3219.1,-11.89,,
XIJ,Info Technology,475.5,482.8,487.6,484.6,481.1,486.0,477.7,-3.5,-0.72,487.6,475.5,2.1,0.43,510.5,473.0,-20.4,-4.07,666.6,458.0,-163.6,-25.38,666.6,458.0,-117.9,-19.68,2905.7,2950.5,2980.0,2961.6,2940.0,2980.0,2905.7,17.9,0.61,3094.2,2885.3,-99.6,-3.28,3919.5,2743.0,-850.9,-22.45,3919.5,2743.0,-582.0,-16.53,,
XMJ,Materials,10436.7,10952.9,11019.2,10844.9,10840.3,10961.5,10766.8,-4.6,-0.04,11019.2,10436.7,-17.8,-0.16,12574.9,10436.7,-1589.3,-12.79,15046.2,10436.7,-3240.3,-23.01,15046.2,10436.7,-1682.6,-13.44,67434.3,70769.6,71198.3,70071.8,70058.6,71198.3,67434.3,-42.8,-0.06,80615.2,67434.3,-9625.5,-12.08,96133.1,67434.3,-19152.7,-21.47,96133.1,67434.3,-9205.1,-11.61,,
XPJ,A-REIT,742.9,758.5,779.7,765.0,762.8,768.0,760.3,-2.2,-0.29,779.7,742.9,21.1,2.84,804.8,741.7,-31.0,-3.90,887.0,708.9,-77.0,-9.17,887.0,708.9,-100.1,-11.60,17905.4,18280.8,18791.4,18436.7,18385.9,18791.4,17905.4,538.6,3.02,19365.1,17847.3,-691.3,-3.62,20646.7,17036.7,-968.0,-5.00,20646.7,17036.7,-1193.7,-6.10,,
XTJ,Telecommunications,1042.3,1049.5,1058.8,1059.1,1063.2,1072.9,1059.0,4.1,0.39,1063.2,1042.3,13.4,1.27,1063.2,1018.7,35.1,3.42,1082.6,891.0,103.6,10.80,1082.6,891.0,152.2,16.71,10659.8,10733.0,10827.9,10831.7,10873.0,10873.0,10659.8,136.4,1.27,10873.0,10418.3,359.1,3.42,10906.8,8708.4,1898.5,21.15,10906.8,8339.6,2373.4,27.92,,
XUJ,Utilities,4199.9,4238.3,4257.6,4242.4,4267.5,4273.7,4223.8,25.1,0.59,4267.5,4199.9,84.3,2.02,4511.0,4183.2,-272.7,-6.01,4550.9,3990.1,-145.9,-3.31,4614.3,3990.1,-180.5,-4.06,38417.6,38769.3,38945.6,38807.1,39036.4,39036.4,38417.6,800.7,2.09,40909.6,38235.7,-1873.2,-4.58,41005.7,35021.3,579.2,1.51,41005.7,35021.3,875.8,2.30,,
XMM,Metals & Mining,3732.7,3930.4,3946.6,3875.3,3870.2,3918.5,3844.7,-5.1,-0.13,3946.6,3732.7,-34.1,-0.87,4560.5,3732.7,-637.5,-14.14,5491.6,3732.7,-1275.5,-24.79,5491.6,3732.7,-647.3,-14.33,4968.6,5231.7,5253.4,5158.4,5153.1,5253.4,4968.6,-40.2,-0.77,6019.4,4968.6,-796.6,-13.39,7235.3,4968.6,-1571.0,-23.36,7235.3,4968.6,-749.8,-12.70,,
XGD,Gold,6432.0,6792.5,6876.2,6737.9,6756.1,6841.3,6710.0,18.2,0.27,6876.2,6432.0,-367.2,-5.16,7931.9,6432.0,-938.6,-12.20,8435.7,6432.0,-1343.0,-16.58,8435.7,6432.0,-855.3,-11.24,7347.4,7759.1,7854.8,7696.7,7717.6,7854.8,7347.4,-389.1,-4.80,9025.2,7347.4,-1036.5,-11.84,9595.8,7347.4,-1475.3,-16.05,9595.8,7347.4,-920.2,-10.65,,
XJR,S&P/ASX 200 Res,4291.7,4508.9,4535.5,4476.6,4483.8,4534.6,4453.1,7.2,0.16,4535.5,4291.7,9.3,0.21,5189.3,4291.7,-654.7,-12.74,6355.0,4291.7,-1425.0,-24.12,6355.0,4291.7,-795.7,-15.07,21378.1,22460.1,22592.8,22299.4,22339.7,22592.8,21378.1,63.4,0.28,25671.8,21378.1,-3079.2,-12.11,31311.1,21378.1,-6520.4,-22.59,31311.1,21378.1,-3446.3,-13.36,,
,
