Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-03-22T23:15:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2204.1,2209.4,2225.2,2191.3,2199.6,2202.3,2191.3,8.3,0.38,2225.2,2191.3,-5.7,-0.26,2277.1,2191.3,-53.9,-2.39,2277.1,2092.8,6.0,0.27,2277.1,2092.8,-115.2,-4.98,5477.6,5490.7,5530.2,5446.1,5467.0,5530.2,5446.1,-6.4,-0.12,5645.9,5446.1,-91.3,-1.64,5645.9,5156.7,63.6,1.18,5645.9,4574.9,-110.9,-1.99,,
XDJ,Consumer Discretionary,1837.9,1842.8,1853.9,1834.9,1833.4,1839.9,1831.0,-1.5,-0.08,1853.9,1833.4,-9.7,-0.52,1913.4,1833.4,-0.8,-0.04,1913.4,1715.0,2.3,0.13,1913.4,1715.0,280.7,18.08,13781.8,13818.4,13901.7,13760.4,13749.4,13901.7,13749.4,-65.9,-0.48,14336.1,13658.5,90.9,0.67,14336.1,12735.0,152.1,1.12,14336.1,10960.6,2439.5,21.57,,
XSJ,Consumer Staples,9839.6,9854.0,9923.5,9793.8,9840.4,9840.4,9719.9,46.6,0.48,9923.5,9793.8,-109.0,-1.10,10197.6,9793.8,-314.2,-3.09,10197.6,9567.9,-175.6,-1.75,10197.6,9567.9,-185.5,-1.85,80248.8,80366.2,80932.5,79875.1,80255.2,80932.5,79875.1,-270.4,-0.34,82534.6,79875.1,-1161.5,-1.43,82534.6,76594.5,73.3,0.09,83265.0,71737.8,1955.6,2.50,,
XEJ,Energy,13507.4,13536.8,13541.8,13391.9,13593.7,13593.7,13391.9,201.8,1.51,13593.7,13391.9,31.3,0.23,14068.1,13391.9,-111.9,-0.82,14068.1,13017.6,-29.2,-0.21,14068.1,13017.6,320.6,2.42,96514.4,96724.8,96760.6,95689.6,97131.6,97131.6,95689.6,224.1,0.23,100520.7,95689.6,780.4,0.81,100520.7,91514.2,1361.7,1.42,101032.3,83100.5,5206.5,5.66,,
XFJ,Financials,5872.9,5906.1,5919.5,5871.5,5922.2,5922.2,5871.5,50.7,0.86,5922.2,5871.5,45.7,0.78,5975.8,5871.5,16.9,0.29,5975.8,5503.9,46.5,0.79,5975.8,5503.9,557.3,10.39,58706.7,59038.5,59172.6,58692.7,59199.4,59199.4,58692.7,456.4,0.78,59730.5,58692.7,342.4,0.58,59730.5,54492.0,1029.4,1.77,59730.5,49323.3,8308.0,16.33,,
XXJ,Financial-x-A-REIT,6956.8,6992.5,7016.4,6952.8,7019.9,7019.9,6952.8,67.1,0.97,7019.9,6952.8,62.6,0.90,7078.0,6940.3,52.7,0.76,7078.0,6467.5,38.3,0.55,7078.0,6467.5,778.3,12.47,66653.1,66995.6,67223.9,66614.5,67258.0,67258.0,66614.5,599.6,0.90,67808.0,66463.4,733.0,1.10,67808.0,61376.9,1001.9,1.51,67808.0,54895.6,10461.4,18.42,,
XHJ,Health Care,14680.7,14687.7,14695.5,14562.5,14699.9,14699.9,14548.4,137.4,0.94,14699.9,14562.5,-29.7,-0.20,14937.8,14562.5,160.5,1.10,14937.8,13849.2,332.6,2.32,14937.8,13849.2,2320.2,18.74,92885.1,92929.3,92978.7,92137.4,93006.5,93006.5,92137.4,-122.0,-0.13,94445.0,91156.5,1849.9,2.03,94445.0,86829.4,2959.6,3.29,94445.0,75670.5,16367.8,21.36,,
XNJ,Industrials,4039.5,4068.5,4092.5,4019.8,4060.2,4060.2,4017.0,40.4,1.01,4092.5,4019.8,21.2,0.52,4158.4,4019.8,30.2,0.75,4158.4,3771.2,91.3,2.30,4158.4,3771.2,265.7,7.00,33735.2,33978.0,34178.3,33570.9,33908.7,34178.3,33570.9,230.9,0.69,34654.3,33334.7,574.0,1.72,34654.3,31167.8,1107.2,3.38,34654.3,28042.2,3383.3,11.08,,
XIJ,Info Technology,787.5,794.3,798.8,789.9,798.2,799.2,789.2,8.3,1.05,798.8,787.5,7.5,0.94,813.5,770.6,18.8,2.42,813.5,702.5,56.7,7.65,813.5,702.5,133.9,20.16,5223.4,5268.1,5298.1,5238.8,5293.7,5298.1,5223.4,49.2,0.94,5395.4,5082.0,153.7,2.99,5395.4,4603.8,434.6,8.94,5395.4,4239.8,1004.2,23.41,,
XMJ,Materials,9903.7,9972.8,9952.8,9751.0,9856.7,9863.5,9751.0,105.7,1.08,9972.8,9751.0,-66.4,-0.67,10774.9,9751.0,-875.4,-8.16,10774.9,9745.3,-353.0,-3.46,10774.9,9745.3,82.8,0.85,68895.3,69375.7,69236.4,67832.8,68568.2,69375.7,67832.8,-461.9,-0.67,73944.4,67832.8,-5082.4,-6.90,73944.4,66855.5,-1473.1,-2.10,73944.4,55909.5,2694.0,4.09,,
XPJ,A-REIT,1003.2,1012.1,1007.2,1005.1,1007.3,1008.3,1004.5,2.2,0.22,1012.1,1003.2,0.0,0.00,1038.3,1003.2,-27.0,-2.61,1038.3,980.1,22.4,2.27,1038.3,980.1,-11.3,-1.11,27948.2,28196.7,28058.9,28001.4,28062.2,28196.7,27948.2,1.5,0.01,28926.7,27948.2,-751.8,-2.61,28926.7,27037.3,901.1,3.32,29914.8,26036.8,1248.5,4.66,,
XTJ,Telecommunications,1744.2,1756.5,1755.5,1742.7,1746.0,1754.4,1742.7,3.3,0.19,1756.5,1742.7,-2.2,-0.12,1787.7,1742.7,-83.8,-4.58,1836.3,1741.3,-75.6,-4.15,1836.3,1741.3,189.2,12.15,20964.8,21112.8,21101.6,20947.3,20986.6,21112.8,20947.3,-19.9,-0.09,21471.4,20947.3,-426.3,-1.99,21489.9,20377.3,-330.3,-1.55,21489.9,17524.5,3268.0,18.44,,
XUJ,Utilities,5521.3,5529.6,5556.4,5537.9,5553.0,5560.1,5506.4,15.1,0.27,5556.4,5521.3,23.5,0.42,5799.6,5521.3,-166.3,-2.91,5799.6,5357.0,173.5,3.23,5799.6,5357.0,60.4,1.10,58030.1,58117.7,58399.8,58204.8,58363.9,58399.8,58030.1,326.9,0.56,60239.3,58030.1,-1041.8,-1.75,60239.3,55642.3,2488.1,4.45,60239.3,52194.2,3710.5,6.79,,
XMM,Metals & Mining,3197.9,3220.2,3212.1,3142.1,3174.6,3184.7,3142.1,32.5,1.03,3220.2,3142.1,-35.6,-1.11,3522.5,3142.1,-332.6,-9.48,3522.5,3142.1,-164.7,-4.93,3522.5,3142.1,-107.0,-3.26,4559.8,4591.6,4579.9,4480.2,4526.6,4591.6,4480.2,-50.8,-1.11,4948.8,4480.2,-400.7,-8.13,4948.8,4448.3,-164.0,-3.50,4948.8,3709.5,-12.1,-0.27,,
XGD,Gold,2679.6,2499.5,2540.5,2362.4,2382.8,2431.8,2362.0,20.4,0.86,2679.6,2362.4,-251.2,-9.54,2679.6,2362.4,-108.2,-4.34,2679.6,2003.5,484.4,25.52,2679.6,2003.5,-2113.1,-47.00,3119.4,2909.8,2957.4,2750.1,2773.9,3119.4,2750.1,-292.4,-9.54,3119.4,2750.1,-124.1,-4.28,3119.4,2330.8,565.4,25.60,5203.6,2001.8,-2428.5,-46.68,,
XJR,S&P/ASX 200 Res,4033.9,4059.8,4051.9,3977.7,4025.0,4025.0,3977.7,47.3,1.19,4059.8,3977.7,-27.1,-0.67,4345.1,3977.7,-311.2,-7.18,4345.1,3970.3,-161.3,-3.85,4345.1,3970.3,-47.1,-1.16,21542.5,21680.6,21638.4,21242.1,21495.1,21680.6,21242.1,-144.5,-0.67,22908.0,21242.1,-1307.9,-5.74,22908.0,20876.7,-517.2,-2.35,22908.0,17957.3,411.6,1.95,,
,
