Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-11-19T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1270.4,1267.4,1260.8,1259.5,1245.1,1258.5,1242.5,-14.4,-1.14,1270.4,1245.1,-21.7,-1.71,1285.0,1215.4,30.8,2.54,1557.8,1140.6,-255.7,-17.04,1557.8,1140.6,-293.8,-19.09,8697.3,8677.0,8631.9,8623.1,8524.2,8697.3,8524.2,-148.4,-1.71,8789.8,8298.7,225.5,2.72,10210.5,7636.0,-1258.1,-12.86,10210.5,7636.0,-1506.7,-15.02,,
XSJ,Consumer Staples,7747.8,7722.5,7660.3,7671.2,7612.2,7675.0,7593.4,-59.0,-0.77,7747.8,7612.2,-134.3,-1.73,7747.8,7455.6,34.5,0.46,8013.9,7011.2,-102.3,-1.33,8013.9,7011.2,-377.8,-4.73,56616.3,56431.1,55976.7,56056.3,55625.3,56616.3,55625.3,-981.5,-1.73,56616.3,54481.1,252.4,0.46,56701.2,49979.4,1827.4,3.40,56701.2,49979.4,-31.7,-0.06,,
XEJ,Energy,14174.8,14158.4,13868.8,13939.7,13743.0,13920.6,13650.0,-196.7,-1.41,14174.8,13743.0,-335.5,-2.38,14202.9,13193.4,330.0,2.46,17736.5,11605.0,-2371.4,-14.72,17736.5,11605.0,-1537.1,-10.06,94518.6,94409.5,92478.2,92950.9,91639.2,94518.6,91639.2,-2237.1,-2.38,94706.3,87974.7,2200.3,2.46,116809.6,77383.0,-13454.0,-12.80,116809.6,77383.0,-8012.9,-8.04,,
XFJ,Financials,4050.5,4035.4,3996.1,4001.1,3912.4,3991.1,3906.4,-88.7,-2.22,4050.5,3912.4,-130.7,-3.23,4191.1,3912.4,-73.8,-1.85,4666.6,3596.7,-449.4,-10.30,4666.6,3596.7,-349.8,-8.21,35630.7,35497.3,35151.8,35195.6,34415.9,35630.7,34415.9,-1149.3,-3.23,36240.8,34415.9,-46.4,-0.13,38822.8,30965.7,-1647.7,-4.57,38822.8,30965.7,-740.6,-2.11,,
XXJ,Financial-x-A-REIT,4669.6,4659.8,4607.8,4618.3,4508.0,4604.8,4500.5,-110.3,-2.39,4669.6,4508.0,-153.1,-3.29,4879.1,4508.0,-110.8,-2.40,5430.9,4119.7,-555.8,-10.98,5430.9,4119.7,-428.8,-8.68,39497.3,39414.7,38974.6,39063.6,38130.4,39497.3,38130.4,-1295.5,-3.29,40435.9,38130.4,-148.8,-0.39,43285.0,34142.5,-2010.4,-5.01,43285.0,34142.5,-1000.2,-2.56,,
XHJ,Health Care,7972.6,8010.2,7984.5,8000.4,7842.0,7995.4,7805.4,-158.4,-1.98,8010.2,7842.0,-70.9,-0.90,8010.2,7551.3,1.6,0.02,9186.8,7082.8,-1091.2,-12.22,9186.8,7082.8,-651.9,-7.67,47572.0,47796.0,47643.0,47738.1,46792.5,47796.0,46792.5,-423.4,-0.90,47796.0,45034.8,33.1,0.07,53892.5,41891.0,-5028.7,-9.70,53892.5,41891.0,-2480.2,-5.03,,
XNJ,Industrials,3483.4,3466.3,3457.2,3445.5,3408.5,3441.2,3390.3,-37.0,-1.07,3483.4,3408.5,-30.3,-0.88,3483.4,3263.6,128.8,3.93,3870.5,3031.9,-328.0,-8.78,3870.5,3031.9,-300.7,-8.11,26425.2,26295.8,26226.5,26137.7,25857.2,26425.2,25857.2,-230.2,-0.88,26425.2,24757.9,977.4,3.93,28566.6,22990.4,-1703.1,-6.18,28566.6,22990.4,-1341.8,-4.93,,
XIJ,Info Technology,515.9,521.4,516.7,515.5,509.0,515.5,507.4,-6.5,-1.26,521.4,509.0,-10.5,-2.02,532.1,474.0,29.8,6.22,666.6,458.0,-135.7,-21.05,666.6,458.0,-92.3,-15.34,3152.8,3186.6,3158.0,3150.7,3111.0,3186.6,3111.0,-64.0,-2.02,3251.7,2896.6,182.3,6.23,3919.5,2743.0,-679.9,-17.94,3919.5,2743.0,-424.4,-12.00,,
XMJ,Materials,11773.5,11653.1,11547.8,11614.8,11332.0,11471.2,11313.8,-282.8,-2.43,11773.5,11332.0,-469.5,-3.98,11989.3,11039.3,-82.0,-0.72,15046.2,10436.7,-2748.6,-19.52,15046.2,10436.7,-2156.5,-15.99,76144.5,75366.1,74684.9,75156.8,73326.5,76144.5,73326.5,-2944.2,-3.86,77484.2,71344.6,-439.7,-0.60,96133.1,67434.3,-15884.7,-17.81,96133.1,67434.3,-12133.4,-14.20,,
XPJ,A-REIT,808.7,798.8,797.0,793.7,783.3,793.6,782.1,-10.4,-1.31,808.7,783.3,-23.8,-2.95,808.7,772.7,8.4,1.08,887.0,708.9,-56.5,-6.73,887.0,708.9,-48.0,-5.77,19514.8,19275.2,19231.9,19152.6,18901.5,19514.8,18901.5,-574.5,-2.95,19514.8,18647.2,224.0,1.20,20646.7,17036.7,-452.5,-2.34,20646.7,17036.7,17.7,0.09,,
XTJ,Telecommunications,1078.4,1084.4,1083.3,1089.8,1072.5,1089.8,1072.5,-17.3,-1.59,1089.8,1072.5,-3.2,-0.30,1089.8,1051.4,1.5,0.14,1089.8,891.0,112.9,11.77,1089.8,891.0,161.1,17.68,11030.5,11091.7,11080.5,11147.4,10969.7,11147.4,10969.7,-33.0,-0.30,11147.4,10754.8,14.8,0.14,11147.4,8708.4,1995.2,22.23,11147.4,8616.0,2451.7,28.78,,
XUJ,Utilities,4527.6,4530.4,4501.0,4516.0,4462.7,4495.1,4459.1,-53.3,-1.18,4530.4,4462.7,-69.1,-1.53,4531.8,4296.8,118.8,2.73,4550.9,3990.1,49.3,1.12,4550.9,3990.1,6.1,0.14,41416.0,41441.4,41172.1,41309.2,40822.1,41441.4,40822.1,-632.0,-1.52,41454.1,39304.0,1087.0,2.74,41454.1,35021.3,2365.0,6.15,41454.1,35021.3,2588.5,6.77,,
XMM,Metals & Mining,4228.1,4180.2,4139.7,4166.5,4059.4,4112.0,4052.3,-107.1,-2.57,4228.1,4059.4,-177.0,-4.18,4298.2,3944.8,-43.0,-1.05,5491.6,3732.7,-1086.3,-21.11,5491.6,3732.7,-855.2,-17.40,5629.6,5565.8,5512.0,5547.6,5405.1,5629.6,5405.1,-235.6,-4.18,5723.0,5252.4,-57.3,-1.05,7235.3,4968.6,-1319.1,-19.62,7235.3,4968.6,-1017.1,-15.84,,
XGD,Gold,7421.5,7371.3,7292.2,7311.7,7140.6,7301.8,7121.9,-171.1,-2.34,7421.5,7140.6,-204.3,-2.78,7421.5,6668.5,-24.0,-0.33,8435.7,6432.0,-958.5,-11.83,8435.7,6432.0,-712.9,-9.08,8477.7,8420.3,8330.0,8352.2,8156.8,8477.7,8156.8,-233.3,-2.78,8477.7,7617.4,-27.4,-0.33,9595.8,7347.4,-1036.1,-11.27,9595.8,7347.4,-757.3,-8.50,,
XJR,S&P/ASX 200 Res,4943.5,4899.3,4838.7,4867.5,4753.9,4816.1,4743.5,-113.6,-2.33,4943.5,4753.9,-189.9,-3.84,5010.2,4610.4,-15.8,-0.33,6355.0,4291.7,-1154.9,-19.55,6355.0,4291.7,-894.4,-15.83,24629.8,24409.8,24108.1,24251.6,23685.6,24629.8,23685.6,-946.0,-3.84,24962.6,22970.3,-78.8,-0.33,31311.1,21378.1,-5174.6,-17.93,31311.1,21378.1,-3902.0,-14.14,,
,
