Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-04-28T23:15:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 20,Apr 23,Apr 24,Apr 26,Apr 27,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 20,Apr 23,Apr 24,Apr 26,Apr 27,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1310.8,1303.7,1307.9,1296.1,1292.9,1298.0,1291.1,-3.2,-0.25,1310.8,1292.9,-16.9,-1.29,1310.8,1279.3,7.8,0.61,1310.8,1179.0,120.2,10.25,1462.0,1140.6,-171.0,-11.68,9195.8,9145.5,9175.4,9092.7,9070.3,9195.8,9070.3,-118.6,-1.29,9195.8,8974.5,74.9,0.83,9195.8,8076.6,1036.8,12.91,9733.8,7636.0,-676.2,-6.94,,
XSJ,Consumer Staples,7575.4,7550.9,7605.9,7626.9,7620.7,7652.9,7620.7,-6.2,-0.08,7626.9,7550.9,56.5,0.75,7647.1,7455.3,212.8,2.87,7647.1,7241.1,287.6,3.92,7909.4,7011.2,-191.5,-2.45,56650.4,56466.8,56877.9,57035.5,56989.3,57035.5,56466.8,422.7,0.75,57186.5,55397.6,1591.6,2.87,57186.5,52987.4,3328.3,6.20,57186.5,49979.4,1391.2,2.50,,
XEJ,Energy,14277.2,14168.5,14091.4,14113.3,14048.9,14130.9,14007.0,-64.4,-0.46,14277.2,14048.9,-91.7,-0.65,14394.7,13796.5,-240.1,-1.68,14705.5,12824.6,1305.7,10.25,16512.9,11605.0,-2543.2,-15.33,96275.2,95542.2,95022.2,95169.8,94735.5,96275.2,94735.5,-618.3,-0.65,97067.0,93033.4,-1619.0,-1.68,98057.5,85515.8,9762.5,11.49,108751.5,77383.0,-14537.2,-13.30,,
XFJ,Financials,4226.3,4226.1,4259.6,4281.3,4271.2,4290.9,4271.2,-10.1,-0.24,4281.3,4226.1,48.6,1.15,4281.3,4116.8,105.8,2.54,4281.3,3931.7,365.3,9.35,4595.4,3596.7,-321.0,-6.99,37720.3,37718.8,38017.5,38211.3,38120.8,38211.3,37718.8,433.2,1.15,38211.3,36743.0,943.8,2.54,38211.3,34730.9,3669.8,10.65,38424.3,30965.7,-273.3,-0.71,,
XXJ,Financial-x-A-REIT,4868.0,4869.2,4900.1,4931.2,4919.2,4944.6,4917.9,-12.0,-0.24,4931.2,4868.0,57.7,1.19,4931.2,4750.8,107.7,2.24,4931.2,4502.6,413.8,9.18,5362.3,4119.7,-436.5,-8.15,41647.2,41657.1,41921.5,42188.1,42085.2,42188.1,41647.2,493.5,1.19,42188.1,40644.4,921.5,2.24,42188.1,38178.9,3975.2,10.43,42975.5,34142.5,-833.6,-1.94,,
XHJ,Health Care,8981.9,8913.2,8934.8,9013.5,8956.3,9016.4,8921.3,-57.2,-0.63,9013.5,8913.2,62.1,0.70,9013.5,8600.9,461.5,5.43,9013.5,7756.1,968.7,12.13,9013.5,7082.8,212.7,2.43,54279.2,53864.1,53994.5,54469.9,54124.3,54469.9,53864.1,375.1,0.70,54469.9,51304.0,2820.3,5.50,54469.9,46279.9,6462.7,13.56,54469.9,41891.0,2831.5,5.52,,
XNJ,Industrials,3724.8,3702.7,3704.9,3725.6,3723.4,3735.1,3716.5,-2.2,-0.06,3725.6,3702.7,-15.6,-0.42,3804.8,3645.0,-47.5,-1.26,3815.2,3379.0,385.6,11.55,3815.2,3031.9,100.2,2.77,28779.7,28608.3,28625.5,28785.3,28768.9,28785.3,28608.3,-120.6,-0.42,29391.4,28162.8,-360.5,-1.24,29446.6,25815.0,3268.6,12.82,29446.6,22990.4,1777.9,6.59,,
XIJ,Info Technology,540.3,535.4,534.1,534.2,537.2,540.5,534.2,3.0,0.56,540.3,534.1,-1.2,-0.22,560.6,532.3,-11.3,-2.06,560.6,482.8,38.7,7.76,597.2,458.0,-64.0,-10.65,3371.1,3340.9,3332.9,3333.5,3351.8,3371.1,3332.9,-7.5,-0.22,3498.2,3321.7,-70.7,-2.07,3498.2,2950.6,305.1,10.01,3577.1,2743.0,-249.4,-6.93,,
XMJ,Materials,11087.3,11013.7,10889.8,10890.8,10825.6,10937.2,10825.6,-65.2,-0.60,11087.3,10825.6,-272.5,-2.46,11098.1,10671.4,-65.2,-0.60,11833.2,10665.2,333.0,3.17,13972.0,10436.7,-3101.4,-22.27,72597.2,72115.3,71304.1,71310.6,70883.8,72597.2,70883.8,-1784.5,-2.46,72668.3,69874.4,-421.8,-0.59,76582.8,69023.5,2977.0,4.38,89269.8,67434.3,-18098.8,-20.34,,
XPJ,A-REIT,847.5,846.3,859.8,858.7,857.0,859.9,854.9,-1.7,-0.20,859.8,846.3,8.2,0.96,859.8,817.7,33.6,4.08,859.8,785.8,79.5,10.22,866.6,708.9,-5.7,-0.66,21086.9,21055.8,21392.9,21364.6,21321.7,21392.9,21055.8,202.7,0.96,21392.9,20345.4,836.0,4.08,21392.9,19271.5,2253.6,11.82,21392.9,17036.7,1190.3,5.91,,
XTJ,Telecommunications,1162.1,1168.8,1192.8,1205.7,1205.6,1222.2,1205.6,-0.1,-0.01,1205.7,1162.1,40.3,3.46,1205.7,1124.9,94.0,8.45,1205.7,1101.4,70.1,6.17,1205.7,959.0,211.0,21.22,12378.1,12448.8,12704.7,12841.8,12841.1,12841.8,12378.1,429.4,3.46,12841.8,11838.2,1002.9,8.47,12841.8,11476.1,1221.7,10.51,12841.8,9383.7,3118.8,32.08,,
XUJ,Utilities,4732.9,4721.0,4773.8,4807.8,4839.1,4843.1,4798.0,31.3,0.65,4839.1,4721.0,74.1,1.55,4887.9,4721.0,3.5,0.07,4887.9,4527.2,294.7,6.49,4887.9,4004.3,487.3,11.20,44572.7,44460.6,44957.2,45277.6,45573.0,45573.0,44460.6,698.2,1.56,46032.5,44460.6,33.4,0.07,46032.5,42294.1,3390.5,8.04,46032.5,36081.2,6972.5,18.06,,
XMM,Metals & Mining,3918.1,3890.3,3841.2,3833.7,3813.0,3853.7,3813.0,-20.7,-0.54,3918.1,3813.0,-107.5,-2.74,3929.6,3758.2,-43.6,-1.13,4252.2,3758.2,91.3,2.45,5081.8,3721.6,-1258.0,-24.81,5277.9,5240.4,5174.3,5164.2,5136.2,5277.9,5136.2,-144.8,-2.74,5293.3,5062.4,-58.2,-1.12,5661.9,5045.1,180.8,3.65,6695.5,4955.3,-1545.0,-23.12,,
XGD,Gold,5880.1,5795.4,5652.2,5550.2,5579.8,5625.4,5551.2,29.6,0.53,5880.1,5550.2,-314.9,-5.34,6171.7,5550.2,-486.3,-8.02,7178.9,5550.2,-454.2,-7.53,7947.5,5550.2,-2422.2,-30.27,6736.9,6639.9,6475.8,6359.0,6392.8,6736.9,6359.0,-360.8,-5.34,7071.0,6359.0,-557.2,-8.02,8202.2,6359.0,-501.0,-7.27,9040.4,6359.0,-2709.6,-29.77,,
XJR,S&P/ASX 200 Res,4679.4,4645.4,4596.7,4592.1,4567.5,4611.2,4567.5,-24.6,-0.54,4679.4,4567.5,-102.1,-2.19,4680.5,4493.4,-48.6,-1.05,4925.8,4435.9,198.2,4.54,5892.1,4291.7,-1321.5,-22.44,23589.3,23418.3,23172.4,23149.6,23025.5,23589.3,23025.5,-514.5,-2.19,23595.1,22651.7,-243.9,-1.05,24542.0,22101.1,1256.4,5.77,29030.3,21378.1,-5989.7,-20.64,,
,
