Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-03-12T23:15:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Mar 7,Mar 8,Mar 9,Mar 10,Mar 11,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Mar 7,Mar 8,Mar 9,Mar 10,Mar 11,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Cons Discretionary,1504.7,1499.6,1496.3,1478.1,1460.0,1476.8,1456.8,-18.1,-1.22,1504.7,1460.0,-70.8,-4.62,1557.8,1460.0,-54.4,-3.59,1557.8,1460.0,-40.8,-2.72,1670.5,1424.3,-182.5,-11.11,9936.5,9903.2,9888.5,9768.3,9654.9,9936.5,9654.9,-444.3,-4.40,10210.5,9654.9,-266.5,-2.69,10210.5,9654.9,-127.4,-1.30,10680.0,9106.3,-778.3,-7.46,,
XSJ,Consumer Staples,7828.6,7842.4,7775.8,7729.3,7644.9,7729.3,7618.2,-84.4,-1.09,7842.4,7644.9,-308.9,-3.88,7955.5,7644.9,-182.1,-2.33,8013.9,7569.1,-69.6,-0.90,8415.1,7167.6,-191.5,-2.44,55291.0,55388.1,54917.6,54589.1,53992.9,55388.1,53992.9,-2182.1,-3.88,56175.1,53992.9,-589.1,-1.08,56175.1,52783.5,195.1,0.36,58402.4,48819.1,981.3,1.85,,
XEJ,Energy,16304.0,16387.1,16285.9,16005.0,15832.1,15988.8,15773.3,-172.9,-1.08,16387.1,15832.1,-587.7,-3.58,16521.2,15832.1,-469.1,-2.88,16569.6,15832.1,-282.3,-1.75,16569.6,13714.7,348.7,2.25,107339.0,107895.3,107256.4,105406.5,104267.9,107895.3,104267.9,-3823.1,-3.54,108091.0,104267.9,-2043.5,-1.92,108091.0,103802.3,-825.3,-0.79,108091.0,88395.3,4501.6,4.51,,
XFJ,Financials,4457.4,4486.6,4464.4,4437.3,4384.4,4428.3,4371.2,-52.9,-1.19,4486.6,4384.4,-129.5,-2.87,4666.6,4384.4,-234.9,-5.08,4666.6,4326.9,22.6,0.52,5040.0,4077.7,-416.8,-8.68,37258.3,37502.6,37317.2,37090.4,36648.6,37502.6,36648.6,-1082.0,-2.87,38822.8,36648.6,-1605.2,-4.20,38822.8,35775.6,584.9,1.62,39826.8,32702.7,-1279.5,-3.37,,
XXJ,Financial-X-A-Reit,5151.3,5187.4,5157.1,5124.9,5070.1,5112.5,5051.2,-54.9,-1.07,5187.4,5070.1,-151.7,-2.91,5430.9,5070.1,-314.2,-5.84,5430.9,5008.8,6.3,0.12,5934.6,4674.3,-567.1,-10.06,41280.3,41570.0,41327.0,41069.3,40629.7,41570.0,40629.7,-1216.2,-2.91,43285.0,40629.7,-2052.0,-4.81,43285.0,39705.1,488.9,1.22,44955.1,35932.3,-2069.1,-4.85,,
XHJ,Health Care,8755.1,8687.4,8640.0,8643.1,8545.7,8642.1,8501.6,-97.4,-1.13,8755.1,8545.7,-289.2,-3.27,9107.6,8545.7,-408.9,-4.57,9175.5,8545.7,-387.5,-4.34,9195.2,7848.5,-312.5,-3.53,51026.5,50943.3,50665.6,50683.7,50112.5,51026.5,50112.5,-1378.8,-2.68,52832.7,50112.5,-1832.8,-3.53,53226.7,50112.5,-1708.8,-3.30,53226.7,44799.6,-423.9,-0.84,,
XNJ,Industrials,3779.4,3792.1,3756.6,3696.0,3644.9,3689.8,3629.8,-51.1,-1.38,3792.1,3644.9,-195.0,-5.08,3870.5,3644.9,-135.5,-3.58,3870.5,3644.9,-91.6,-2.45,4008.5,3140.1,-300.5,-7.62,28066.5,28160.8,27906.2,27462.3,27132.9,28160.8,27132.9,-1260.5,-4.44,28566.6,27132.9,-757.8,-2.72,28566.6,27132.9,-427.3,-1.55,28820.6,22749.0,-1161.3,-4.10,,
XIJ,Info Technology,597.5,597.0,593.1,591.0,585.5,592.1,583.9,-5.5,-0.93,597.5,585.5,-19.2,-3.18,605.0,585.5,-9.8,-1.64,666.6,585.5,-59.2,-9.18,736.7,559.3,-122.9,-17.35,3555.2,3565.3,3542.2,3529.5,3496.8,3565.3,3496.8,-101.2,-2.81,3599.4,3496.8,-3.5,-0.10,3919.5,3496.8,-294.1,-7.76,4262.9,3236.2,-598.6,-14.62,,
XMJ,Materials,14184.5,14160.7,13957.2,13561.4,13408.8,13494.4,13346.4,-152.6,-1.13,14184.5,13408.8,-1010.4,-7.01,14488.1,13408.8,-814.3,-5.72,14488.1,13408.8,-671.8,-4.77,14488.1,10889.1,833.7,6.63,90574.5,90432.9,89133.5,86605.7,85646.3,90574.5,85646.3,-5993.3,-6.54,91821.1,85646.3,-4468.1,-4.96,91821.1,85646.3,-3565.0,-4.00,91821.1,68188.9,6923.4,8.79,,
XPJ,A-Reit,878.6,882.3,882.0,877.3,861.6,877.4,860.7,-15.7,-1.79,882.3,861.6,-23.6,-2.66,887.0,861.6,-9.1,-1.04,887.0,834.2,21.8,2.59,908.7,813.8,-5.5,-0.64,20474.0,20560.3,20552.4,20443.8,20076.2,20560.3,20076.2,-550.6,-2.67,20646.7,20076.2,-189.2,-0.93,20646.7,19222.9,722.2,3.73,20646.7,17970.7,978.5,5.12,,
XTJ,Telecommunications,950.1,946.3,933.7,916.8,904.4,916.8,904.4,-12.4,-1.35,950.1,904.4,-55.8,-5.81,1016.6,904.4,-90.3,-9.08,1016.6,904.4,-55.2,-5.75,1128.3,892.3,-143.5,-13.69,9286.3,9248.2,9125.6,8960.5,8839.3,9286.3,8839.3,-545.3,-5.81,9507.2,8839.3,-463.6,-4.98,9507.2,8839.3,-135.2,-1.51,10046.4,8339.6,-467.9,-5.03,,
XUJ,Utilities,4191.0,4175.2,4176.3,4137.4,4101.5,4155.3,4097.1,-35.9,-0.87,4191.0,4101.5,-141.5,-3.34,4355.3,4101.5,-233.9,-5.39,4452.1,4101.5,-311.9,-7.07,4614.3,3998.4,-279.7,-6.38,36729.4,36590.3,36600.3,36259.0,35945.0,36729.4,35945.0,-1240.2,-3.34,37951.4,35945.0,-1832.7,-4.85,38794.6,35945.0,-2512.1,-6.53,39587.2,33297.5,-290.5,-0.80,,
XMM,Metals And Mining,5156.7,5144.8,5066.5,4912.7,4858.6,4888.3,4836.1,-54.1,-1.10,5156.7,4858.6,-382.6,-7.30,5272.9,4858.6,-310.3,-6.00,5272.9,4858.6,-287.1,-5.58,5272.9,3866.0,372.7,8.31,6789.7,6775.0,6671.8,6469.3,6399.3,6789.7,6399.3,-466.2,-6.79,6892.7,6399.3,-355.3,-5.26,6892.7,6399.3,-324.8,-4.83,6892.7,5001.6,597.2,10.29,,
XGD,Gold,7977.3,7852.1,7657.7,7507.4,7419.0,7502.2,7343.3,-88.4,-1.18,7977.3,7419.0,-502.9,-6.35,7977.3,7419.0,-52.7,-0.71,8136.9,7233.0,-680.1,-8.40,8421.8,5493.2,1768.7,31.30,9059.7,8917.6,8696.8,8526.1,8425.6,9059.7,8425.6,-569.0,-6.33,9059.7,8425.6,-55.5,-0.65,9235.8,8209.8,-767.2,-8.35,9559.1,6210.1,2042.4,32.00,,
XJR,S&P/Asx 200 Res,5935.7,5932.9,5855.4,5694.8,5633.6,5667.8,5609.4,-61.2,-1.07,5935.7,5633.6,-389.1,-6.46,6051.2,5633.6,-313.7,-5.28,6051.2,5633.6,-275.2,-4.66,6051.2,4611.8,310.4,5.83,29227.8,29217.6,28837.7,28046.8,27749.4,29227.8,27749.4,-1784.7,-6.04,29563.7,27749.4,-1299.0,-4.47,29563.7,27749.4,-1110.7,-3.85,29563.7,22285.5,2032.3,7.90,,
,
