Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-01-21T23:15:13+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 16,Jan 17,Jan 18,Jan 19,Jan 20,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 16,Jan 17,Jan 18,Jan 19,Jan 20,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1198.7,1215.3,1218.0,1225.7,1234.7,1237.9,1225.7,9.0,0.73,1234.7,1198.7,20.0,1.64,1234.7,1165.7,57.6,4.89,1234.7,1179.0,62.0,5.29,1557.8,1140.6,-297.0,-19.39,8211.5,8324.9,8343.4,8396.3,8458.0,8458.0,8211.5,136.6,1.64,8458.0,7985.3,398.9,4.95,8458.0,8076.6,424.4,5.28,10210.5,7636.0,-1525.9,-15.28,,
XSJ,Consumer Staples,7431.3,7529.3,7510.2,7445.6,7409.0,7483.1,7370.3,-36.6,-0.49,7529.3,7409.0,-99.3,-1.32,7562.4,7333.1,-17.3,-0.23,7562.4,7382.6,75.9,1.03,8013.9,7011.2,-540.9,-6.80,54379.5,55096.5,54956.9,54484.4,54216.3,55096.5,54216.3,-726.5,-1.32,55339.0,53661.0,-126.9,-0.23,55339.0,54023.4,555.4,1.03,56761.7,49979.4,-1222.6,-2.21,,
XEJ,Energy,13260.7,13622.7,13659.3,13606.3,13758.9,13788.5,13606.3,152.6,1.12,13758.9,13260.7,400.9,3.00,13758.9,12743.2,1144.1,9.07,13758.9,12824.6,1015.7,7.97,17736.5,11605.0,-2405.8,-14.88,88423.2,90837.4,91081.3,90728.3,91745.4,91745.4,88423.2,2672.9,3.00,91745.4,84116.6,7628.8,9.07,91745.4,85515.8,6772.5,7.97,116809.6,77383.0,-13675.4,-12.97,,
XFJ,Financials,3953.2,4004.6,3976.1,3968.5,3988.4,4004.0,3957.9,19.9,0.50,4004.6,3953.2,-11.8,-0.29,4016.2,3905.9,87.0,2.23,4016.2,3937.7,82.5,2.11,4666.6,3596.7,-416.8,-9.46,34867.4,35321.2,35069.8,35002.9,35179.9,35321.2,34867.4,-102.3,-0.29,35423.1,34318.9,861.0,2.51,35423.1,34730.9,729.0,2.12,38822.8,30965.7,-1244.5,-3.42,,
XXJ,Financial-x-A-REIT,4518.3,4575.4,4549.8,4553.7,4576.2,4594.5,4541.6,22.5,0.49,4576.2,4518.3,0.5,0.01,4619.9,4505.4,102.1,2.28,4619.9,4513.6,70.8,1.57,5430.9,4119.7,-538.0,-10.52,38218.7,38701.9,38485.3,38518.7,38708.9,38708.9,38218.7,4.1,0.01,39078.6,37844.1,864.8,2.29,39078.6,38178.9,599.0,1.57,43285.0,34142.5,-1831.5,-4.52,,
XHJ,Health Care,7870.5,7944.9,7937.1,7959.7,7964.2,8018.9,7952.5,4.5,0.06,7964.2,7870.5,34.6,0.44,8171.2,7870.5,-85.7,-1.06,8100.4,7870.5,-23.4,-0.29,9186.8,7082.8,-1060.1,-11.75,46962.7,47406.4,47360.1,47495.0,47521.9,47521.9,46962.7,206.8,0.44,48757.2,46962.7,-511.3,-1.06,48334.2,46962.7,-139.7,-0.29,53892.5,41891.0,-4828.0,-9.22,,
XNJ,Industrials,3409.3,3474.2,3491.8,3473.6,3502.1,3511.8,3473.6,28.5,0.82,3502.1,3409.3,60.7,1.76,3502.1,3336.3,164.1,4.92,3502.1,3379.0,164.3,4.92,3870.5,3031.9,-262.0,-6.96,26046.8,26542.5,26676.8,26538.0,26755.6,26755.6,26046.8,463.7,1.76,26755.6,25356.8,1398.8,5.52,26755.6,25815.0,1255.4,4.92,28566.6,22990.4,-1007.9,-3.63,,
XIJ,Info Technology,492.4,500.3,505.6,497.1,500.1,504.6,497.1,3.0,0.60,505.6,492.4,7.0,1.42,509.7,492.4,5.8,1.18,509.7,492.4,1.6,0.32,638.4,458.0,-128.7,-20.47,3009.6,3057.8,3090.3,3038.1,3056.2,3090.3,3009.6,42.6,1.41,3115.1,3009.6,35.4,1.17,3115.1,3009.6,9.5,0.31,3754.1,2743.0,-641.3,-17.34,,
XMJ,Materials,11011.4,11236.0,11359.9,11439.7,11541.4,11555.6,11439.7,101.7,0.89,11541.4,11011.4,349.1,3.12,11541.4,10492.6,1052.1,10.03,11541.4,10665.2,1048.8,10.00,15046.2,10436.7,-2252.0,-16.33,71264.2,72718.1,73519.6,74036.1,74694.4,74694.4,71264.2,2259.2,3.12,74694.4,67885.3,6809.1,10.03,74694.4,69023.5,6787.6,10.00,96133.1,67434.3,-12697.0,-14.53,,
XPJ,A-REIT,824.4,836.7,824.4,811.5,815.8,820.7,808.7,4.3,0.53,836.7,811.5,-15.1,-1.82,836.7,777.5,15.8,1.98,836.7,785.8,38.3,4.92,887.0,708.9,-32.4,-3.82,20218.5,20518.8,20218.8,19901.2,20013.7,20518.8,19901.2,-363.2,-1.78,20518.8,19068.1,709.2,3.67,20518.8,19271.5,945.6,4.96,20646.7,17036.7,461.5,2.36,,
XTJ,Telecommunications,1121.5,1144.9,1145.2,1125.8,1136.0,1136.2,1124.4,10.2,0.91,1145.2,1121.5,14.1,1.25,1161.1,1121.5,23.6,2.13,1161.1,1121.5,0.5,0.04,1161.1,891.0,170.7,17.68,11476.1,11715.1,11717.8,11519.6,11624.3,11717.8,11476.1,144.3,1.26,11880.8,11382.1,242.3,2.13,11880.8,11476.1,5.0,0.04,11880.8,8708.4,2596.3,28.76,,
XUJ,Utilities,4611.0,4632.6,4627.6,4633.7,4621.9,4652.4,4612.4,-11.8,-0.25,4633.7,4611.0,-34.3,-0.74,4663.0,4514.1,102.8,2.28,4663.0,4563.2,77.5,1.71,4663.0,3990.1,207.5,4.70,42801.2,43001.3,42955.5,43012.3,42902.4,43012.3,42801.2,-318.4,-0.74,43283.6,41466.6,1435.8,3.46,43283.6,42357.6,719.9,1.71,43283.6,35021.3,4435.9,11.53,,
XMM,Metals & Mining,3932.9,4016.6,4062.1,4095.3,4130.9,4137.5,4095.3,35.6,0.87,4130.9,3932.9,134.1,3.35,4130.9,3721.7,409.3,11.00,4130.9,3789.0,409.2,11.00,5491.6,3721.6,-885.9,-17.66,5236.7,5348.1,5408.7,5452.9,5500.3,5500.3,5236.7,178.5,3.35,5500.3,4955.3,545.0,11.00,5500.3,5045.1,544.9,11.00,7235.3,4955.3,-1055.4,-16.10,,
XGD,Gold,6497.1,6617.6,6660.9,6685.8,6651.2,6715.2,6619.6,-34.6,-0.52,6685.8,6497.1,40.9,0.62,6685.8,6034.0,510.3,8.31,6685.8,6209.2,617.2,10.23,8435.7,6034.0,-753.1,-10.17,7422.9,7560.6,7610.0,7638.4,7599.0,7638.4,7422.9,46.8,0.62,7638.4,6893.8,583.1,8.31,7638.4,7094.0,705.2,10.23,9595.8,6893.8,-805.2,-9.58,,
XJR,S&P/ASX 200 Res,4599.5,4703.6,4747.8,4772.1,4817.7,4825.4,4772.1,45.6,0.96,4817.7,4599.5,153.3,3.29,4817.7,4369.3,458.9,10.53,4817.7,4435.9,448.4,10.26,6355.0,4291.7,-979.1,-16.89,22915.9,23434.9,23655.2,23776.2,24003.4,24003.4,22915.9,763.7,3.29,24003.4,21716.9,2286.5,10.53,24003.4,22101.1,2234.3,10.26,31311.1,21378.1,-4309.7,-15.22,,
,
