Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-01-25T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jan 20,Jan 21,Jan 22,Jan 23,Jan 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jan 20,Jan 21,Jan 22,Jan 23,Jan 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XEJ,Energy,13593.5,13569.7,13510.0,13366.9,13335.7,13461.3,13307.6,-31.2,-0.23,13593.5,13335.7,-240.9,-1.77,13670.9,13149.1,-295.3,-2.17,13609.2,13149.1,-287.2,-2.11,13609.2,13149.1,391.0,3.02,95563.2,95395.4,94976.0,93969.9,93750.6,95563.2,93750.6,-1694.0,-1.77,96107.5,92438.8,-2076.4,-2.17,95673.5,92438.8,-2019.3,-2.11,101032.3,83100.5,5240.2,5.92,,
XFJ,Financials,5749.2,5808.1,5823.4,5753.3,5711.8,5756.1,5708.2,-41.5,-0.72,5823.4,5711.8,-56.6,-0.98,5887.2,5711.8,-152.5,-2.60,5887.2,5711.8,-163.9,-2.79,5887.2,5711.8,710.8,14.21,56920.5,57503.5,57654.9,56961.3,56550.1,57654.9,56550.1,-560.3,-0.98,58283.9,56550.1,-1507.9,-2.60,58283.9,56550.1,-1620.0,-2.78,59476.0,47582.2,9558.6,20.34,,
XXJ,Financial-x-A-REIT,6784.8,6853.4,6876.4,6800.5,6747.7,6800.5,6742.5,-52.8,-0.78,6876.4,6747.7,-60.2,-0.88,6989.0,6747.7,-206.3,-2.97,6989.0,6747.7,-233.9,-3.35,6989.0,6747.7,993.6,17.27,64387.9,65039.5,65257.3,64537.6,64036.8,65257.3,64036.8,-570.4,-0.88,66325.9,64036.8,-1957.7,-2.97,66325.9,64036.8,-2219.3,-3.35,67544.8,52570.1,12166.0,23.45,,
XHJ,Health Care,14431.1,14638.9,14574.3,14518.4,14513.9,14625.8,14468.0,-4.5,-0.03,14638.9,14431.1,-0.8,-0.01,14638.9,14171.3,159.5,1.11,14638.9,14171.3,146.6,1.02,14638.9,14171.3,2679.9,22.65,90446.9,91749.2,91344.0,90993.9,90965.7,91749.2,90446.9,-5.3,-0.01,91749.2,88818.7,999.5,1.11,91749.2,88818.7,918.9,1.02,91749.2,73346.6,18434.1,25.42,,
XNJ,Industrials,3902.9,3946.2,3944.7,3913.3,3914.6,3939.1,3908.4,1.3,0.03,3946.2,3902.9,14.0,0.36,3973.4,3842.0,-41.2,-1.04,3973.4,3842.0,-54.3,-1.37,3973.4,3842.0,198.1,5.33,32256.3,32613.9,32601.1,32341.6,32352.9,32613.9,32256.3,115.6,0.36,32838.9,31752.6,-340.4,-1.04,32838.9,31752.6,-448.6,-1.37,33472.2,28042.2,2804.4,9.49,,
XIJ,Info Technology,737.4,746.1,744.1,731.0,721.5,731.0,721.3,-9.5,-1.30,746.1,721.5,-26.5,-3.54,748.7,721.5,-24.8,-3.32,748.7,721.5,-20.0,-2.69,748.7,721.5,52.9,7.92,4832.7,4889.7,4876.2,4790.9,4728.6,4889.7,4728.6,-173.5,-3.54,4906.7,4728.6,-162.1,-3.31,4906.7,4728.6,-130.6,-2.69,4928.9,4131.6,480.8,11.32,,
XMJ,Materials,10309.0,10274.3,10175.2,10045.2,10062.7,10146.4,10009.3,17.5,0.17,10309.0,10045.2,-208.7,-2.03,10318.2,9793.2,14.2,0.14,10318.2,9793.2,-147.0,-1.44,10318.2,9793.2,-613.3,-5.74,70722.9,70484.6,69804.9,68912.5,69032.8,70722.9,68912.5,-1431.9,-2.03,70785.9,67184.1,97.3,0.14,70785.9,67184.1,-1008.5,-1.44,74792.0,55909.5,-2082.1,-2.93,,
XPJ,A-REIT,1005.4,1016.5,1014.8,996.4,992.5,1001.0,991.6,-3.9,-0.39,1016.5,992.5,-15.9,-1.57,1016.5,984.9,-3.2,-0.32,1016.5,992.0,7.6,0.77,1016.5,992.0,-15.1,-1.50,27735.2,28039.6,27992.5,27485.4,27378.0,28039.6,27378.0,-438.0,-1.57,28039.6,27161.0,-79.5,-0.29,28039.6,27357.4,217.0,0.80,29914.8,26036.8,1106.2,4.21,,
XTJ,Telecommunications,1817.4,1829.5,1816.5,1801.0,1790.7,1804.1,1787.3,-10.3,-0.57,1829.5,1790.7,-31.2,-1.71,1836.1,1790.7,-22.5,-1.24,1836.1,1790.7,-30.9,-1.69,1836.1,1790.7,222.5,14.19,21268.0,21409.3,21257.4,21076.7,20956.2,21409.3,20956.2,-364.8,-1.71,21486.6,20956.2,-263.2,-1.24,21486.6,20956.2,-360.6,-1.69,21486.6,17330.6,3626.5,20.93,,
XUJ,Utilities,5469.8,5497.9,5477.6,5437.0,5435.8,5474.0,5417.8,-1.2,-0.02,5497.9,5435.8,-63.1,-1.15,5498.9,5362.1,68.5,1.28,5498.9,5362.1,56.3,1.05,5498.9,5362.1,35.7,0.66,56814.1,57105.5,56894.5,56472.8,56460.7,57105.5,56460.7,-655.3,-1.15,57116.0,55695.5,711.2,1.28,57116.0,55695.5,584.9,1.05,57869.0,52062.1,3365.1,6.34,,
XMM,Metals & Mining,3368.6,3353.0,3320.0,3265.7,3273.5,3300.5,3251.2,7.8,0.24,3368.6,3265.7,-72.8,-2.18,3381.0,3187.3,2.8,0.09,3381.0,3187.3,-65.8,-1.97,3381.0,3187.3,-383.4,-10.49,4731.7,4709.8,4663.5,4587.1,4598.1,4731.7,4587.1,-102.4,-2.18,4749.1,4477.1,3.9,0.09,4749.1,4477.1,-92.5,-1.97,5249.3,3709.5,-398.7,-7.98,,
XGD,Gold,2230.1,2231.2,2186.8,2120.4,2173.6,2235.6,2120.4,53.2,2.51,2231.2,2120.4,59.3,2.80,2231.2,1884.8,332.5,18.06,2231.2,2003.5,275.2,14.50,2231.2,2003.5,-2826.5,-56.53,2594.3,2595.7,2544.1,2466.8,2528.7,2595.7,2466.8,69.0,2.80,2595.7,2141.9,386.8,18.06,2595.7,2330.8,320.2,14.50,5752.2,2001.8,-3237.3,-56.15,,
XJR,S&P/ASX 200 Res,4204.6,4188.0,4152.2,4091.6,4094.2,4129.0,4078.3,2.6,0.06,4204.6,4091.6,-90.9,-2.17,4220.8,4003.7,-32.3,-0.78,4220.8,4003.7,-92.1,-2.20,4220.8,4003.7,-272.6,-6.24,22108.3,22021.0,21832.7,21514.0,21527.8,22108.3,21514.0,-478.2,-2.17,22193.7,21051.9,-169.7,-0.78,22193.7,21051.9,-484.6,-2.20,23355.8,17957.3,-802.8,-3.59,,
,
