Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-11-16T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2218.1,2218.3,2195.5,2207.8,2226.8,2228.4,2204.0,19.0,0.86,2226.8,2195.5,-4.6,-0.20,2277.7,2190.4,28.5,1.30,2414.5,2414.5,-53.9,-2.36,2414.5,2414.5,57.3,2.64,5445.3,5445.8,5389.9,5420.0,5466.8,5466.8,5389.9,-10.9,-0.20,5589.9,5375.6,71.7,1.33,5770.0,4574.9,21.9,0.40,5770.0,4574.9,302.0,5.85,,
XDJ,Consumer Discretionary,1808.1,1801.3,1784.2,1802.0,1826.9,1829.1,1799.8,24.9,1.38,1826.9,1784.2,24.3,1.35,1827.2,1784.2,40.4,2.26,1827.2,1827.2,483.1,35.95,1827.2,1827.2,572.1,45.60,13409.6,13359.3,13232.4,13364.6,13549.1,13549.1,13232.4,180.1,1.35,13551.7,13232.4,305.4,2.31,13551.7,9792.3,3904.9,40.49,13551.7,9024.7,4552.2,50.60,,
XSJ,Consumer Staples,10174.6,10204.7,10102.5,10108.1,10149.9,10166.0,10049.5,41.8,0.41,10204.7,10102.5,-10.3,-0.10,10204.7,9827.3,266.3,2.69,10661.7,10661.7,1275.5,14.37,10661.7,10661.7,1756.3,20.92,81355.7,81596.5,80779.0,80823.8,81158.8,81596.5,80779.0,-81.8,-0.10,81596.5,78578.9,2129.8,2.70,83265.0,68413.1,13040.4,19.14,83265.0,64610.3,16829.1,26.16,,
XEJ,Energy,13920.4,14016.2,13774.3,13762.5,13875.8,13919.7,13729.4,113.3,0.82,14016.2,13762.5,-82.6,-0.59,14141.0,13762.5,-140.3,-1.00,14371.5,14371.5,1469.8,11.85,14371.5,14371.5,2149.2,18.33,97861.2,98534.5,96833.8,96751.4,97547.9,98534.5,96751.4,-580.7,-0.59,99412.1,96751.4,-986.3,-1.00,101032.3,83100.5,12721.2,15.00,101032.3,81918.0,17366.6,21.66,,
XFJ,Financials,5995.6,5982.3,5874.3,5923.2,5987.8,5998.2,5897.0,64.6,1.09,5995.6,5874.3,-38.6,-0.64,6089.7,5837.9,147.9,2.53,6089.7,6089.7,1234.1,25.96,6089.7,6089.7,1513.6,33.83,59205.6,59074.6,58008.0,58490.4,59128.7,59205.6,58008.0,-347.3,-0.58,59476.0,56895.8,2213.5,3.89,59476.0,44797.5,14470.2,32.40,59476.0,41989.8,17203.2,41.03,,
XXJ,Financial-x-A-REIT,7077.2,7053.3,6917.0,6982.0,7064.1,7079.6,6952.2,82.1,1.18,7077.2,6917.0,-58.0,-0.81,7213.9,6871.1,191.8,2.79,7213.9,7213.9,1612.2,29.57,7213.9,7213.9,1969.9,38.67,67163.2,66936.5,65643.2,66259.8,67039.2,67163.2,65643.2,-505.6,-0.75,67544.8,64219.1,2808.6,4.37,67544.8,49449.4,17892.8,36.41,67544.8,45971.5,21117.1,45.98,,
XHJ,Health Care,14035.9,14016.8,13849.9,14003.3,14055.7,14058.6,13895.1,52.4,0.37,14055.7,13849.9,67.5,0.48,14262.3,13775.3,367.5,2.68,14262.3,14262.3,2423.1,20.83,14262.3,14262.3,3461.4,32.67,87940.7,87821.1,86803.9,87765.4,88093.9,88093.9,86803.9,452.0,0.52,89358.8,85762.1,2331.7,2.72,89358.8,70340.0,16796.9,23.56,89358.8,64847.0,23160.7,35.67,,
XNJ,Industrials,3961.4,3979.2,3931.4,3945.7,3994.4,3997.8,3934.9,48.7,1.23,3994.4,3931.4,18.0,0.45,4079.6,3931.4,-14.0,-0.35,4079.6,4079.6,442.7,12.47,4079.6,4079.6,741.5,22.80,32506.2,32652.5,32260.2,32377.2,32776.8,32776.8,32260.2,147.5,0.45,33472.2,32260.2,-110.8,-0.34,33472.2,28042.2,4538.6,16.07,33472.2,25797.9,7087.0,27.59,,
XIJ,Info Technology,745.9,745.6,752.1,749.6,752.0,759.8,741.9,2.4,0.32,752.1,745.6,15.8,2.15,752.1,708.3,33.6,4.68,752.1,752.1,155.4,26.04,752.1,752.1,181.0,31.69,4888.0,4886.4,4928.9,4912.3,4928.1,4928.9,4886.4,103.7,2.15,4928.9,4641.5,220.1,4.67,4928.9,3884.8,1137.4,30.01,4928.9,3652.4,1300.2,35.84,,
XMJ,Materials,10066.2,10146.3,10059.4,10160.1,10203.4,10204.1,10106.5,43.3,0.43,10203.4,10059.4,149.6,1.49,10203.4,9703.8,567.0,5.88,11228.0,11228.0,-397.5,-3.75,11228.0,11228.0,500.0,5.15,68947.1,69495.6,68900.6,69590.2,69886.7,69886.7,68900.6,1024.6,1.49,69886.7,66003.4,3883.3,5.88,74792.0,55909.5,-727.9,-1.03,74792.0,55909.5,5319.6,8.24,,
XPJ,A-REIT,1047.0,1052.0,1041.0,1043.0,1049.1,1049.1,1037.5,6.1,0.58,1052.0,1041.0,4.4,0.42,1052.0,1037.3,10.5,1.01,1135.4,1135.4,75.3,7.73,1135.4,1135.4,98.9,10.41,28350.3,28486.9,28188.6,28242.5,28407.4,28486.9,28188.6,118.5,0.42,28486.9,28086.6,284.2,1.01,29914.8,25044.0,3049.6,12.03,29914.8,24398.1,4043.1,16.59,,
XTJ,Telecommunications,1777.7,1776.4,1765.9,1773.8,1787.7,1791.3,1773.6,13.9,0.78,1787.7,1765.9,-4.1,-0.23,1793.1,1715.3,58.8,3.40,1793.1,1793.1,291.7,19.50,1793.1,1793.1,377.8,26.80,20800.8,20786.5,20663.7,20756.1,20919.0,20919.0,20663.7,-47.2,-0.23,20982.1,20071.4,689.0,3.41,20982.1,16745.5,4386.6,26.53,20982.1,15769.5,5340.7,34.28,,
XUJ,Utilities,5485.4,5496.2,5433.5,5409.0,5449.4,5449.4,5397.7,40.4,0.75,5496.2,5409.0,-59.8,-1.09,5552.7,5409.0,-45.4,-0.83,5815.8,5815.8,191.5,3.64,5815.8,5815.8,577.2,11.85,56150.3,56260.4,55618.6,55367.6,55780.9,56260.4,55367.6,-612.5,-1.09,56838.6,55367.6,-465.0,-0.83,57869.0,51459.2,4083.2,7.90,57869.0,47722.7,8414.2,17.76,,
XMM,Metals & Mining,3330.7,3343.4,3314.1,3336.8,3351.3,3351.3,3318.0,14.5,0.43,3351.3,3314.1,8.5,0.25,3380.4,3207.7,167.2,5.25,3841.7,3841.7,-292.1,-8.02,3841.7,3841.7,17.9,0.54,4678.4,4696.4,4655.1,4687.1,4707.4,4707.4,4655.1,11.8,0.25,4748.3,4472.6,234.8,5.25,5249.3,3709.5,-271.0,-5.44,5249.3,3709.5,152.6,3.35,,
XGD,Gold,2209.1,2221.5,2156.6,2196.5,2209.2,2227.1,2196.5,12.7,0.58,2221.5,2156.6,-40.6,-1.81,2520.4,2156.6,-77.7,-3.40,5191.8,5191.8,-2689.5,-54.90,5191.8,5191.8,-3122.8,-58.57,2570.0,2584.4,2508.8,2555.3,2570.0,2584.4,2508.8,-47.3,-1.81,2932.2,2508.8,-90.4,-3.40,5987.1,2324.2,-3079.1,-54.51,6369.2,2324.2,-3578.6,-58.20,,
XJR,S&P/ASX 200 Res,4202.8,4222.4,4174.4,4192.9,4216.5,4218.9,4176.3,23.6,0.56,4222.4,4174.4,1.2,0.03,4257.3,4091.6,139.7,3.43,4567.3,4567.3,-94.1,-2.18,4567.3,4567.3,247.0,6.22,22098.8,22202.1,21949.9,22046.9,22171.0,22202.1,21949.9,6.3,0.03,22385.6,21436.3,734.7,3.43,23355.8,17957.3,127.9,0.58,23355.8,17957.3,1872.5,9.22,,
,
