Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-02-16T23:15:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1512.4,1510.8,1511.5,1509.6,1509.9,1510.5,1504.4,0.3,0.02,1512.4,1509.6,20.5,1.37,1512.4,1409.7,111.6,7.98,1512.4,1364.5,166.1,12.36,1512.4,1195.0,288.8,23.65,10854.1,10862.8,10867.7,10858.3,10872.5,10872.5,10854.1,183.5,1.72,10872.5,10035.1,837.4,8.35,10872.5,9792.3,1228.3,12.74,10872.5,8383.2,2467.0,29.35,,
XSJ,Consumer Staples,9535.5,9578.4,9538.1,9583.5,9666.3,9674.5,9583.4,82.8,0.86,9666.3,9535.5,119.9,1.26,9666.3,9128.0,579.7,6.38,9666.3,8912.8,791.9,8.92,9666.3,7290.5,2327.8,31.72,73192.4,73522.1,73212.4,73560.7,74197.0,74197.0,73192.4,920.4,1.26,74197.0,69747.0,4450.1,6.38,74197.0,68413.1,6078.7,8.92,74197.0,54028.2,20496.9,38.17,,
XEJ,Energy,13119.2,13067.1,13113.0,13270.2,13297.6,13300.5,13220.6,27.4,0.21,13297.6,13067.1,173.9,1.32,13297.6,12741.2,556.3,4.37,13297.6,12557.5,891.6,7.19,14705.5,11554.9,-469.2,-3.41,89703.5,89347.0,89660.9,90736.2,90923.5,90923.5,89347.0,1189.3,1.33,90923.5,87118.7,3804.3,4.37,90923.5,85862.9,6096.9,7.19,98057.5,77918.0,-874.4,-0.95,,
XFJ,Financials,5156.6,5149.5,5222.3,5244.7,5256.5,5278.7,5231.8,11.8,0.22,5256.5,5149.5,85.4,1.65,5256.5,4865.8,418.4,8.65,5256.5,4767.7,502.8,10.58,5256.5,3913.1,1293.6,32.64,48528.2,48460.9,49146.0,49357.2,49468.0,49468.0,48460.9,803.7,1.65,49468.0,45459.3,4008.7,8.82,49468.0,44797.5,4809.5,10.77,49468.0,35085.0,14445.4,41.25,,
XXJ,Financial-x-A-REIT,5956.7,5946.5,6044.8,6082.4,6104.2,6135.2,6065.8,21.8,0.36,6104.2,5946.5,132.5,2.22,6104.2,5573.5,560.6,10.11,6104.2,5485.5,652.3,11.96,6104.2,4433.9,1566.2,34.51,53696.6,53605.0,54491.4,54830.2,55026.1,55026.1,53605.0,1194.0,2.22,55026.1,49972.6,5053.5,10.11,55026.1,49449.4,5879.6,11.96,55026.1,38520.7,16640.9,43.35,,
XHJ,Health Care,12256.7,12301.8,12242.7,12119.5,12067.6,12135.1,11982.8,-51.9,-0.43,12301.8,12067.6,-288.0,-2.33,12355.6,11670.3,457.3,3.94,12355.6,11476.5,435.0,3.74,12355.6,7903.1,4274.4,54.85,75121.9,75398.8,75055.3,74300.2,73982.0,75398.8,73982.0,-1746.2,-2.31,75728.2,71160.2,2821.7,3.97,75728.2,70340.0,2685.0,3.77,75728.2,47185.9,27452.5,59.00,,
XNJ,Industrials,3772.0,3825.2,3872.3,3903.5,3899.3,3909.9,3886.2,-4.2,-0.11,3903.5,3772.0,118.1,3.12,3903.5,3620.9,293.7,8.14,3903.5,3605.6,347.6,9.79,3903.5,3159.7,327.3,9.16,29990.0,30412.6,30787.2,31035.5,31002.2,31035.5,29990.0,939.4,3.12,31035.5,28667.2,2335.1,8.15,31035.5,28667.2,2764.0,9.79,31035.5,24610.7,3700.2,13.55,,
XIJ,Info Technology,658.5,672.0,663.4,650.3,652.4,652.4,643.0,2.1,0.32,672.0,650.3,-17.1,-2.56,687.1,649.7,6.1,0.94,687.1,611.4,55.8,9.35,687.1,483.9,148.4,29.44,4183.7,4269.3,4214.7,4131.6,4144.8,4269.3,4131.6,-109.1,-2.56,4365.7,4106.3,38.6,0.94,4365.7,3884.8,354.2,9.34,4365.7,3019.4,1064.6,34.56,,
XMJ,Materials,10939.8,10887.2,11021.6,11228.0,11107.4,11228.4,11102.4,-120.6,-1.07,11228.0,10887.2,114.9,1.05,11228.0,10560.4,524.8,4.96,11228.0,10560.4,506.5,4.78,11575.3,8986.0,-54.6,-0.49,72872.0,72521.9,73417.5,74792.0,73989.1,74792.0,72521.9,765.7,1.05,74792.0,70344.8,3496.3,4.96,74792.0,70344.8,3374.5,4.78,74961.2,58941.4,1750.3,2.42,,
XPJ,A-REIT,1017.8,1018.1,1019.5,1013.4,1008.4,1013.6,1006.2,-5.0,-0.49,1019.5,1008.4,-13.7,-1.34,1025.4,990.8,12.6,1.27,1025.4,960.8,34.6,3.55,1025.4,810.5,189.6,23.16,26791.0,26799.2,26837.7,26676.6,26543.7,26837.7,26543.7,-362.5,-1.35,26906.2,25833.5,586.5,2.26,26906.2,25044.0,1185.9,4.68,26906.2,20145.6,6220.7,30.61,,
XTJ,Telecommunications,1580.4,1583.8,1587.5,1587.3,1584.2,1590.7,1580.2,-3.1,-0.20,1587.5,1580.4,2.8,0.18,1597.4,1532.0,68.9,4.55,1597.4,1515.3,88.2,5.89,1597.4,1101.4,420.8,36.17,17464.7,17502.5,17543.4,17540.5,17507.2,17543.4,17464.7,31.8,0.18,17652.2,16745.5,761.7,4.55,17652.2,16745.5,974.8,5.90,17652.2,11728.8,5602.9,47.07,,
XUJ,Utilities,5351.3,5365.2,5344.1,5294.9,5355.4,5355.4,5273.7,60.5,1.14,5365.2,5294.9,19.5,0.36,5486.5,5294.9,8.5,0.16,5486.5,5233.6,97.5,1.85,5486.5,4527.2,705.4,15.17,52616.5,52752.5,52545.1,52062.1,52656.2,52752.5,52062.1,191.1,0.36,53945.6,52062.1,83.8,0.16,53945.6,51459.2,958.5,1.85,53945.6,42294.1,9493.5,21.99,,
XMM,Metals & Mining,3739.2,3715.8,3759.0,3841.7,3798.9,3841.7,3794.0,-42.8,-1.11,3841.7,3715.8,47.6,1.27,3841.7,3607.3,172.8,4.77,3841.7,3607.3,155.5,4.27,4127.8,3071.9,-176.5,-4.44,5109.3,5077.3,5136.3,5249.3,5190.7,5249.3,5077.3,64.9,1.27,5249.3,4928.9,236.1,4.77,5249.3,4928.9,212.4,4.27,5500.1,4138.3,-102.6,-1.94,,
XGD,Gold,4960.3,4845.9,4825.4,4774.5,4753.6,4775.7,4719.7,-20.9,-0.44,4960.3,4753.6,-234.4,-4.70,5081.3,4753.6,-111.5,-2.29,5191.8,4753.6,-145.1,-2.96,7178.9,4550.0,-2084.2,-30.48,5720.3,5588.3,5564.6,5505.9,5481.8,5720.3,5481.8,-270.3,-4.70,5859.7,5481.8,-128.6,-2.29,5987.1,5481.8,-167.3,-2.96,8202.2,5214.8,-2330.6,-29.83,,
XJR,S&P/ASX 200 Res,4460.8,4435.5,4478.7,4567.3,4531.1,4567.3,4522.2,-36.2,-0.79,4567.3,4435.5,58.5,1.31,4567.3,4307.2,209.9,4.86,4567.3,4307.2,220.5,5.11,4878.8,3728.7,-148.7,-3.18,22810.9,22681.6,22902.6,23355.8,23170.5,23355.8,22681.6,299.0,1.31,23355.8,22025.4,1073.5,4.86,23355.8,22025.4,1127.4,5.11,24320.8,18796.9,-145.5,-0.62,,
,
