Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-04-26T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 16,Apr 17,Apr 22,Apr 23,Apr 24,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 16,Apr 17,Apr 22,Apr 23,Apr 24,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XFJ,Financials,6041.6,6085.0,6121.0,6175.6,6189.7,6196.8,6168.4,14.1,0.23,6189.7,6041.6,178.2,2.96,6189.7,5938.7,243.8,4.10,6189.7,5503.9,314.0,5.34,6189.7,5503.9,508.1,8.94,60395.4,60829.6,61189.7,61734.7,61887.3,61887.3,60395.4,1792.2,2.98,61887.3,59367.3,2450.9,4.12,61887.3,54492.0,3717.2,6.39,61887.3,49323.3,7992.1,14.83,,
XXJ,Financial-x-A-REIT,7158.1,7206.8,7252.4,7323.7,7333.1,7347.6,7309.4,9.4,0.13,7333.1,7158.1,212.2,2.98,7333.1,7046.7,288.6,4.10,7333.1,6467.5,351.5,5.03,7333.1,6467.5,748.7,11.37,68581.8,69048.7,69485.1,70168.7,70273.9,70273.9,68581.8,2048.5,3.00,70273.9,67493.6,2780.3,4.12,70273.9,61376.9,4017.8,6.06,70273.9,54895.6,10358.1,17.29,,
XHJ,Health Care,14132.7,14151.0,14200.4,14249.2,14297.9,14320.0,14243.5,48.7,0.34,14297.9,14132.7,280.0,2.00,14616.4,14011.7,-415.5,-2.82,14937.8,13849.2,-69.4,-0.48,14937.8,13849.2,1379.4,10.68,89462.2,89577.9,89890.1,90199.1,90507.7,90507.7,89462.2,1772.7,2.00,93092.2,88696.1,-2584.5,-2.78,94445.0,86829.4,460.8,0.51,94445.0,76975.9,10533.3,13.17,,
XNJ,Industrials,4039.9,4054.4,4068.7,4085.1,4104.7,4112.5,4085.1,19.6,0.48,4104.7,4039.9,108.5,2.71,4104.7,3971.9,60.8,1.50,4158.4,3771.2,135.8,3.42,4158.4,3771.2,242.7,6.28,33776.7,33897.8,34017.3,34154.3,34318.7,34318.7,33776.7,907.0,2.71,34318.7,33207.9,526.2,1.56,34654.3,31167.8,1517.2,4.63,34654.3,28042.2,3240.2,10.43,,
XIJ,Info Technology,767.2,776.6,778.0,795.1,794.0,805.9,793.0,-1.1,-0.14,795.1,767.2,45.2,6.03,795.1,745.4,0.4,0.05,813.5,702.5,52.5,7.09,813.5,702.5,117.5,17.37,5088.3,5150.7,5159.9,5273.8,5266.2,5273.8,5088.3,299.6,6.03,5273.8,4943.9,2.8,0.05,5395.4,4603.8,407.1,8.38,5395.4,4277.0,897.7,20.55,,
XMJ,Materials,10220.5,10251.6,10224.3,10260.3,10302.5,10338.2,10260.3,42.2,0.41,10302.5,10220.5,103.9,1.02,10393.0,9886.4,408.8,4.13,10774.9,9745.3,92.8,0.91,10774.9,9745.3,1252.5,13.84,71111.2,71327.8,71137.9,71388.5,71681.8,71681.8,71111.2,722.8,1.02,72311.7,68784.9,2846.1,4.13,73944.4,66855.5,1640.5,2.34,73944.4,55909.5,10685.4,17.52,,
XPJ,A-REIT,1030.6,1040.5,1044.0,1047.1,1056.2,1056.2,1047.1,9.1,0.87,1056.2,1030.6,29.3,2.85,1056.2,994.7,41.7,4.11,1056.2,980.1,71.3,7.24,1056.2,980.1,-45.7,-4.15,28718.9,28994.7,29093.1,29180.7,29433.6,29433.6,28718.9,816.7,2.85,29433.6,27720.1,1169.7,4.14,29433.6,27037.3,2272.5,8.37,29914.8,26036.8,427.7,1.47,,
XTJ,Telecommunications,1777.5,1788.0,1792.0,1803.7,1805.7,1810.9,1797.3,2.0,0.11,1805.7,1777.5,37.6,2.13,1805.7,1752.5,58.3,3.34,1836.3,1741.3,-15.9,-0.87,1836.3,1741.3,124.6,7.41,21370.0,21495.9,21544.5,21684.8,21708.2,21708.2,21370.0,451.6,2.12,21708.2,21003.4,704.8,3.36,21708.2,20377.3,391.3,1.84,21708.2,17688.9,2572.5,13.44,,
XUJ,Utilities,5647.5,5673.3,5691.5,5722.3,5785.8,5799.6,5717.9,63.5,1.11,5785.8,5647.5,137.5,2.43,5785.8,5507.1,222.1,3.99,5799.6,5357.0,406.3,7.55,5799.6,5357.0,-30.0,-0.52,59357.3,59628.1,59818.8,60142.5,60810.2,60810.2,59357.3,1444.6,2.43,60810.2,57881.4,2333.9,3.99,60810.2,55642.3,4934.4,8.83,60810.2,52194.2,2941.2,5.08,,
XMM,Metals & Mining,3330.4,3337.6,3319.5,3334.2,3347.3,3357.6,3334.2,13.1,0.39,3347.3,3319.5,20.6,0.62,3389.8,3193.6,156.3,4.90,3522.5,3142.1,8.0,0.24,3522.5,3142.1,386.1,13.04,4748.8,4759.0,4733.2,4754.2,4772.9,4772.9,4733.2,29.4,0.62,4833.5,4549.9,223.0,4.90,4948.8,4448.3,82.3,1.75,4948.8,3709.5,677.4,16.54,,
XGD,Gold,2270.1,2255.7,2192.2,2234.9,2281.6,2300.2,2234.9,46.7,2.09,2281.6,2192.2,-6.2,-0.27,2406.3,2148.4,-117.9,-4.91,2679.6,2003.5,383.2,20.19,2679.6,2003.5,-964.3,-29.71,2643.1,2626.3,2552.4,2602.1,2656.5,2656.5,2552.4,-7.2,-0.27,2801.7,2501.4,-136.8,-4.90,3119.4,2330.8,448.0,20.29,4024.5,2001.8,-1099.5,-29.27,,
XJR,S&P/ASX 200 Res,4192.0,4206.6,4206.3,4228.2,4238.8,4253.0,4228.2,10.6,0.25,4238.8,4192.0,65.4,1.57,4245.2,4035.6,199.3,4.93,4345.1,3970.3,52.5,1.25,4345.1,3970.3,453.7,11.99,22387.1,22464.8,22463.2,22580.1,22637.1,22637.1,22387.1,349.4,1.57,22670.8,21551.6,1064.9,4.94,22908.0,20876.7,624.7,2.84,22908.0,17957.3,3039.6,15.51,,
,
