Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-12-19T23:15:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Dec 14,Dec 15,Dec 16,Dec 17,Dec 18,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Dec 14,Dec 15,Dec 16,Dec 17,Dec 18,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2041.3,2041.6,2067.8,2097.6,2099.0,2100.3,2075.2,1.4,0.07,2099.0,2041.3,34.8,1.68,2136.1,2041.3,17.4,0.84,2263.3,1907.0,54.6,2.67,2263.3,1907.0,101.7,5.09,5356.2,5357.0,5426.9,5505.1,5508.6,5508.6,5356.2,92.2,1.70,5603.0,5356.2,49.1,0.90,5823.6,4952.4,311.1,5.99,5823.6,4952.4,446.4,8.82,,
XDJ,Consumer Discretionary,1832.2,1827.9,1869.8,1899.5,1917.2,1926.7,1886.0,17.7,0.93,1917.2,1827.9,57.5,3.09,1917.2,1827.9,41.1,2.19,2021.0,1712.1,163.9,9.35,2021.0,1712.1,196.4,11.41,14579.1,14544.8,14883.2,15119.9,15261.0,15261.0,14544.8,463.4,3.13,15261.0,14544.8,345.9,2.32,15772.9,13162.6,1791.2,13.30,15772.9,13162.6,2053.6,15.55,,
XSJ,Consumer Staples,7976.9,7986.0,8256.2,8357.9,8433.8,8437.6,8229.5,75.9,0.91,8433.8,7976.9,314.2,3.87,8476.6,7976.9,379.3,4.71,10122.8,7962.0,-739.2,-8.06,10122.8,7962.0,-590.9,-6.55,69610.3,69689.3,72047.1,72935.1,73597.7,73597.7,69610.3,2742.1,3.87,73966.7,69610.3,3313.6,4.71,85291.5,69476.3,-2911.1,-3.80,85291.5,69476.3,-1674.0,-2.22,,
XEJ,Energy,7300.5,7257.7,7505.6,7520.1,7481.7,7570.6,7394.2,-38.4,-0.51,7520.1,7257.7,-65.7,-0.87,8787.6,7257.7,-1074.5,-12.56,12090.7,7257.7,-4119.7,-35.51,12090.7,7257.7,-3903.9,-34.29,55899.5,55572.0,57470.5,57581.2,57287.1,57581.2,55572.0,-503.3,-0.87,67286.6,55572.0,-8227.3,-12.56,90391.5,55572.0,-27017.2,-32.05,90391.5,55572.0,-25448.9,-30.76,,
XFJ,Financials,5839.1,5802.4,5963.6,6051.5,6058.8,6070.3,5949.5,7.3,0.12,6058.8,5802.4,75.5,1.26,6227.1,5802.4,77.8,1.30,7186.4,5644.5,-196.6,-3.14,7186.4,5644.5,-113.2,-1.83,64047.0,63644.8,65412.8,66377.2,66457.4,66457.4,63644.8,828.6,1.26,68303.3,63644.8,857.7,1.31,75638.7,61027.7,1218.2,1.87,75638.7,61027.7,2237.2,3.48,,
XXJ,Financial-x-A-REIT,6647.9,6596.3,6767.8,6888.3,6896.7,6911.0,6773.9,8.4,0.12,6896.7,6596.3,69.8,1.02,7145.0,6596.3,64.7,0.95,8394.2,6423.0,-385.5,-5.29,8394.2,6423.0,-253.0,-3.54,70093.3,69549.3,71358.0,72628.2,72716.9,72716.9,69549.3,736.2,1.02,75335.2,69549.3,687.0,0.95,84666.9,66571.1,-55.5,-0.08,84666.9,66571.1,1268.5,1.78,,
XHJ,Health Care,19063.6,19056.7,19027.3,19531.0,19536.8,19592.0,19403.4,5.8,0.03,19536.8,19027.3,360.0,1.88,19866.2,19027.3,342.6,1.78,19933.9,17005.1,2049.6,11.72,19933.9,17005.1,2266.7,13.13,124742.5,124697.3,124505.0,127800.9,127839.1,127839.1,124505.0,2355.7,1.88,129987.6,124505.0,2248.4,1.79,129987.6,108911.1,15840.5,14.14,129987.6,108911.1,17231.1,15.58,,
XNJ,Industrials,4643.6,4643.3,4709.8,4764.0,4778.3,4796.2,4703.0,14.3,0.30,4778.3,4643.3,59.5,1.26,5004.6,4643.3,-96.1,-1.97,5004.6,4233.2,456.5,10.56,5004.6,4233.2,467.6,10.85,40969.0,40966.4,41553.0,42031.3,42157.4,42157.4,40966.4,524.9,1.26,44139.2,40966.4,-833.2,-1.94,44139.2,36323.0,5073.8,13.68,44139.2,36323.0,5401.5,14.70,,
XIJ,Info Technology,775.0,782.7,781.5,798.2,788.7,798.2,788.7,-9.5,-1.19,798.2,775.0,7.0,0.89,798.2,772.7,34.5,4.57,853.7,664.8,6.0,0.76,853.7,664.8,22.6,2.95,5375.6,5429.3,5421.3,5536.6,5470.8,5536.6,5375.6,48.3,0.89,5536.6,5227.6,243.2,4.65,5803.2,4575.2,204.1,3.88,5803.2,4575.2,316.2,6.13,,
XMJ,Materials,6539.8,6476.0,6681.1,6748.2,6686.7,6748.2,6567.9,-61.5,-0.91,6748.2,6476.0,2.8,0.04,7485.4,6476.0,-620.2,-8.49,9946.3,6476.0,-2041.0,-23.39,9946.3,6476.0,-1896.8,-22.10,48550.8,48077.2,49600.2,50098.4,49641.7,50098.4,48077.2,21.0,0.04,55490.1,48077.2,-4487.0,-8.29,70664.0,48077.2,-12250.6,-19.79,70664.0,48077.2,-11228.1,-18.45,,
XPJ,A-REIT,1251.1,1252.9,1299.2,1298.0,1299.5,1301.9,1274.4,1.5,0.12,1299.5,1251.1,32.1,2.53,1299.5,1251.1,40.2,3.19,1343.7,1197.3,113.3,9.55,1343.7,1197.3,95.6,7.94,37629.6,37684.2,39075.9,39041.6,39086.0,39086.0,37629.6,964.4,2.53,39086.0,37629.6,1208.1,3.19,39203.9,34828.8,4580.5,13.27,39203.9,34505.4,4597.3,13.33,,
XTJ,Telecommunications,1878.2,1898.5,1934.2,1972.6,1984.6,1992.9,1954.9,12.0,0.61,1984.6,1878.2,94.1,4.98,2001.6,1878.2,54.8,2.84,2321.2,1861.8,-102.2,-4.90,2321.2,1861.8,-73.1,-3.55,24301.4,24564.2,25026.2,25522.9,25679.1,25679.1,24301.4,1217.6,4.98,25898.0,24301.4,709.4,2.84,28970.5,24089.3,-75.0,-0.29,28970.5,24089.3,283.8,1.12,,
XUJ,Utilities,6593.2,6585.7,6614.4,6765.9,6781.3,6802.7,6706.9,15.4,0.23,6781.3,6585.7,84.9,1.27,7050.5,6585.7,-150.8,-2.18,7050.5,5936.5,867.1,14.66,7050.5,5936.5,832.0,13.99,75031.8,74946.4,75273.2,76997.4,77171.9,77171.9,74946.4,966.3,1.27,80235.6,74946.4,-1537.1,-1.95,80235.6,65111.5,12305.6,18.97,80235.6,64393.4,12705.6,19.71,,
XMM,Metals & Mining,1799.2,1771.7,1840.9,1848.3,1814.7,1848.4,1785.5,-33.7,-1.82,1848.3,1771.7,-18.9,-1.03,2103.9,1771.7,-216.3,-10.65,3045.0,1771.7,-832.3,-31.44,3045.0,1771.7,-779.8,-30.05,2734.2,2692.4,2797.5,2808.9,2757.7,2808.9,2692.4,-28.7,-1.03,3197.2,2692.4,-328.7,-10.65,4412.5,2692.4,-1076.7,-28.08,4412.5,2692.4,-1000.6,-26.62,,
XGD,Gold,2605.6,2554.0,2571.7,2641.5,2558.7,2641.5,2526.5,-82.8,-3.13,2641.5,2554.0,59.6,2.38,2641.5,2264.8,212.5,9.06,3060.9,2069.2,511.3,24.97,3060.9,2069.2,587.0,29.77,3056.0,2995.4,3016.2,3098.0,3000.9,3098.0,2995.4,69.9,2.38,3098.0,2656.2,249.2,9.06,3589.9,2412.7,613.7,25.71,3589.9,2252.5,701.9,30.53,,
XJR,S&P/ASX 200 Res,2238.6,2211.6,2296.8,2303.6,2271.1,2303.6,2241.4,-32.5,-1.41,2303.6,2211.6,-22.5,-0.98,2640.1,2211.6,-292.2,-11.40,3741.5,2211.6,-1119.2,-33.01,3741.5,2211.6,-1057.3,-31.77,12771.9,12617.7,13103.9,13142.8,12957.3,13142.8,12617.7,-128.3,-0.98,15062.4,12617.7,-1667.2,-11.40,20500.6,12617.7,-5446.6,-29.59,20500.6,12617.7,-5110.4,-28.28,,
,
