Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-02-18T23:15:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XDJ,Consumer Discretionary,1243.5,1230.2,1225.4,1207.2,1221.1,1221.8,1207.3,13.9,1.15,1243.5,1207.2,-15.3,-1.24,1243.6,1207.2,5.8,0.48,1243.6,1179.0,48.4,4.13,1557.8,1140.6,-333.9,-21.47,8522.5,8456.6,8423.5,8298.4,8405.5,8522.5,8298.4,-68.9,-0.81,8523.6,8298.4,80.6,0.97,8523.6,8076.6,372.0,4.63,10210.5,7636.0,-1786.6,-17.53,,
XSJ,Consumer Staples,7333.5,7350.2,7403.0,7269.0,7338.5,7364.1,7269.0,69.5,0.96,7403.0,7269.0,87.0,1.20,7510.2,7241.1,-190.8,-2.53,7562.4,7241.1,5.4,0.07,7967.2,7011.2,-607.7,-7.65,53663.9,53785.9,54172.6,53191.7,53700.1,54172.6,53191.7,636.0,1.20,55096.5,52987.4,-1396.3,-2.53,55339.0,52987.4,39.2,0.07,56761.7,49979.4,-1713.4,-3.09,,
XEJ,Energy,14068.1,13876.9,13879.9,13686.1,13766.8,13798.3,13692.2,80.7,0.59,14068.1,13686.1,-228.7,-1.63,14133.8,13606.3,144.1,1.06,14133.8,12824.6,1023.6,8.03,17736.5,11605.0,-2754.4,-16.67,93807.4,92532.4,92552.5,91260.2,91797.9,93807.4,91260.2,-1525.6,-1.63,94245.2,90728.3,960.5,1.06,94245.2,85515.8,6825.0,8.03,116809.6,77383.0,-15948.4,-14.80,,
XFJ,Financials,4030.9,3993.0,4017.8,3952.4,3962.9,3986.5,3954.1,10.5,0.27,4030.9,3952.4,-29.1,-0.73,4066.9,3952.4,-41.7,-1.04,4066.9,3937.7,57.0,1.46,4626.6,3596.7,-689.9,-14.83,35623.8,35288.3,35507.5,34929.4,35022.6,35623.8,34929.4,-257.1,-0.73,35872.4,34929.4,-298.6,-0.85,35872.4,34730.9,571.7,1.66,38590.5,30965.7,-3685.2,-9.52,,
XXJ,Financial-x-A-REIT,4645.4,4602.3,4613.8,4527.7,4538.0,4571.9,4531.0,10.3,0.23,4645.4,4527.7,-53.7,-1.17,4676.1,4527.7,-37.4,-0.82,4676.1,4513.6,32.6,0.72,5390.0,4119.7,-876.4,-16.19,39293.9,38929.4,39026.5,38298.5,38385.2,39293.9,38298.5,-454.5,-1.17,39553.8,38298.5,-316.7,-0.82,39553.8,38178.9,275.3,0.72,43193.7,34142.5,-4767.9,-11.05,,
XHJ,Health Care,7930.9,7872.6,7848.9,7756.5,7793.2,7797.3,7741.4,36.7,0.47,7930.9,7756.5,-51.7,-0.66,7964.2,7756.1,-151.7,-1.91,8100.4,7756.1,-194.4,-2.43,9186.8,7082.8,-1053.0,-11.90,47323.1,46975.2,46833.9,46310.6,46529.4,47323.1,46310.6,-280.7,-0.60,47521.9,46279.9,-876.9,-1.85,48334.2,46279.9,-1132.1,-2.38,53892.5,41891.0,-4813.8,-9.38,,
XNJ,Industrials,3616.3,3573.5,3601.2,3556.3,3572.0,3572.0,3547.8,15.7,0.44,3616.3,3556.3,-28.0,-0.78,3616.3,3473.6,97.8,2.82,3616.3,3379.0,234.2,7.02,3849.2,3031.9,-298.5,-7.71,27640.0,27312.9,27525.1,27181.6,27302.1,27640.0,27181.6,-201.3,-0.73,27640.0,26538.0,759.5,2.86,27640.0,25815.0,1801.8,7.07,28409.4,22990.4,-1264.6,-4.43,,
XIJ,Info Technology,511.3,506.2,500.0,495.5,504.0,507.1,495.5,8.5,1.72,511.3,495.5,-4.5,-0.89,511.3,482.8,3.7,0.73,511.3,482.8,5.5,1.10,605.0,458.0,-95.8,-15.98,3124.8,3093.4,3055.7,3028.2,3080.3,3124.8,3028.2,-27.6,-0.89,3124.8,2950.6,22.5,0.74,3124.8,2950.6,33.6,1.10,3601.2,2743.0,-483.7,-13.57,,
XMJ,Materials,11627.7,11467.6,11426.3,11177.1,11162.0,11298.8,11155.3,-15.1,-0.14,11627.7,11162.0,-335.0,-2.91,11833.2,11162.0,-74.0,-0.66,11833.2,10665.2,669.4,6.38,15046.2,10436.7,-3255.3,-22.58,75253.3,74217.1,73949.3,72336.6,72238.8,75253.3,72238.8,-2168.0,-2.91,76582.8,72238.8,-479.2,-0.66,76582.8,69023.5,4332.0,6.38,96133.1,67434.3,-19184.1,-20.98,,
XPJ,A-REIT,806.2,798.0,818.4,814.9,818.8,819.6,814.1,3.9,0.48,818.8,798.0,12.4,1.54,828.5,798.0,-17.9,-2.14,836.7,785.8,41.3,5.31,885.2,708.9,-66.0,-7.46,20011.3,19807.8,20313.8,20228.0,20323.0,20323.0,19807.8,307.7,1.54,20518.8,19749.2,-195.7,-0.95,20518.8,19271.5,1255.0,6.58,20626.8,17036.7,-271.6,-1.32,,
XTJ,Telecommunications,1170.2,1164.1,1167.0,1156.3,1163.4,1168.3,1156.3,7.1,0.61,1170.2,1156.3,3.1,0.27,1173.7,1125.8,18.5,1.62,1173.7,1121.5,27.9,2.45,1173.7,891.0,152.1,15.03,11974.1,11911.3,11940.8,11831.9,11904.2,11974.1,11831.9,31.6,0.27,12009.8,11519.6,189.1,1.61,12009.8,11476.1,284.9,2.45,12009.8,8708.4,2445.8,25.86,,
XUJ,Utilities,4637.0,4610.8,4653.4,4586.1,4650.0,4650.0,4594.9,63.9,1.39,4653.4,4586.1,52.6,1.15,4663.5,4586.1,17.4,0.38,4663.5,4563.2,105.6,2.32,4663.5,3990.1,322.1,7.44,43042.2,42799.2,43195.1,42569.7,43162.7,43195.1,42569.7,488.2,1.14,43288.5,42569.7,161.4,0.38,43288.5,42357.6,980.2,2.32,43288.5,35021.3,5450.5,14.45,,
XMM,Metals & Mining,4156.7,4094.6,4076.9,3986.3,3975.4,4030.7,3972.9,-10.9,-0.27,4156.7,3975.4,-133.9,-3.26,4252.2,3975.4,-41.2,-1.03,4252.2,3789.0,253.7,6.82,5491.6,3721.6,-1268.3,-24.19,5534.7,5452.1,5428.5,5307.9,5293.3,5534.7,5293.3,-178.3,-3.26,5661.9,5293.3,-54.8,-1.02,5661.9,5045.1,337.9,6.82,7235.3,4955.3,-1564.1,-22.81,,
XGD,Gold,7080.5,6958.9,6951.6,6830.4,6837.8,6880.9,6805.4,7.4,0.11,7080.5,6830.4,-105.9,-1.53,7080.5,6604.3,220.2,3.33,7080.5,6209.2,803.8,13.32,8435.7,6034.0,-947.4,-12.17,8089.7,7950.7,7942.5,7804.0,7812.4,8089.7,7804.0,-121.1,-1.53,8089.7,7545.3,251.8,3.33,8089.7,7094.0,918.6,13.33,9595.8,6893.8,-1024.6,-11.59,,
XJR,S&P/ASX 200 Res,4866.1,4794.7,4779.9,4682.5,4679.8,4731.0,4674.9,-2.7,-0.06,4866.1,4679.8,-135.5,-2.81,4925.8,4679.8,-23.8,-0.51,4925.8,4435.9,310.5,7.11,6355.0,4291.7,-1353.2,-22.43,24244.5,23888.8,23814.8,23329.6,23316.1,24244.5,23316.1,-675.3,-2.81,24542.0,23316.1,-118.8,-0.51,24542.0,22101.1,1547.0,7.11,31311.1,21378.1,-6168.7,-20.92,,
,
