Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-04-11T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Apr 2,Apr 7,Apr 8,Apr 9,Apr 10,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Apr 2,Apr 7,Apr 8,Apr 9,Apr 10,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XSO,S&P/ASX Small Ords,2179.5,2175.5,2194.0,2185.1,2189.5,2189.7,2184.2,4.4,0.20,2194.0,2175.5,33.8,1.57,2204.5,2151.3,23.4,1.08,2233.1,2001.2,145.1,7.10,2233.1,2001.2,27.6,1.28,5604.9,5595.3,5643.2,5620.3,5631.6,5643.2,5595.3,88.1,1.59,5657.5,5504.6,97.0,1.75,5693.5,5089.5,434.1,8.35,5754.2,4882.3,245.1,4.55,,
XDJ,Consumer Discretionary,1986.1,1982.8,2005.6,2011.1,2014.2,2018.7,2009.1,3.1,0.15,2014.2,1982.8,49.9,2.54,2014.2,1930.1,59.3,3.03,2014.2,1713.3,260.9,14.88,2014.2,1713.3,184.9,10.11,15482.3,15456.6,15647.9,15691.1,15715.2,15715.2,15456.6,402.6,2.63,15715.2,14995.4,560.3,3.70,15715.2,13162.6,2245.5,16.67,15715.2,12935.8,1927.4,13.98,,
XSJ,Consumer Staples,9249.1,9267.0,9320.5,9300.2,9452.9,9452.9,9297.9,152.7,1.64,9452.9,9249.1,176.7,1.91,9452.9,9224.3,171.5,1.85,10122.8,9021.7,279.8,3.05,10122.8,9021.7,-418.3,-4.24,78652.0,78804.2,79258.4,79086.0,80384.9,80384.9,78652.0,1503.0,1.91,80384.9,77980.0,2132.5,2.73,85291.5,75246.2,3876.1,5.07,85291.5,73342.3,-121.0,-0.15,,
XEJ,Energy,10765.9,10891.9,11165.7,11064.7,11257.1,11276.3,11064.7,192.4,1.74,11257.1,10765.9,578.9,5.42,11284.0,10678.2,43.1,0.38,12048.3,10301.0,-344.3,-2.97,12048.3,10301.0,-2472.5,-18.01,80487.0,81429.0,83476.4,82721.2,84159.6,84159.6,80487.0,4328.1,5.42,84360.5,79831.4,322.1,0.38,87551.8,74854.3,-144.7,-0.17,111140.9,74854.3,-13942.4,-14.21,,
XFJ,Financials,7082.5,7109.4,7128.3,7105.9,7149.0,7149.8,7091.2,43.1,0.61,7149.0,7082.5,135.0,1.92,7186.4,6865.8,274.2,3.99,7186.4,6165.5,893.6,14.29,7186.4,6165.5,1082.0,17.83,74547.5,74831.2,75030.1,74794.1,75247.4,75247.4,74547.5,1420.6,1.92,75638.7,72257.3,2897.0,4.00,75638.7,64303.3,10008.2,15.34,75638.7,59639.1,14597.7,24.07,,
XXJ,Financial-x-A-REIT,8288.8,8323.4,8332.5,8309.5,8357.7,8358.8,8295.6,48.2,0.58,8357.7,8288.8,149.0,1.82,8394.2,7991.0,336.7,4.20,8394.2,7130.2,1075.5,14.77,8394.2,7130.2,1166.5,16.22,83603.8,83952.6,84044.1,83812.8,84298.2,84298.2,83603.8,1502.5,1.81,84666.9,80590.7,3407.2,4.21,84666.9,71254.0,11525.8,15.84,84666.9,66776.9,15398.9,22.35,,
XHJ,Health Care,19508.0,19604.5,19716.6,19594.8,19767.8,19797.5,19594.8,173.0,0.88,19767.8,19508.0,331.4,1.70,19767.8,19093.5,344.1,1.77,19767.8,17005.1,2280.6,13.04,19767.8,17005.1,5448.2,38.05,126034.2,126676.2,127401.0,126613.9,127731.3,127731.3,126034.2,2159.8,1.72,127731.3,123249.4,2856.9,2.29,127731.3,108911.1,15732.7,14.05,127731.3,88629.9,37086.2,40.91,,
XNJ,Industrials,4689.1,4726.2,4759.3,4739.6,4768.5,4768.5,4739.6,28.9,0.61,4768.5,4689.1,106.4,2.28,4768.5,4588.3,179.3,3.91,4768.5,4233.2,446.7,10.34,4768.5,4233.2,743.9,18.48,40638.4,40960.0,41247.1,41075.7,41326.1,41326.1,40638.4,921.8,2.28,41326.1,39575.2,1750.9,4.42,41326.1,36323.0,4242.4,11.44,41326.1,32870.0,7677.3,22.82,,
XIJ,Info Technology,831.9,825.5,825.3,823.9,832.0,834.9,823.6,8.1,0.98,832.0,823.9,5.9,0.72,853.7,813.3,-10.6,-1.26,853.7,757.6,49.3,6.30,853.7,757.6,70.1,9.20,5672.6,5628.7,5627.4,5618.3,5673.6,5673.6,5618.3,40.9,0.73,5803.2,5545.9,-37.4,-0.65,5803.2,5098.0,407.0,7.73,5803.2,4943.9,620.3,12.27,,
XMJ,Materials,9077.7,9149.1,9268.3,9152.3,9143.7,9152.3,9085.4,-8.6,-0.09,9268.3,9077.7,90.5,1.00,9323.7,8950.1,-196.1,-2.10,9946.3,8248.8,416.0,4.77,9946.3,8248.8,-1091.4,-10.66,65581.5,66097.2,66960.3,66122.3,66060.4,66960.3,65581.5,656.0,1.00,67341.8,64643.9,-549.9,-0.83,70664.0,58495.7,4168.1,6.73,73622.9,57471.6,-5152.9,-7.24,,
XPJ,A-REIT,1300.9,1303.0,1318.9,1311.6,1321.7,1322.1,1305.8,10.1,0.77,1321.7,1300.9,33.4,2.59,1335.5,1283.2,35.3,2.74,1343.7,1197.3,135.5,11.43,1343.7,1197.3,289.5,28.05,38168.1,38228.3,38695.2,38481.6,38777.4,38777.4,38168.1,979.1,2.59,39172.5,37640.1,1043.3,2.76,39203.9,34828.8,4271.9,12.38,39203.9,28447.5,10013.5,34.81,,
XTJ,Telecommunications,2235.1,2238.8,2233.2,2218.6,2222.3,2228.8,2211.4,3.7,0.17,2238.8,2218.6,-14.4,-0.65,2257.7,2170.5,54.5,2.52,2321.2,2072.7,135.5,6.49,2321.2,2072.7,459.3,26.05,28195.3,28241.8,28171.3,27987.3,28038.7,28241.8,27987.3,-176.8,-0.63,28464.6,27325.7,713.0,2.61,28647.5,25580.0,2284.5,8.87,28647.5,21165.9,6843.2,32.29,,
XUJ,Utilities,6630.0,6685.2,6677.0,6694.8,6747.0,6781.3,6694.8,52.2,0.78,6747.0,6630.0,131.8,1.99,6747.0,6409.8,224.3,3.44,6844.8,5936.5,832.8,14.08,6844.8,5936.5,1096.3,19.40,73415.4,74027.5,73936.3,74133.3,74711.2,74711.2,73415.4,1459.2,1.99,74711.2,70977.9,2483.5,3.44,75793.9,65111.5,9844.9,15.18,75793.9,58827.8,15321.0,25.80,,
XMM,Metals & Mining,2692.2,2712.3,2746.5,2704.3,2699.4,2704.3,2678.8,-4.9,-0.18,2746.5,2692.2,7.7,0.29,2780.1,2648.0,-97.2,-3.48,3045.0,2488.4,52.4,1.98,3045.0,2488.4,-628.6,-18.89,3985.1,4014.8,4065.4,4003.0,3995.7,4065.4,3985.1,11.4,0.29,4114.5,3919.0,-75.7,-1.86,4412.5,3604.6,161.3,4.21,4936.1,3537.4,-749.7,-15.80,,
XGD,Gold,2546.4,2580.4,2607.6,2567.3,2563.9,2567.3,2522.1,-3.4,-0.13,2607.6,2546.4,136.2,5.61,2607.6,2287.2,250.5,10.83,2727.5,2069.2,516.5,25.23,2727.5,2069.2,201.8,8.54,2975.0,3014.8,3046.6,2999.5,2995.5,3046.6,2975.0,159.1,5.61,3046.6,2669.0,295.9,10.96,3182.8,2412.7,608.3,25.48,3182.8,1941.8,245.3,8.92,,
XJR,S&P/ASX 200 Res,3349.8,3379.4,3436.1,3390.7,3405.0,3405.8,3376.2,14.3,0.42,3436.1,3349.8,62.3,1.86,3475.6,3327.6,-80.2,-2.30,3741.5,3157.8,14.7,0.43,3741.5,3157.8,-776.5,-18.57,18620.3,18785.2,19100.4,18848.0,18927.1,19100.4,18620.3,346.1,1.86,19318.2,18495.6,-216.8,-1.13,20466.3,17142.0,523.2,2.84,23407.3,16867.8,-3403.6,-15.24,,
,
