Weekly Roundup - Australian Indices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-08-01T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Code,Description,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Day High,Day Low, Day Var + / -,Day %,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Week High,Week Low,Week +/-,Wk %,Month High,Month Low,Month +/-,Mth %,YTD High,YTD Low,YTD +/-,YTD %,52wk High,52wk Low,52wk +/-,52wk %,
XHJ,Health Care,19066.0,19119.2,19355.8,19235.8,19677.6,19732.6,19235.8,441.8,2.30,19677.6,19066.0,715.3,3.77,19677.6,18092.0,1721.1,9.59,19933.9,17005.1,2190.4,12.53,19933.9,17005.1,5491.6,38.71,123243.8,123587.7,125117.2,124341.2,127197.1,127197.1,123243.8,4624.0,3.77,127197.1,116947.5,11125.5,9.59,128804.9,108911.1,15198.5,13.57,128804.9,88629.9,37369.0,41.60,,
XNJ,Industrials,4786.1,4754.7,4799.4,4803.0,4824.0,4833.7,4803.0,21.0,0.44,4824.0,4754.7,34.0,0.71,4852.1,4678.2,295.4,6.52,4968.2,4233.2,502.2,11.62,4968.2,4233.2,700.3,16.98,41775.8,41501.7,41891.8,41922.9,42106.3,42106.3,41501.7,296.5,0.71,42351.4,40833.8,2578.5,6.52,43057.2,36323.0,5022.6,13.54,43057.2,32870.0,7376.4,21.24,,
XIJ,Info Technology,800.9,791.1,802.6,812.4,820.5,822.0,812.4,8.1,1.00,820.5,791.1,15.4,1.91,829.3,777.8,44.0,5.66,853.7,757.6,37.8,4.83,853.7,757.6,-2.3,-0.28,5463.3,5396.9,5475.3,5542.0,5597.4,5597.4,5396.9,105.0,1.91,5657.0,5305.8,300.0,5.66,5803.2,5098.0,330.7,6.28,5803.2,4958.9,140.1,2.57,,
XMJ,Materials,8432.4,8406.8,8534.8,8637.7,8631.4,8644.6,8588.8,-6.3,-0.07,8637.7,8406.8,242.6,2.89,8788.4,8321.3,-94.9,-1.09,9946.3,8248.8,-96.3,-1.10,9946.3,8248.8,-1687.3,-16.35,61054.4,60868.9,61795.5,62540.8,62495.2,62540.8,60868.9,1756.7,2.89,63632.1,60249.7,-686.8,-1.09,70664.0,58495.7,602.9,0.97,73622.9,57471.6,-9430.9,-13.11,,
XPJ,A-REIT,1291.7,1287.0,1298.0,1294.9,1305.7,1306.8,1294.8,10.8,0.83,1305.7,1287.0,48.0,3.81,1305.7,1239.7,70.2,5.68,1343.7,1197.3,119.6,10.08,1343.7,1197.3,202.8,18.38,38507.5,38366.6,38693.5,38601.2,38924.8,38924.8,38366.6,1430.0,3.81,38924.8,36956.6,2102.1,5.71,39203.9,34828.8,4419.3,12.81,39203.9,30884.2,7343.4,23.25,,
XTJ,Telecommunications,2258.4,2258.2,2267.3,2281.1,2295.1,2295.1,2278.6,14.0,0.61,2295.1,2258.2,46.6,2.07,2295.1,2165.3,120.9,5.56,2321.2,2072.7,208.3,9.98,2321.2,2072.7,404.7,21.41,28494.0,28491.8,28606.5,28780.7,28957.2,28957.2,28491.8,587.9,2.07,28957.2,27319.5,1525.8,5.56,28957.2,25580.0,3203.0,12.44,28957.2,22541.2,6227.2,27.40,,
XUJ,Utilities,6502.8,6525.7,6529.1,6652.3,6761.7,6768.9,6649.3,109.4,1.64,6761.7,6502.8,305.5,4.73,6761.7,6358.7,364.3,5.69,6918.1,5936.5,847.5,14.33,6918.1,5936.5,861.6,14.60,73071.3,73329.3,73367.8,74751.7,75981.3,75981.3,73071.3,3432.5,4.73,75981.3,71452.3,4093.8,5.69,76606.1,65111.5,11115.0,17.14,76606.1,62222.8,13023.8,20.69,,
XMM,Metals & Mining,2427.2,2413.9,2456.4,2499.1,2489.6,2499.1,2472.3,-9.5,-0.38,2499.1,2413.9,82.8,3.44,2571.7,2406.7,-77.0,-3.00,3045.0,2406.7,-157.4,-5.95,3045.0,2406.7,-883.0,-26.18,3592.9,3573.1,3636.1,3699.2,3685.1,3699.2,3573.1,122.6,3.44,3806.7,3562.5,-113.9,-3.00,4412.5,3562.5,-149.3,-3.89,4936.1,3537.4,-1123.8,-23.37,,
XGD,Gold,2264.6,2217.6,2205.7,2192.7,2171.5,2192.7,2138.8,-21.2,-0.97,2264.6,2171.5,5.5,0.26,2532.4,2165.9,-317.8,-12.77,2736.3,2069.2,124.1,6.06,2736.3,2069.2,-158.3,-6.79,2645.9,2590.9,2577.0,2561.8,2537.0,2645.9,2537.0,6.5,0.26,2958.7,2530.5,-371.3,-12.77,3196.9,2412.7,149.8,6.27,3196.9,1941.8,-175.5,-6.47,,
XJR,S&P/ASX 200 Res,3108.9,3106.1,3147.3,3207.8,3198.2,3207.8,3183.6,-9.6,-0.30,3207.8,3106.1,110.8,3.59,3293.7,3087.4,-56.1,-1.72,3741.5,3087.4,-192.1,-5.67,3741.5,3087.4,-1083.7,-25.31,17281.7,17265.8,17495.0,17831.1,17777.9,17831.1,17265.8,616.1,3.59,18308.9,17161.8,-311.7,-1.72,20500.6,17142.0,-626.0,-3.40,23407.3,16867.8,-5089.2,-22.26,,
,
