Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4439.4 at 16:38 25/6/2010  Report at 19:05 Friday 25/6/2010. Processed 20:59 Sunday 27/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Stanfield Funds,SFN,0.01,0.2,-,-,-,-,-,0.009,0.008,0.028,0.008,-,,-,-0.01,-,-0.14,-,0.1,11.11,
Success Res Global,SGU,0.008,-,0.001,0.018,-,-,-,0.008,0.008,0.06,0.003,-,,-,-,-,1.26,0.6,-,-,
Tabcorp Hldgs Ltd,TAH,6.51,-9,6.50,6.54,38113,6.57,6.50,6.75,6.50,7.52,6.28,60,f,1.44,-1.53,9.22,86.1,7.6,-18.0,-2.69,
Tatts Grp Ltd,TTS,2.25,-1,2.24,2.25,44222,2.27,2.23,2.35,2.23,2.67,2.19,21,f,1.04,-0.51,9.33,21.9,10.3,-8.0,-3.43,
Transmetro Corp,TCO,0.70,-,-,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.40,0.5,0.37,-,20,0.40,0.40,0.40,0.38,0.40,0.046,-,,-,0.24,-,20,2.0,1.5,3.9,
Webjet Ltd,WEB,2.00,-5,2.00,2.04,1759,2.04,2.00,2.13,2.00,2.70,1.096,8,f,1.52,0.41,4.00,12.2,16.4,-6.0,-2.91,
Xiaoxiao Education,XXL,0.17,-,-,-,-,-,-,0.17,0.17,0.30,0.13,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.155,-1.5,0.155,0.165,588,0.17,0.155,0.17,0.15,0.305,0.15,1,,-,0.07,6.45,-2.18,-,-0.5,-3.13,
Amalgamated Hldgs,AHD,5.64,-11,5.60,5.85,157,5.75,5.60,5.95,5.60,6.24,3.995,35,f,1.96,4.65,6.21,68.5,8.2,-32.0,-5.37,
APN News & Media,APN,2.05,-4,2.04,2.13,46162,2.08,2.05,2.20,2.04,2.61,1.32,4,f,4.17,-0.78,1.95,16.7,12.3,-7.0,-3.3,
Aspermont Ltd,ASP,0.14,-,-,-,-,-,-,0.14,0.14,0.256,0.10,-,,-,-0.03,-,0.88,15.9,-,-,
Austar United,AUN,0.985,-1.5,0.955,1.02,9159,1.03,0.975,1.10,0.975,1.465,0.78,-,,-,-0.31,-,4.7,21.0,-4.5,-4.37,
Austereo Grp Ltd,AEO,1.70,3.5,1.655,1.73,666,1.725,1.655,1.74,1.655,1.925,1.27,9.1,f,1.32,-0.57,5.35,11.98,14.2,-3.0,-1.73,
Beyond Intl,BYI,0.72,-,-,-,-,-,-,0.72,0.72,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,-,-,
Brisbane Broncos,BBL,0.36,-,-,-,-,-,-,0.36,0.36,0.40,0.30,0.5,f,1.78,0.12,1.39,0.89,40.4,-,-,
BSA Ltd,BSA,0.195,-1,0.195,0.215,4833,0.205,0.195,0.22,0.19,0.34,0.125,2,f,1.49,-0.01,10.26,2.99,6.5,0.5,2.63,
Commstrat Ltd,COJ,0.004,-,-,-,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.26,-,3.23,3.27,97042,3.29,3.23,3.33,3.23,3.44,2.17,16.5,f,3.48,0.88,5.06,57.44,5.7,-3.0,-0.91,
Facilitate Digital,FAC,0.06,-,0.06,0.065,1321,0.065,0.06,0.065,0.059,0.149,0.035,-,,-,0.01,-,0.29,20.7,0.1,1.69,
Fairfax Media Ltd,FXJ,1.355,-3.5,1.35,1.37,320006,1.36,1.335,1.48,1.335,1.885,1.07,1.1,,8.45,-0.31,0.81,9.3,14.6,-9.5,-6.55,
Hyro Ltd,HYO,0.019,0.1,-,-,-,-,-,0.019,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,-,-,
Infochoice Ltd,ICH,0.485,-,-,-,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.37,-1,-,-,-,-,-,0.385,0.38,0.58,0.079,-,,-,-,-,-1.69,-,-1.5,-3.9,
Macq Radio,MRN,0.745,-,-,-,-,-,-,0.745,0.745,0.90,0.30,4,f,0.96,0.02,5.37,3.84,19.4,-,-,
MCM Entertainment Gr,MEG,0.18,2,-,-,-,-,-,0.18,0.16,0.23,0.15,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.006,-0.1,0.005,0.006,11555,0.007,0.006,0.008,0.006,0.025,0.006,-,,-,-,-,-2.68,-,-0.2,-25,
Medic Vision Ltd,MVH,0.013,-,-,-,-,-,-,0.018,0.01,0.045,0.01,-,,-,-,-,-1.06,-,0.1,8.33,
  opt jan12,MVHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.925,-1.5,0.925,0.945,1301,0.95,0.925,0.97,0.915,0.985,0.60,4.4,f,1.50,-,4.76,6.6,14.0,-0.5,-0.54,
News Corp b voting,NWS,17.15,-42,17.13,17.17,32077,17.22,16.83,18.58,16.83,20.18,12.01,5.14,,14.51,0.45,0.30,74.58,23.0,-145.0,-7.8,
  a nonvote,NWSLV,14.84,-54,14.64,14.84,7272,14.89,14.50,16.26,14.50,17.56,10.40,12.87,,-,-,0.87,-,-,-159.0,-9.68,
Oohmedia Grp Ltd,OOH,0.165,0.5,0.165,0.18,150,0.165,0.165,0.165,0.16,0.165,0.06,-,,-,-0.08,-,1.3,12.7,0.5,3.13,
Pac Star Net,PNW,0.05,-,-,-,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,1.02,-,-,-,-,-,-,1.02,1.02,2.182,0.81,9.5,f,1.87,-1.43,9.31,17.72,5.8,-,-,
Prime Media Grp,PRT,0.74,3,-,-,-,-,-,0.75,0.70,0.86,0.455,2.2,f,-,-,2.97,-2.7,-,-1.0,-1.33,
Q Ltd,QXQ,0.046,-,-,-,-,-,-,0.047,0.046,0.198,0.046,-,,-,0.02,-,-237.1,-,-0.2,-4.17,
REA Grp,REA,10.68,14,10.62,10.69,2390,10.69,10.54,10.94,10.14,12.60,5.14,10,,1.00,0.45,0.94,10.04,106.4,-12.0,-1.11,
Resourc & En Grp,REZ,0.11,-,-,-,-,-,-,0.12,0.11,0.375,0.046,-,,-,0.07,-,-1.35,-,-1.0,-8.33,
Sky Net,SKT,4.03,3,3.85,4.10,8694,4.03,4.00,4.03,3.98,4.15,3.23,11.39,,1.72,-0.47,2.83,19.63,20.5,-1.0,-0.25,
Sthn Cross Media,SXL,1.71,-4,1.71,1.79,2989,1.735,1.69,1.90,1.69,2.31,0.988,6.7,,-,-0.51,3.92,-36.65,-,-16.0,-8.56,
STW Comms,SGN,0.965,-2,0.955,0.965,2520,0.965,0.955,1.00,0.95,1.03,0.55,3.5,f,2.09,0.15,3.63,7.32,13.2,-2.5,-2.53,
Swish Grp Ltd,SWG,0.001,-,-,-,-,-,-,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,-0.1,-50,
Ten Network Hldgs,TEN,1.60,-3,1.585,1.615,48248,1.61,1.57,1.725,1.57,1.94,1.00,2,,2.31,-0.29,1.25,4.62,34.6,-11.0,-6.43,
TPL Corp Ltd,TPL,0.015,-0.2,0.014,0.017,3000,0.015,0.015,0.02,0.015,0.028,0.004,-,,-,-,-,-0.21,-,-0.1,-6.25,
Two Way Ltd,TTV,0.034,-,-,-,-,-,-,0.039,0.034,0.078,0.026,-,,-,0.01,-,-3.44,-,-0.5,-12.82,
Village Roadshow,VRL,2.05,-,2.03,2.24,250,2.08,2.05,2.15,2.05,2.54,0.91,3.75,,11.12,-1.97,1.83,41.69,4.9,-3.0,-1.44,
  'a' pref,VRLPA,2.25,-,2.15,2.30,120,2.25,2.25,2.25,2.10,2.71,0.54,3.75,,-,-,1.67,-,-,5.0,2.27,
WAG Ltd,WAG,0.005,-0.1,-,-,-,-,-,0.007,0.005,0.011,0.003,-,,-,-,-,-0.01,-,-0.1,-16.67,
West Aust News,WAN,6.53,-2,6.50,6.59,6570,6.58,6.46,6.68,6.44,8.48,4.20,29,f,1.29,-,4.44,37.3,17.5,-7.0,-1.06,
World Wide Ent Grp,WWG,0.05,-,-,-,-,-,-,0.05,0.05,0.20,0.045,-,,-,-,-,3.05,1.6,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,30,-,-,-,-,-,3.50,3.20,3.70,2.16,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.01,-,-,-,-,-,-,0.011,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,-0.1,-9.09,
  opt dec11,ASCO,0.003,-,-,-,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.04,-1.1,-,-,-,-,-,0.055,0.05,0.078,0.019,-,,-,-0.09,-,7.75,0.5,-1.6,-28.57,
AP Eagers Ltd,APE,12.50,-,-,-,-,-,-,12.70,12.50,13.55,8.10,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,5.82,-43,5.80,5.87,1947,6.24,5.72,6.30,5.72,6.40,3.241,17.5,f,2.31,1.22,3.01,40.44,14.4,-41.0,-6.58,
Automotive Hldgs,AHE,2.32,-6,2.29,2.32,901,2.37,2.28,2.50,2.28,2.88,1.35,17,f,1.66,0.75,7.33,28.14,8.2,-13.0,-5.31,
Beyond Sportswear,BSI,0.014,-,-,-,-,-,-,0.017,0.014,0.037,0.007,-,,-,-0.01,-,-0.57,-,-0.2,-12.5,
Breville Grp Ltd,BRG,2.14,-5,2.10,2.17,143,2.19,2.14,2.24,2.14,2.45,0.85,7.5,,1.68,0.59,3.50,12.62,17.0,-8.0,-3.6,
Cash Convert ord/div   ,CCV,0.56,-1.5,0.56,0.57,1203,0.575,0.56,0.585,0.56,0.71,0.41,3,f,2.32,0.23,5.36,6.97,8.0,-1.5,-2.61,
Country Road Ltd,CTY,3.72,-,-,-,-,-,-,3.72,3.72,4.00,3.10,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.33,-7,4.31,4.33,23406,4.39,4.28,4.54,4.28,5.96,4.10,29,f,1.14,1.22,6.70,33,13.1,-16.0,-3.56,
Fantastic Hldgs,FAN,2.22,-1,2.20,2.22,1970,2.29,2.20,2.45,2.20,4.29,2.20,11.75,f,2.06,0.81,5.29,24.21,9.2,-23.0,-9.39,
Harvey Norman,HVN,3.44,1,3.37,3.45,20169,3.48,3.39,3.56,3.39,4.85,2.95,13,f,1.98,2.10,3.78,25.78,13.3,-4.0,-1.15,
Hire Intelligence,HII,0.10,-,-,-,-,-,-,0.10,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,19.42,-24,19.33,19.70,6314,19.72,19.30,20.60,19.30,23.71,14.09,62,f,1.67,1.71,3.19,103.42,18.8,-59.0,-2.95,
Joyce Corp,JYC,0.37,-,-,-,-,-,-,0.37,0.37,0.58,0.37,3.5,,-,0.67,9.46,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.74,-1,1.70,1.75,12310,1.74,1.70,1.75,1.68,1.97,1.435,-,,-,-0.09,-,-0.17,-,3.0,1.75,
Manaccom Corp Ltd,MNL,0.28,-,-,-,-,-,-,0.295,0.245,0.55,0.215,0.5,,14.36,-,1.79,7.18,3.9,4.0,16.67,
Myer Hldgs Ltd,MYR,3.24,-5,3.22,3.26,37548,3.27,3.23,3.31,3.22,3.98,2.86,10.5,f,0.39,-0.21,3.24,4.1,79.0,2.0,0.62,
Nick Scali Ltd,NCK,1.50,-,-,-,-,-,-,1.50,1.50,1.75,0.68,10.5,f,1.00,0.22,7.00,10.46,14.3,-1.0,-0.66,
Noni B Ltd,NBL,1.06,-1,1.06,1.10,90,1.07,1.06,1.10,1.06,1.50,0.81,6,f,1.77,0.51,5.66,10.6,10.0,-3.5,-3.2,
Orotongrp Ltd,ORL,6.82,3,6.81,6.82,90,6.90,6.80,7.00,6.66,7.21,3.103,44,f,1.25,0.74,6.45,54.92,12.4,11.0,1.64,
Pac Brands,PBG,0.91,-1.5,0.895,0.915,40717,0.92,0.89,1.005,0.89,1.52,0.77,-,,-,-0.04,-,-7.6,-,-4.5,-4.71,
Premier Invest,PMV,6.10,-1,6.10,6.20,569,6.19,6.07,6.39,6.07,8.934,5.091,36,f,1.38,2.19,5.90,49.85,12.2,-14.0,-2.24,
Quickflix Ltd,QFX,0.049,-0.5,-,-,-,-,-,0.056,0.054,0.09,0.045,-,,-,-,-,-1.64,-,-0.1,-2,
RCG Corp Ltd,RCG,0.52,-,-,-,-,-,-,0.53,0.48,0.64,0.341,2.25,f,1.19,0.09,4.33,2.67,19.5,-,-,
Ruralco Hldgs,RHL,2.78,-,2.63,2.80,7,2.78,2.78,2.78,2.60,3.00,1.82,14,f,1.26,1.79,5.04,17.67,15.7,3.0,1.09,
Specialty Fashion,SFH,1.12,-4,1.10,1.16,4468,1.15,1.10,1.18,1.10,1.65,0.49,4,f,4.45,0.25,3.57,17.8,6.3,0.5,0.45,
Strathfield Grp,SRA,0.012,0.2,0.01,0.012,6500,0.012,0.011,0.014,0.01,0.023,0.006,-,,-,-,-,0.55,2.2,-0.3,-20,
Super Cheap Auto ,SUL,5.54,-4,5.46,5.55,713,5.59,5.46,5.78,5.46,5.95,3.47,20,f,1.60,0.74,3.61,31.9,17.4,-26.0,-4.48,
The Reject Shop,TRS,16.42,-8,16.27,16.64,379,16.70,16.21,16.99,16.21,17.39,11.39,62,f,1.39,2.17,3.78,86.4,19.0,-49.0,-2.9,
Thorn Grp Ltd,TGA,1.19,-2,1.19,1.22,1622,1.22,1.18,1.24,1.18,1.28,0.65,6.32,f,2.39,0.51,5.31,15.12,7.9,2.0,1.71,
TVN Corp Ltd,TVN,0.007,-,-,-,-,-,-,0.007,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-,-,
Vita Grp Ltd,VTG,0.21,-,-,-,-,-,-,0.24,0.205,0.345,0.085,-,,-,-0.05,-,6.56,3.2,-3.5,-14.29,
Warehouse Grp,WHS,2.89,-,2.80,3.03,218,-,-,2.92,2.89,3.694,2.78,17.83,,1.22,0.83,6.17,21.82,13.2,-3.0,-1.03,
Wotif Com Hldgs,WTF,5.51,-5,5.50,5.65,4879,5.59,5.46,5.83,5.38,8.08,4.12,20,f,1.21,-0.06,3.63,24.23,22.7,-16.0,-2.82,
SECTOR: Consumer Staples,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Food & Staples Retailing,,,,,,,,,,,,,,,,,,,,,,
AWB Ltd,AWB,0.925,-2.5,0.92,0.93,19345,0.945,0.92,1.035,0.92,1.337,0.865,-,,-,1.85,-,3.67,25.2,-10.5,-10.19,
