Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4574.1 at 16:41 18/6/2010  Report at 19:05 Friday 18/6/2010. Processed 19:18 Friday 18/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Gazal Corp,GZL,1.60,6,1.60,1.80,153,1.60,1.60,1.60,1.52,1.60,0.90,8,f,1.29,0.69,5.00,10.3,15.5,10.0,6.67,
GLG Corp Ltd,GLE,0.28,-,0.28,0.375,-,-,-,0.28,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.6,-,-,
Globe Intl,GLB,0.46,1,0.46,0.50,13,0.46,0.46,0.46,0.45,0.525,0.15,-,,-,0.70,-,3.12,14.7,1.0,2.22,
GUD Hldgs,GUD,8.65,-20,8.65,8.80,3003,8.83,8.60,8.91,8.46,10.62,6.12,61,f,1.18,1.09,7.05,71.73,12.1,13.0,1.53,
Headline Grp Ltd,HLD,0.275,-,0.275,0.29,39,0.275,0.275,0.275,0.275,0.35,0.10,-,,-,0.08,-,-1.79,-,-2.0,-6.78,
Island Sky Aust,ISK,0.036,-,0.036,0.04,-,-,-,0.038,0.036,0.287,0.035,-,,-,0.03,-,-2.07,-,-,-,
  opt nov11,ISKO,0.025,-,-,0.025,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kresta Hldgs,KRS,0.365,0.5,0.365,0.37,118,0.365,0.365,0.37,0.36,0.46,0.13,3,f,1.52,0.18,8.22,4.57,8.0,0.5,1.39,
McPherson's Ltd,MCP,2.50,-1,2.50,2.53,291,2.63,2.50,2.63,2.35,3.48,1.63,10,f,2.96,0.02,4.00,29.6,8.4,-4.0,-1.57,
Merchant House,MHI,0.165,-,0.155,0.17,-,-,-,0.165,0.16,0.18,0.10,1.5,,2.84,0.25,9.09,4.26,3.9,1.5,10,
Mesbon China Nylon,MES,0.11,-,0.11,0.14,-,-,-,0.13,0.11,0.14,0.061,0.5,,4.08,0.32,4.55,2.04,5.4,-1.0,-8.33,
Photo-Me Aust,PTO,0.005,-,0.005,0.007,-,-,-,0.005,0.005,0.009,0.004,-,,-,0.01,-,-2.08,-,-0.1,-16.67,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.079,-0.1,0.078,0.079,600,0.079,0.079,0.08,0.079,0.42,0.063,-,,-,0.03,-,2.41,3.3,-0.1,-1.25,
Shenhua Ltd,SHU,0.495,-,0.10,0.49,-,-,-,0.495,0.495,0.55,0.45,-,,-,-,-,5.2,9.5,-,-,
Tamawood Ltd,TWD,2.40,4,2.44,2.48,6,2.40,2.40,2.40,2.36,2.76,1.644,21,f,1.39,0.91,8.75,29.22,8.2,-3.0,-1.23,
Thomas Bryson Int,TBI,0.35,-,0.17,0.35,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.335,-,-,0.34,-,-,-,0.335,0.335,0.35,0.23,-,,-,0.11,-,2.3,14.6,-,-,
TWT Grp Ltd,TWT,0.075,-,0.075,0.09,-,-,-,0.10,0.075,0.175,0.07,-,,-,0.31,-,-5.24,-,-2.5,-25,
Undercoverwear,UCW,0.20,1,0.20,0.22,60,0.20,0.20,0.20,0.19,0.35,0.19,2.25,f,-,0.09,11.25,-5.65,-,1.0,5.26,
Vmoto Ltd,VMT,0.145,-0.5,0.145,0.15,1800,0.145,0.145,0.155,0.145,0.215,0.059,-,,-,0.02,-,-1.07,-,-0.5,-3.33,
Waterco Ltd,WAT,0.96,-,0.96,1.02,-,-,-,1.00,0.96,1.06,0.60,6,f,1.72,1.26,6.25,10.3,9.3,-4.0,-4,
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.09,-0.7,0.09,0.099,850,0.10,0.09,0.10,0.09,0.22,0.065,-,,-,0.01,-,-4.95,-,-0.7,-7.22,
Aircruising Aust,AIG,0.11,-,0.002,-,-,-,-,0.11,0.11,0.11,0.10,-,,-,-0.11,-,-8.38,-,-,-,
Allied Brands Ltd,ABQ,0.033,-0.7,0.033,0.034,30934,0.042,0.032,0.043,0.032,0.245,0.032,0.5,,4.60,0.06,15.15,2.3,1.4,-0.3,-8.33,
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,3.96,-1,3.96,4.00,36656,4.03,3.96,4.16,3.94,5.75,3.37,4.5,,-,0.07,1.14,-31.3,-,-10.0,-2.46,
Artist & Entertain,AEM,0.01,-,0.01,0.011,-,-,-,0.01,0.01,0.025,0.009,-,,-,-,-,-1.54,-,-,-,
Centrebet Internat,CIL,1.50,-3.5,1.50,1.535,30,1.53,1.50,1.59,1.495,1.89,0.86,10.5,,1.02,0.11,7.00,10.7,14.0,-,-,
Crown Ltd,CWN,8.00,4,7.85,8.02,33675,8.02,7.77,8.30,7.77,9.39,6.41,37,p,-,3.24,4.63,-92.35,-,-13.0,-1.6,
Domino Pizza Enterpr,DMP,5.40,10,5.35,5.49,96,5.49,5.23,5.49,5.23,5.80,3.10,14,f,1.86,0.69,2.59,26,20.8,10.0,1.89,
eBet Ltd,EBT,0.08,-0.5,0.075,0.085,1948,0.085,0.08,0.09,0.08,0.105,0.044,-,,-,-0.01,-,0.52,15.4,-0.5,-5.88,
Eumundi Grp Ltd,EBG,0.049,-,0.049,0.07,250,0.049,0.049,0.049,0.049,0.081,0.03,-,,-,0.19,-,-6,-,-,-,
Flight Centre,FLT,17.57,-14,17.50,17.86,3859,17.95,17.45,18.23,17.43,21.43,8.20,26,f,2.44,2.56,1.48,63.4,27.7,13.0,0.75,
G8 Education Ltd,GEM,0.54,-,0.54,0.55,-,-,-,0.55,0.52,0.685,0.07,-,,-,-0.27,-,-0.35,-,-5.0,-8.47,
Garratt's Ltd,GRT,0.38,-,0.375,0.59,-,-,-,0.38,0.38,0.56,0.30,3,,1.43,0.14,7.89,4.28,8.9,-,-,
Integrated Legal,IAW,0.10,-,0.10,0.105,-,-,-,0.10,0.10,0.17,0.091,0.25,f,2.16,0.06,2.50,0.54,18.5,-1.0,-9.09,
Invocare Ltd,IVC,6.15,4,6.14,6.18,1344,6.18,6.11,6.18,6.03,6.50,5.25,25.25,f,1.30,0.48,4.11,32.9,18.7,10.0,1.65,
Jetset Travelworld,JET,0.88,-2,0.88,0.90,16,0.90,0.88,0.90,0.85,1.70,0.68,3.6,f,0.63,0.12,4.09,2.28,38.6,-2.0,-2.22,
Kip McGrath Edu Cntr,KME,0.275,-,0.285,0.365,-,-,-,0.275,0.275,0.45,0.105,2,,8.59,-0.10,7.27,17.19,1.6,-,-,
Macro Corp Ltd,MAC,0.025,-,0.005,0.032,-,-,-,0.025,0.025,0.04,0.025,-,,-,0.08,-,-0.43,-,-,-,
National Leisure,NLG,0.01,-,0.01,0.014,175,0.01,0.01,0.011,0.01,0.044,0.006,-,,-,-0.32,-,0.34,2.9,0.1,11.11,
Navitas Ltd,NVT,4.63,22,4.53,4.65,11093,4.70,4.46,4.70,4.14,5.56,2.63,16.9,f,0.99,-0.25,3.65,16.8,27.6,60.0,14.89,
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.88,1.88,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,2.0,1.06,
Ocean Capital,OCE,0.25,-,0.255,0.355,-,-,-,0.25,0.25,0.40,0.25,1.5,,0.93,0.41,6.00,1.39,18.0,-,-,
Odyssey Gaming,ODG,0.042,-,0.04,-,-,-,-,0.043,0.042,0.07,0.017,-,,-,0.06,-,0.5,8.4,-0.1,-2.33,
Planet Platinum,PPN,0.20,-,0.21,0.24,-,-,-,0.20,0.20,0.30,0.16,2.06,,2.17,0.21,10.30,4.46,4.5,-2.0,-9.09,
Qld Trustees Invest,QTI,0.36,-3.5,0.30,0.39,250,0.36,0.36,0.395,0.36,0.50,0.36,-,,-,0.78,-,1.02,35.3,-3.5,-8.86,
Reef Casino Tr unt,RCT,1.91,-1.5,1.91,2.00,77,1.925,1.91,1.955,1.91,2.15,1.70,24,,1.07,2.04,12.57,25.7,7.4,-4.5,-2.3,
Retail Food Grp,RFG,2.64,3,2.61,2.64,1799,2.64,2.55,2.64,2.55,3.10,1.535,10,f,2.54,-0.70,3.79,25.4,10.4,4.0,1.54,
Sino Strategic Intl,SSI,0.28,-4,0.28,0.30,45,0.28,0.28,0.33,0.28,0.92,0.28,-,,-,-0.05,-,-67,-,-5.0,-15.15,
Sky City Entertain,SKC,2.32,-2,2.30,2.32,936,2.32,2.30,2.37,2.30,2.89,2.03,11.69,,1.63,0.53,5.04,19.09,12.2,-3.0,-1.28,
Slater & Gordon,SGH,1.55,-,1.52,1.585,-,-,-,1.55,1.53,1.79,1.425,5.25,f,3.16,0.82,3.39,16.6,9.3,-3.5,-2.21,
Stanfield Funds,SFN,0.009,-,0.009,0.01,-,-,-,0.009,0.009,0.028,0.009,-,,-,-0.01,-,-0.14,-,-,-,
Success Res Global,SGU,0.008,-,0.004,0.019,-,-,-,0.009,0.008,0.06,0.003,-,,-,-,-,1.26,0.6,-0.1,-11.11,
Superwoman Grp,SPG,0.002,-,-,-,-,-,-,0.002,0.002,0.016,0.002,-,,-,-,-,-0.39,-,-,-,
Tabcorp Hldgs Ltd,TAH,6.69,10,6.67,6.69,32422,6.69,6.61,6.75,6.54,7.52,6.28,60,f,1.44,-1.53,8.97,86.1,7.8,4.0,0.6,
Tatts Grp Ltd,TTS,2.33,2,2.31,2.33,64553,2.34,2.30,2.36,2.29,2.67,2.19,21,f,1.04,-0.51,9.01,21.9,10.6,2.0,0.87,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.70,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.385,1.5,0.375,0.385,35,0.385,0.375,0.385,0.37,1.30,0.046,-,,-,0.24,-,20,1.9,0.5,1.32,
Webjet Ltd,WEB,2.06,-4,2.05,2.06,1240,2.09,2.03,2.14,1.95,2.70,1.096,8,f,1.52,0.41,3.88,12.2,16.9,12.5,6.46,
Xiaoxiao Education,XXL,0.17,-,0.145,0.175,-,-,-,0.17,0.14,0.30,0.13,-,,-,-,-,-,-,3.0,21.43,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.16,-1.5,0.15,0.17,1282,0.175,0.16,0.175,0.16,0.305,0.16,1,,-,0.07,6.25,-2.18,-,-1.5,-8.57,
Amalgamated Hldgs,AHD,5.96,1,5.91,5.96,2616,5.96,5.73,5.96,5.67,6.24,3.73,35,f,1.96,4.65,5.87,68.5,8.7,26.0,4.56,
APN News & Media,APN,2.12,-7,2.11,2.12,50476,2.21,2.12,2.26,2.12,2.61,1.32,4,f,4.17,-0.78,1.89,16.7,12.7,-14.0,-6.19,
Aspermont Ltd,ASP,0.14,-,0.12,0.13,-,-,-,0.14,0.14,0.256,0.10,-,,-,-0.03,-,0.88,15.9,-,-,
Austar United,AUN,1.03,-1,1.02,1.04,29446,1.045,1.02,1.06,0.995,1.465,0.77,-,,-,-0.31,-,4.7,21.9,1.0,0.98,
Austereo Grp Ltd,AEO,1.73,-0.5,1.60,1.74,1872,1.74,1.71,1.74,1.625,1.925,1.27,9.1,f,1.32,-0.57,5.26,11.98,14.4,2.5,1.47,
Beyond Intl,BYI,0.72,-,0.60,0.72,-,-,-,0.72,0.72,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,-,-,
Brisbane Broncos,BBL,0.36,-,0.33,0.36,-,-,-,0.36,0.36,0.40,0.30,0.5,f,1.78,0.12,1.39,0.89,40.4,-,-,
BSA Ltd,BSA,0.19,0.5,0.19,0.20,1409,0.20,0.19,0.20,0.175,0.34,0.125,2,f,1.49,-0.01,10.53,2.99,6.4,0.5,2.7,
Commstrat Ltd,COJ,0.004,-,0.004,0.006,-,-,-,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-0.1,-20,
Consolidated Media,CMJ,3.29,4,3.26,3.29,13266,3.30,3.26,3.31,3.22,3.44,2.17,16.5,f,3.48,0.88,5.02,57.44,5.7,5.0,1.54,
Facilitate Digital,FAC,0.059,-0.1,0.059,0.06,1075,0.059,0.059,0.06,0.059,0.149,0.035,-,,-,0.01,-,0.29,20.3,-0.1,-1.67,
Fairfax Media Ltd,FXJ,1.45,-2,1.445,1.46,129416,1.485,1.44,1.52,1.43,1.885,1.07,1.1,,8.45,-0.31,0.76,9.3,15.6,-1.0,-0.68,
Hyro Ltd,HYO,0.019,-,0.019,0.02,1360,0.019,0.019,0.021,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,0.1,5.56,
Infochoice Ltd,ICH,0.485,-,0.30,0.485,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.385,-0.5,0.385,0.395,400,0.385,0.38,0.43,0.38,0.58,0.079,-,,-,-,-,-1.69,-,-4.5,-10.47,
Macq Radio,MRN,0.745,-,0.745,0.78,-,-,-,0.75,0.71,0.90,0.27,4,f,0.96,0.02,5.37,3.84,19.4,3.5,4.93,
MCM Entertainment Gr,MEG,0.18,-,0.022,0.16,-,-,-,0.18,0.18,0.23,0.15,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.008,-,0.008,0.012,-,-,-,0.01,0.008,0.025,0.008,-,,-,-,-,-2.68,-,-0.2,-20,
Medic Vision Ltd,MVH,0.012,-0.3,0.012,0.023,2950,0.018,0.012,0.02,0.011,0.045,0.011,-,,-,-,-,-1.06,-,-0.8,-40,
  opt jan12,MVHOA,0.001,-,0.001,0.005,-,-,-,0.003,0.001,0.008,0.001,-,,-,-,-,-,-,-0.2,-66.67,
Mitchell Comms,MCU,0.93,-1,0.92,0.945,8555,0.95,0.925,0.95,0.885,0.985,0.575,4.4,f,1.50,-,4.73,6.6,14.1,3.0,3.33,
News Corp b voting,NWS,18.60,13,18.57,18.63,20732,18.66,18.45,19.09,17.72,20.18,12.01,5.14,,14.51,0.45,0.28,74.58,24.9,27.0,1.47,
  a nonvote,NWSLV,16.43,19,16.26,16.85,958,16.43,16.14,16.69,15.01,17.56,10.40,12.87,,-,-,0.78,-,-,72.0,4.58,
Oohmedia Grp Ltd,OOH,0.16,0.5,0.16,0.19,200,0.16,0.16,0.16,0.135,0.16,0.06,-,,-,-0.08,-,1.3,12.3,2.0,14.29,
Pac Star Net,PNW,0.05,-,0.035,0.049,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,1.02,-,-,-,-,-,-,1.02,1.02,2.182,0.81,9.5,f,1.87,-1.43,9.31,17.72,5.8,-,-,
Prime Media Grp,PRT,0.75,-,0.73,0.76,-,-,-,0.76,0.73,0.86,0.455,2.2,f,-,-,2.93,-2.7,-,2.0,2.74,
Q Ltd,QXQ,0.048,-0.2,0.047,0.063,193,0.048,0.048,0.05,0.048,0.198,0.047,-,,-,0.02,-,-237.1,-,-0.2,-4,
REA Grp,REA,10.80,10,10.52,10.95,393,10.80,10.52,10.80,10.27,12.60,5.14,10,,1.00,0.45,0.93,10.04,107.6,56.0,5.47,
Resourc & En Grp,REZ,0.12,-,0.12,0.135,340,0.12,0.12,0.12,0.10,0.375,0.046,-,,-,0.07,-,-1.35,-,-1.0,-7.69,
Sky Net,SKT,4.04,4,3.96,4.04,15,4.04,4.04,4.04,3.80,4.15,3.23,11.39,,1.72,-0.47,2.82,19.63,20.6,34.0,9.19,
Sthn Cross Media,SXL,1.87,-2,1.855,1.925,3420,1.90,1.85,1.905,1.74,2.31,0.988,6.7,,-,-0.51,3.58,-36.65,-,11.5,6.55,
STW Comms,SGN,0.99,-0.5,0.965,0.995,16949,1.01,0.965,1.015,0.965,1.03,0.55,3.5,f,2.09,0.15,3.54,7.32,13.5,-,-,
Swish Grp Ltd,SWG,0.002,-,0.001,0.002,31000,0.002,0.002,0.002,0.002,0.005,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.71,3,1.70,1.725,49373,1.735,1.70,1.745,1.68,1.94,1.00,2,,2.31,-0.29,1.17,4.62,37.0,-3.5,-2.01,
TPL Corp Ltd,TPL,0.016,-,0.015,0.016,-,-,-,0.016,0.013,0.028,0.004,-,,-,-,-,-0.21,-,-0.1,-5.88,
Two Way Ltd,TTV,0.039,-,0.034,0.042,-,-,-,0.039,0.039,0.078,0.026,-,,-,0.01,-,-3.44,-,-,-,
Village Roadshow,VRL,2.08,6,2.03,2.08,1465,2.08,2.05,2.08,1.90,2.54,0.91,3.75,,11.12,-1.97,1.80,41.69,5.0,18.0,9.47,
  'a' pref,VRLPA,2.20,-3,2.10,2.24,29,2.20,2.10,2.24,2.09,2.71,0.54,3.75,,-,-,1.70,-,-,3.0,1.38,
WAG Ltd,WAG,0.006,-,0.005,0.007,-,-,-,0.006,0.006,0.011,0.003,-,,-,-,-,-0.01,-,-,-,
West Aust News,WAN,6.60,-,6.57,6.63,10199,6.65,6.54,6.68,6.49,8.48,4.20,29,f,1.29,-,4.39,37.3,17.7,10.0,1.54,
World Wide Ent Grp,WWG,0.05,-,0.025,0.08,-,-,-,0.05,0.049,0.20,0.045,-,,-,-,-,3.05,1.6,0.1,2.04,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.70,30,3.50,3.50,3.62,3.50,3.70,2.15,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.011,-,0.011,0.012,2120,0.011,0.011,0.011,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,-,-,
  opt dec11,ASCO,0.003,-,0.003,0.004,30,0.003,0.003,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.056,0.8,0.055,0.058,2959,0.056,0.05,0.056,0.048,0.078,0.019,-,,-,-0.09,-,7.75,0.7,0.1,1.82,
AP Eagers Ltd,APE,12.50,-,12.50,12.70,2,12.50,12.50,12.50,12.50,13.55,7.80,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,6.23,-7,6.20,6.25,2102,6.29,6.22,6.40,5.82,6.40,3.176,17.5,f,2.31,1.22,2.81,40.44,15.4,31.0,5.24,
Automotive Hldgs,AHE,2.45,3,2.42,2.50,13445,2.54,2.39,2.54,2.28,2.88,1.33,17,f,1.66,0.75,6.94,28.14,8.7,17.0,7.46,
Beyond Sportswear,BSI,0.016,-,0.015,0.02,-,-,-,0.016,0.016,0.037,0.007,-,,-,-0.01,-,-0.57,-,0.2,14.29,
Breville Grp Ltd,BRG,2.22,3,2.22,2.25,28,2.25,2.22,2.25,2.11,2.45,0.85,7.5,,1.68,0.59,3.38,12.62,17.6,11.0,5.21,
Cash Convert ord/div   ,CCV,0.575,-1.5,0.575,0.585,1152,0.59,0.575,0.59,0.57,0.71,0.41,3,f,2.32,0.23,5.22,6.97,8.2,-1.5,-2.54,
Country Road Ltd,CTY,3.72,-,3.72,-,-,-,-,3.72,3.72,4.00,3.10,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.49,-2,4.48,4.50,86355,4.53,4.30,4.55,4.30,5.96,3.86,29,f,1.14,1.22,6.46,33,13.6,4.0,0.9,
Fantastic Hldgs,FAN,2.45,5,2.36,2.53,103,2.45,2.36,2.45,2.32,4.29,2.24,11.75,f,2.06,0.81,4.80,24.21,10.1,5.0,2.08,
Harvey Norman,HVN,3.48,1,3.46,3.48,29741,3.54,3.45,3.54,3.41,4.85,2.81,13,f,1.98,2.10,3.74,25.78,13.5,6.0,1.75,
Hire Intelligence,HII,0.10,-,0.10,0.18,-,-,-,0.105,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,20.01,2,19.98,20.01,9661,20.14,19.83,20.29,19.50,23.71,14.05,62,f,1.67,1.71,3.10,103.42,19.3,34.0,1.73,
Joyce Corp,JYC,0.37,-,0.40,0.49,-,-,-,0.37,0.37,0.58,0.37,3.5,,-,0.67,9.46,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.71,-2,1.71,1.72,506,1.765,1.705,1.765,1.545,1.97,1.435,-,,-,-0.09,-,-0.17,-,20.0,13.25,
Manaccom Corp Ltd,MNL,0.24,-0.5,0.24,0.25,200,0.24,0.24,0.245,0.22,0.55,0.215,0.5,,14.36,-,2.08,7.18,3.3,2.0,9.09,
Myer Hldgs Ltd,MYR,3.22,5,3.20,3.23,32656,3.22,3.16,3.22,3.08,3.98,2.86,10.5,f,0.39,-0.21,3.26,4.1,78.5,13.0,4.21,
Nick Scali Ltd,NCK,1.51,-,1.45,1.50,-,-,-,1.51,1.35,1.75,0.65,10.5,f,1.00,0.22,6.95,10.46,14.4,11.0,7.86,
Noni B Ltd,NBL,1.095,2,1.07,1.095,343,1.095,1.07,1.10,1.06,1.50,0.81,6,f,1.77,0.51,5.48,10.6,10.3,-0.5,-0.45,
Orotongrp Ltd,ORL,6.71,11,6.68,6.74,347,6.71,6.55,6.75,6.50,7.21,3.103,44,f,1.25,0.74,6.56,54.92,12.2,8.0,1.21,
Pac Brands,PBG,0.955,3,0.955,0.96,55200,0.97,0.925,0.975,0.89,1.52,0.76,-,,-,-0.04,-,-7.6,-,3.5,3.8,
Premier Invest,PMV,6.24,8,6.16,6.31,696,6.28,6.16,6.35,6.12,8.934,5.005,36,f,1.38,2.19,5.77,49.85,12.5,6.0,0.97,
Quickflix Ltd,QFX,0.05,-,0.049,0.056,-,-,-,0.05,0.05,0.09,0.045,-,,-,-,-,-1.64,-,-,-,
RCG Corp Ltd,RCG,0.52,0.5,0.52,0.53,40,0.52,0.52,0.525,0.50,0.64,0.313,2.25,f,1.19,0.09,4.33,2.67,19.5,1.0,1.96,
Ruralco Hldgs,RHL,2.75,-,2.60,2.75,9,2.75,2.74,2.75,2.60,3.00,1.72,14,f,1.26,1.79,5.09,17.67,15.6,8.0,3,
Specialty Fashion,SFH,1.115,3.5,1.105,1.14,5447,1.125,1.08,1.125,1.035,1.65,0.49,4,f,4.45,0.25,3.59,17.8,6.3,6.5,6.19,
Strathfield Grp,SRA,0.015,-0.2,0.014,0.016,3387,0.018,0.015,0.023,0.015,0.023,0.006,-,,-,-,-,0.55,2.7,-0.5,-25,
Super Cheap Auto ,SUL,5.80,24,5.44,5.83,3660,5.80,5.52,5.80,5.39,5.95,3.43,20,f,1.60,0.74,3.45,31.9,18.2,28.0,5.07,
The Reject Shop,TRS,16.91,-23,16.74,17.00,1336,17.15,16.68,17.21,16.03,17.39,11.30,62,f,1.39,2.17,3.67,86.4,19.6,78.0,4.84,
Thorn Grp Ltd,TGA,1.17,-0.5,1.17,1.20,811,1.20,1.17,1.225,1.165,1.28,0.65,6.32,f,2.39,0.51,5.40,15.12,7.7,-1.0,-0.85,
TVN Corp Ltd,TVN,0.007,-,0.007,0.01,1180,0.007,0.007,0.008,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-0.5,-41.67,
