Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4685.1 at 16:41 17/9/2010  Report at 19:06 Friday 17/9/2010. Processed 23:04 Friday 17/9/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Stanfield Funds,SFN,0.01,-,0.01,0.013,-,-,-,0.01,0.01,0.028,0.008,-,,-,-,-,0.04,25.0,-0.1,-9.09,
Success Res Global,SGU,0.007,-,0.008,0.02,-,-,-,0.007,0.007,0.03,0.007,-,,-,-,-,-0.39,-,-,-,
Tabcorp Hldgs Ltd,TAH,6.92,6,6.80,6.94,53064,6.95,6.79,6.95,6.60,7.52,6.18,55,f,1.40,-1.35,7.95,77.1,9.0,35.0,5.33,
Tatts Grp Ltd,TTS,2.33,-1,2.33,2.34,47891,2.35,2.33,2.36,2.31,2.442,2.089,10,f,0.94,-1.26,4.29,9.4,24.8,2.0,0.87,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.67,0.67,0.70,0.67,3,f,1.85,1.16,4.29,5.56,12.6,3.0,4.48,
Vealls Ltd capital,VELCP,4.51,-,4.51,10.30,-,-,-,4.51,4.51,5.00,4.10,1,,50.15,0.07,0.22,50.15,9.0,-,-,
  income,VELIN,1.70,-,1.65,1.80,-,-,-,1.80,1.70,2.10,1.50,9.8,,-,-,5.76,-,-,-10.0,-5.56,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.25,-,1.20,1.50,-,-,-,1.45,1.25,1.45,0.05,-,,-,0.24,-,20,6.3,-5.0,-3.85,
Webjet Ltd,WEB,2.45,9,2.44,2.45,3004,2.46,2.36,2.46,2.31,2.70,1.50,10.5,f,1.33,0.44,4.29,13.93,17.6,14.0,6.06,
Xiaoxiao Education,XXL,0.10,-,0.095,0.10,-,-,-,0.10,0.10,0.30,0.10,-,,-,-,-,-1.21,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.19,-,0.19,0.195,-,-,-,0.195,0.19,0.305,0.145,-,,-,0.08,-,-11.03,-,-,-,
Amalgamated Hldgs,AHD,5.87,5,5.82,5.90,278,5.90,5.83,5.90,5.80,6.24,4.561,37,f,1.79,4.57,6.30,66.4,8.8,7.0,1.21,
APN News & Media,APN,1.88,1,1.875,1.89,25646,1.895,1.855,1.895,1.83,2.61,1.68,9,,1.86,-0.75,4.79,16.7,11.3,4.0,2.17,
Aspermont Ltd,ASP,0.14,-,0.11,0.13,-,-,-,0.12,0.12,0.20,0.10,-,,-,-0.04,-,0.46,30.4,2.0,16.67,
Austar United,AUN,0.925,-,0.92,0.93,40744,0.93,0.90,0.94,0.835,1.465,0.835,-,,-,-0.28,-,3.5,26.4,6.5,7.56,
Austereo Grp Ltd,AEO,1.61,-5,1.60,1.665,1354,1.66,1.61,1.695,1.61,1.925,1.365,9.7,f,1.41,-0.01,6.02,13.66,11.8,-3.5,-2.13,
Beyond Intl,BYI,0.72,-,0.66,0.75,-,-,-,0.72,0.72,0.78,0.50,6,,1.40,0.44,8.33,8.4,8.6,-,-,
Brisbane Broncos,BBL,0.34,-1,0.32,0.35,100,0.34,0.34,0.35,0.34,0.40,0.30,0.5,,1.02,0.12,1.47,0.51,66.7,-1.0,-2.86,
BSA Ltd,BSA,0.25,1,0.25,0.255,2557,0.25,0.24,0.25,0.225,0.34,0.175,2,f,2.24,0.03,8.00,4.48,5.6,3.0,13.64,
Commstrat Ltd,COJ,0.004,-,0.003,0.005,6000,0.004,0.004,0.004,0.004,0.01,0.003,-,,-,-,-,-0.04,-,-,-,
Consolidated Media,CMJ,3.28,-1,3.28,3.30,28478,3.32,3.27,3.32,3.27,3.34,2.75,16.5,,3.70,0.73,5.03,61.12,5.4,2.0,0.61,
Facilitate Digital,FAC,0.09,-,0.085,0.09,-,-,-,0.09,0.086,0.149,0.04,-,,-,1.14,-,0.01,900.0,-,-,
Fairfax Media Ltd,FXJ,1.495,-0.5,1.485,1.50,100106,1.505,1.47,1.54,1.47,1.885,1.26,2.5,f,4.60,-0.27,1.67,11.5,13.0,-1.0,-0.66,
Hyro Ltd,HYO,0.018,-,0.015,0.016,-,-,-,0.018,0.015,0.038,0.015,-,,-,-0.01,-,1.4,1.3,0.2,12.5,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.03,-,-0.12,-,-,-,
IPGA Ltd,IPP,0.31,1,0.31,0.35,176,0.31,0.31,0.355,0.285,0.58,0.079,-,,-,0.01,-,-1.7,-,-4.0,-11.43,
Macq Radio,MRN,0.99,-,0.95,0.99,105,0.99,0.99,0.99,0.95,0.99,0.39,8,f,1.03,-,8.08,8.26,12.0,4.0,4.21,
MCM Entertainment Gr,MEG,0.10,-,0.05,0.15,-,-,-,0.10,0.10,0.23,0.10,-,,-,0.05,-,0.91,11.0,-,-,
Media Grp Int Ltd,MUI,0.012,-,0.011,0.012,74870,0.013,0.012,0.014,0.01,0.025,0.005,-,,-,-,-,-0.13,-,0.2,20,
Medic Vision Ltd,MVH,0.083,0.3,0.083,0.087,6906,0.083,0.08,0.083,0.071,0.083,0.01,-,,-,-,-,-0.5,-,1.4,20.29,
  opt jan12,MVHOA,0.023,-,0.023,-,-,-,-,0.023,0.006,0.023,0.001,-,,-,-,-,-,-,1.7,283.3,
Mitchell Comms,MCU,1.25,0.5,1.245,1.25,1995,1.25,1.245,1.25,1.24,1.25,0.73,7.3,f,0.89,-0.26,5.84,6.5,19.2,1.5,1.21,
News Corp b voting,NWS,16.42,-9,16.40,16.59,14779,16.51,16.31,16.81,16.22,20.18,14.81,13.9,,8.19,1.56,0.85,113.81,14.4,22.0,1.36,
  a nonvote,NWSLV,14.50,-12,14.50,14.54,9098,14.62,14.35,14.87,14.35,17.56,12.55,13.9,,-,-,0.96,-,-,2.0,0.14,
Oohmedia Grp Ltd,OOH,0.225,0.5,0.215,0.225,22,0.225,0.225,0.225,0.20,0.225,0.09,-,,-,-0.07,-,1.8,12.5,2.0,9.76,
Pac Star Net,PNW,0.036,-,0.036,0.049,-,-,-,0.036,0.036,0.065,0.03,-,,-,0.01,-,0.13,27.7,-,-,
Photon Grp Ltd,PGA,0.10,0.1,0.099,0.105,22661,0.10,0.098,0.10,0.098,2.05,0.09,9.5,f,-,-0.01,95.00,-26.83,-,0.2,2.04,
Prime Media Grp,PRT,0.65,-,0.61,0.64,3178,0.65,0.63,0.66,0.62,0.86,0.525,2.6,f,-,-0.24,4.00,-15,-,5.0,8.33,
Q Ltd,QXQ,0.036,-,0.033,0.04,-,-,-,0.036,0.036,0.19,0.026,-,,-,0.01,-,-50.65,-,-,-,
REA Grp,REA,12.45,45,12.26,12.50,8022,12.45,11.95,12.45,11.59,12.60,7.19,16,f,2.47,0.65,1.29,39.5,31.5,86.0,7.42,
Resourc & En Grp,REZ,0.105,-,0.105,0.12,100,0.105,0.105,0.105,0.105,0.255,0.046,-,,-,0.18,-,2.88,3.6,-,-,
RGM Media Ltd,RGM,0.14,-,0.05,0.14,-,-,-,0.14,0.14,0.775,0.015,-,,-,-0.01,-,-1.27,-,-,-,
Sky Net,SKT,4.00,-,4.00,-,34,-,-,4.02,4.00,4.15,3.57,11.18,,1.92,0.42,2.79,21.47,18.6,-2.0,-0.5,
Sthn Cross Media,SXL,2.10,-,2.02,2.14,9921,2.12,2.06,2.12,1.985,2.31,1.405,9.7,f,-,-0.10,4.62,-25.67,-,6.0,2.94,
STW Comms,SGN,0.865,-,0.84,0.87,2368,0.865,0.855,0.88,0.855,1.03,0.665,4.3,f,1.50,-0.03,4.97,6.45,13.4,-,-,
Swish Grp Ltd,SWG,0.001,-,-,0.001,-,-,-,0.001,0.001,0.003,0.001,-,,-,-,-,0.04,2.5,-,-,
Ten Network Hldgs,TEN,1.415,-1.5,1.415,1.43,135856,1.445,1.41,1.465,1.39,1.94,1.31,-,,-,-0.29,-,4.62,30.6,2.5,1.8,
TPL Corp Ltd,TPL,0.018,0.2,0.016,0.018,625,0.018,0.018,0.018,0.016,0.028,0.007,-,,-,0.01,-,-0.28,-,0.2,12.5,
Two Way Ltd,TTV,0.028,-0.2,0.028,0.03,442,0.028,0.028,0.03,0.027,0.078,0.027,-,,-,-,-,-1.6,-,-0.2,-6.67,
Village Roadshow,VRL,2.50,-,2.50,2.54,255,2.52,2.50,2.57,2.48,2.58,1.45,3.75,,21.25,-1.74,1.50,79.68,3.1,2.0,0.81,
  'a' pref,VRLPA,2.60,10,2.50,2.55,805,2.60,2.50,2.60,2.49,2.71,1.325,3.75,,-,-,1.44,-,-,11.0,4.42,
WAG Ltd,WAG,0.006,-,0.005,0.007,-,-,-,0.006,0.006,0.01,0.005,-,,-,-,-,-0.11,-,-,-,
West Aust News,WAN,7.01,1,7.01,7.04,4790,7.04,6.97,7.10,6.74,8.48,6.24,45,f,1.01,-,6.42,45.4,15.4,23.0,3.39,
World Wide Ent Grp,WWG,0.095,-,-,0.08,-,-,-,0.095,0.095,0.20,0.045,-,,-,-0.14,-,-21.9,-,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,4.00,-,3.97,4.00,20,4.00,4.00,4.00,3.97,4.19,2.75,23,f,1.60,2.54,5.75,36.7,10.9,3.0,0.76,
Adultshop Com,ASC,0.014,-,0.014,0.016,1265,0.014,0.014,0.014,0.013,0.019,0.008,-,,-,0.02,-,-0.43,-,-0.1,-6.67,
  opt dec11,ASCO,0.005,-,0.005,0.007,-,-,-,0.006,0.005,0.008,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.046,-,0.046,0.048,2605,0.046,0.046,0.054,0.046,0.078,0.033,-,,-,0.08,-,2.01,2.3,-0.3,-6.12,
AP Eagers Ltd,APE,12.50,-,12.50,12.60,31,12.60,12.50,12.60,12.50,13.55,9.45,63,f,1.90,8.60,5.04,120,10.4,-,-,
ARB Corp,ARP,7.49,14,7.47,7.49,616,7.60,7.31,7.60,7.20,7.60,4.104,19.5,f,2.37,1.39,2.60,46.28,16.2,34.0,4.76,
Automotive Hldgs,AHE,2.35,1,2.35,2.36,2500,2.39,2.31,2.39,2.28,2.88,1.935,17,f,1.57,0.80,7.23,26.7,8.8,-4.0,-1.67,
Beyond Sportswear,BSI,0.01,-,0.006,0.013,-,-,-,0.01,0.01,0.024,0.007,-,,-,-0.01,-,0.17,5.9,-,-,
Breville Grp Ltd,BRG,2.58,7,2.52,2.60,29,2.60,2.58,2.60,2.47,2.60,1.25,11,,1.59,0.63,4.26,17.44,14.8,8.0,3.2,
Cash Convert ord/div   ,CCV,0.595,1.5,0.595,0.60,3131,0.60,0.59,0.62,0.58,0.71,0.50,3,f,2.20,0.24,5.04,6.6,9.0,-1.5,-2.46,
Country Road Ltd,CTY,3.65,-,3.60,4.50,-,-,-,3.684,3.65,4.00,3.24,8.81,f,2.03,1.06,2.41,17.86,20.4,-3.4,-0.92,
David Jones Ltd,DJS,5.24,4,5.23,5.25,18323,5.25,5.17,5.29,5.11,5.96,4.10,29,f,1.14,1.22,5.53,33,15.9,18.0,3.56,
Fantastic Hldgs,FAN,2.19,9,2.19,2.20,186,2.19,2.13,2.19,1.975,4.29,1.90,10.25,f,1.76,0.80,4.68,18.08,12.1,21.0,10.61,
Harvey Norman,HVN,3.94,9,3.92,3.95,28516,3.95,3.84,3.95,3.73,4.85,3.22,14,f,1.56,-,3.55,21.78,18.1,18.0,4.79,
Hire Intelligence,HII,0.058,-,0.078,0.081,-,-,-,0.058,0.058,0.18,0.055,0.4,f,1.88,-,6.90,0.75,7.7,-,-,
JB Hi-Fi Ltd,JBH,22.06,10,21.96,22.18,6140,22.20,21.98,22.46,21.65,23.71,17.77,66,f,1.66,1.82,2.99,109.74,20.1,36.0,1.66,
Joyce Corp,JYC,0.37,-,0.27,0.37,-,-,-,0.37,0.37,0.55,0.33,2,,-,0.26,5.41,-40.8,-,-,-,
Kathmandu Hldgs,KMD,1.305,2.5,1.30,1.32,7967,1.31,1.28,1.345,1.28,1.97,1.24,-,,-,-0.09,-,-0.17,-,0.5,0.38,
Manaccom Corp Ltd,MNL,0.33,-,0.31,0.33,350,0.33,0.325,0.33,0.28,0.55,0.215,0.5,,-,0.01,1.52,-17,-,3.0,10,
Myer Hldgs Ltd,MYR,3.96,4,3.94,3.98,32949,3.99,3.92,4.00,3.89,4.00,2.86,-,f,-,-0.23,-,-,-,4.0,1.02,
Nick Scali Ltd,NCK,1.52,2,1.50,1.59,95,1.52,1.52,1.56,1.50,1.75,1.10,9,f,1.54,0.24,5.92,13.9,10.9,-3.0,-1.94,
Noni B Ltd,NBL,1.21,-,1.21,1.27,-,-,-,1.30,1.21,1.50,0.96,9,f,1.34,0.39,7.44,12.1,10.0,-2.0,-1.63,
Orotongrp Ltd,ORL,7.95,-22,7.90,8.10,583,8.20,7.85,8.25,7.85,8.25,4.476,44,f,1.25,0.74,5.53,54.92,14.5,17.0,2.19,
Pac Brands,PBG,1.14,-3,1.135,1.15,54272,1.165,1.13,1.18,1.08,1.52,0.78,-,,-,0.08,-,5.7,20.0,7.0,6.54,
Premier Invest,PMV,6.95,6,6.87,7.08,3021,6.99,6.88,7.08,6.84,8.934,5.94,36,f,1.38,2.19,5.18,49.85,13.9,10.0,1.46,
Quickflix Ltd,QFX,0.04,-,0.04,0.044,525,0.04,0.04,0.042,0.04,0.09,0.04,-,,-,-,-,-1.78,-,-0.2,-4.76,
RCG Corp Ltd,RCG,0.56,-0.5,0.56,0.58,2257,0.58,0.54,0.58,0.54,0.629,0.388,2,f,1.48,0.10,3.57,2.96,18.9,-,-,
Ruralco Hldgs,RHL,2.56,-,2.62,2.69,-,-,-,2.56,2.51,3.00,2.18,14,f,1.26,1.79,5.47,17.67,14.5,1.0,0.39,
Specialty Fashion,SFH,1.41,-3,1.405,1.44,3164,1.44,1.40,1.445,1.395,1.65,0.91,8,f,2.00,0.10,5.67,16,8.8,1.0,0.71,
Strathfield Grp,SRA,0.005,-,0.004,0.005,35000,0.005,0.005,0.005,0.005,0.023,0.004,-,,-,-,-,0.08,6.3,0.1,25,
Super Cheap Auto ,SUL,6.20,-2,6.12,6.24,4320,6.23,6.10,6.29,6.02,6.29,4.51,21.5,f,1.58,1.28,3.47,34,18.2,20.0,3.33,
The Reject Shop,TRS,17.80,5,17.65,17.80,835,17.80,17.64,17.80,17.17,17.80,12.29,67,f,1.34,1.98,3.76,90,19.8,75.0,4.4,
Thorn Grp Ltd,TGA,1.485,-0.5,1.47,1.495,4763,1.49,1.45,1.52,1.45,1.535,0.72,6.32,f,2.39,0.51,4.26,15.12,9.8,-0.5,-0.34,
TVN Corp Ltd,TVN,0.006,-,0.005,0.01,-,-,-,0.006,0.006,0.013,0.004,-,,-,0.10,-,-0.14,-,-,-,
