Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4577.6 at 16:40 3/9/2010  Report at 17:06 Friday 3/9/2010. Processed 18:36 Friday 3/9/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Retail Food Grp,RFG,2.60,-,2.55,2.64,549,2.64,2.58,2.64,2.48,3.10,2.11,11.75,f,2.15,-0.64,4.52,25.3,10.3,10.0,4,
Sky City Entertain,SKC,2.31,-,2.30,2.32,141,2.33,2.31,2.33,2.25,2.89,2.25,11.69,,1.23,0.51,5.06,14.38,16.1,-,-,
Slater & Gordon,SGH,1.49,-1,1.49,1.52,2132,1.50,1.48,1.50,1.44,1.74,1.38,5,f,3.58,1.08,3.36,17.9,8.3,4.0,2.76,
Stanfield Funds,SFN,0.013,-,0.01,0.013,-,-,-,0.013,0.01,0.028,0.008,-,,-,-0.01,-,-0.14,-,0.3,30,
Success Res Global,SGU,0.007,-,0.01,0.015,-,-,-,0.007,0.007,0.033,0.007,-,,-,-,-,1.26,0.6,-,-,
Tabcorp Hldgs Ltd,TAH,6.51,1,6.51,6.52,29176,6.55,6.47,6.57,6.37,7.52,6.18,55,f,1.40,-1.35,8.45,77.1,8.4,14.0,2.2,
Tatts Grp Ltd,TTS,2.33,1,2.32,2.33,103422,2.34,2.30,2.35,2.27,2.461,2.089,10,f,0.94,-1.26,4.29,9.4,24.8,5.0,2.19,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.67,0.67,0.70,0.67,3,f,2.28,1.18,4.29,6.85,10.2,3.0,4.48,
Vealls Ltd capital,VELCP,4.51,-,4.50,10.30,-,-,-,4.51,4.30,5.00,4.10,1,,50.15,0.07,0.22,50.15,9.0,21.0,4.88,
  income,VELIN,1.80,-,1.60,1.80,-,-,-,1.80,1.80,2.10,1.50,9.8,,-,-,5.44,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.30,10,1.30,1.50,16,1.30,1.30,1.30,1.20,1.30,0.05,-,,-,0.24,-,20,6.5,10.0,8.33,
Webjet Ltd,WEB,2.20,-2,2.19,2.20,954,2.24,2.19,2.24,2.15,2.70,1.50,10.5,f,1.33,0.44,4.77,13.93,15.8,5.0,2.33,
Xiaoxiao Education,XXL,0.105,-0.5,0.105,0.11,400,0.105,0.105,0.12,0.105,0.30,0.10,-,,-,-,-,-,-,0.5,5,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.195,-0.5,0.195,0.205,105,0.195,0.19,0.20,0.175,0.305,0.145,-,,-,0.08,-,-11.03,-,2.0,11.43,
Amalgamated Hldgs,AHD,5.85,4,5.80,5.90,252,5.94,5.77,5.94,5.75,6.24,4.561,37,f,1.79,4.57,6.32,66.4,8.8,8.0,1.39,
APN News & Media,APN,1.925,2,1.925,1.93,24722,1.94,1.905,1.94,1.81,2.61,1.68,9,,1.86,-0.75,4.68,16.7,11.5,8.5,4.62,
Aspermont Ltd,ASP,0.14,-,0.10,0.13,-,-,-,0.12,0.12,0.20,0.10,-,,-,-0.03,-,0.88,15.9,2.0,16.67,
Austar United,AUN,0.875,-1.5,0.875,0.88,38727,0.905,0.865,0.955,0.865,1.465,0.84,-,,-,-0.28,-,3.5,25.0,-6.5,-6.91,
Austereo Grp Ltd,AEO,1.65,-,1.635,1.70,4820,1.70,1.65,1.70,1.56,1.925,1.315,9.7,f,1.41,-0.01,5.88,13.66,12.1,5.0,3.12,
Beyond Intl,BYI,0.72,-,0.63,1.50,-,-,-,0.72,0.72,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,-,-,
Brisbane Broncos,BBL,0.39,-,0.35,0.375,-,-,-,0.395,0.39,0.40,0.30,0.5,,1.02,0.12,1.28,0.51,76.5,-0.5,-1.27,
BSA Ltd,BSA,0.225,-0.5,0.225,0.23,522,0.23,0.225,0.24,0.225,0.34,0.175,2,f,2.24,0.03,8.89,4.48,5.0,-1.5,-6.25,
Commstrat Ltd,COJ,0.004,-,0.004,0.005,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.27,-,3.27,3.29,4689,3.29,3.26,3.31,3.23,3.44,2.75,16.5,,3.70,0.73,5.05,61.12,5.4,1.0,0.31,
Facilitate Digital,FAC,0.08,-,0.082,0.12,-,-,-,0.08,0.07,0.149,0.04,-,,-,1.14,-,0.01,800.0,1.0,14.29,
Fairfax Media Ltd,FXJ,1.485,-1.5,1.48,1.485,82010,1.525,1.475,1.525,1.43,1.885,1.26,2.5,f,4.60,-0.27,1.68,11.5,12.9,6.5,4.58,
Hyro Ltd,HYO,0.016,-,0.016,0.018,12341,0.016,0.015,0.02,0.015,0.038,0.015,-,,-,-,-,2.39,0.7,-0.4,-20,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.03,-,-0.12,-,-,-,
IPGA Ltd,IPP,0.35,3,0.35,0.39,128,0.35,0.32,0.35,0.32,0.58,0.079,-,,-,-,-,-1.69,-,1.0,2.94,
Macq Radio,MRN,0.81,-,0.85,0.90,-,-,-,0.81,0.78,0.90,0.39,8,f,1.03,-,9.88,8.26,9.8,3.0,3.85,
MCM Entertainment Gr,MEG,0.10,-,0.05,0.15,-,-,-,0.11,0.10,0.23,0.10,-,,-,0.04,-,1.01,9.9,-,-,
Media Grp Int Ltd,MUI,0.012,-,0.011,0.012,6181,0.012,0.012,0.014,0.011,0.025,0.005,-,,-,-,-,-2.68,-,-0.2,-14.29,
Medic Vision Ltd,MVH,0.058,-0.1,0.058,0.063,2554,0.062,0.058,0.07,0.045,0.07,0.01,-,,-,-,-,-1.06,-,1.2,26.09,
  opt jan12,MVHOA,0.001,-,0.007,0.011,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,1.245,-,1.24,1.245,1699,1.245,1.24,1.245,1.235,1.25,0.73,7.3,f,0.89,-0.26,5.86,6.5,19.2,-,-,
News Corp b voting,NWS,16.20,6,16.20,16.22,40138,16.32,16.13,16.32,15.52,20.18,14.81,14.24,,7.99,1.56,0.88,113.81,14.2,66.0,4.25,
  a nonvote,NWSLV,14.38,11,14.37,14.46,6282,14.48,14.34,14.48,13.81,17.56,12.55,14.24,,-,-,0.99,-,-,64.0,4.66,
Oohmedia Grp Ltd,OOH,0.195,-,0.195,0.20,396,0.195,0.195,0.205,0.195,0.205,0.09,-,,-,-0.07,-,1.8,10.8,-1.0,-4.88,
Pac Star Net,PNW,0.036,-,0.036,0.048,-,-,-,0.036,0.036,0.065,0.03,-,,-,0.01,-,0.13,27.7,-,-,
Photon Grp Ltd,PGA,0.10,0.5,0.098,0.10,37319,0.10,0.095,0.10,0.095,2.05,0.09,9.5,f,-,-0.01,95.00,-26.83,-,0.3,3.09,
Prime Media Grp,PRT,0.62,5.5,0.60,0.64,50,0.62,0.60,0.62,0.56,0.86,0.525,2.6,f,-,-0.24,4.19,-15,-,4.5,7.83,
Q Ltd,QXQ,0.037,-,0.037,0.046,21,0.037,0.037,0.037,0.037,0.198,0.026,-,,-,0.01,-,-50.65,-,-,-,
REA Grp,REA,10.97,17,10.91,10.97,1345,11.25,10.85,11.25,10.26,12.60,7.10,16,f,2.47,0.65,1.46,39.5,27.8,74.0,7.23,
Resourc & En Grp,REZ,0.10,-,0.105,0.15,-,-,-,0.10,0.10,0.30,0.046,-,,-,0.07,-,-1.35,-,-,-,
RGM Media Ltd,RGM,0.105,-1,0.05,0.105,1,0.105,0.105,0.115,0.105,0.775,0.015,-,,-,-0.01,-,-1.27,-,-,-,
Sky Net,SKT,4.04,-,3.91,4.07,1299,-,-,4.04,4.04,4.15,3.57,11.18,,1.92,0.42,2.77,21.47,18.8,-,-,
Sthn Cross Media,SXL,1.965,-3,1.965,1.975,16983,2.04,1.955,2.04,1.72,2.31,1.085,9.7,f,0.64,-0.10,4.94,6.18,31.8,21.5,12.29,
STW Comms,SGN,0.84,-2.5,0.835,0.865,4547,0.865,0.83,0.87,0.82,1.03,0.665,4.3,f,1.50,-0.03,5.12,6.45,13.0,-0.5,-0.59,
Swish Grp Ltd,SWG,0.001,-,0.001,0.001,50000,0.001,0.001,0.001,0.001,0.003,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.43,-0.5,1.425,1.43,175402,1.475,1.415,1.475,1.36,1.94,1.20,-,,-,-0.29,-,4.62,31.0,5.0,3.62,
TPL Corp Ltd,TPL,0.016,-0.1,0.016,0.018,7000,0.016,0.016,0.018,0.016,0.028,0.006,-,,-,-,-,-0.21,-,-0.1,-5.88,
Two Way Ltd,TTV,0.035,0.3,0.035,0.039,1165,0.035,0.033,0.035,0.03,0.078,0.028,-,,-,-,-,-1.6,-,0.5,16.67,
Village Roadshow,VRL,2.46,-2,2.42,2.48,221,2.48,2.46,2.49,2.37,2.54,1.22,3.75,,21.25,-1.74,1.52,79.68,3.1,9.0,3.8,
  'a' pref,VRLPA,2.41,-5,2.41,2.50,269,2.46,2.41,2.60,2.35,2.71,1.105,3.75,,-,-,1.56,-,-,-4.0,-1.63,
WAG Ltd,WAG,0.007,-,0.006,0.007,-,-,-,0.007,0.006,0.01,0.005,-,,-,-,-,-0.11,-,0.1,16.67,
West Aust News,WAN,6.58,-32,6.58,6.59,5431,6.68,6.52,6.92,6.52,8.48,6.24,45,f,1.01,-,6.84,45.4,14.5,7.0,1.08,
World Wide Ent Grp,WWG,0.095,-,-,0.094,-,-,-,0.095,0.095,0.20,0.045,-,,-,-0.14,-,-21.9,-,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,4.09,-,4.09,4.15,-,-,-,4.09,4.09,4.18,2.75,23,f,1.60,2.54,5.62,36.7,11.1,-2.0,-0.49,
Adultshop Com,ASC,0.015,-0.2,0.015,0.018,910,0.015,0.015,0.018,0.014,0.019,0.005,-,,-,0.02,-,-0.19,-,0.1,7.14,
  opt dec11,ASCO,0.005,-,0.006,0.007,-,-,-,0.005,0.005,0.008,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.055,-,0.05,0.055,-,-,-,0.055,0.047,0.078,0.033,-,,-,-0.09,-,7.75,0.7,0.5,10,
AP Eagers Ltd,APE,12.52,-,12.55,12.89,-,-,-,12.52,12.50,13.55,8.93,63,f,1.90,8.60,5.03,120,10.4,1.0,0.08,
ARB Corp,ARP,6.72,9,6.71,6.78,899,6.79,6.58,6.85,6.54,6.85,4.049,19.5,f,2.37,1.39,2.90,46.28,14.5,17.0,2.6,
Automotive Hldgs,AHE,2.37,5,2.37,2.38,3915,2.38,2.32,2.39,2.31,2.88,1.88,17,f,1.57,0.80,7.17,26.7,8.9,3.0,1.28,
Beyond Sportswear,BSI,0.01,-,0.005,0.015,-,-,-,0.01,0.01,0.028,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.43,1,2.43,2.48,10,2.43,2.43,2.50,2.38,2.50,1.22,11,,1.59,0.63,4.53,17.44,13.9,-7.0,-2.8,
Cash Convert ord/div   ,CCV,0.59,-,0.59,0.60,6143,0.60,0.58,0.615,0.575,0.71,0.50,3,f,2.20,0.24,5.08,6.6,8.9,-1.0,-1.67,
Country Road Ltd,CTY,3.72,-,3.70,-,-,-,-,3.72,3.72,4.00,3.169,8.81,f,2.03,1.06,2.37,17.86,20.8,-,-,
David Jones Ltd,DJS,5.19,4,5.18,5.19,23440,5.19,5.11,5.19,4.90,5.96,4.10,29,f,1.14,1.22,5.59,33,15.7,25.0,5.06,
Fantastic Hldgs,FAN,2.00,-,1.96,2.12,383,2.01,1.95,2.01,1.91,4.29,1.90,10.25,f,1.76,0.80,5.13,18.08,11.1,9.0,4.71,
Harvey Norman,HVN,3.57,9,3.57,3.58,25803,3.59,3.49,3.59,3.43,4.85,3.22,14,f,1.56,-,3.92,21.78,16.4,4.0,1.13,
Hire Intelligence,HII,0.058,-,0.058,0.087,-,-,-,0.058,0.057,0.18,0.055,0.4,f,1.88,-,6.90,0.75,7.7,0.1,1.75,
JB Hi-Fi Ltd,JBH,21.43,4,21.40,21.43,6884,21.45,21.33,21.45,20.29,23.71,17.74,66,f,1.66,1.82,3.08,109.74,19.5,114.0,5.62,
Joyce Corp,JYC,0.37,-,0.25,0.37,-,-,-,0.37,0.37,0.55,0.33,2,,-,0.67,5.41,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.25,-1,1.25,1.255,16419,1.27,1.245,1.30,1.245,1.97,1.245,-,,-,-0.09,-,-0.17,-,-2.5,-1.96,
Manaccom Corp Ltd,MNL,0.28,-0.5,0.265,0.285,132,0.285,0.28,0.31,0.28,0.55,0.215,0.5,,14.36,-,1.79,7.18,3.9,-5.0,-15.15,
Myer Hldgs Ltd,MYR,3.86,6,3.85,3.87,51448,3.86,3.81,3.86,3.65,3.98,2.86,-,f,-,-0.21,-,-,-,16.0,4.32,
Nick Scali Ltd,NCK,1.51,6,1.51,1.55,85,1.51,1.51,1.51,1.45,1.75,1.10,9,f,1.54,0.24,5.96,13.9,10.9,4.0,2.72,
Noni B Ltd,NBL,1.25,-,1.22,1.25,30,1.25,1.25,1.25,1.175,1.50,0.96,9,f,1.34,0.39,7.20,12.1,10.3,9.0,7.76,
Orotongrp Ltd,ORL,7.20,-,7.17,7.20,437,7.28,7.17,7.30,7.00,7.30,4.237,44,f,1.25,0.74,6.11,54.92,13.1,12.0,1.69,
Pac Brands,PBG,1.04,-3.5,1.04,1.045,48378,1.075,1.02,1.085,1.015,1.52,0.78,-,,-,0.08,-,5.7,18.2,3.0,2.97,
Premier Invest,PMV,6.70,-,6.68,6.71,1051,6.78,6.63,6.83,6.49,8.934,5.94,36,f,1.38,2.19,5.37,49.85,13.4,23.0,3.55,
Quickflix Ltd,QFX,0.043,-,0.042,0.043,120,0.043,0.043,0.045,0.043,0.09,0.043,-,,-,-,-,-1.64,-,-0.2,-4.44,
RCG Corp Ltd,RCG,0.58,-0.5,0.555,0.585,400,0.58,0.58,0.585,0.57,0.64,0.385,2,f,1.48,0.10,3.45,2.96,19.6,1.5,2.65,
Ruralco Hldgs,RHL,2.70,5,2.65,2.70,24,2.70,2.66,2.70,2.51,3.00,2.18,14,f,1.26,1.79,5.19,17.67,15.3,19.0,7.57,
Specialty Fashion,SFH,1.27,3.5,1.25,1.27,657,1.27,1.25,1.27,1.205,1.65,0.89,8,f,2.00,0.10,6.30,16,7.9,4.5,3.67,
Strathfield Grp,SRA,0.005,-0.1,0.005,0.006,5000,0.005,0.005,0.007,0.005,0.023,0.005,-,,-,-,-,0.55,0.9,-0.2,-28.57,
Super Cheap Auto ,SUL,6.01,15,5.92,6.05,1225,6.08,5.85,6.08,5.48,6.08,4.51,21.5,f,1.58,1.28,3.58,34,17.7,36.0,6.37,
