Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4325.8 at 16:34 21/5/2010  Report at 19:06 Friday 21/5/2010. Processed 19:16 Friday 21/5/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Gale Pacific Ltd,GAP,0.14,-,0.11,0.14,36,0.14,0.14,0.165,0.14,0.205,0.054,-,,-,0.24,-,3.11,4.5,-2.5,-15.15,
Gazal Corp,GZL,1.50,-,1.45,1.51,-,-,-,1.50,1.50,1.575,0.86,8,f,1.29,0.69,5.33,10.3,14.6,5.0,3.45,
GLG Corp Ltd,GLE,0.28,-2,0.28,0.38,357,0.28,0.28,0.30,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.6,-2.0,-6.67,
Globe Intl,GLB,0.435,0.5,0.435,0.45,451,0.44,0.435,0.44,0.42,0.525,0.15,-,,-,0.70,-,3.12,13.9,1.5,3.57,
GUD Hldgs,GUD,8.28,-25,8.25,8.37,2181,8.40,8.10,9.15,8.10,10.62,5.95,61,f,1.18,1.09,7.37,71.73,11.5,-90.0,-9.8,
Headline Grp Ltd,HLD,0.285,-0.5,0.285,0.31,360,0.285,0.28,0.295,0.28,0.35,0.10,-,,-,0.08,-,-1.79,-,-2.0,-6.56,
Island Sky Aust,ISK,0.045,-0.5,0.045,0.048,981,0.045,0.045,0.05,0.035,0.287,0.035,-,,-,0.03,-,-2.07,-,1.0,28.57,
  opt nov11,ISKO,0.025,-,0.005,0.024,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kathmandu Hldgs,KMD,1.52,-2.5,1.50,1.65,14004,1.565,1.435,1.675,1.435,1.97,1.435,-,,-,-0.09,-,-0.17,-,-17.0,-10.06,
Kresta Hldgs,KRS,0.355,-0.5,0.345,0.36,4948,0.36,0.35,0.38,0.35,0.46,0.11,3,f,1.52,0.18,8.45,4.57,7.8,-3.5,-8.97,
McPherson's Ltd,MCP,2.66,-13,2.64,2.75,2322,2.71,2.56,2.82,2.55,3.48,1.225,10,f,2.96,0.02,3.76,29.6,9.0,-19.0,-6.67,
Merchant House,MHI,0.16,-,0.125,0.16,-,-,-,0.16,0.16,0.18,0.10,1,,4.40,0.27,6.25,4.4,3.6,-,-,
Mesbon China Nylon,MES,0.11,-1,0.11,0.12,4100,0.12,0.11,0.125,0.11,0.14,0.061,0.5,,4.08,0.32,4.55,2.04,5.4,-,-,
Photo-Me Aust,PTO,0.005,-,0.004,0.007,-,-,-,0.005,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,-,-,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.075,-1,0.073,0.08,5064,0.075,0.063,0.105,0.063,0.42,0.063,-,,-,0.03,-,2.41,3.1,-2.5,-25,
Shenhua Ltd,SHU,0.495,-,0.10,0.495,-,-,-,0.495,0.495,0.55,0.45,-,,-,-,-,5.2,9.5,-,-,
Tamawood Ltd,TWD,2.30,-2,2.20,2.35,953,2.35,2.30,2.40,2.30,2.76,1.644,21,f,1.39,0.91,9.13,29.22,7.9,-3.0,-1.29,
Thomas Bryson Int,TBI,0.35,-,-,0.35,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.33,-,-,-,-,-,-,0.33,0.33,0.35,0.23,-,,-,0.11,-,2.3,14.3,-,-,
TWT Grp Ltd,TWT,0.075,-,0.075,0.10,-,-,-,0.08,0.07,0.175,0.07,-,,-,0.31,-,-5.24,-,-2.5,-25,
Undercoverwear,UCW,0.26,-,0.265,0.27,425,0.26,0.25,0.27,0.25,0.35,0.20,2.25,f,-,0.09,8.65,-5.65,-,1.0,4,
Vmoto Ltd,VMT,0.13,-,0.125,0.13,4443,0.13,0.11,0.145,0.11,0.215,0.047,-,,-,0.02,-,-1.07,-,-1.0,-7.14,
Waterco Ltd,WAT,1.06,-,0.94,1.06,-,-,-,1.06,1.05,1.06,0.58,6,f,1.72,1.26,5.66,10.3,10.3,1.0,0.95,
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.105,-0.5,0.105,0.12,256,0.11,0.105,0.135,0.105,0.22,0.065,-,,-,0.01,-,-4.95,-,-3.0,-22.22,
Aircruising Aust,AIG,0.11,-,0.002,-,-,-,-,0.11,0.11,0.11,0.10,-,,-,-0.11,-,-8.38,-,-,-,
Allied Brands Ltd,ABQ,0.076,-0.4,0.073,0.076,4458,0.079,0.071,0.092,0.071,0.245,0.071,0.5,,4.60,0.06,6.58,2.3,3.3,-1.6,-17.39,
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,4.08,-9,4.04,4.10,22566,4.15,4.02,4.28,4.02,5.75,3.37,4.5,,-,0.07,1.10,-31.3,-,-20.0,-4.67,
Artist & Entertain,AEM,0.01,-0.4,0.01,0.013,7500,0.011,0.01,0.014,0.01,0.025,0.009,-,,-,-,-,-1.54,-,-0.3,-23.08,
Centrebet Internat,CIL,1.65,-1,1.60,1.65,616,1.65,1.51,1.685,1.51,1.89,0.86,10.5,,1.02,0.11,6.36,10.7,15.4,-5.0,-2.94,
Crown Ltd,CWN,7.61,-22,7.50,7.64,25051,7.70,7.49,8.28,7.49,9.39,6.41,37,p,-,3.24,4.86,-92.35,-,-72.0,-8.64,
Domino Pizza Enterpr,DMP,5.43,22,5.24,5.50,831,5.43,5.21,5.43,5.15,5.80,2.99,14,f,1.86,0.69,2.58,26,20.9,13.0,2.45,
Early Learning Serv,ELY,0.51,-4,0.50,0.55,941,0.51,0.50,0.56,0.50,0.685,0.07,-,,-,-0.27,-,-0.35,-,-4.0,-7.27,
eBet Ltd,EBT,0.08,-,0.08,0.085,3080,0.081,0.08,0.095,0.08,0.105,0.044,-,,-,-0.01,-,0.52,15.4,-1.5,-15.79,
Eumundi Grp Ltd,EBG,0.041,0.1,0.041,0.05,151,0.041,0.041,0.041,0.04,0.081,0.03,-,,-,0.19,-,-6,-,-,-,
Flight Centre,FLT,16.27,-34,15.70,16.56,6821,16.53,15.33,18.59,15.33,21.43,7.13,26,f,2.44,2.56,1.60,63.4,25.7,-237.0,-12.71,
Garratt's Ltd,GRT,0.56,-,0.38,0.50,-,-,-,0.56,0.56,0.56,0.30,3,,1.43,0.14,5.36,4.28,13.1,-,-,
Integrated Legal,IAW,0.10,-,0.095,0.10,78,0.10,0.10,0.10,0.10,0.17,0.10,0.25,f,2.16,0.06,2.50,0.54,18.5,-,-,
Invocare Ltd,IVC,5.89,4,5.85,5.95,2851,6.00,5.71,6.23,5.71,6.50,5.25,25.25,f,1.30,0.48,4.29,32.9,17.9,-34.0,-5.46,
Jetset Travelworld,JET,0.885,-6.5,0.84,0.90,292,0.915,0.875,1.05,0.875,1.70,0.68,3.6,f,0.63,0.12,4.07,2.28,38.8,-14.0,-13.66,
Kip McGrath Edu Cntr,KME,0.33,-4,0.33,0.345,92,0.33,0.33,0.37,0.33,0.45,0.105,2,,8.59,-0.10,6.06,17.19,1.9,-4.0,-10.81,
Macro Corp Ltd,MAC,0.025,-,0.002,0.032,-,-,-,0.025,0.025,0.04,0.025,-,,-,0.08,-,-0.43,-,-,-,
National Leisure,NLG,0.01,-0.1,0.009,0.013,3500,0.01,0.01,0.013,0.01,0.044,0.006,-,,-,-0.32,-,0.34,2.9,-0.2,-16.67,
Navitas Ltd,NVT,4.67,4,4.61,4.80,9011,4.74,4.41,4.96,4.41,5.56,2.56,16.9,f,0.99,-0.25,3.62,16.8,27.8,-30.0,-6.04,
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-,
Ocean Capital,OCE,0.25,-,0.255,0.34,-,-,-,0.25,0.25,0.40,0.25,1.5,,0.93,0.41,6.00,1.39,18.0,-,-,
Odyssey Gaming,ODG,0.045,-,0.045,-,165,0.045,0.045,0.045,0.045,0.07,0.017,-,,-,0.06,-,0.5,9.0,-,-,
Planet Platinum,PPN,0.26,-,0.20,0.28,55,0.26,0.25,0.26,0.25,0.30,0.14,2.06,,2.17,0.21,7.92,4.46,5.8,-,-,
Qld Trustees Invest,QTI,0.395,-,0.35,0.39,-,-,-,0.395,0.395,0.50,0.36,-,,-,0.78,-,1.02,38.7,-,-,
Reef Casino Tr unt,RCT,1.82,-11,1.85,1.99,20,1.94,1.82,1.975,1.82,2.15,1.70,24,,1.07,2.04,13.19,25.7,7.1,-15.5,-7.85,
Retail Food Grp,RFG,2.30,-5,2.26,2.32,1205,2.34,2.11,2.75,2.11,3.10,1.46,10,f,2.54,-0.70,4.35,25.4,9.1,-45.0,-16.36,
Sino Strategic Intl,SSI,0.35,-4.5,0.21,0.35,100,0.35,0.35,0.395,0.35,0.92,0.30,-,,-,-0.05,-,-67,-,-4.5,-11.39,
Sky City Entertain,SKC,2.43,5,2.35,2.43,35172,2.48,2.34,2.48,2.33,2.89,2.03,11.69,,1.63,0.53,4.81,19.09,12.7,1.0,0.41,
Slater & Gordon,SGH,1.58,-0.5,1.50,1.58,1594,1.58,1.50,1.605,1.50,1.82,1.425,5.25,f,3.16,0.82,3.32,16.6,9.5,4.0,2.6,
Stanfield Funds,SFN,0.009,-0.1,0.009,0.01,600,0.009,0.009,0.01,0.009,0.028,0.009,-,,-,-0.01,-,-0.14,-,-0.1,-10,
Success Res Global,SGU,0.012,-,0.012,0.024,-,-,-,0.012,0.012,0.06,0.003,-,,-,-,-,1.26,1.0,-,-,
Superwoman Grp,SPG,0.002,-,0.002,0.005,-,-,-,0.005,0.002,0.016,0.002,-,,-,-,-,-0.39,-,-0.5,-71.43,
Tabcorp Hldgs Ltd,TAH,6.36,-7,6.35,6.40,48886,6.43,6.28,6.57,6.28,7.52,6.28,60,f,1.44,-1.53,9.43,86.1,7.4,-23.0,-3.49,
Tatts Grp Ltd,TTS,2.35,-3,2.35,2.36,82144,2.36,2.30,2.43,2.30,2.67,2.19,21,f,1.04,-0.51,8.94,21.9,10.7,-9.0,-3.69,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.35,-,0.35,-,-,-,-,0.35,0.35,1.30,0.046,-,,-,0.36,-,3,11.7,-1.0,-2.78,
Webjet Ltd,WEB,1.87,-8,1.87,1.89,2892,1.90,1.80,2.07,1.80,2.70,1.096,8,f,1.52,0.41,4.28,12.2,15.3,-21.0,-10.1,
Xiaoxiao Education,XXL,0.15,-,0.125,0.18,-,-,-,0.15,0.15,0.30,0.15,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.17,-,0.17,0.21,-,-,-,0.19,0.17,0.305,0.17,1,,-,0.07,5.88,-2.18,-,-3.0,-15,
Amalgamated Hldgs,AHD,5.54,-12,5.51,5.58,2417,5.61,5.21,5.80,5.21,6.24,3.73,35,f,1.96,4.65,6.32,68.5,8.1,-21.0,-3.65,
APN News & Media,APN,2.25,-1,2.22,2.26,12808,2.29,2.06,2.43,2.06,2.61,1.23,4,f,4.17,-0.78,1.78,16.7,13.5,-22.0,-8.91,
Aspermont Ltd,ASP,0.10,-,0.10,0.145,-,-,-,0.10,0.10,0.256,0.10,-,,-,-0.03,-,0.88,11.4,-,-,
Austar United,AUN,1.045,-0.5,0.975,1.05,23709,1.055,1.00,1.125,1.00,1.465,0.715,-,,-,-0.31,-,4.7,22.2,-9.0,-7.93,
Austereo Grp Ltd,AEO,1.605,-1.5,1.58,1.68,4338,1.64,1.58,1.675,1.58,1.925,1.27,9.1,f,1.32,-0.57,5.67,11.98,13.4,-3.5,-2.13,
Beyond Intl,BYI,0.74,-,0.72,1.48,-,-,-,0.74,0.72,0.78,0.50,6,,1.36,0.45,8.11,8.18,9.0,1.0,1.37,
Brisbane Broncos,BBL,0.33,-,0.33,0.35,-,-,-,0.33,0.33,0.40,0.31,0.5,f,1.78,0.12,1.52,0.89,37.1,-3.0,-8.33,
BSA Ltd,BSA,0.185,-0.5,0.18,0.185,2662,0.185,0.18,0.195,0.18,0.34,0.125,2,f,1.49,-0.01,10.81,2.99,6.2,-1.0,-5.13,
Commstrat Ltd,COJ,0.004,-,0.004,0.007,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.02,-4,2.99,3.04,9248,3.05,2.96,3.12,2.96,3.44,2.16,16.5,f,3.48,0.88,5.46,57.44,5.3,-11.0,-3.51,
Facilitate Digital,FAC,0.076,-,0.06,0.076,-,-,-,0.076,0.076,0.149,0.035,-,,-,0.01,-,0.29,26.2,-,-,
Fairfax Media Ltd,FXJ,1.505,-1.5,1.50,1.51,226819,1.53,1.43,1.58,1.43,1.885,1.04,1.1,,8.45,-0.31,0.73,9.3,16.2,-8.5,-5.35,
Hyro Ltd,HYO,0.019,-0.1,0.019,0.02,7250,0.019,0.018,0.02,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,-,-,
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.43,-2,0.425,0.45,29,0.445,0.43,0.58,0.43,0.58,0.079,-,,-,-,-,-1.69,-,-4.0,-8.51,
Macq Radio,MRN,0.78,3,0.65,0.78,50,0.78,0.76,0.78,0.75,0.90,0.23,4,f,0.96,0.02,5.13,3.84,20.3,3.0,4,
MCM Entertainment Gr,MEG,0.18,-,0.011,0.15,-,-,-,0.18,0.18,0.23,0.13,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.009,-,0.01,0.012,-,-,-,0.009,0.009,0.25,0.009,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.023,-0.2,0.023,0.025,60,0.023,0.023,0.025,0.023,0.045,0.017,-,,-,-,-,-1.06,-,-0.2,-8,
  opt jan12,MVHOA,0.003,-,-,-,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.83,-4,0.82,0.84,3095,0.84,0.79,0.92,0.79,0.985,0.52,4.4,f,1.50,-,5.30,6.6,12.6,-9.0,-9.78,
News Corp b voting,NWS,17.92,-42,17.85,18.08,38140,18.20,17.73,18.75,17.73,20.18,12.01,5.14,,14.51,0.45,0.29,74.58,24.0,-93.0,-4.93,
  a nonvote,NWSLV,15.31,-44,14.85,15.33,5857,15.55,15.17,16.16,15.17,17.56,10.40,12.87,,-,-,0.84,-,-,-89.0,-5.49,
Oohmedia Grp Ltd,OOH,0.145,-0.5,0.145,0.16,544,0.15,0.145,0.15,0.145,0.15,0.06,-,,-,-0.08,-,1.3,11.2,-,-,
Pac Star Net,PNW,0.05,-,0.041,0.05,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,0.86,-4.5,0.86,0.87,5335,0.88,0.81,1.03,0.81,2.182,0.81,9.5,f,1.87,-1.43,11.05,17.72,4.9,-18.0,-17.31,
Prime Media Grp,PRT,0.74,-1,0.74,0.78,66,0.74,0.74,0.80,0.74,0.86,0.455,2.2,f,-,-,2.97,-2.7,-,-4.0,-5.13,
Q Ltd,QXQ,0.047,-0.3,0.047,0.054,595,0.047,0.047,0.074,0.047,0.198,0.047,-,,-,0.02,-,-237.1,-,-2.7,-36.49,
REA Grp,REA,10.55,-43,10.45,10.88,3418,10.80,10.16,11.54,10.16,12.60,4.71,10,,1.00,0.45,0.95,10.04,105.1,-115.0,-9.83,
Resourc & En Grp,REZ,0.12,-,0.12,0.125,169,0.12,0.12,0.12,0.12,0.375,0.046,-,,-,0.07,-,-1.35,-,-,-,
Seven Network   ,SEV,7.41,-,-,-,-,-,-,7.41,7.41,8.09,5.03,34,f,7.60,9.70,4.59,258.43,2.9,-,-,
Sky Net,SKT,3.78,3,3.50,3.84,3734,3.78,3.78,3.84,3.75,4.15,3.05,11.39,,1.72,-0.47,3.01,19.63,19.3,-6.0,-1.56,
Sthn Cross Media,SXL,1.85,1.5,1.74,1.87,8250,1.99,1.745,1.99,1.745,2.31,0.988,6.7,,-,-0.51,3.62,-36.65,-,-16.0,-7.96,
STW Comms,SGN,0.90,-2.5,0.88,0.90,5748,0.90,0.855,0.945,0.855,0.95,0.495,3.5,f,2.09,0.15,3.89,7.32,12.3,-2.5,-2.7,
Ten Network Hldgs,TEN,1.655,-0.5,1.60,1.66,60979,1.66,1.61,1.795,1.61,1.94,0.895,2,,2.31,-0.29,1.21,4.62,35.8,-16.0,-8.82,
TPL Corp Ltd,TPL,0.017,-0.2,0.017,0.018,45278,0.018,0.017,0.022,0.017,0.028,0.003,-,,-,-,-,-0.21,-,-0.5,-22.73,
Two Way Ltd,TTV,0.035,-0.5,0.037,0.039,1294,0.038,0.035,0.045,0.035,0.078,0.02,-,,-,0.01,-,-3.44,-,-0.5,-12.5,
Village Roadshow,VRL,2.05,-,1.98,2.14,2154,2.05,1.93,2.20,1.93,2.54,0.905,3.75,,11.12,-1.97,1.83,41.69,4.9,-20.0,-8.89,
  'a' pref,VRLPA,2.15,5,1.85,2.37,624,2.15,1.95,2.44,1.95,2.71,0.54,3.75,,-,-,1.74,-,-,-29.0,-11.89,
WAG Ltd,WAG,0.007,-,0.007,0.009,1793,0.007,0.007,0.009,0.007,0.011,0.003,-,,-,-,-,-0.01,-,-0.2,-22.22,
West Aust News,WAN,6.67,-11,6.47,6.70,14875,6.68,6.24,7.50,6.24,8.48,3.96,29,f,1.29,-,4.35,37.3,17.9,-79.0,-10.59,
World Wide Ent Grp,WWG,0.08,-,0.08,0.085,92,0.08,0.079,0.085,0.079,0.20,0.055,-,,-,-,-,3.05,2.6,-0.5,-5.88,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.70,229,3.50,3.50,3.50,3.50,3.70,2.00,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.008,-,0.007,0.009,1191,0.008,0.008,0.011,0.008,0.015,0.004,-,,-,0.02,-,-0.19,-,-0.3,-27.27,
  opt dec11,ASCO,0.003,-,0.002,0.003,6018,0.003,0.003,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.045,0.5,0.04,0.05,2741,0.045,0.033,0.045,0.033,0.078,0.019,-,,-,-0.09,-,7.75,0.6,0.5,12.5,
AP Eagers Ltd,APE,12.50,-,12.50,12.60,326,12.50,12.49,12.72,12.49,13.55,6.60,62,f,1.96,8.81,4.96,121.6,10.3,-22.0,-1.73,
ARB Corp,ARP,5.89,21,5.75,5.89,1450,5.90,5.41,6.04,5.41,6.19,3.176,17.5,f,2.31,1.22,2.97,40.44,14.6,-11.0,-1.83,
Automotive Hldgs,AHE,2.20,-6,2.20,2.26,3183,2.26,2.10,2.53,2.10,2.88,1.22,17,f,1.66,0.75,7.73,28.14,7.8,-28.0,-11.29,
Beyond Sportswear,BSI,0.016,-,0.015,0.016,2114,0.016,0.016,0.016,0.016,0.042,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,1.95,-3,1.95,2.08,667,1.955,1.85,2.14,1.85,2.45,0.70,7.5,,1.68,0.59,3.85,12.62,15.5,-15.0,-7.14,
Cash Convert ord/div   ,CCV,0.54,-,0.53,0.54,9330,0.54,0.50,0.61,0.50,0.71,0.41,3,f,2.32,0.23,5.56,6.97,7.7,-7.5,-12.2,
Clive Peeters,CPR,0.15,-,-,-,-,-,-,0.15,0.135,0.74,0.10,-,,-,0.27,-,-7.6,-,1.0,7.14,
Country Road Ltd,CTY,3.65,-,3.00,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-,
David Jones Ltd,DJS,4.19,-3,4.17,4.19,77925,4.20,4.10,4.39,4.10,5.96,3.45,29,f,1.14,1.22,6.92,33,12.7,-24.0,-5.42,
Fantastic Hldgs,FAN,2.41,5,2.31,2.49,33,2.45,2.41,2.62,2.36,4.29,2.27,11.75,f,2.06,0.81,4.88,24.21,10.0,-27.0,-10.07,
Harvey Norman,HVN,3.33,-2,3.32,3.39,43631,3.37,3.26,3.46,3.26,4.85,2.75,13,f,1.98,2.10,3.90,25.78,12.9,-15.0,-4.31,
Hire Intelligence,HII,0.13,-,0.105,0.14,-,-,-,0.13,0.105,0.20,0.105,1,,0.98,-,7.69,0.98,13.3,2.5,23.81,
JB Hi-Fi Ltd,JBH,18.48,-34,18.45,18.64,16329,18.68,17.87,19.59,17.87,23.71,12.00,62,f,1.67,1.71,3.35,103.42,17.9,-85.0,-4.4,
Joyce Corp,JYC,0.39,2,0.39,0.39,2,0.39,0.39,0.39,0.37,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,2.0,5.41,
Manaccom Corp Ltd,MNL,0.24,-4,0.23,0.265,1449,0.25,0.23,0.28,0.23,0.55,0.21,0.5,,14.36,-,2.08,7.18,3.3,-4.0,-14.29,
Myer Hldgs Ltd,MYR,2.97,-5,2.96,2.97,62995,2.99,2.86,3.11,2.86,3.98,2.86,10.5,f,0.39,-0.21,3.54,4.1,72.4,-14.0,-4.5,
Nick Scali Ltd,NCK,1.305,-9.5,1.305,1.35,55,1.35,1.305,1.41,1.305,1.75,0.57,10.5,f,1.00,0.22,8.05,10.46,12.5,-19.5,-13,
Noni B Ltd,NBL,1.30,-,1.24,1.29,-,-,-,1.30,1.245,1.50,0.81,6,f,1.77,0.51,4.62,10.6,12.3,5.0,4,
Orotongrp Ltd,ORL,6.10,-17,6.10,6.19,418,6.19,5.91,6.88,5.91,7.21,2.885,44,f,1.25,0.74,7.21,54.92,11.1,-77.0,-11.21,
Pac Brands,PBG,1.00,9,0.99,1.005,286099,1.045,0.81,1.09,0.81,1.52,0.71,-,,-,-0.04,-,-7.6,-,-9.5,-8.68,
Premier Invest,PMV,6.59,8,6.21,6.60,1519,6.65,6.11,6.74,6.11,8.934,4.576,36,f,1.38,2.19,5.46,49.85,13.2,-16.0,-2.37,
Quickflix Ltd,QFX,0.048,-0.8,0.049,0.056,602,0.056,0.048,0.057,0.048,0.09,0.045,-,,-,-,-,-1.64,-,-0.9,-15.79,
RCG Corp Ltd,RCG,0.45,-2,0.47,0.495,448,0.47,0.45,0.50,0.45,0.64,0.265,2.25,f,1.19,0.09,5.00,2.67,16.9,-5.0,-10,
Ruralco Hldgs,RHL,2.42,-8,2.42,2.50,26,2.47,2.40,2.65,2.40,3.00,1.72,12,f,1.33,1.76,4.96,15.97,15.2,-24.0,-9.02,
Specialty Fashion,SFH,1.135,-4,1.12,1.145,1592,1.145,1.12,1.175,1.095,1.65,0.375,4,f,4.45,0.25,3.52,17.8,6.4,-1.5,-1.3,
Super Cheap Auto ,SUL,5.14,-6,5.10,5.14,4182,5.14,4.96,5.73,4.96,5.95,3.12,20,f,1.60,0.74,3.89,31.9,16.1,-44.0,-7.89,
The Reject Shop,TRS,15.56,48,15.50,15.70,1767,15.68,14.69,16.20,14.69,17.39,10.51,62,f,1.39,2.17,3.98,86.4,18.0,-49.0,-3.05,
