Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4462.1 at 16:37 20/8/2010  Report at 19:06 Friday 20/8/2010. Processed 08:35 Saturday 21/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Slater & Gordon,SGH,1.42,-,1.42,1.45,4620,1.42,1.40,1.445,1.385,1.74,1.38,5,f,3.58,1.08,3.52,17.9,7.9,2.0,1.43,
Stanfield Funds,SFN,0.011,-,0.01,0.014,-,-,-,0.013,0.011,0.028,0.008,-,,-,-0.01,-,-0.14,-,-0.2,-15.38,
Success Res Global,SGU,0.007,-,0.009,0.015,-,-,-,0.007,0.007,0.045,0.007,-,,-,-,-,1.26,0.6,-,-,
Tabcorp Hldgs Ltd,TAH,6.30,-9,6.28,6.30,24755,6.34,6.25,6.44,6.18,7.52,6.18,55,f,1.40,-1.35,8.73,77.1,8.2,1.0,0.16,
Tatts Grp Ltd,TTS,2.40,-4,2.39,2.40,194310,2.41,2.37,2.47,2.37,2.62,2.19,21,f,1.04,-0.51,8.75,21.9,11.0,1.0,0.42,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.67,0.67,0.70,0.67,3,f,2.28,1.18,4.29,6.85,10.2,3.0,4.48,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.90,-,1.60,1.80,-,-,-,1.90,1.90,2.10,1.50,9.7,,-,-,5.11,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.09,-,1.10,1.20,-,-,-,1.09,1.05,1.09,0.05,-,,-,0.24,-,20,5.5,7.0,6.86,
Webjet Ltd,WEB,2.26,-4,2.25,2.27,348,2.29,2.26,2.32,2.25,2.70,1.50,10.5,f,1.33,0.44,4.65,13.93,16.2,-1.0,-0.44,
Xiaoxiao Education,XXL,0.10,-2,0.105,0.11,1390,0.12,0.10,0.12,0.10,0.30,0.10,-,,-,-,-,-,-,-1.0,-9.09,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.185,-1,0.18,0.19,200,0.185,0.185,0.195,0.185,0.305,0.145,-,,-,0.07,-,-2.18,-,-,-,
Amalgamated Hldgs,AHD,5.83,8,5.83,5.90,349,5.86,5.75,5.86,5.66,6.24,4.561,37,f,1.85,4.65,6.35,68.5,8.5,13.0,2.28,
APN News & Media,APN,1.87,-5.5,1.855,1.87,16860,1.905,1.855,2.05,1.855,2.61,1.68,9,,1.86,-0.75,4.81,16.7,11.2,-17.0,-8.33,
Aspermont Ltd,ASP,0.12,-,0.12,0.13,-,-,-,0.12,0.10,0.20,0.10,-,,-,-0.03,-,0.88,13.6,2.0,20,
Austar United,AUN,0.96,-1.5,0.94,0.975,17031,0.97,0.945,0.98,0.945,1.465,0.84,-,,-,-0.28,-,3.5,27.4,-,-,
Austereo Grp Ltd,AEO,1.565,-7.5,1.565,1.62,5132,1.615,1.56,1.83,1.56,1.925,1.315,9.7,f,1.41,-0.01,6.20,13.66,11.5,-22.0,-12.32,
Beyond Intl,BYI,0.72,-,0.58,-,-,-,-,0.72,0.72,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,-,-,
Brisbane Broncos,BBL,0.365,-,0.37,0.40,-,-,-,0.365,0.365,0.40,0.30,0.5,,1.02,0.12,1.37,0.51,71.6,0.5,1.39,
BSA Ltd,BSA,0.195,-,0.195,0.21,3518,0.195,0.195,0.22,0.19,0.34,0.17,2,f,1.49,-0.01,10.26,2.99,6.5,-0.5,-2.5,
Commstrat Ltd,COJ,0.005,0.1,0.004,0.005,2660,0.005,0.005,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,8.3,0.1,25,
Consolidated Media,CMJ,3.23,8,3.18,3.25,51175,3.25,3.18,3.25,3.08,3.44,2.75,16.5,f,3.48,0.88,5.11,57.44,5.6,8.0,2.54,
Facilitate Digital,FAC,0.07,-,0.07,0.08,-,-,-,0.075,0.07,0.149,0.04,-,,-,0.01,-,0.29,24.1,-0.5,-6.67,
Fairfax Media Ltd,FXJ,1.37,-4,1.365,1.37,428705,1.41,1.36,1.46,1.36,1.885,1.26,1.1,,8.45,-0.31,0.80,9.3,14.7,-8.0,-5.52,
Hyro Ltd,HYO,0.022,0.3,0.021,0.022,42276,0.024,0.019,0.024,0.016,0.04,0.016,-,,-,-,-,2.39,0.9,0.4,22.22,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.38,-1,0.35,0.38,24,0.38,0.38,0.39,0.345,0.58,0.079,-,,-,-,-,-1.69,-,2.5,7.04,
Macq Radio,MRN,0.69,-,0.63,0.78,-,-,-,0.69,0.69,0.90,0.36,4,f,0.96,0.02,5.80,3.84,18.0,-,-,
MCM Entertainment Gr,MEG,0.155,-,0.10,0.18,-,-,-,0.155,0.155,0.23,0.15,-,,-,0.04,-,1.01,15.3,-,-,
Media Grp Int Ltd,MUI,0.013,-,0.012,0.015,-,-,-,0.014,0.012,0.025,0.005,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.043,-0.7,0.043,0.048,350,0.043,0.043,0.051,0.04,0.051,0.01,-,,-,-,-,-1.06,-,-0.7,-14,
  opt jan12,MVHOA,0.001,-,0.003,0.015,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,1.24,-0.5,1.24,1.245,2436,1.245,1.24,1.25,1.24,1.25,0.73,7.3,f,0.89,-0.26,5.89,6.5,19.1,-,-,
News Corp b voting,NWS,15.97,-30,15.96,16.10,26904,16.04,15.87,16.44,15.87,20.18,14.66,12.87,,8.84,1.56,0.81,113.81,14.0,-61.0,-3.68,
  a nonvote,NWSLV,14.19,-38,14.19,14.50,598,14.49,14.17,14.70,14.17,17.56,12.52,12.87,,-,-,0.91,-,-,-72.0,-4.83,
Oohmedia Grp Ltd,OOH,0.195,-,0.19,0.195,-,-,-,0.195,0.195,0.205,0.09,-,,-,-0.08,-,1.3,15.0,0.5,2.63,
Pac Star Net,PNW,0.036,-,0.036,0.048,-,-,-,0.036,0.035,0.065,0.03,-,,-,0.01,-,0.1,36.0,0.1,2.86,
Photon Grp Ltd,PGA,0.11,-0.5,0.11,0.115,15864,0.115,0.11,1.02,0.09,2.05,0.09,9.5,f,1.87,-1.43,86.36,17.72,0.6,-91.0,-89.22,
Prime Media Grp,PRT,0.66,-3.5,0.66,0.72,309,0.69,0.66,0.75,0.66,0.86,0.58,2.2,f,-,-,3.33,-2.7,-,-9.0,-12,
Q Ltd,QXQ,0.037,-,0.037,0.046,-,-,-,0.039,0.037,0.198,0.026,-,,-,0.02,-,-237.1,-,-0.2,-5.13,
REA Grp,REA,10.45,-5,10.35,10.50,444,10.50,10.08,10.90,10.08,12.60,6.47,16,f,0.63,0.45,1.53,10.04,104.1,-2.0,-0.19,
Resourc & En Grp,REZ,0.10,-,0.10,0.12,-,-,-,0.10,0.10,0.30,0.046,-,,-,0.07,-,-1.35,-,-,-,
RGM Media Ltd,RGM,0.185,-,0.01,0.18,-,-,-,0.185,0.185,0.775,0.015,-,,-,-0.01,-,-1,-,-,-,
Sky Net,SKT,3.94,-,3.78,3.94,-,-,-,3.96,3.94,4.15,3.57,11.39,,1.72,-0.47,2.89,19.63,20.1,-2.0,-0.51,
Sthn Cross Media,SXL,1.74,-8,1.70,1.815,7255,1.815,1.72,1.87,1.72,2.31,1.057,6.7,,-,-0.51,3.85,-36.65,-,-9.0,-4.92,
STW Comms,SGN,0.84,-1.5,0.835,0.845,108546,0.865,0.81,0.93,0.81,1.03,0.665,4.3,f,1.50,-0.03,5.12,6.45,13.0,-8.5,-9.19,
Swish Grp Ltd,SWG,0.001,-,0.001,0.002,20000,0.001,0.001,0.001,0.001,0.004,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.61,-3.5,1.61,1.65,34879,1.645,1.60,1.69,1.60,1.94,1.19,2,,2.31,-0.29,1.24,4.62,34.8,-3.5,-2.13,
TPL Corp Ltd,TPL,0.019,-0.1,0.018,0.02,5800,0.019,0.019,0.02,0.019,0.028,0.006,-,,-,-,-,-0.21,-,-,-,
Two Way Ltd,TTV,0.03,-,0.027,0.03,-,-,-,0.03,0.028,0.078,0.028,-,,-,0.01,-,-3.44,-,-,-,
Village Roadshow,VRL,2.30,-,2.31,2.39,-,-,-,2.37,2.30,2.54,1.10,3.75,,21.25,-1.74,1.63,79.68,2.9,-,-,
  'a' pref,VRLPA,2.35,-,2.35,2.37,56,2.35,2.35,2.37,2.25,2.71,0.80,3.75,,-,-,1.60,-,-,5.0,2.17,
WAG Ltd,WAG,0.007,-,0.007,0.008,-,-,-,0.007,0.007,0.01,0.005,-,,-,-,-,-0.11,-,-,-,
West Aust News,WAN,6.50,-12,6.48,6.58,8272,6.61,6.46,6.74,6.41,8.48,6.01,45,f,1.01,-,6.92,45.4,14.3,-1.0,-0.15,
World Wide Ent Grp,WWG,0.10,-,-,0.10,-,-,-,0.10,0.10,0.20,0.045,-,,-,-,-,3.05,3.3,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,4.11,-,4.11,4.12,62,4.11,4.11,4.11,4.09,4.18,2.55,20,f,1.86,2.44,4.87,37.1,11.1,-2.0,-0.48,
Adultshop Com,ASC,0.015,-,0.011,0.015,600,0.015,0.015,0.019,0.015,0.019,0.005,-,,-,0.02,-,-0.19,-,-0.2,-11.76,
  opt dec11,ASCO,0.005,-0.2,0.005,0.008,2500,0.005,0.005,0.008,0.005,0.008,0.002,-,,-,-,-,-,-,-0.1,-16.67,
AMA Grp Ltd,AMA,0.05,-,0.05,0.059,-,-,-,0.05,0.05,0.078,0.019,-,,-,-0.09,-,7.75,0.6,-,-,
AP Eagers Ltd,APE,12.51,-,12.51,12.99,31,12.51,12.51,12.65,12.50,13.55,8.93,62,f,1.96,8.81,4.96,121.6,10.3,-14.0,-1.11,
ARB Corp,ARP,6.22,7,6.21,6.25,755,6.25,6.15,6.31,5.70,6.40,3.891,19.5,f,2.37,1.39,3.14,46.28,13.4,45.0,7.8,
Automotive Hldgs,AHE,2.48,1,2.44,2.50,435,2.49,2.45,2.53,2.38,2.88,1.85,17,f,1.66,0.75,6.85,28.14,8.8,4.0,1.64,
Beyond Sportswear,BSI,0.01,-,0.009,0.018,-,-,-,0.01,0.01,0.03,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.09,1,2.09,2.23,105,2.09,2.08,2.18,2.05,2.45,1.08,7.5,,1.68,0.59,3.59,12.62,16.6,-14.0,-6.28,
Cash Convert ord/div   ,CCV,0.58,-,0.57,0.58,2007,0.585,0.57,0.585,0.55,0.71,0.50,3,f,2.32,0.23,5.17,6.97,8.3,3.0,5.45,
Country Road Ltd,CTY,3.72,-,3.70,-,-,-,-,3.72,3.72,4.00,3.169,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.98,-8,4.97,4.99,25970,5.05,4.97,5.11,4.72,5.96,4.10,29,f,1.14,1.22,5.82,33,15.1,15.0,3.11,
Fantastic Hldgs,FAN,2.06,-2,2.02,2.06,26,2.06,2.06,2.09,2.02,4.29,1.90,11.75,f,2.06,0.81,5.70,24.21,8.5,-1.0,-0.48,
Harvey Norman,HVN,3.57,-4,3.55,3.57,34200,3.60,3.54,3.61,3.44,4.85,3.13,13,f,1.98,2.10,3.64,25.78,13.8,7.0,2,
Hire Intelligence,HII,0.055,-,0.06,0.075,-,-,-,0.055,0.055,0.18,0.055,0.4,f,2.45,-,7.27,0.98,5.6,-4.1,-42.71,
JB Hi-Fi Ltd,JBH,20.34,3,20.30,20.35,8636,20.34,20.05,20.37,19.92,23.71,17.27,66,f,1.66,1.82,3.24,109.74,18.5,4.0,0.2,
Joyce Corp,JYC,0.37,-,0.33,0.37,-,-,-,0.37,0.33,0.58,0.33,2,,-,0.67,5.41,-8.49,-,2.0,5.71,
Kathmandu Hldgs,KMD,1.34,1,1.29,1.34,1836,1.34,1.29,1.34,1.28,1.97,1.25,-,,-,-0.09,-,-0.17,-,2.0,1.52,
Manaccom Corp Ltd,MNL,0.30,-,0.29,0.30,-,-,-,0.30,0.29,0.55,0.215,0.5,,14.36,-,1.67,7.18,4.2,2.5,9.09,
Myer Hldgs Ltd,MYR,3.69,-8,3.69,3.70,82865,3.73,3.67,3.81,3.65,3.98,2.86,-,f,-,-0.21,-,-,-,-2.0,-0.54,
Nick Scali Ltd,NCK,1.55,-,1.55,1.59,-,-,-,1.55,1.50,1.75,1.08,9,f,1.54,0.24,5.81,13.9,11.2,-0.5,-0.32,
Noni B Ltd,NBL,1.195,-0.5,1.17,1.195,80,1.195,1.195,1.20,1.13,1.50,0.90,9,f,1.34,0.39,7.53,12.1,9.9,3.5,3.02,
Orotongrp Ltd,ORL,7.00,-3,7.00,7.09,370,7.10,6.99,7.12,6.80,7.21,3.879,44,f,1.25,0.74,6.29,54.92,12.7,12.0,1.74,
Pac Brands,PBG,0.85,-0.5,0.845,0.855,31030,0.855,0.84,0.915,0.84,1.52,0.78,-,,-,-0.04,-,-7.6,-,-4.5,-5.03,
Premier Invest,PMV,6.44,-4,6.44,6.64,147,6.49,6.42,6.70,6.42,8.934,5.94,36,f,1.38,2.19,5.59,49.85,12.9,-8.0,-1.23,
Quickflix Ltd,QFX,0.047,0.2,0.047,0.055,233,0.047,0.047,0.055,0.045,0.09,0.045,-,,-,-,-,-1.64,-,-0.8,-14.55,
RCG Corp Ltd,RCG,0.53,1,0.51,0.55,300,0.53,0.53,0.53,0.51,0.64,0.38,2.25,f,1.19,0.09,4.25,2.67,19.9,2.0,3.92,
Ruralco Hldgs,RHL,2.69,-,2.55,2.69,-,-,-,2.82,2.69,3.00,2.18,14,f,1.26,1.79,5.20,17.67,15.2,-11.0,-3.93,
Specialty Fashion,SFH,1.25,1,1.235,1.25,18511,1.27,1.23,1.275,1.225,1.65,0.68,4,f,4.45,0.25,3.20,17.8,7.0,-2.5,-1.96,
Strathfield Grp,SRA,0.006,-,0.006,0.007,-,-,-,0.007,0.006,0.023,0.006,-,,-,-,-,0.55,1.1,-0.1,-14.29,
Super Cheap Auto ,SUL,5.65,-10,5.64,5.78,80,5.70,5.64,5.78,5.47,5.95,4.39,20,f,1.60,0.74,3.54,31.9,17.7,17.0,3.1,
The Reject Shop,TRS,16.12,-58,16.05,16.29,783,16.29,16.07,16.74,15.89,17.39,12.29,67,f,1.34,1.98,4.16,90,17.9,2.0,0.12,
