Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 5007.3 at 16:34 16/4/2010  Report at 19:06 Friday 16/4/2010. Processed 19:41 Friday 16/4/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.575,-,1.43,1.565,-,-,-,1.575,1.575,1.575,0.85,8,f,1.29,0.69,5.08,10.3,15.3,14.5,10.14
GLG Corp Ltd,GLE,0.28,-,0.28,0.37,20,0.28,0.28,0.28,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.6,-,-
Globe Intl,GLB,0.46,-1,0.46,0.47,45,0.46,0.46,0.47,0.46,0.525,0.125,-,,-,0.70,-,3.12,14.7,-,-
GUD Hldgs,GUD,8.96,1,8.96,9.02,2743,9.04,8.95,9.39,8.94,10.62,5.95,61,f,1.18,1.09,6.81,71.73,12.5,-35.0,-3.76
Headline Grp Ltd,HLD,0.325,-,0.32,0.33,1828,0.325,0.32,0.33,0.32,0.35,0.095,-,,-,0.08,-,-1.79,-,-0.5,-1.52
Island Sky Aust,ISK,0.089,-0.1,0.074,0.078,1685,0.089,0.089,0.093,0.089,0.287,0.07,-,,-,0.03,-,-2.07,-,-0.7,-7.29
  opt nov11,ISKO,0.025,-,0.002,0.03,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.95,4,1.91,1.95,9455,1.965,1.91,1.97,1.90,1.97,1.48,-,,-,-0.09,-,-0.17,-,1.0,0.52
Kresta Hldgs,KRS,0.42,1,0.415,0.42,517,0.42,0.42,0.42,0.39,0.46,0.11,3,f,1.52,0.18,7.14,4.57,9.2,3.0,7.69
McPherson's Ltd,MCP,3.17,-,3.17,3.19,115,3.18,3.17,3.18,3.09,3.48,0.63,10,f,2.96,0.02,3.15,29.6,10.7,1.0,0.32
Merchant House,MHI,0.16,-,0.14,0.16,-,-,-,0.16,0.16,0.18,0.095,1,,4.40,0.27,6.25,4.4,3.6,-,-
Mesbon China Nylon,MES,0.092,-,0.093,0.098,-,-,-,0.095,0.09,0.14,0.061,0.5,,4.08,0.32,5.43,2.04,4.5,0.7,8.24
Photo-Me Aust,PTO,0.005,-,0.005,0.007,-,-,-,0.005,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,-,-
  opt jul11,PTOO,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.135,2,0.13,0.135,12305,0.135,0.115,0.135,0.11,0.42,0.10,-,,-,0.03,-,2.41,5.6,3.0,28.57
Shenhua Ltd,SHU,0.475,-,0.10,0.49,-,-,-,0.475,0.475,0.55,0.45,-,,-,-,-,5.2,9.1,-3.5,-6.86
Tamawood Ltd,TWD,2.54,-,2.54,2.55,81,2.55,2.54,2.68,2.44,2.76,1.644,21,f,1.39,0.91,8.27,29.22,8.7,-14.0,-5.22
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-
Treyo Leisure,TYO,0.35,-,-,0.35,-,-,-,0.35,0.32,0.35,0.23,-,,-,0.11,-,2.3,15.2,3.0,9.37
TWT Grp Ltd,TWT,0.14,-,0.13,0.14,-,-,-,0.14,0.14,0.175,0.09,-,,-,0.31,-,-5.24,-,-,-
Undercoverwear,UCW,0.275,-,0.275,0.34,-,-,-,0.275,0.275,0.35,0.195,2.25,f,-,0.09,8.18,-5.65,-,-,-
Vmoto Ltd,VMT,0.165,1,0.16,0.165,2423,0.165,0.16,0.165,0.145,0.215,0.036,-,,-,0.02,-,-1.07,-,1.0,6.45
Waterco Ltd,WAT,1.00,5,0.965,1.00,41,1.00,0.96,1.00,0.95,1.01,0.48,6,f,1.72,1.26,6.00,10.3,9.7,3.0,3.09
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.125,-1.5,0.125,0.14,940,0.13,0.125,0.14,0.125,0.22,0.065,-,,-,0.01,-,-4.95,-,-2.5,-16.67
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.11,0.098,-,,-,-0.11,-,-8.38,-,-,-
Allied Brands Ltd,ABQ,0.11,-,0.11,0.115,48178,0.12,0.105,0.12,0.097,0.245,0.097,0.5,,4.60,0.06,4.55,2.3,4.8,-,-
  opt dec10,ABQO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.40,-3,4.39,4.41,11099,4.50,4.38,4.63,4.34,5.75,3.24,4.5,,-,0.07,1.02,-31.3,-,-14.0,-3.08
Artist & Entertain,AEM,0.013,0.1,0.012,0.014,9835,0.013,0.012,0.013,0.01,0.025,0.005,-,,-,-,-,-1.54,-,-0.1,-7.14
Centrebet Internat,CIL,1.62,6,1.62,1.65,3721,1.65,1.57,1.73,1.56,1.89,0.86,10.5,,1.02,0.11,6.48,10.7,15.1,-6.5,-3.86
Crown Ltd,CWN,8.16,-11,8.15,8.25,9821,8.28,8.16,8.35,8.16,9.39,6.33,37,p,-,3.24,4.53,-92.35,-,-17.0,-2.04
Domino Pizza Enterpr,DMP,5.51,8,5.43,5.55,261,5.51,5.45,5.51,5.34,5.80,2.95,14,f,1.86,0.69,2.54,26,21.2,5.0,0.92
Early Learning Serv,ELY,0.635,3.5,0.61,0.635,791,0.635,0.60,0.65,0.58,0.685,0.07,-,,-,-0.27,-,-0.35,-,-1.5,-2.31
eBet Ltd,EBT,0.08,0.2,0.081,0.084,1666,0.08,0.077,0.08,0.075,0.105,0.044,-,,-,-0.01,-,0.52,15.4,0.4,5.26
Eumundi Grp Ltd,EBG,0.059,-0.6,0.059,0.06,332,0.059,0.054,0.065,0.054,0.09,0.05,-,,-,0.19,-,-6,-,-0.6,-9.23
Flight Centre,FLT,21.40,36,21.31,21.42,3136,21.43,20.83,21.43,20.07,21.43,5.25,26,f,2.44,2.56,1.21,63.4,33.8,81.0,3.93
Garratt's Ltd,GRT,0.56,-,0.45,0.65,-,-,-,0.56,0.45,0.56,0.22,3,,1.43,0.14,5.36,4.28,13.1,6.0,12
Integrated Legal,IAW,0.105,-,0.105,0.11,-,-,-,0.11,0.10,0.17,0.10,0.25,f,2.16,0.06,2.38,0.54,19.4,-,-
Invocare Ltd,IVC,6.17,2,6.12,6.18,1703,6.17,6.08,6.17,6.01,6.50,4.95,25.25,f,1.30,0.48,4.09,32.9,18.8,15.0,2.49
Jetset Travelworld,JET,0.96,-0.5,0.95,0.96,51,0.96,0.96,0.98,0.96,1.70,0.65,3.6,f,0.63,0.12,3.75,2.28,42.1,-,-
Kip McGrath Edu Cntr,KME,0.32,-,0.32,0.36,262,0.32,0.32,0.34,0.32,0.45,0.105,2,,8.59,-0.10,6.25,17.19,1.9,-,-
Macro Corp Ltd,MAC,0.032,-,0.001,0.032,-,-,-,0.032,0.032,0.04,0.027,-,,-,0.08,-,-0.43,-,-,-
National Leisure,NLG,0.018,0.3,0.017,0.018,3802,0.018,0.017,0.019,0.015,0.044,0.006,-,,-,-0.32,-,0.34,5.3,0.1,5.88
Navitas Ltd,NVT,5.18,2,5.17,5.25,2213,5.21,5.17,5.31,5.03,5.56,2.26,16.9,f,0.99,-0.25,3.26,16.8,30.8,4.0,0.78
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-
Ocean Capital,OCE,0.26,-,0.255,0.355,-,-,-,0.26,0.26,0.40,0.24,1.5,,0.93,0.41,5.77,1.39,18.7,-,-
Odyssey Gaming,ODG,0.043,-,0.045,-,-,-,-,0.043,0.043,0.07,0.017,-,,-,0.06,-,0.5,8.6,-,-
Planet Platinum,PPN,0.25,-,0.25,0.34,-,-,-,0.25,0.25,0.30,0.11,2.06,,2.17,0.21,8.24,4.46,5.6,-,-
Qld Trustees Invest,QTI,0.435,-,0.40,0.43,-,-,-,0.435,0.41,0.50,0.38,-,,-,0.78,-,1.02,42.6,2.5,6.1
Reef Casino Tr unt,RCT,2.00,-8,2.01,2.08,2,2.00,2.00,2.08,2.00,2.15,1.70,24,,1.07,2.04,12.00,25.7,7.8,-5.0,-2.44
Retail Food Grp,RFG,2.77,2,2.76,2.80,940,2.79,2.73,2.79,2.60,3.10,1.36,10,f,2.54,-0.70,3.61,25.4,10.9,15.0,5.73
Sino Strategic Intl,SSI,0.40,-,0.40,0.43,60,0.40,0.40,0.465,0.40,0.92,0.30,-,,-,-0.05,-,-67,-,-1.0,-2.44
Sky City Entertain,SKC,2.49,-1,2.47,2.52,381,2.50,2.48,2.56,2.48,2.89,2.03,11.69,,1.63,0.53,4.69,19.09,13.0,-,-
Slater & Gordon,SGH,1.57,-3,1.57,1.59,63,1.58,1.57,1.62,1.57,1.82,1.425,5.25,f,3.16,0.82,3.34,16.6,9.5,-5.0,-3.09
Stanfield Funds,SFN,0.012,-,0.012,0.013,1250,0.012,0.012,0.013,0.011,0.028,0.009,-,,-,-0.01,-,-0.14,-,-0.1,-7.69
Success Res Global,SGU,0.015,-,0.012,0.025,-,-,-,0.015,0.015,0.06,0.003,-,,-,-,-,1.26,1.2,-,-
Superwoman Grp,SPG,0.008,-,0.004,0.009,-,-,-,0.009,0.008,0.02,0.007,-,,-,-,-,-0.39,-,-0.1,-11.11
Tabcorp Hldgs Ltd,TAH,6.99,-3,6.98,7.01,15122,7.05,6.99,7.12,6.96,7.70,6.32,60,f,1.44,-1.53,8.58,86.1,8.1,-4.0,-0.57
Tatts Grp Ltd,TTS,2.44,-1,2.44,2.45,32865,2.46,2.43,2.47,2.42,2.87,2.19,21,f,1.04,-0.51,8.61,21.9,11.1,-,-
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-
Viagold Capital,VIA,0.25,-,0.25,0.50,-,-,-,0.25,0.25,1.30,0.046,-,,-,0.36,-,3,8.3,-,-
Webjet Ltd,WEB,2.58,5,2.56,2.59,2492,2.59,2.56,2.59,2.53,2.70,1.047,8,f,1.52,0.41,3.10,12.2,21.1,4.0,1.57
Xiaoxiao Education,XXL,0.15,-0.5,0.096,0.19,33,0.15,0.15,0.165,0.15,0.30,0.15,-,,-,-,-,-,-,-1.5,-9.09
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.20,-,0.195,0.20,-,-,-,0.20,0.20,0.31,0.18,1,,-,0.07,5.00,-2.18,-,-,-
Amalgamated Hldgs,AHD,5.90,4,5.84,5.99,428,6.10,5.84,6.10,5.65,6.24,3.73,35,f,1.96,4.65,5.93,68.5,8.6,17.0,2.97
APN News & Media,APN,2.25,-1,2.24,2.29,3341,2.28,2.25,2.32,2.25,2.61,1.129,4,f,4.17,-0.78,1.78,16.7,13.5,-2.0,-0.88
Aspermont Ltd,ASP,0.14,-,0.12,0.14,-,-,-,0.14,0.12,0.271,0.11,-,,-,-0.03,-,0.88,15.9,-,-
Austar United,AUN,1.195,-,1.19,1.195,10903,1.20,1.185,1.22,1.185,1.465,0.68,-,,-,-0.31,-,4.7,25.4,-0.5,-0.42
Austereo Grp Ltd,AEO,1.89,-,1.84,1.90,909,1.905,1.835,1.925,1.76,1.925,1.15,9.1,f,1.32,-0.57,4.81,11.98,15.8,11.5,6.48
Beyond Intl,BYI,0.74,-,0.72,0.89,-,-,-,0.74,0.74,0.78,0.50,6,,1.36,0.45,8.11,8.18,9.0,-,-
Brisbane Broncos,BBL,0.34,-,0.33,0.39,-,-,-,0.34,0.34,0.40,0.31,0.5,f,1.78,0.12,1.47,0.89,38.2,-,-
BSA Ltd,BSA,0.215,0.5,0.215,0.22,428,0.215,0.215,0.235,0.21,0.34,0.125,2,f,1.49,-0.01,9.30,2.99,7.2,-,-
Commstrat Ltd,COJ,0.005,-,0.004,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.06,8.3,-,-
Consolidated Media,CMJ,3.12,-4,3.11,3.14,4230,3.14,3.10,3.19,3.10,3.44,2.00,16.5,f,3.48,0.88,5.29,57.44,5.4,1.0,0.32
Facilitate Digital,FAC,0.066,-,0.06,0.08,-,-,-,0.079,0.066,0.149,0.035,-,,-,0.01,-,0.29,22.8,-1.3,-16.46
Fairfax Media Ltd,FXJ,1.76,-1.5,1.755,1.76,72980,1.77,1.75,1.825,1.75,1.885,0.985,1.1,,8.45,-0.31,0.62,9.3,18.9,-3.0,-1.68
Hyro Ltd,HYO,0.025,-,0.025,0.027,10100,0.027,0.025,0.027,0.023,0.044,0.017,-,,-,-,-,2.39,1.0,-,-
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-
IPGA Ltd,IPP,0.34,-,0.34,0.35,1883,0.36,0.335,0.37,0.33,0.375,0.079,-,,-,-,-,-1.69,-,-3.0,-8.11
Macq Radio,MRN,0.84,-,0.84,0.94,10,0.84,0.84,0.84,0.81,0.90,0.17,4,f,0.96,0.02,4.76,3.84,21.9,3.0,3.7
MCM Entertainment Gr,MEG,0.18,-,-,0.18,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.013,0.1,0.013,0.015,5000,0.013,0.013,0.013,0.011,0.25,0.009,-,,-,-,-,-2.68,-,-,-
Medic Vision Ltd,MVH,0.02,-,0.02,0.025,500,0.02,0.02,0.02,0.017,0.045,0.017,-,,-,-,-,-1.06,-,0.3,17.65
  opt jan12,MVHOA,0.003,-,0.001,-,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-
Mitchell Comms,MCU,0.96,1,0.96,0.97,3387,0.985,0.955,0.985,0.88,0.985,0.51,4.4,f,1.50,-,4.58,6.6,14.5,8.5,9.71
News Corp b voting,NWS,19.31,-46,19.30,19.40,18587,19.56,19.31,19.94,18.90,19.94,11.74,5.14,,14.51,0.45,0.27,74.58,25.9,46.0,2.44
  a nonvote,NWSLV,16.75,-34,16.75,17.50,6713,16.85,16.65,17.22,16.07,17.22,10.39,12.87,,-,-,0.77,-,-,76.0,4.75
Oohmedia Grp Ltd,OOH,0.14,-,0.135,0.14,-,-,-,0.14,0.135,0.14,0.06,-,,-,-0.08,-,1.3,10.8,1.0,7.69
Pac Star Net,PNW,0.058,-0.2,0.058,0.072,12,0.058,0.058,0.06,0.058,0.06,0.025,-,,-,0.01,-,0.1,58.0,-0.2,-3.33
Photon Grp Ltd,PGA,1.205,3.5,1.20,1.215,3798,1.255,1.18,1.255,1.12,2.182,0.864,9.5,f,1.87,-1.43,7.88,17.72,6.8,8.0,7.11
Prime Media Grp,PRT,0.80,-,0.76,0.825,220,0.80,0.80,0.82,0.80,0.86,0.455,2.2,f,-,-,2.75,-2.7,-,-,-
Q Ltd,QXQ,0.086,-,0.081,0.082,-,-,-,0.09,0.082,0.236,0.056,-,,-,0.02,-,-237.1,-,-,-
REA Grp,REA,12.13,-17,12.00,12.20,655,12.23,12.04,12.37,11.09,12.60,4.17,10,,1.00,0.45,0.82,10.04,120.8,-1.0,-0.08
Resourc & En Grp,REZ,0.17,-,0.13,0.16,-,-,-,0.18,0.15,0.375,0.046,-,,-,0.07,-,-1.35,-,-1.0,-5.56
Seven Network   ,SEV,7.78,-3,7.70,7.85,3613,7.93,7.60,7.98,7.59,8.09,5.03,34,f,7.60,9.70,4.37,258.43,3.0,36.0,4.85
Sky Net,SKT,3.93,-,3.90,3.99,44,-,-,4.01,3.85,4.15,3.05,11.39,,1.72,-0.47,2.90,19.63,20.0,3.0,0.77
Sthn Cross Media,SXL,2.16,-3,2.10,2.20,2653,2.19,2.11,2.25,2.11,2.31,0.826,6.7,,-,-0.51,3.10,-36.65,-,-9.0,-4
STW Comms,SGN,0.89,0.5,0.89,0.90,6142,0.905,0.88,0.905,0.825,0.95,0.44,3.5,f,2.09,0.15,3.93,7.32,12.2,5.5,6.59
Ten Network Hldgs,TEN,1.83,0.5,1.815,1.83,44974,1.845,1.82,1.855,1.82,1.94,0.78,2,,2.31,-0.29,1.09,4.62,39.6,-,-
TPL Corp Ltd,TPL,0.02,-,0.018,0.02,500,0.02,0.02,0.023,0.02,0.028,0.002,-,,-,-,-,-0.21,-,-0.3,-13.04
Two Way Ltd,TTV,0.039,-,0.036,0.04,-,-,-,0.041,0.039,0.078,0.016,-,,-,0.01,-,-3.44,-,-0.1,-2.5
Village Roadshow,VRL,2.45,2,2.45,2.50,69,2.45,2.44,2.48,2.40,2.48,0.77,3.75,,11.12,-1.97,1.53,41.69,5.9,-,-
  'a' pref,VRLPA,2.60,-,2.39,2.59,-,-,-,2.65,2.51,2.65,0.49,3.75,,-,-,1.44,-,-,-,-
WAG Ltd,WAG,0.01,-,0.009,0.01,6500,0.01,0.01,0.01,0.008,0.011,0.003,-,,-,-,-,-0.01,-,0.1,11.11
West Aust News,WAN,8.44,14,8.41,8.45,5694,8.44,8.27,8.44,8.00,8.48,3.96,29,f,1.29,-,3.44,37.3,22.6,45.0,5.63
World Wide Ent Grp,WWG,0.09,-,0.085,0.09,-,-,-,0.09,0.09,0.20,0.055,-,,-,-,-,3.05,3.0,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.70,-,-,-,3.50,3.50,3.70,2.00,20,f,1.86,2.44,5.71,37.1,9.4,-5.0,-1.41
Adultshop Com,ASC,0.009,-,0.009,0.01,6500,0.01,0.009,0.01,0.009,0.015,0.004,-,,-,0.02,-,-0.19,-,-0.1,-10
  opt dec11,ASCO,0.002,-0.2,0.002,0.004,17447,0.002,0.002,0.004,0.002,0.005,0.002,-,,-,-,-,-,-,-0.2,-50
AMA Grp Ltd,AMA,0.048,-,0.046,0.05,-,-,-,0.048,0.046,0.078,0.019,-,,-,-0.09,-,7.75,0.6,0.2,4.35
AP Eagers Ltd,APE,12.95,45,12.70,12.95,29,12.95,12.85,12.95,12.50,13.55,6.12,62,f,1.96,8.81,4.79,121.6,10.6,45.0,3.6
ARB Corp,ARP,5.90,-4,5.86,5.90,147,5.95,5.85,6.09,5.62,6.09,2.693,17.5,f,2.31,1.22,2.97,40.44,14.6,25.0,4.42
Automotive Hldgs,AHE,2.72,10,2.71,2.75,4210,2.72,2.63,2.72,2.60,2.74,1.15,17,f,1.66,0.75,6.25,28.14,9.7,7.0,2.64
Beyond Sportswear,BSI,0.018,-,0.018,0.02,-,-,-,0.018,0.018,0.045,0.007,-,,-,-0.01,-,-0.57,-,-,-
Breville Grp Ltd,BRG,2.21,-1,2.13,2.23,1976,2.22,2.20,2.22,2.01,2.45,0.61,7.5,,1.68,0.59,3.39,12.62,17.5,15.0,7.28
Cash Convert ord/div   ,CCV,0.57,-1,0.57,0.58,11110,0.59,0.57,0.59,0.565,0.71,0.395,3,f,2.32,0.23,5.26,6.97,8.2,0.5,0.88
Clive Peeters,CPR,0.25,-1,0.25,0.26,4,0.25,0.25,0.265,0.25,0.74,0.10,-,,-,0.27,-,-7.6,-,-1.0,-3.85
Country Road Ltd,CTY,3.65,-,3.67,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-
David Jones Ltd,DJS,4.56,2,4.55,4.57,22678,4.58,4.52,4.74,4.52,5.96,2.90,29,f,1.14,1.22,6.36,33,13.8,-14.0,-2.98
Fantastic Hldgs,FAN,3.58,-,3.58,3.60,19,3.58,3.58,3.60,3.57,4.29,2.27,11.75,f,2.06,0.81,3.28,24.21,14.8,-,-
Harvey Norman,HVN,3.59,1,3.59,3.60,12989,3.61,3.58,3.65,3.57,4.85,2.65,13,f,1.98,2.10,3.62,25.78,13.9,-11.0,-2.97
Hire Intelligence,HII,0.14,-,0.12,0.25,-,-,-,0.14,0.14,0.20,0.13,1,,0.98,-,7.14,0.98,14.3,-,-
JB Hi-Fi Ltd,JBH,19.34,14,19.23,19.36,5287,19.36,19.21,20.37,19.11,23.71,12.00,62,f,1.67,1.71,3.21,103.42,18.7,-88.0,-4.35
Joyce Corp,JYC,0.39,-,0.37,0.40,-,-,-,0.39,0.39,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,-,-
Manaccom Corp Ltd,MNL,0.36,-,0.315,0.35,-,-,-,0.36,0.31,0.55,0.20,1.5,f,4.79,-,4.17,7.18,5.0,0.5,1.41
Myer Hldgs Ltd,MYR,3.19,-3,3.19,3.20,48652,3.23,3.18,3.35,3.18,3.98,3.12,10.5,f,0.39,-0.21,3.29,4.1,77.8,-16.0,-4.78
Nick Scali Ltd,NCK,1.59,-1,1.58,1.59,176,1.60,1.59,1.60,1.56,1.75,0.54,10.5,f,1.00,0.22,6.60,10.46,15.2,3.0,1.92
Noni B Ltd,NBL,1.32,-,1.33,1.39,-,-,-,1.425,1.315,1.50,0.81,6,f,1.77,0.51,4.55,10.6,12.5,-10.0,-7.04
Orotongrp Ltd,ORL,7.06,-6,7.06,7.09,115,7.12,7.06,7.13,6.99,7.21,2.855,44,f,1.25,0.74,6.23,54.92,12.9,15.0,2.17
Pac Brands,PBG,1.265,1,1.255,1.27,15770,1.285,1.26,1.35,1.255,1.52,0.371,-,,-,-0.04,-,-7.6,-,-7.0,-5.24
Premier Invest,PMV,7.57,-8,7.56,7.65,2127,7.71,7.52,7.71,7.37,8.934,3.871,36,f,1.38,2.19,4.76,49.85,15.2,4.0,0.53
Quickflix Ltd,QFX,0.068,-0.2,0.067,0.07,1000,0.068,0.068,0.074,0.062,0.09,0.038,-,,-,-,-,-1.64,-,0.6,9.68
RCG Corp Ltd,RCG,0.54,-,0.535,0.55,738,0.55,0.54,0.55,0.53,0.64,0.265,2.25,f,1.19,0.09,4.17,2.67,20.2,1.0,1.89
Ruralco Hldgs,RHL,2.85,-,2.81,2.88,74,2.88,2.85,2.88,2.75,3.00,1.72,12,f,1.33,1.76,4.21,15.97,17.8,7.0,2.52
Specialty Fashion,SFH,1.475,-,1.45,1.475,1159,1.48,1.45,1.49,1.45,1.65,0.36,4,f,4.45,0.25,2.71,17.8,8.3,-3.5,-2.32
Super Cheap Auto ,SUL,4.98,-8,4.96,5.13,715,5.08,4.96,5.20,4.96,5.95,2.72,20,f,1.60,0.74,4.02,31.9,15.6,-16.0,-3.11
The Reject Shop,TRS,16.90,20,16.65,17.00,1047,17.03,16.76,17.03,16.57,17.39,10.50,62,f,1.39,2.17,3.67,86.4,19.6,27.0,1.62
Thorn Grp Ltd,TGA,1.09,-,1.08,1.10,481,1.095,1.09,1.12,1.085,1.28,0.535,5.47,f,2.46,0.47,5.02,13.43,8.1,-0.5,-0.46
TVN Corp Ltd,TVN,0.009,-,0.008,0.012,-,-,-,0.009,0.007,0.013,0.002,-,,-,-,-,-0.14,-,0.1,12.5
Vita Grp Ltd,VTG,0.28,-0.5,0.28,0.295,3000,0.295,0.28,0.295,0.28,0.345,0.085,-,,-,-0.05,-,6.56,4.3,-0.5,-1.75
Warehouse Grp,WHS,2.91,-7,2.92,2.98,443,2.91,2.91,2.98,2.91,3.694,2.561,17.83,,1.22,0.83,6.13,21.82,13.3,1.0,0.34
Wotif Com Hldgs,WTF,7.69,-18,7.67,7.85,2666,7.89,7.68,8.08,7.68,8.08,3.75,20,f,1.21,-0.06,2.60,24.23,31.7,-,-
