Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4671.9 at 16:47 18/12/2009  Report at 19:05 Friday 18/12/2009. Processed 19:37 Friday 18/12/2009.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Funtastic Ltd,FUN,0.22,3,0.22,0.225,4777,0.22,0.19,0.225,0.16,0.30,0.105,-,,-,0.05,-,-49.5,-,1.0,4.76
Gale Pacific Ltd,GAP,0.14,-,0.14,0.155,-,-,-,0.14,0.135,0.17,0.035,-,,-,0.24,-,-6.75,-,-1.0,-6.67
Gazal Corp,GZL,1.39,4,1.33,1.39,138,1.39,1.35,1.39,1.35,1.55,0.85,8,f,1.41,0.60,5.76,11.3,12.3,4.0,2.96
GLG Corp Ltd,GLE,0.39,-,0.28,0.39,-,-,-,0.39,0.39,0.39,0.13,-,,-,0.45,-,3.55,11.0,-,-
Globe Intl,GLB,0.47,-3,0.385,0.47,8,0.47,0.47,0.50,0.45,0.50,0.125,-,,-,0.70,-,-21.39,-,3.5,8.05
GUD Hldgs,GUD,8.32,12,8.12,8.38,2158,8.40,8.06,8.71,8.06,9.67,4.87,60,f,1.00,0.66,7.21,60,13.9,-18.0,-2.12
Headline Grp Ltd,HLD,0.19,-1,0.18,0.20,1235,0.195,0.19,0.21,0.19,0.215,0.08,-,,-,0.12,-,-1.31,-,-,-
Island Sky Aust,ISK,0.095,-,0.095,0.105,283,0.10,0.095,0.12,0.089,0.355,0.089,-,,-,0.08,-,0.63,15.1,-2.5,-20.83
  opt nov11,ISKO,-,-,0.005,0.05,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.63,-1.5,1.62,1.63,8376,1.635,1.61,1.685,1.61,1.82,1.60,-,,-,-,-,-,-,-4.0,-2.4
Kresta Hldgs,KRS,0.20,-,0.20,0.22,894,0.22,0.20,0.22,0.20,0.225,0.08,1,f,2.68,0.16,5.00,2.68,7.5,-1.0,-4.76
McPherson's Ltd,MCP,3.30,-3,3.27,3.30,495,3.30,3.19,3.38,3.18,3.38,0.27,13,,2.32,-0.52,3.94,30.2,10.9,14.0,4.43
Merchant House,MHI,0.16,-,0.16,0.19,140,0.16,0.16,0.17,0.155,0.17,0.08,1,,4.40,0.27,6.25,4.4,3.6,1.5,10.34
Mesbon China Nylon,MES,0.095,0.5,0.09,0.095,-,0.095,0.095,0.10,0.09,0.14,0.04,2,,-,0.32,21.05,-1.3,-,-0.5,-5
Photo-Me Aust,PTO,0.006,-0.7,0.005,0.006,1430,0.008,0.006,0.008,0.006,0.021,0.004,-,,-,-0.02,-,-2.5,-,-0.2,-21.73
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.135,-0.5,0.13,0.145,3285,0.14,0.135,0.16,0.135,0.42,0.09,-,,-,0.02,-,2.97,4.5,-2.5,-15.62
Shenhua Ltd,SHU,0.45,-,0.45,0.50,-,-,-,0.45,0.45,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.21,-,2.19,2.43,-,-,-,2.21,2.13,2.69,1.393,21,f,1.16,1.06,9.50,24.35,9.1,-9.0,-3.91
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.40,0.35,0.57,0.35,-,,-,-,-,-,-,-5.0,-12.5
Treyo Leisure,TYO,0.30,-,0.25,0.30,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.165,-,0.125,0.17,-,-,-,0.17,0.15,0.245,0.07,3.5,,-,0.33,21.21,-6.18,-,-0.5,-2.94
Undercoverwear,UCW,0.29,-,0.29,0.40,200,0.29,0.29,0.305,0.29,0.32,0.16,2,f,-,0.10,6.90,-4.72,-,-3.0,-9.38
Vmoto Ltd,VMT,0.18,-1,0.18,0.185,7853,0.185,0.18,0.20,0.18,0.215,0.03,-,,-,0.01,-,-1.27,-,-2.0,-10
Waterco Ltd,WAT,0.95,-,0.95,1.15,80,0.95,0.95,0.95,0.935,1.00,0.48,5,f,1.60,1.36,5.26,8,11.9,1.5,1.6
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.19,-,0.19,0.195,-,-,-,0.20,0.19,0.22,0.05,-,,-,0.02,-,-4.45,-,-1.0,-5
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.155,0.5,0.15,0.155,16215,0.155,0.145,0.155,0.145,0.28,0.10,0.5,f,5.60,0.05,3.23,2.8,5.5,0.5,3.33
  opt dec10,ABQO,0.005,-,0.003,0.005,-,-,-,0.005,0.005,0.029,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.07,19,4.05,4.08,35457,4.10,3.83,4.10,3.77,5.75,3.16,14.5,f,-,0.35,3.56,-0.2,-,22.0,5.71
Artist & Entertain,AEM,0.016,-,0.014,0.016,-,0.016,0.016,0.016,0.014,0.025,0.003,-,,-,-,-,2.83,0.6,0.2,14.29
Capital Intelligence,CPT,0.029,-,0.02,0.029,-,0.029,0.029,0.03,0.029,0.06,0.003,-,,-,-,-,0.09,32.2,-0.1,-3.33
Celtex Ltd,CXE,0.023,-,0.022,0.08,-,-,-,0.023,0.022,0.03,0.015,-,,-,-0.01,-,-0.72,-,0.3,15
Centrebet Internat,CIL,1.22,7,1.165,1.22,280,1.22,1.15,1.22,1.115,1.39,0.86,9.5,,1.00,0.08,7.79,9.5,12.8,7.0,6.09
Crown Ltd,CWN,7.69,1,7.61,7.71,17055,7.72,7.50,7.89,7.50,9.39,4.56,37,p,-,3.42,4.81,-166.89,-,-7.0,-0.9
Domino Pizza Enterpr,DMP,5.08,24,5.00,5.08,1441,5.10,4.90,5.10,4.75,5.10,2.60,12.4,f,1.82,0.69,2.44,22.6,22.5,28.0,5.83
Early Learning Serv,ELY,0.145,3,0.13,0.23,363,0.145,0.14,0.145,0.11,0.145,0.07,-,,-,-,-,-25.22,-,3.5,31.82
eBet Ltd,EBT,0.078,-,0.076,0.078,21,0.078,0.078,0.078,0.078,0.105,0.024,-,,-,-0.01,-,0.7,11.1,-,-
Enerji Ltd,ERJ,0.21,-,-,-,-,-,-,0.209,0.209,0.239,0.004,-,,-,-,-,-3.71,-,0.1,0.43
Eumundi Grp Ltd,EBG,0.07,-,0.065,0.07,-,0.07,0.07,0.07,0.07,0.14,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,17.56,-8,17.28,17.56,1574,17.64,17.25,17.69,16.70,18.86,3.39,9,,4.26,1.92,0.51,38.3,45.8,60.0,3.54
Garratt's Ltd,GRT,0.50,-,0.34,0.50,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.12,-,0.12,0.13,-,-,-,0.12,0.12,0.18,0.12,2.2,,0.40,0.05,18.33,0.89,13.5,-,-
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.85,19,5.63,5.85,1855,5.85,5.60,5.85,5.60,6.48,4.48,24.5,f,1.22,0.35,4.19,29.9,19.6,14.0,2.45
Jetset Travelworld,JET,1.425,-0.5,1.37,1.425,33,1.425,1.425,1.43,1.36,1.47,0.55,7,f,1.06,0.10,4.91,7.39,19.3,6.5,4.78
Kip McGrath Edu Cntr,KME,0.275,-,0.275,0.28,-,-,-,0.285,0.275,0.45,0.105,2,f,8.50,-0.09,7.27,17,1.6,0.5,1.85
Macro Corp Ltd,MAC,0.027,-0.2,0.001,0.027,-,0.027,0.027,0.029,0.027,0.04,0.027,-,,-,0.07,-,-0.37,-,-0.2,-6.9
National Leisure,NLG,0.036,0.2,0.035,0.036,4933,0.036,0.034,0.038,0.034,0.044,0.005,-,,-,-0.30,-,0.08,45.0,0.2,5.88
Navitas Ltd,NVT,4.12,14,4.04,4.15,4014,4.22,4.00,4.22,3.84,4.24,2.01,14.3,f,1.00,-0.23,3.47,14.3,28.8,24.0,6.19
Newhaven Hotels,NHH,1.88,-,1.90,2.49,-,-,-,1.88,1.88,2.35,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.38,-,0.35,0.40,-,-,-,0.38,0.37,0.40,0.24,1.5,f,0.89,0.41,3.95,1.33,28.6,1.0,2.7
Odyssey Gaming,ODG,0.07,-,0.035,0.50,-,-,-,0.07,0.07,0.07,0.017,-,,-,0.06,-,0.24,29.2,-,-
Planet Platinum,PPN,0.25,-,0.25,0.355,-,-,-,0.25,0.18,0.30,0.096,2.06,f,0.97,0.20,8.24,2,12.5,7.0,38.89
Qld Trustees Invest,QTI,0.47,-,0.47,0.60,-,-,-,0.47,0.47,0.475,0.37,-,,-,0.79,-,1.3,36.2,-,-
Reef Casino Tr unt,RCT,2.00,1,1.97,2.00,313,2.05,2.00,2.05,1.96,2.15,1.65,24.5,,0.04,2.64,12.25,1.1,181.8,-,-
Retail Food Grp,RFG,2.49,-3,2.47,2.58,11,2.49,2.49,2.59,2.49,2.90,1.05,9.25,f,2.56,-0.86,3.71,23.7,10.5,-1.0,-0.4
Sino Strategic Intl,SSI,0.39,-1,0.39,0.475,1220,0.40,0.36,0.575,0.30,0.92,0.30,-,,-,-0.04,-,-70,-,-18.5,-32.17
Sky City Entertain,SKC,2.68,8,2.61,2.68,3794,2.68,2.60,2.69,2.57,2.89,1.90,5.44,,3.46,0.47,2.03,18.83,14.2,8.0,3.08
Slater & Gordon,SGH,1.52,-,1.395,1.61,-,-,-,1.53,1.50,1.82,1.33,4.25,f,3.74,0.80,2.80,15.9,9.6,1.0,0.66
Superwoman Grp,SPG,0.011,-,0.013,0.035,-,-,-,0.011,0.011,0.04,0.007,-,,-,-,-,-0.3,-,-,-
Tabcorp Hldgs Ltd,TAH,6.87,2,6.86,6.90,21539,6.90,6.75,6.93,6.68,7.70,6.05,65,f,1.43,-0.02,9.46,93.2,7.4,-5.0,-0.72
Tatts Grp Ltd,TTS,2.35,-1,2.34,2.35,28515,2.35,2.33,2.42,2.33,2.97,2.33,21,f,1.04,-0.56,8.94,21.9,10.7,-3.0,-1.26
Transmetro Corp,TCO,0.70,-,0.51,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.07,-,0.07,-,-,-,-,0.07,0.07,1.30,0.046,-,,-,0.36,-,3,2.3,-,-
Webjet Ltd,WEB,1.84,-1,1.84,1.86,830,1.86,1.80,1.86,1.80,2.00,0.933,5.5,f,1.86,0.38,2.99,10.24,18.0,2.0,1.1
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.24,-,0.24,0.25,70,0.24,0.24,0.245,0.24,0.345,0.165,1,,0.45,0.08,4.17,0.45,53.3,-0.5,-2.04
Amalgamated Hldgs,AHD,5.45,-3,5.28,5.45,238,5.45,5.32,5.58,5.20,6.24,3.598,32,f,1.67,4.48,5.87,53.5,10.2,-8.0,-1.45
APN News & Media,APN,2.25,1,2.24,2.26,9288,2.28,2.19,2.28,2.15,2.61,0.866,12,,-,-1.23,5.33,-13.1,-,-,-
Aspermont Ltd,ASP,0.14,-,0.10,0.14,-,-,-,0.15,0.14,0.271,0.14,0.13,,-,-0.06,0.93,-0.22,-,-1.0,-6.67
Austar United,AUN,1.40,7,1.345,1.42,30590,1.40,1.31,1.40,1.265,1.465,0.65,-,,-,-0.33,-,-2.4,-,10.0,7.69
Austereo Grp Ltd,AEO,1.51,-3,1.50,1.56,1104,1.545,1.50,1.545,1.48,1.74,1.04,9.1,f,1.32,-0.01,6.03,11.98,12.6,-,-
Beyond Intl,BYI,0.66,-,0.68,0.80,-,-,-,0.66,0.66,0.67,0.50,5,,1.46,0.42,7.58,7.28,9.1,-,-
Brisbane Broncos,BBL,0.40,-,0.32,0.40,-,-,-,0.40,0.40,0.40,0.23,-,,-,0.12,-,1.42,28.2,-,-
BSA Ltd,BSA,0.30,-,0.285,0.30,-,-,-,0.31,0.29,0.325,0.12,2,f,2.00,0.03,6.67,4.01,7.5,-1.0,-3.23
Commstrat Ltd,COJ,0.01,-,0.005,0.01,-,0.01,0.01,0.01,0.01,0.01,0.003,-,,-,-,-,0.02,50.0,-,-
Consolidated Media,CMJ,3.09,6,3.01,3.10,9683,3.09,3.00,3.09,3.00,3.44,1.71,16.5,,3.75,0.66,5.34,61.91,5.0,4.0,1.31
Facilitate Digital,FAC,0.058,-0.3,0.041,0.14,386,0.067,0.058,0.067,0.058,0.15,0.01,-,,-,0.01,-,-7.71,-,-0.3,-4.92
Fairfax Media Ltd,FXJ,1.63,0.5,1.625,1.63,72925,1.635,1.605,1.665,1.59,1.805,0.795,2,,-,-0.37,1.23,-21.6,-,-,-
Hyro Ltd,HYO,0.029,-,0.029,0.031,1554,0.031,0.029,0.031,0.028,0.044,0.01,-,,-,-0.05,-,-5.38,-,-,-
Infochoice Ltd,ICH,0.485,-,-,0.435,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.10,-,0.084,0.10,-,-,-,0.10,0.09,0.17,0.07,-,,-,-,-,-1.53,-,1.6,19.05
Macq Media stpld,MMG,1.82,-11.5,1.80,1.89,122702,1.89,1.73,2.02,1.73,2.16,0.413,6.7,,-,-2.66,3.68,-40.3,-,-14.0,-7.14
Macq Radio,MRN,0.755,-,0.70,0.75,-,-,-,0.85,0.755,0.85,0.17,1.5,,0.03,-0.03,1.99,0.04,1887.5,-9.5,-11.18
MCM Entertainment Gr,MEG,0.20,-,0.20,0.23,-,-,-,0.23,0.20,0.23,0.06,-,,-,0.03,-,0.03,666.7,-0.5,-2.44
Media Grp Int Ltd,MUI,0.018,-,0.018,0.022,-,-,-,0.021,0.017,0.25,0.015,-,,-,-0.08,-,-3.74,-,0.1,5.88
Mitchell Comms,MCU,0.81,1,0.79,0.81,8373,0.81,0.80,0.81,0.73,0.95,0.355,4,f,1.65,-0.22,4.94,6.6,12.3,2.0,2.53
News Corp b voting,NWS,17.34,-10,17.34,17.38,36661,17.45,17.32,17.49,16.33,17.49,8.93,5.14,,14.51,-0.04,0.30,74.58,23.3,114.0,7.04
  a nonvote,NWSLV,14.83,-6,14.80,14.95,643,14.87,14.74,14.92,13.87,14.92,7.86,13.73,,-,-,0.93,-,-,113.0,8.25
Oohmedia Grp Ltd,OOH,0.096,-0.4,0.096,0.10,46,0.096,0.096,0.11,0.09,0.14,0.06,-,,-,-0.10,-,1.17,8.2,-1.4,-12.73
Pac Star Net,PNW,0.05,-,0.041,0.05,-,0.05,0.05,0.05,0.05,0.05,0.023,-,,-,0.01,-,0.06,83.3,-,-
Palamedia Ltd,PMX,0.006,-,0.005,0.009,-,-,-,0.006,0.006,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.47,-,1.46,1.50,5268,1.51,1.465,1.63,1.405,2.182,0.80,12.5,f,1.69,-0.03,8.50,21.08,7.0,-15.0,-9.26
Prime Media Grp,PRT,0.75,-,0.73,0.745,62,0.75,0.73,0.75,0.73,1.191,0.441,3,f,-,-0.22,4.00,-24.5,-,-,-
Q Ltd,QXQ,0.10,-0.5,0.10,0.11,1100,0.105,0.10,0.105,0.10,0.236,0.056,-,,-,-0.23,-,4.1,2.4,-0.5,-4.76
REA Grp,REA,9.07,8,9.05,9.07,2120,9.10,8.99,9.25,8.61,9.25,3.38,10,f,0.07,0.30,1.10,0.74,1225.7,54.0,6.33
Real Brand Hldgs,RBH,-,-,-,-,-,-,-,0.23,0.046,0.375,0.046,-,,-,0.01,-,-0.28,-,-18.4,-80
Resourc & En Grp,REZ,-,-,-,-,-,-,-,0.23,0.046,0.375,0.046,-,,-,0.01,-,-0.28,-,-18.4,-80
Seven Network   ,SEV,6.48,-9,6.47,6.60,2443,6.60,6.44,6.62,6.42,7.24,5.03,34,f,0.19,7.27,5.25,6.38,101.6,6.0,0.93
Sky Net fpo nz,SKT,3.95,35,3.95,3.99,12,3.99,3.95,3.99,3.60,4.05,2.96,11.48,,1.59,0.50,2.91,18.27,21.6,15.0,3.95
STW Comms,SGN,0.75,-0.5,0.735,0.75,1979,0.75,0.73,0.755,0.665,0.95,0.284,4.7,f,1.73,-0.15,6.27,8.15,9.2,6.5,9.49
Ten Network Hldgs,TEN,1.575,1.5,1.53,1.585,70322,1.585,1.515,1.60,1.515,1.62,0.615,2,,-,-0.35,1.27,-9.62,-,2.5,1.61
TPL Corp Ltd,TPL,0.023,0.3,0.022,0.023,6940,0.023,0.022,0.023,0.02,0.026,0.002,-,,-,-,-,-0.06,-,0.1,4.55
Two Way Ltd,TTV,0.064,-,0.057,0.064,-,0.064,0.064,0.064,0.064,0.078,0.015,-,,-,0.02,-,-3.1,-,-,-
Village Roadshow,VRL,1.725,-7.5,1.72,1.80,14,1.75,1.725,1.80,1.72,1.93,0.77,9.75,f,-,-1.18,5.65,-2.17,-,0.5,0.29
  'a' pref,VRLPA,1.72,-,1.72,1.75,68,1.75,1.72,1.75,1.72,1.87,0.49,12.75,,-,-,7.41,-,-,-,-
WAG Ltd,WAG,0.007,-,0.007,0.008,1400,0.007,0.007,0.008,0.007,0.011,0.002,-,,-,-,-,-0.12,-,-0.1,-12.5
West Aust News,WAN,8.03,45,8.00,8.10,4650,8.09,7.58,8.09,7.43,8.48,3.62,33,f,1.28,-,4.11,42.1,19.1,24.0,3.08
World Wide Ent Grp,WWG,0.18,-,0.18,0.195,-,-,-,0.19,0.115,0.25,0.09,-,,-,0.31,-,2,9.0,9.0,100
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.48,-,3.53,3.77,-,-,-,3.48,3.40,3.48,1.65,16,f,1.74,2.37,4.60,27.9,12.5,-,-
Adultshop Com,ASC,0.01,-,0.009,0.01,8246,0.011,0.01,0.011,0.009,0.012,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.003,0.006,-,-,-,0.003,0.003,0.004,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.05,-0.1,0.05,0.055,810,0.056,0.05,0.056,0.045,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.5,11.11
AP Eagers Ltd,APE,12.12,-88,12.12,12.69,34,12.84,12.10,13.00,10.60,13.00,4.45,44,f,0.82,8.41,3.63,36.1,33.6,162.0,15.43
ARB Corp,ARP,4.99,1,4.96,5.04,55,5.00,4.98,5.05,4.84,5.20,2.368,16.5,f,2.05,1.22,3.31,33.86,14.7,10.0,2.04
Automotive Hldgs,AHE,2.38,-,2.38,2.40,1410,2.40,2.37,2.42,2.34,2.60,0.48,14,f,0.89,0.69,5.88,12.4,19.2,-2.0,-0.83
Beyond Sportswear,BSI,0.019,-0.5,0.006,0.019,-,0.019,0.019,0.024,0.019,0.045,0.007,-,,-,-0.01,-,-0.23,-,-0.5,-20.83
Breville Grp Ltd,BRG,1.64,4.5,1.60,1.68,307,1.65,1.62,2.31,1.55,2.45,0.465,5.5,,1.65,0.49,3.35,9.08,18.1,-67.0,-29
Cash Convert ord/div   ,CCV,0.66,-2.5,0.66,0.67,9253,0.685,0.66,0.70,0.66,0.70,0.26,3,f,2.26,0.09,4.55,6.77,9.7,-1.0,-1.49
Cheviot Bridge,CVB,0.045,-0.6,0.056,0.045,1083,0.056,0.045,0.056,0.045,0.07,0.01,-,,-,-,-,0.97,4.6,-0.7,-13.46
Clive Peeters,CPR,0.50,-1.5,0.50,0.525,2060,0.515,0.48,0.545,0.48,0.74,0.075,1.5,,-,0.27,3.00,-7.1,-,-5.0,-9.09
Country Road Ltd,CTY,3.24,-,3.41,-,-,-,-,3.24,3.24,3.53,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
Danks Hldgs,DKS,13.30,-,-,-,-,-,-,13.30,13.30,14.00,4.90,75,f,1.44,-,5.64,108.1,12.3,-,-
David Jones Ltd,DJS,5.25,-19,5.25,5.28,68423,5.41,5.23,5.49,5.23,5.96,2.02,28,f,1.13,1.16,5.33,31.5,16.7,-25.0,-4.55
Fantastic Hldgs,FAN,3.89,-,3.90,3.99,-,-,-,4.00,3.85,4.25,1.65,9.5,f,2.04,0.72,2.44,19.37,20.1,4.0,1.04
Harvey Norman,HVN,4.21,-3,4.18,4.25,24972,4.24,4.14,4.28,4.14,4.85,1.805,11,f,1.83,2.01,2.61,20.18,20.9,1.0,0.24
Hire Intelligence,HII,0.145,-,0.145,0.165,-,-,-,0.145,0.145,0.20,0.14,1,f,1.25,0.12,6.90,1.25,11.6,-,-
JB Hi-Fi Ltd,JBH,22.34,44,22.28,22.46,7510,22.46,21.50,23.55,21.50,23.71,8.41,44,f,2.01,1.21,1.97,88.26,25.3,-66.0,-2.87
Joyce Corp,JYC,0.55,-,0.42,0.53,-,-,-,0.53,0.53,0.70,0.37,3.5,,-,0.69,6.36,-6.54,-,2.0,3.77
Manaccom Corp Ltd,MNL,0.45,1.5,0.44,0.45,2212,0.45,0.435,0.45,0.415,0.55,0.20,1.5,f,4.60,0.03,3.33,6.9,6.5,3.5,8.43
Myer Hldgs Ltd,MYR,3.68,-6,3.67,3.68,29272,3.74,3.66,3.86,3.66,3.98,3.60,-,,-,-,-,-,-,-15.0,-3.92
Nick Scali Ltd,NCK,1.32,-,1.32,1.34,-,-,-,1.35,1.32,1.39,0.38,6,f,0.98,0.20,4.55,5.9,22.4,-3.0,-2.22
Noni B Ltd,NBL,1.30,-5,1.30,1.33,350,1.32,1.30,1.38,1.10,1.38,0.70,2,,3.55,0.32,1.54,7.1,18.3,15.0,13.04
Orotongrp Ltd,ORL,6.25,-1,6.25,6.28,20,6.26,6.25,6.32,6.21,6.50,1.984,38,f,1.26,0.63,6.08,47.7,13.1,-10.0,-1.57
Pac Brands,PBG,1.105,-1.5,1.10,1.11,81756,1.115,1.065,1.245,1.065,1.52,0.127,8.5,,-,-0.06,7.69,-39.9,-,-13.0,-10.53
Premier Invest,PMV,8.25,-10,8.25,8.30,962,8.35,8.25,8.50,8.23,9.15,3.268,35,f,1.78,2.07,4.24,62.44,13.2,-3.0,-0.36
Quickflix Ltd,QFX,0.068,-0.2,0.061,0.069,400,0.07,0.068,0.07,0.065,0.08,0.01,-,,-,-,-,-1.86,-,0.3,4.62
RCG Corp Ltd,RCG,0.51,-,0.51,0.52,323,0.52,0.51,0.53,0.51,0.59,0.213,1.5,f,1.77,0.11,2.94,2.66,19.2,-2.0,-3.77
Ruralco Hldgs,RHL,2.26,-,2.18,2.25,-,-,-,2.29,2.18,3.09,1.72,12,f,1.33,1.76,5.31,15.97,14.2,1.0,0.44
Specialty Fashion,SFH,1.40,-8.5,1.40,1.42,1980,1.45,1.40,1.53,1.40,1.55,0.175,2,,5.90,0.10,1.43,11.8,11.9,-12.0,-7.89
Super Cheap Auto ,SUL,5.55,3,5.55,5.64,836,5.60,5.38,5.61,5.31,5.95,2.04,18,f,1.68,0.69,3.24,30.2,18.4,17.0,3.16
The Reject Shop,TRS,13.61,-24,13.30,13.74,1246,13.85,13.30,14.08,13.30,14.30,9.10,55,f,1.34,1.53,4.04,73.6,18.5,-24.0,-1.73
