Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4588.8 at 16:39 12/2/2010  Report at 19:06 Friday 12/2/2010. Processed 19:26 Friday 12/2/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.25,-,1.22,1.40,-,-,-,1.25,1.25,1.55,0.85,8,f,1.41,0.60,6.40,11.3,11.1,-,-
GLG Corp Ltd,GLE,0.40,-,0.28,0.385,-,-,-,0.40,0.40,0.40,0.13,-,,-,0.45,-,3.55,11.3,-,-
Globe Intl,GLB,0.43,-,0.435,0.45,73,0.43,0.43,0.43,0.43,0.525,0.125,-,,-,0.70,-,-21.39,-,-0.5,-1.15
GUD Hldgs,GUD,9.02,-2,8.96,9.12,4466,9.09,8.96,9.16,8.90,9.67,4.87,61,f,1.18,1.09,6.76,71.73,12.6,-9.0,-0.99
Headline Grp Ltd,HLD,0.23,-,0.225,0.23,795,0.23,0.23,0.23,0.22,0.23,0.08,-,,-,0.12,-,-1.31,-,0.5,2.22
Island Sky Aust,ISK,0.088,0.8,0.082,0.088,321,0.088,0.086,0.09,0.08,0.335,0.08,-,,-,0.08,-,0.63,14.0,0.1,1.15
  opt nov11,ISKO,0.025,-,0.018,0.035,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.55,1,1.55,1.56,6229,1.57,1.54,1.57,1.48,1.82,1.48,-,,-,-,-,-,-,1.5,0.98
Kresta Hldgs,KRS,0.335,0.5,0.33,0.335,350,0.335,0.33,0.34,0.32,0.34,0.08,1,f,2.68,0.16,2.99,2.68,12.5,0.5,1.52
McPherson's Ltd,MCP,2.84,-1,2.84,2.91,108,2.87,2.84,2.95,2.82,3.48,0.27,-,,-,-0.52,-,30.2,9.4,-8.0,-2.74
Merchant House,MHI,0.155,-,0.15,0.165,-,-,-,0.165,0.155,0.18,0.08,1,,4.40,0.27,6.45,4.4,3.5,-1.0,-6.06
Mesbon China Nylon,MES,0.095,-0.5,0.09,0.095,250,0.095,0.095,0.10,0.09,0.14,0.05,-,,-,0.32,-,-1.3,-,0.5,5.56
Photo-Me Aust,PTO,0.005,-,0.004,0.009,-,-,-,0.005,0.005,0.021,0.004,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.13,1,0.12,0.13,90,0.13,0.13,0.13,0.12,0.42,0.09,-,,-,0.02,-,2.97,4.4,-,-
Shenhua Ltd,SHU,0.51,-,-,0.50,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.55,5,2.50,2.63,30,2.55,2.55,2.60,2.42,2.76,1.407,21,f,1.39,0.91,8.24,29.22,8.7,-17.0,-6.25
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,0.11,-,1.1,27.3,-,-
TWT Grp Ltd,TWT,0.13,-,0.13,0.20,-,-,-,0.13,0.13,0.19,0.07,-,,-,0.33,-,-6.18,-,-,-
Undercoverwear,UCW,0.30,-,0.24,0.30,5,0.30,0.30,0.30,0.30,0.32,0.16,2,f,-,0.10,6.67,-4.72,-,-,-
Vmoto Ltd,VMT,0.15,-1,0.145,0.15,8417,0.155,0.145,0.165,0.145,0.215,0.03,-,,-,0.01,-,-1.27,-,-0.5,-3.23
Waterco Ltd,WAT,0.98,-,0.98,1.05,-,-,-,0.98,0.98,1.01,0.48,5,f,1.60,1.36,5.10,8,12.3,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.14,-,0.14,0.16,-,-,-,0.145,0.14,0.22,0.05,-,,-,0.02,-,-4.45,-,-,-
Aircruising Aust,AIG,0.11,-,0.07,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.14,-,0.135,0.14,1000,0.14,0.14,0.14,0.12,0.245,0.10,0.5,f,5.60,0.05,3.57,2.8,5.0,-0.5,-3.45
  opt dec10,ABQO,0.001,-,0.001,0.002,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.39,-5,4.37,4.40,19848,4.47,4.36,4.57,4.31,5.75,3.16,14.5,f,-,0.35,3.30,-0.2,-,4.0,0.92
Artist & Entertain,AEM,0.012,0.2,0.01,0.012,8000,0.012,0.011,0.013,0.009,0.025,0.004,-,,-,-,-,2.83,0.4,-,-
Centrebet Internat,CIL,1.42,2,1.40,1.42,305,1.42,1.40,1.43,1.345,1.60,0.86,9.5,,1.00,0.08,6.69,9.5,14.9,3.5,2.53
Crown Ltd,CWN,7.78,8,7.75,7.81,19945,7.78,7.69,7.93,7.59,9.39,4.56,37,p,-,3.42,4.76,-166.89,-,-5.0,-0.64
Domino Pizza Enterpr,DMP,5.01,-8,5.01,5.11,17,5.11,5.01,5.11,4.90,5.50,2.88,12.4,f,1.82,0.69,2.48,22.6,22.2,-7.0,-1.38
Early Learning Serv,ELY,0.34,-,0.355,0.38,250,0.345,0.34,0.385,0.34,0.45,0.07,-,,-,-,-,-25.22,-,-,-
eBet Ltd,EBT,0.082,0.6,0.08,0.082,3348,0.082,0.076,0.082,0.065,0.105,0.024,-,,-,-0.01,-,0.7,11.7,1.7,26.15
Eumundi Grp Ltd,EBG,0.065,-,0.065,0.073,-,-,-,0.065,0.065,0.10,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,18.86,6,18.80,19.15,4190,19.20,18.60,19.20,18.00,20.15,3.39,9,,4.26,1.92,0.48,38.3,49.2,54.0,2.95
Garratt's Ltd,GRT,0.50,-,0.36,0.57,-,-,-,0.50,0.48,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,-,-
Integrated Legal,IAW,0.125,-,0.125,0.145,-,-,-,0.13,0.125,0.17,0.12,-,,-,0.05,-,0.89,14.0,-0.5,-3.85
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.79,13,5.65,5.82,1786,5.79,5.61,5.79,5.52,6.48,4.48,24.5,f,1.22,0.35,4.23,29.9,19.4,15.0,2.66
Jetset Travelworld,JET,1.345,-,1.34,1.40,-,-,-,1.35,1.305,1.70,0.55,7,f,1.06,0.10,5.20,7.39,18.2,-1.5,-1.1
Kip McGrath Edu Cntr,KME,0.38,-,0.32,0.37,-,-,-,0.38,0.38,0.45,0.105,2,f,8.50,-0.09,5.26,17,2.2,-,-
Macro Corp Ltd,MAC,0.027,-,0.005,0.03,-,-,-,0.029,0.029,0.04,0.027,-,,-,0.07,-,-0.37,-,-0.2,-6.9
National Leisure,NLG,0.022,-,0.022,0.026,-,-,-,0.026,0.022,0.044,0.005,-,,-,-0.30,-,0.08,27.5,-0.4,-15.38
Navitas Ltd,NVT,4.70,4,4.60,4.70,7050,4.70,4.60,4.89,4.57,5.06,2.13,16.9,f,0.99,-0.25,3.60,16.8,28.0,-17.0,-3.49
Newhaven Hotels,NHH,1.90,-,1.90,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.88,1.06,3.16,5.3,35.8,-,-
Ocean Capital,OCE,0.37,-,0.35,0.38,-,-,-,0.37,0.36,0.40,0.24,1.5,f,0.89,0.41,4.05,1.33,27.8,-1.0,-2.63
Odyssey Gaming,ODG,0.05,-,0.04,0.047,-,-,-,0.05,0.05,0.07,0.017,-,,-,0.06,-,0.24,20.8,-,-
Planet Platinum,PPN,0.28,-,0.28,0.30,-,-,-,0.28,0.28,0.30,0.10,2.06,f,0.97,0.20,7.36,2,14.0,-,-
Qld Trustees Invest,QTI,0.45,-,0.44,0.45,-,-,-,0.45,0.45,0.50,0.37,-,,-,0.79,-,1.3,34.6,-,-
Reef Casino Tr unt,RCT,1.91,-,1.95,2.02,-,-,-,1.91,1.91,2.15,1.65,24.5,,0.04,2.64,12.83,1.1,173.6,-,-
Retail Food Grp,RFG,2.81,3,2.76,2.81,812,2.85,2.80,2.85,2.60,3.10,1.15,9.25,f,2.56,-0.86,3.29,23.7,11.9,12.0,4.46
Sino Strategic Intl,SSI,0.65,5,0.65,0.66,614,0.66,0.62,0.66,0.45,0.92,0.30,-,,-,-0.04,-,-70,-,17.0,35.42
Sky City Entertain,SKC,2.49,-1,2.45,2.50,10189,2.50,2.47,2.57,2.47,2.89,1.90,5.44,,3.46,0.47,2.18,18.83,13.2,-6.0,-2.35
Slater & Gordon,SGH,1.53,2,1.53,1.565,403,1.53,1.51,1.595,1.51,1.82,1.425,4.25,f,3.74,0.80,2.78,15.9,9.6,-3.0,-1.92
Stanfield Funds,SFN,0.011,-,0.011,0.013,-,-,-,0.012,0.011,0.03,0.009,-,,-,-0.01,-,-0.72,-,-0.1,-8.33
Success Res Global,SGU,0.02,-,0.02,0.029,-,-,-,0.02,0.02,0.06,0.003,-,,-,-,-,0.09,22.2,-,-
Superwoman Grp,SPG,0.012,-,0.005,0.01,-,-,-,0.013,0.012,0.03,0.007,-,,-,-,-,-0.3,-,-0.1,-7.69
Tabcorp Hldgs Ltd,TAH,6.83,5,6.80,6.84,27946,6.83,6.73,7.17,6.72,7.70,6.05,60,f,1.44,-1.53,8.78,86.1,7.9,-27.0,-3.8
Tatts Grp Ltd,TTS,2.34,-,2.33,2.34,38647,2.35,2.32,2.38,2.26,2.93,2.19,21,f,1.04,-0.56,8.97,21.9,10.7,6.0,2.63
Transmetro Corp,TCO,0.70,-,0.44,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.215,-,0.215,0.23,100,0.215,0.215,0.215,0.215,1.30,0.046,-,,-,0.36,-,3,7.2,-,-
Webjet Ltd,WEB,2.27,4,2.27,2.30,1352,2.30,2.23,2.30,2.13,2.48,1.022,8,f,1.52,0.41,3.52,12.2,18.6,7.0,3.18
Xiaoxiao Education,XXL,0.25,-,0.25,0.27,-,-,-,0.27,0.25,0.30,0.25,-,,-,-,-,-,-,-2.0,-7.41
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.20,-0.5,0.20,0.21,316,0.21,0.20,0.22,0.20,0.31,0.165,1,,0.45,0.08,5.00,0.45,44.4,-1.0,-4.76
Amalgamated Hldgs,AHD,5.95,20,5.85,5.99,1407,5.99,5.89,5.99,5.64,6.24,3.598,32,f,1.67,4.48,5.38,53.5,11.1,31.0,5.5
APN News & Media,APN,2.31,-1,2.26,2.34,12917,2.33,2.29,2.34,2.23,2.61,0.866,12,,-,-1.23,5.19,-13.1,-,-1.0,-0.43
Aspermont Ltd,ASP,0.13,-,0.10,0.155,-,-,-,0.13,0.13,0.271,0.11,-,,-,-0.06,-,-0.22,-,-,-
Austar United,AUN,1.24,-1.5,1.235,1.255,90352,1.285,1.24,1.285,1.18,1.465,0.65,-,,-,-0.33,-,-2.4,-,0.5,0.4
Austereo Grp Ltd,AEO,1.65,1,1.605,1.70,312,1.65,1.605,1.65,1.605,1.785,1.04,9.1,f,1.32,-0.01,5.52,11.98,13.8,-,-
Beyond Intl,BYI,0.78,-,0.78,0.90,-,-,-,0.78,0.78,0.78,0.50,5,,1.46,0.42,6.41,7.28,10.7,-,-
Brisbane Broncos,BBL,0.32,-,0.34,0.40,-,-,-,0.38,0.32,0.40,0.23,0.5,f,2.84,0.12,1.56,1.42,22.5,-6.0,-15.79
BSA Ltd,BSA,0.285,2.5,0.265,0.285,223,0.285,0.275,0.285,0.26,0.34,0.125,2,f,2.00,0.03,7.02,4.01,7.1,-0.5,-1.72
Commstrat Ltd,COJ,0.005,-,0.005,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.02,25.0,-,-
Consolidated Media,CMJ,3.02,2,3.01,3.03,12979,3.04,2.99,3.10,2.99,3.44,1.76,16.5,,3.75,0.66,5.46,61.91,4.9,-8.0,-2.58
Facilitate Digital,FAC,0.045,-,0.045,0.07,-,-,-,0.045,0.045,0.15,0.01,-,,-,0.01,-,-7.71,-,-,-
Fairfax Media Ltd,FXJ,1.75,1,1.745,1.75,124972,1.805,1.74,1.805,1.645,1.885,0.795,2,,-,-0.37,1.14,-21.6,-,2.5,1.45
Hyro Ltd,HYO,0.021,-,0.021,0.022,-,-,-,0.023,0.021,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.2,-8.7
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.15,-,0.15,0.16,-,-,-,0.15,0.15,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Radio,MRN,0.70,-,0.64,0.75,-,-,-,0.78,0.70,0.85,0.17,-,,-,-0.03,-,0.04,1750.0,-12.0,-14.63
MCM Entertainment Gr,MEG,0.18,-,-,0.19,-,-,-,0.18,0.18,0.23,0.071,-,,-,0.03,-,0.03,600.0,-,-
Media Grp Int Ltd,MUI,0.012,0.1,0.012,0.014,1057,0.012,0.012,0.012,0.011,0.25,0.011,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.865,1,0.85,0.87,894,0.87,0.865,0.87,0.78,0.95,0.36,4,f,1.65,-0.22,4.62,6.6,13.1,7.5,9.49
News Corp b voting,NWS,17.32,35,17.25,17.40,19202,17.41,17.05,17.50,16.86,18.41,8.93,5.14,,14.51,0.45,0.30,74.58,23.2,-48.0,-2.7
  a nonvote,NWSLV,14.70,23,14.41,14.80,3960,14.78,14.48,15.01,14.44,15.71,7.86,13.73,,-,-,0.93,-,-,-52.0,-3.42
Oohmedia Grp Ltd,OOH,0.095,0.5,0.10,0.105,1080,0.095,0.095,0.10,0.09,0.12,0.06,-,,-,-0.10,-,1.17,8.1,-0.5,-5
Pac Star Net,PNW,0.04,-,0.03,0.04,25,0.04,0.04,0.04,0.04,0.05,0.023,-,,-,0.01,-,0.06,66.7,-,-
Palamedia Ltd,PMX,0.005,0.1,0.004,0.005,2615,0.005,0.003,0.005,0.003,0.02,0.003,-,,-,-,-,-0.26,-,0.1,25
Photon Grp Ltd,PGA,1.20,1.5,1.20,1.21,2103,1.22,1.20,1.22,1.11,2.182,0.80,12.5,f,1.69,-0.03,10.42,21.08,5.7,-,-
Prime Media Grp,PRT,0.80,-2,0.80,0.82,22,0.80,0.80,0.82,0.765,0.882,0.441,3,f,-,-0.22,3.75,-24.5,-,4.5,5.96
Q Ltd,QXQ,0.085,-,0.086,0.094,-,-,-,0.09,0.085,0.236,0.056,-,,-,-0.23,-,4.1,2.1,-0.5,-5.56
REA Grp,REA,9.47,37,9.31,9.50,108,9.50,9.18,9.50,8.46,9.92,3.38,10,f,0.07,0.30,1.06,0.74,1279.7,34.0,3.72
Resourc & En Grp,REZ,0.16,-,0.16,0.20,-,-,-,0.18,0.16,0.375,0.046,-,,-,0.01,-,-0.28,-,-,-
Seven Network   ,SEV,7.27,7,7.15,7.27,3822,7.29,7.13,7.29,6.65,7.29,5.03,34,f,0.19,7.27,4.68,6.38,113.9,55.0,8.18
Sky Net fpo nz,SKT,3.65,-,3.69,3.97,-,-,-,3.78,3.65,4.15,2.96,11.48,,1.59,0.50,3.15,18.27,20.0,-,-
Sth Cross Media stpld,SXL,1.80,-1,1.735,1.83,17266,1.825,1.74,1.825,1.74,2.16,0.413,6.7,,-,-2.66,3.72,-40.3,-,3.0,1.69
STW Comms,SGN,0.815,1.5,0.795,0.815,3601,0.815,0.795,0.815,0.735,0.95,0.284,3.5,f,2.33,-0.15,4.29,8.15,10.0,3.5,4.49
Ten Network Hldgs,TEN,1.81,9.5,1.74,1.82,323540,1.825,1.72,1.825,1.60,1.825,0.615,2,,-,-0.35,1.10,-9.62,-,29.5,19.47
TPL Corp Ltd,TPL,0.021,-,0.019,0.02,-,-,-,0.021,0.017,0.028,0.002,-,,-,-,-,-0.06,-,0.4,23.53
Two Way Ltd,TTV,0.046,-0.1,0.046,0.051,200,0.046,0.046,0.052,0.046,0.078,0.015,-,,-,0.02,-,-3.1,-,-0.1,-2.13
Village Roadshow,VRL,1.97,-4,1.97,1.99,376,2.01,1.97,2.05,1.92,2.26,0.77,9.75,f,-,-1.18,4.95,-2.17,-,1.0,0.51
  'a' pref,VRLPA,2.04,4,2.04,2.19,8,2.04,2.04,2.14,1.975,2.35,0.49,12.75,,-,-,6.25,-,-,1.0,0.49
WAG Ltd,WAG,0.007,-,0.006,0.008,2500,0.007,0.007,0.007,0.007,0.011,0.002,-,,-,-,-,-0.01,-,-,-
West Aust News,WAN,7.50,25,7.46,7.50,4615,7.50,7.30,7.50,6.84,8.48,3.62,33,f,1.28,-,4.40,42.1,17.8,30.0,4.17
World Wide Ent Grp,WWG,0.09,-,0.09,0.145,-,-,-,0.09,0.09,0.25,0.09,-,,-,0.31,-,2,4.5,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.53,70,3.50,3.50,3.50,3.50,3.53,1.65,16,f,1.74,2.37,4.57,27.9,12.5,-,-
Adultshop Com,ASC,0.01,-,0.01,0.011,55,0.01,0.01,0.01,0.008,0.014,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.001,0.004,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.058,0.4,0.058,0.06,360,0.058,0.058,0.058,0.053,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.5,9.43
AP Eagers Ltd,APE,12.51,-,12.50,12.70,-,-,-,13.00,12.50,13.00,4.45,44,f,0.82,8.41,3.52,36.1,34.7,1.0,0.08
ARB Corp,ARP,5.30,2,5.25,5.36,1312,5.32,5.27,5.33,5.11,5.48,2.368,16.5,f,2.05,1.22,3.11,33.86,15.7,20.0,3.92
Automotive Hldgs,AHE,2.31,-,2.31,2.35,362,2.36,2.29,2.36,2.11,2.60,0.56,14,f,0.89,0.69,6.06,12.4,18.6,18.0,8.45
Beyond Sportswear,BSI,0.016,-,0.016,0.024,-,-,-,0.016,0.016,0.045,0.007,-,,-,-0.01,-,-0.23,-,-,-
Breville Grp Ltd,BRG,1.64,-,1.64,1.70,-,-,-,1.76,1.59,2.45,0.465,5.5,,1.65,0.49,3.35,9.08,18.1,-6.5,-3.81
Cash Convert ord/div   ,CCV,0.67,0.5,0.67,0.675,4451,0.685,0.67,0.685,0.61,0.71,0.29,3,f,2.26,0.09,4.48,6.77,9.9,4.0,6.35
Cheviot Bridge,CVB,0.04,-,0.039,0.042,-,-,-,0.04,0.038,0.07,0.01,-,,-,-,-,0.97,4.1,0.2,5.26
Clive Peeters,CPR,0.40,3,0.37,0.40,622,0.40,0.37,0.40,0.33,0.74,0.075,-,,-,0.27,-,-7.1,-,1.0,2.56
Country Road Ltd,CTY,3.70,-,3.65,-,-,-,-,3.70,3.70,4.00,3.10,13.32,f,1.70,0.92,3.60,22.66,16.3,-,-
David Jones Ltd,DJS,4.84,-,4.83,4.85,17444,4.92,4.81,4.92,4.58,5.96,2.02,28,f,1.13,1.16,5.79,31.5,15.4,22.0,4.76
Fantastic Hldgs,FAN,3.55,2,3.55,3.60,152,3.55,3.53,3.65,3.50,4.29,1.65,9.5,f,2.04,0.72,2.68,19.37,18.3,2.0,0.57
Harvey Norman,HVN,3.74,-5,3.72,3.75,20227,3.82,3.70,3.82,3.65,4.85,1.805,11,f,1.83,2.01,2.94,20.18,18.5,12.0,3.31
Hire Intelligence,HII,0.14,-,0.11,0.13,-,-,-,0.14,0.14,0.20,0.14,1,f,1.25,0.12,7.14,1.25,11.2,-,-
JB Hi-Fi Ltd,JBH,19.60,5,19.57,19.75,8611,19.84,19.53,19.94,18.75,23.71,9.53,62,f,1.67,1.71,3.16,103.42,19.0,-50.0,-2.49
Joyce Corp,JYC,0.52,-,0.42,0.54,-,-,-,0.54,0.52,0.60,0.37,3.5,,-,0.69,6.73,-6.54,-,-2.0,-3.7
Manaccom Corp Ltd,MNL,0.37,-,0.38,0.39,-,-,-,0.37,0.35,0.55,0.20,1.5,f,4.60,0.03,4.05,6.9,5.4,0.5,1.37
Myer Hldgs Ltd,MYR,3.38,2,3.34,3.39,35017,3.41,3.34,3.41,3.18,3.98,3.12,-,,-,-,-,-,-,24.0,7.64
Nick Scali Ltd,NCK,1.40,-,1.40,1.49,-,-,-,1.40,1.40,1.52,0.45,6,f,0.98,0.20,4.29,5.9,23.7,-4.5,-3.11
Noni B Ltd,NBL,1.23,1,1.225,1.50,8,1.23,1.23,1.25,1.20,1.38,0.70,2,,3.55,0.32,1.63,7.1,17.3,3.0,2.5
Orotongrp Ltd,ORL,5.92,10,5.92,6.00,23,5.93,5.92,5.93,5.76,6.54,1.984,38,f,1.26,0.63,6.42,47.7,12.4,17.0,2.96
Pac Brands,PBG,1.105,-1,1.08,1.115,29957,1.125,1.075,1.125,1.02,1.52,0.127,-,,-,-0.06,-,-39.9,-,4.5,4.25
Premier Invest,PMV,8.20,5,8.10,8.20,442,8.20,8.08,8.20,7.97,9.15,3.268,35,f,1.78,2.07,4.27,62.44,13.1,10.0,1.23
Quickflix Ltd,QFX,0.06,-,0.06,0.064,2501,0.064,0.06,0.064,0.06,0.08,0.011,-,,-,-,-,-1.86,-,-,-
RCG Corp Ltd,RCG,0.52,1,0.52,0.53,120,0.53,0.51,0.53,0.51,0.64,0.232,1.5,f,1.77,0.11,2.88,2.66,19.5,-1.0,-1.89
Ruralco Hldgs,RHL,2.34,3,2.35,2.40,41,2.34,2.34,2.36,2.30,3.00,1.72,12,f,1.33,1.76,5.13,15.97,14.7,1.0,0.43
Specialty Fashion,SFH,1.37,2.5,1.36,1.37,2172,1.39,1.36,1.39,1.28,1.65,0.175,-,,-,0.10,-,11.8,11.6,5.0,3.79
Super Cheap Auto ,SUL,4.70,-1,4.60,4.81,327,4.75,4.70,4.94,4.70,5.95,2.04,18,f,1.68,0.69,3.83,30.2,15.6,-10.0,-2.08
The Reject Shop,TRS,13.51,-2,13.36,13.67,632,13.58,13.36,13.68,13.11,14.49,9.72,55,f,1.34,1.53,4.07,73.6,18.4,-14.0,-1.03
Thorn Grp Ltd,TGA,1.105,-1.5,1.10,1.12,1959,1.12,1.105,1.15,1.075,1.28,0.385,5.47,f,2.46,0.47,4.95,13.43,8.2,1.5,1.38
TVN Corp Ltd,TVN,0.007,0.1,0.007,0.013,1250,0.007,0.007,0.007,0.006,0.013,0.002,-,,-,-,-,-0.19,-,0.1,16.67
Vita Grp Ltd,VTG,0.265,0.5,0.265,0.28,524,0.28,0.265,0.28,0.26,0.345,0.058,-,,-,-0.10,-,3.84,6.9,0.5,1.92
Warehouse Grp,WHS,2.98,-,2.92,3.10,-,-,-,3.01,2.98,3.694,2.443,17.34,,1.14,0.77,5.82,19.72,15.1,-12.0,-3.87
Wotif Com Hldgs,WTF,6.51,-3,6.49,6.60,2044,6.65,6.46,6.65,6.30,7.45,3.10,17.5,f,1.19,-0.08,2.69,20.91,31.1,-2.0,-0.31
