Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4656.3 at 16:34 19/2/2010  Report at 19:06 Friday 19/2/2010. Processed 19:44 Friday 19/2/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.20,-,1.11,1.32,-,-,-,1.22,1.20,1.55,0.85,8,f,1.29,0.69,6.67,10.3,11.7,-5.0,-4
GLG Corp Ltd,GLE,0.40,-,0.28,0.385,-,-,-,0.40,0.40,0.40,0.135,-,,-,0.45,-,3.55,11.3,-,-
Globe Intl,GLB,0.45,-,0.41,0.48,-,-,-,0.45,0.435,0.525,0.125,-,,-,0.70,-,-21.39,-,2.0,4.65
GUD Hldgs,GUD,9.36,4,9.36,9.38,2729,9.39,9.30,9.39,9.02,9.67,4.87,61,f,1.18,1.09,6.52,71.73,13.0,34.0,3.77
Headline Grp Ltd,HLD,0.23,-,0.22,0.225,1184,0.235,0.225,0.235,0.225,0.235,0.08,-,,-,0.12,-,-1.31,-,-,-
Island Sky Aust,ISK,0.085,-,0.08,0.084,-,-,-,0.085,0.081,0.335,0.08,-,,-,0.08,-,0.63,13.5,-0.3,-3.41
  opt nov11,ISKO,0.025,-,0.018,0.035,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.64,-1,1.635,1.65,4824,1.645,1.625,1.65,1.55,1.82,1.48,-,,-,-,-,-,-,9.0,5.81
Kresta Hldgs,KRS,0.335,-0.5,0.33,0.34,1845,0.34,0.32,0.34,0.32,0.34,0.08,1,f,2.68,0.16,2.99,2.68,12.5,-,-
McPherson's Ltd,MCP,2.95,3,2.93,2.95,272,2.95,2.90,2.97,2.84,3.48,0.27,-,,-,-0.52,-,30.2,9.8,11.0,3.87
Merchant House,MHI,0.155,-,0.145,0.165,-,-,-,0.155,0.155,0.18,0.08,1,,4.40,0.27,6.45,4.4,3.5,-,-
Mesbon China Nylon,MES,0.095,-,0.095,0.10,747,0.095,0.095,0.095,0.085,0.14,0.05,-,,-,0.32,-,-1.3,-,-,-
Photo-Me Aust,PTO,0.005,-,0.003,0.007,-,-,-,0.005,0.005,0.021,0.004,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.115,-,0.115,0.12,-,-,-,0.13,0.115,0.42,0.09,-,,-,0.02,-,2.97,3.9,-1.5,-11.54
Shenhua Ltd,SHU,0.51,-,-,0.50,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.63,-,2.54,2.63,-,-,-,2.63,2.55,2.76,1.412,21,f,1.39,0.91,7.98,29.22,9.0,8.0,3.14
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,0.11,-,1.1,27.3,-,-
TWT Grp Ltd,TWT,0.13,-,0.13,0.20,-,-,-,0.13,0.13,0.19,0.07,-,,-,0.33,-,-6.18,-,-,-
Undercoverwear,UCW,0.30,-,0.265,0.31,-,-,-,0.30,0.30,0.32,0.16,2,f,-,0.10,6.67,-4.72,-,-,-
Vmoto Ltd,VMT,0.145,-1,0.135,0.145,1340,0.145,0.14,0.155,0.14,0.215,0.036,-,,-,0.01,-,-1.27,-,-0.5,-3.33
Waterco Ltd,WAT,1.00,-,1.00,1.15,238,1.00,1.00,1.00,0.98,1.01,0.48,5,f,1.60,1.36,5.00,8,12.5,2.0,2.04
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.155,-,0.155,0.16,-,-,-,0.155,0.15,0.22,0.05,-,,-,0.02,-,-4.45,-,1.5,10.71
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.135,-,0.13,0.14,250,0.135,0.135,0.14,0.13,0.245,0.10,0.5,f,5.60,0.05,3.70,2.8,4.8,-0.5,-3.57
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.30,-11,4.30,4.44,15693,4.47,4.30,4.69,4.30,5.75,3.16,14.5,f,-,0.35,3.37,-0.2,-,-9.0,-2.05
Artist & Entertain,AEM,0.01,-,0.009,0.01,3375,0.011,0.01,0.012,0.01,0.025,0.004,-,,-,-,-,2.83,0.4,-0.2,-16.67
Centrebet Internat,CIL,1.50,-1.5,1.46,1.50,18,1.515,1.46,1.53,1.405,1.60,0.86,10.5,,1.02,0.11,7.00,10.7,14.0,8.0,5.63
Crown Ltd,CWN,7.57,-21,7.57,7.61,13543,7.81,7.57,7.85,7.57,9.39,4.56,37,p,-,3.42,4.89,-166.89,-,-21.0,-2.7
Domino Pizza Enterpr,DMP,5.12,2,5.13,5.30,644,5.12,5.09,5.30,5.00,5.50,2.88,14,f,1.86,0.69,2.73,26,19.7,11.0,2.2
Early Learning Serv,ELY,0.37,1,0.36,0.37,350,0.37,0.36,0.37,0.36,0.45,0.07,-,,-,-,-,-25.22,-,3.0,8.82
eBet Ltd,EBT,0.078,0.3,0.072,0.078,1531,0.08,0.078,0.092,0.07,0.105,0.028,-,,-,-0.01,-,0.7,11.1,-0.4,-4.88
Eumundi Grp Ltd,EBG,0.065,-,0.065,0.073,-,-,-,0.065,0.065,0.10,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,19.13,1,19.01,19.35,3689,19.60,18.91,19.60,18.45,20.15,3.39,9,,4.26,1.92,0.47,38.3,49.9,27.0,1.43
Garratt's Ltd,GRT,0.50,-,0.36,0.53,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,-,-
Integrated Legal,IAW,0.125,-,0.125,0.145,-,-,-,0.125,0.12,0.17,0.12,-,,-,0.05,-,0.89,14.0,-,-
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.82,-25,5.81,5.89,1983,6.04,5.81,6.07,5.68,6.48,4.48,25.25,f,1.18,0.35,4.34,29.9,19.5,3.0,0.52
Jetset Travelworld,JET,1.10,-2,1.10,1.15,1183,1.12,1.05,1.34,1.05,1.70,0.55,3.6,f,0.63,0.12,3.27,2.28,48.2,-24.5,-18.22
Kip McGrath Edu Cntr,KME,0.37,-,0.35,0.37,-,-,-,0.38,0.37,0.45,0.105,2,f,8.50,-0.09,5.41,17,2.2,-1.0,-2.63
Macro Corp Ltd,MAC,0.03,-,0.007,0.04,-,-,-,0.03,0.029,0.04,0.027,-,,-,0.07,-,-0.37,-,0.1,3.45
National Leisure,NLG,0.022,-,0.02,0.024,-,-,-,0.024,0.022,0.044,0.005,-,,-,-0.30,-,0.08,27.5,-,-
Navitas Ltd,NVT,4.65,-1,4.62,4.70,567,4.71,4.62,4.72,4.51,5.06,2.13,16.9,f,0.99,-0.25,3.63,16.8,27.7,-5.0,-1.06
Newhaven Hotels,NHH,1.90,-,1.90,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.88,1.06,3.16,5.3,35.8,-,-
Ocean Capital,OCE,0.37,-,0.35,0.38,-,-,-,0.37,0.37,0.40,0.24,1.5,f,0.89,0.41,4.05,1.33,27.8,-,-
Odyssey Gaming,ODG,0.045,-,0.045,-,-,-,-,0.05,0.045,0.07,0.017,-,,-,0.06,-,0.24,18.8,-0.5,-10
Planet Platinum,PPN,0.30,4,0.26,0.30,15,0.30,0.26,0.30,0.26,0.30,0.10,2.06,f,0.97,0.20,6.87,2,15.0,2.0,7.14
Qld Trustees Invest,QTI,0.45,-,0.44,0.45,-,-,-,0.45,0.45,0.50,0.38,-,,-,0.79,-,1.3,34.6,-,-
Reef Casino Tr unt,RCT,1.98,8,1.91,2.02,22,1.98,1.95,2.02,1.90,2.15,1.65,24.5,,0.04,2.64,12.37,1.1,180.0,7.0,3.66
Retail Food Grp,RFG,2.92,2,2.88,2.93,652,2.93,2.88,2.95,2.76,3.10,1.265,10,f,2.54,-0.70,3.42,25.4,11.5,11.0,3.91
Sino Strategic Intl,SSI,0.54,-11,0.54,0.65,50,0.54,0.54,0.68,0.54,0.92,0.30,-,,-,-0.04,-,-70,-,-11.0,-16.92
Sky City Entertain,SKC,2.48,2,2.46,2.54,3840,2.49,2.40,2.55,2.40,2.89,1.90,5.44,,3.51,0.53,2.19,19.09,13.0,-1.0,-0.4
Slater & Gordon,SGH,1.65,-3,1.65,1.665,471,1.68,1.65,1.68,1.55,1.82,1.425,5.25,f,3.16,0.82,3.18,16.6,9.9,12.0,7.84
Stanfield Funds,SFN,0.011,-,0.011,0.02,410,0.011,0.011,0.011,0.011,0.03,0.009,-,,-,-0.01,-,-0.72,-,-,-
Success Res Global,SGU,0.02,-,0.02,0.029,-,-,-,0.02,0.02,0.06,0.003,-,,-,-,-,0.09,22.2,-,-
Superwoman Grp,SPG,0.012,-,0.005,0.01,-,-,-,0.012,0.012,0.03,0.007,-,,-,-,-,-0.3,-,-,-
Tabcorp Hldgs Ltd,TAH,6.73,-6,6.73,6.75,23052,6.81,6.72,6.88,6.72,7.70,6.05,60,f,1.44,-1.53,8.92,86.1,7.8,-10.0,-1.46
Tatts Grp Ltd,TTS,2.33,-2,2.32,2.34,34441,2.36,2.32,2.39,2.30,2.93,2.19,21,f,1.04,-0.56,9.01,21.9,10.6,-1.0,-0.43
Transmetro Corp,TCO,0.70,-,0.44,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.215,-,0.215,0.25,-,-,-,0.215,0.215,1.30,0.046,-,,-,0.36,-,3,7.2,-,-
Webjet Ltd,WEB,2.30,-,2.29,2.30,778,2.30,2.29,2.45,2.27,2.48,1.022,8,f,1.52,0.41,3.48,12.2,18.9,3.0,1.32
Xiaoxiao Education,XXL,0.25,-5,0.20,0.25,600,0.30,0.25,0.30,0.25,0.30,0.25,-,,-,-,-,-,-,-,-
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.225,3,0.20,0.23,222,0.225,0.225,0.225,0.19,0.31,0.165,1,,0.45,0.08,4.44,0.45,50.0,2.5,12.5
Amalgamated Hldgs,AHD,6.09,-,6.06,6.10,1178,6.17,6.05,6.17,5.96,6.24,3.598,35,f,1.53,4.48,5.75,53.5,11.4,14.0,2.35
APN News & Media,APN,2.36,6,2.32,2.38,13234,2.44,2.32,2.44,2.26,2.61,0.866,12,,-,-1.23,5.08,-13.1,-,5.0,2.16
Aspermont Ltd,ASP,0.155,-,0.10,0.15,-,-,-,0.155,0.13,0.271,0.11,-,,-,-0.06,-,-0.22,-,2.5,19.23
Austar United,AUN,1.255,2,1.245,1.26,12182,1.26,1.235,1.265,1.21,1.465,0.65,-,,-,-0.33,-,-2.4,-,1.5,1.21
Austereo Grp Ltd,AEO,1.67,1,1.65,1.67,2247,1.715,1.61,1.715,1.60,1.785,1.04,9.1,f,1.32,-0.57,5.45,11.98,13.9,2.0,1.21
Beyond Intl,BYI,0.78,-,0.78,0.90,-,-,-,0.78,0.78,0.78,0.50,5,,1.46,0.42,6.41,7.28,10.7,-,-
Brisbane Broncos,BBL,0.32,-,0.34,0.40,-,-,-,0.32,0.32,0.40,0.23,0.5,f,2.84,0.12,1.56,1.42,22.5,-,-
BSA Ltd,BSA,0.275,-,0.27,0.275,150,0.275,0.275,0.285,0.27,0.34,0.125,2,f,2.00,0.03,7.27,4.01,6.9,-1.0,-3.51
Commstrat Ltd,COJ,0.005,-,0.005,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.02,25.0,-,-
Consolidated Media,CMJ,3.06,-1,3.05,3.10,11473,3.13,3.06,3.13,3.01,3.44,1.76,16.5,,3.75,0.66,5.39,61.91,4.9,4.0,1.32
Facilitate Digital,FAC,0.075,-,0.06,0.10,-,-,-,0.075,0.045,0.15,0.01,-,,-,0.01,-,-7.71,-,3.0,66.67
Fairfax Media Ltd,FXJ,1.785,-0.5,1.78,1.80,176741,1.84,1.755,1.84,1.69,1.885,0.795,2,,-,-0.37,1.12,-21.6,-,3.5,2
Hyro Ltd,HYO,0.017,-0.4,0.018,0.019,8000,0.019,0.017,0.022,0.017,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.4,-19.05
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.15,-1,0.15,0.16,150,0.15,0.15,0.165,0.15,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Radio,MRN,0.82,7,0.82,0.85,210,0.82,0.80,0.82,0.70,0.85,0.17,4,f,0.01,-0.03,4.88,0.04,2050.0,12.0,17.14
MCM Entertainment Gr,MEG,0.18,-,-,0.23,-,-,-,0.18,0.18,0.23,0.071,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.01,-,0.01,0.013,-,-,-,0.012,0.01,0.25,0.01,-,,-,-0.08,-,-3.74,-,-0.2,-16.67
Mitchell Comms,MCU,0.86,-1,0.85,0.865,2355,0.88,0.85,0.88,0.85,0.95,0.36,4,f,1.65,-0.22,4.65,6.6,13.0,-0.5,-0.58
News Corp b voting,NWS,17.55,2,17.50,17.65,20631,17.81,17.51,17.81,17.21,18.41,8.93,5.14,,14.51,0.45,0.29,74.58,23.5,23.0,1.33
  a nonvote,NWSLV,14.94,9,14.50,14.99,2572,15.13,14.91,15.13,14.59,15.71,7.86,13.73,,-,-,0.92,-,-,24.0,1.63
Oohmedia Grp Ltd,OOH,0.10,-,0.10,0.19,-,-,-,0.10,0.10,0.12,0.06,-,,-,-0.10,-,1.17,8.5,0.5,5.26
Pac Star Net,PNW,0.04,-,0.035,0.037,-,-,-,0.04,0.04,0.05,0.023,-,,-,0.01,-,0.06,66.7,-,-
Palamedia Ltd,PMX,0.004,-,0.004,0.005,-,-,-,0.005,0.004,0.02,0.003,-,,-,-,-,-0.26,-,-0.1,-20
Photon Grp Ltd,PGA,1.17,-3,1.14,1.185,5964,1.245,1.17,1.25,1.115,2.182,0.80,9.5,f,1.87,-1.43,8.12,17.72,6.6,-3.0,-2.5
Prime Media Grp,PRT,0.78,1,0.77,0.79,300,0.78,0.78,0.82,0.77,0.86,0.441,2.2,f,-,-0.22,2.82,-24.5,-,-2.0,-2.5
Q Ltd,QXQ,0.085,-,0.085,0.094,-,-,-,0.085,0.085,0.236,0.056,-,,-,-0.23,-,4.1,2.1,-,-
REA Grp,REA,9.71,3,9.63,9.71,216,9.79,9.69,9.85,9.30,9.92,3.50,10,f,0.07,0.30,1.03,0.74,1312.2,24.0,2.53
Resourc & En Grp,REZ,0.17,-2,0.17,0.20,303,0.17,0.17,0.19,0.16,0.375,0.046,-,,-,0.01,-,-0.28,-,1.0,6.25
Seven Network   ,SEV,7.36,11,7.35,7.40,5054,7.47,7.20,7.47,7.07,7.47,5.03,34,f,0.19,7.27,4.62,6.38,115.4,9.0,1.24
Sky Net fpo nz,SKT,3.65,-,3.60,3.97,-,-,-,3.65,3.58,4.15,2.96,11.48,,1.59,0.50,3.15,18.27,20.0,-,-
Sth Cross Media stpld,SXL,1.87,2.5,1.74,1.90,6729,1.885,1.82,1.885,1.75,2.16,0.413,6.7,,-,-2.66,3.58,-40.3,-,7.0,3.89
STW Comms,SGN,0.845,-0.5,0.845,0.86,3946,0.855,0.84,0.855,0.805,0.95,0.284,3.5,f,2.09,0.15,4.14,7.32,11.5,3.0,3.68
Ten Network Hldgs,TEN,1.83,-,1.83,1.85,74256,1.875,1.815,1.875,1.775,1.875,0.615,2,,-,-0.35,1.09,-9.62,-,2.0,1.1
TPL Corp Ltd,TPL,0.022,0.2,0.021,0.022,10044,0.022,0.02,0.022,0.019,0.028,0.002,-,,-,-,-,-0.06,-,0.1,4.76
Two Way Ltd,TTV,0.045,-,0.04,0.045,-,-,-,0.046,0.043,0.078,0.015,-,,-,0.02,-,-3.1,-,-0.1,-2.17
Village Roadshow,VRL,2.00,8,1.92,2.05,644,2.00,1.95,2.05,1.895,2.26,0.77,9.75,f,-,-1.18,4.88,-2.17,-,3.0,1.52
  'a' pref,VRLPA,2.07,-,2.07,2.14,-,-,-,2.19,2.04,2.35,0.49,12.75,,-,-,6.16,-,-,3.0,1.47
WAG Ltd,WAG,0.007,-,0.007,0.008,4,0.007,0.007,0.007,0.007,0.011,0.002,-,,-,-,-,-0.01,-,-,-
West Aust News,WAN,7.70,18,7.50,7.77,9006,7.82,7.50,7.82,7.13,8.48,3.62,29,f,1.29,-,3.77,37.3,20.6,20.0,2.67
World Wide Ent Grp,WWG,0.091,-,0.091,0.145,-,-,-,0.091,0.09,0.25,0.09,-,,-,0.31,-,2,4.5,0.1,1.11
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.56,1,3.50,3.70,3,3.56,3.56,3.56,3.47,3.56,1.65,16,f,1.74,2.37,4.49,27.9,12.8,6.0,1.71
Adultshop Com,ASC,0.01,-0.1,0.01,0.011,20,0.01,0.01,0.011,0.01,0.014,0.004,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.001,0.003,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.069,0.4,0.063,0.07,7970,0.072,0.069,0.072,0.058,0.078,0.017,-,,-,-0.23,-,-43.5,-,1.1,18.97
AP Eagers Ltd,APE,12.90,25,12.66,12.90,18,12.90,12.65,12.90,12.50,13.00,4.45,44,f,0.82,8.41,3.41,36.1,35.7,39.0,3.12
ARB Corp,ARP,5.55,13,5.48,5.55,517,5.55,5.42,5.55,5.27,5.55,2.368,17.5,f,2.31,1.22,3.15,40.44,13.7,25.0,4.72
Automotive Hldgs,AHE,2.31,-2,2.30,2.32,729,2.33,2.25,2.35,2.25,2.60,0.56,14,f,0.89,0.69,6.06,12.4,18.6,-,-
Beyond Sportswear,BSI,0.016,-,0.016,0.02,-,-,-,0.016,0.016,0.045,0.007,-,,-,-0.01,-,-0.23,-,-,-
Breville Grp Ltd,BRG,1.60,-5,1.58,1.60,86,1.65,1.57,1.65,1.57,2.45,0.465,5.5,,1.65,0.49,3.44,9.08,17.6,-4.0,-2.44
Cash Convert ord/div   ,CCV,0.67,1,0.67,0.675,5432,0.68,0.66,0.68,0.66,0.71,0.295,3,f,2.26,0.09,4.48,6.77,9.9,-,-
Cheviot Bridge,CVB,0.04,-0.8,0.039,0.045,2000,0.04,0.04,0.048,0.04,0.07,0.01,-,,-,-,-,0.97,4.1,-,-
Clive Peeters,CPR,0.37,-1.5,0.36,0.37,852,0.37,0.37,0.40,0.37,0.74,0.077,-,,-,0.27,-,-7.1,-,-3.0,-7.5
Country Road Ltd,CTY,3.70,-,3.70,-,-,-,-,3.70,3.70,4.00,3.10,13.32,f,1.70,0.92,3.60,22.66,16.3,-,-
David Jones Ltd,DJS,4.80,-7,4.78,4.81,26885,4.94,4.77,5.00,4.77,5.96,2.02,28,f,1.13,1.16,5.83,31.5,15.2,-4.0,-0.83
Fantastic Hldgs,FAN,3.90,15,3.80,3.90,738,3.90,3.75,3.90,3.60,4.29,1.65,9.5,f,2.04,0.72,2.44,19.37,20.1,35.0,9.86
Harvey Norman,HVN,3.71,-8,3.71,3.74,20736,3.80,3.71,3.81,3.70,4.85,1.805,11,f,1.83,2.01,2.96,20.18,18.4,-3.0,-0.8
Hire Intelligence,HII,0.13,-,0.115,0.14,-,-,-,0.14,0.13,0.20,0.13,1,f,1.25,0.12,7.69,1.25,10.4,-1.0,-7.14
JB Hi-Fi Ltd,JBH,19.98,-1,19.90,20.25,5952,20.36,19.76,20.52,19.29,23.71,9.53,62,f,1.67,1.71,3.10,103.42,19.3,38.0,1.94
Joyce Corp,JYC,0.52,-,0.42,0.49,-,-,-,0.52,0.52,0.60,0.37,3.5,,-,0.69,6.73,-6.54,-,-,-
Manaccom Corp Ltd,MNL,0.37,-3.5,0.37,0.42,23,0.37,0.37,0.405,0.37,0.55,0.20,1.5,f,4.60,0.03,4.05,6.9,5.4,-,-
Myer Hldgs Ltd,MYR,3.37,-1,3.36,3.38,27583,3.40,3.36,3.40,3.33,3.98,3.12,-,,-,-,-,-,-,-1.0,-0.3
Nick Scali Ltd,NCK,1.55,6,1.40,1.55,90,1.55,1.54,1.55,1.40,1.55,0.45,6,f,0.98,0.20,3.87,5.9,26.3,15.0,10.71
Noni B Ltd,NBL,1.40,-,1.38,1.40,1600,1.41,1.38,1.41,1.25,1.41,0.70,6,f,1.18,0.32,4.29,7.1,19.7,17.0,13.82
Orotongrp Ltd,ORL,6.18,8,6.11,6.18,57,6.20,6.16,6.20,5.92,6.54,1.989,38,f,1.26,0.63,6.15,47.7,13.0,26.0,4.39
Pac Brands,PBG,1.145,1,1.135,1.16,59146,1.17,1.13,1.17,1.085,1.52,0.127,-,,-,-0.06,-,-39.9,-,4.0,3.62
Premier Invest,PMV,8.25,15,8.16,8.28,1383,8.25,8.05,8.30,7.99,9.15,3.268,35,f,1.78,2.07,4.24,62.44,13.2,5.0,0.61
Quickflix Ltd,QFX,0.072,1.2,0.072,0.10,5368,0.072,0.062,0.072,0.06,0.08,0.011,-,,-,-,-,-1.64,-,1.2,20
RCG Corp Ltd,RCG,0.55,2,0.525,0.55,145,0.55,0.525,0.55,0.52,0.64,0.237,1.5,f,1.77,0.11,2.73,2.66,20.7,3.0,5.77
Ruralco Hldgs,RHL,2.45,-,2.45,2.49,-,-,-,2.50,2.34,3.00,1.72,12,f,1.33,1.76,4.90,15.97,15.3,11.0,4.7
Specialty Fashion,SFH,1.295,-0.5,1.29,1.305,3033,1.33,1.295,1.365,1.295,1.65,0.23,-,,-,0.10,-,11.8,11.0,-7.5,-5.47
Super Cheap Auto ,SUL,5.00,27,4.96,5.00,987,5.02,4.80,5.02,4.60,5.95,2.04,20,f,1.51,0.69,4.00,30.2,16.6,30.0,6.38
The Reject Shop,TRS,15.33,15,15.23,15.38,1238,15.40,15.08,15.40,13.37,15.40,9.72,62,f,1.39,2.17,4.04,86.4,17.7,182.0,13.47
Thorn Grp Ltd,TGA,1.10,-,1.06,1.10,615,1.10,1.055,1.13,1.055,1.28,0.385,5.47,f,2.46,0.47,4.97,13.43,8.2,-0.5,-0.45
TVN Corp Ltd,TVN,0.007,-,0.007,0.013,-,-,-,0.007,0.007,0.013,0.002,-,,-,-,-,-0.19,-,-,-
Vita Grp Ltd,VTG,0.275,0.5,0.27,0.275,266,0.275,0.27,0.275,0.265,0.345,0.058,-,,-,-0.10,-,3.84,7.2,1.0,3.77
Warehouse Grp,WHS,2.94,-,2.85,2.90,-,-,-,2.98,2.94,3.694,2.443,17.34,,1.14,0.77,5.90,19.72,14.9,-4.0,-1.34
Wotif Com Hldgs,WTF,7.14,17,7.12,7.14,5020,7.21,6.93,7.21,6.34,7.45,3.10,20,f,1.21,-0.06,2.80,24.23,29.5,63.0,9.68
