Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4831.5 at 16:35 12/3/2010  Report at 19:07 Friday 12/3/2010. Processed 19:26 Friday 12/3/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.40,-,1.38,1.45,-,-,-,1.40,1.35,1.55,0.85,8,f,1.29,0.69,5.71,10.3,13.6,-,-
GLG Corp Ltd,GLE,0.39,-,0.28,0.39,-,-,-,0.39,0.39,0.40,0.14,-,,-,0.49,-,7.78,5.0,-,-
Globe Intl,GLB,0.46,-,0.46,0.47,86,0.46,0.46,0.46,0.46,0.525,0.125,-,,-,0.70,-,3.12,14.7,-,-
GUD Hldgs,GUD,9.77,-22,9.70,9.89,943,10.00,9.74,10.62,9.62,10.62,5.57,61,f,1.18,1.09,6.24,71.73,13.6,-41.0,-4.03
Headline Grp Ltd,HLD,0.315,-2.5,0.315,0.32,1904,0.33,0.315,0.34,0.23,0.34,0.08,-,,-,0.08,-,-1.79,-,9.0,40
Island Sky Aust,ISK,0.088,-0.2,0.088,0.098,245,0.088,0.087,0.10,0.087,0.335,0.08,-,,-,0.03,-,-2.07,-,-1.2,-12
  opt nov11,ISKO,0.025,-,0.012,0.035,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.71,1,1.71,1.72,7810,1.72,1.705,1.745,1.70,1.82,1.48,-,,-,-,-,-,-,0.5,0.29
Kresta Hldgs,KRS,0.40,0.5,0.385,0.40,301,0.40,0.395,0.41,0.39,0.41,0.081,3,f,1.52,0.18,7.50,4.57,8.8,2.0,5.26
McPherson's Ltd,MCP,3.05,3,3.00,3.05,1478,3.05,3.00,3.09,2.81,3.48,0.46,10,f,2.96,0.02,3.28,29.6,10.3,5.0,1.67
Merchant House,MHI,0.15,-,0.15,0.16,-,-,-,0.16,0.15,0.18,0.095,1,,4.40,0.27,6.67,4.4,3.4,-0.5,-3.23
Mesbon China Nylon,MES,0.092,-0.1,0.09,0.105,403,0.093,0.092,0.099,0.092,0.14,0.061,0.5,,4.08,0.32,5.43,2.04,4.5,-0.4,-4.17
Photo-Me Aust,PTO,0.005,-,0.005,0.007,-,-,-,0.006,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,0.1,25
  opt jul11,PTOO,0.001,-,-,-,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.115,-,0.115,0.125,2791,0.12,0.115,0.125,0.115,0.42,0.092,-,,-,0.03,-,2.41,4.8,-1.0,-8
Shenhua Ltd,SHU,0.51,-,-,0.50,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.66,-7,2.66,2.73,10,2.66,2.66,2.74,2.66,2.76,1.458,21,f,1.39,0.91,7.89,29.22,9.1,-4.0,-1.48
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.57,0.35,1,,-,-,2.86,-2.26,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,0.11,-,2.3,13.0,-,-
TWT Grp Ltd,TWT,0.14,-,0.13,0.14,-,-,-,0.14,0.14,0.175,0.07,-,,-,0.31,-,-5.24,-,-,-
Undercoverwear,UCW,0.35,-,0.275,0.34,-,-,-,0.35,0.338,0.35,0.16,2.25,f,-,0.09,6.43,-5.65,-,1.2,3.7
Vmoto Ltd,VMT,0.14,0.5,0.13,0.14,2026,0.14,0.13,0.15,0.13,0.215,0.036,-,,-,0.02,-,-1.07,-,-,-
Waterco Ltd,WAT,0.99,-1,0.96,1.05,249,1.00,0.99,1.00,0.99,1.01,0.48,6,f,1.72,1.26,6.06,10.3,9.6,-1.0,-1
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.155,-,0.155,0.16,-,-,-,0.16,0.13,0.22,0.06,-,,-,0.01,-,-4.95,-,0.5,3.33
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.11,-,-8.38,-,-,-
Allied Brands Ltd,ABQ,0.13,-,0.125,0.13,2009,0.13,0.125,0.13,0.125,0.245,0.10,0.5,,4.60,0.06,3.85,2.3,5.7,-,-
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.45,-,4.38,4.48,9572,4.48,4.38,4.49,4.28,5.75,3.24,4.5,,-,0.07,1.01,-31.3,-,22.0,5.2
Artist & Entertain,AEM,0.012,-,0.011,0.012,22643,0.013,0.012,0.013,0.011,0.025,0.005,-,,-,-,-,-1.54,-,-,-
Centrebet Internat,CIL,1.70,-,1.65,1.73,1063,1.70,1.69,1.89,1.495,1.89,0.86,10.5,,1.02,0.11,6.18,10.7,15.9,22.0,14.86
Crown Ltd,CWN,8.17,-6,8.17,8.19,3955,8.30,8.17,8.38,8.09,9.39,5.75,37,p,-,3.24,4.53,-92.35,-,-11.0,-1.33
Domino Pizza Enterpr,DMP,5.34,-5,5.33,5.34,284,5.40,5.34,5.58,5.34,5.58,2.89,14,f,1.86,0.69,2.62,26,20.5,-5.0,-0.93
Early Learning Serv,ELY,0.36,-,0.36,0.37,290,0.37,0.36,0.37,0.35,0.45,0.07,-,,-,-0.27,-,-0.35,-,-1.0,-2.7
eBet Ltd,EBT,0.079,0.3,0.076,0.079,150,0.079,0.079,0.083,0.076,0.105,0.039,-,,-,-0.01,-,0.52,15.2,-0.5,-5.95
Eumundi Grp Ltd,EBG,0.055,-,0.06,0.073,-,-,-,0.065,0.055,0.09,0.055,-,,-,0.19,-,-6,-,-1.0,-15.38
Flight Centre,FLT,19.81,-42,19.80,20.00,1803,20.20,19.72,20.39,19.54,20.39,4.07,26,f,2.44,2.56,1.31,63.4,31.2,7.0,0.35
Garratt's Ltd,GRT,0.50,-,0.36,0.56,-,-,-,0.49,0.49,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,1.0,2.04
Integrated Legal,IAW,0.135,-,0.11,0.135,-,-,-,0.135,0.11,0.17,0.11,0.25,f,2.16,0.06,1.85,0.54,25.0,1.5,12.5
Invocare Ltd,IVC,6.22,9,6.17,6.23,1017,6.22,6.13,6.50,6.06,6.50,4.69,25.25,f,1.30,0.48,4.06,32.9,18.9,-15.0,-2.35
Jetset Travelworld,JET,0.96,-,0.95,0.98,150,0.96,0.96,1.00,0.95,1.70,0.55,3.6,f,0.63,0.12,3.75,2.28,42.1,-3.0,-3.03
Kip McGrath Edu Cntr,KME,0.31,-,0.33,0.35,-,-,-,0.38,0.31,0.45,0.105,2,,8.59,-0.10,6.45,17.19,1.8,-7.0,-18.42
Macro Corp Ltd,MAC,0.03,-,0.017,0.032,-,-,-,0.03,0.03,0.04,0.027,-,,-,0.08,-,-0.43,-,-,-
National Leisure,NLG,0.015,-,0.015,0.016,213,0.015,0.015,0.017,0.015,0.044,0.006,-,,-,-0.32,-,0.34,4.4,-0.2,-11.76
Navitas Ltd,NVT,4.92,-3,4.91,5.05,4354,5.05,4.91,5.27,4.90,5.27,2.18,16.9,f,0.99,-0.25,3.43,16.8,29.3,-14.0,-2.77
Newhaven Hotels,NHH,1.90,-,1.00,2.10,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-
Ocean Capital,OCE,0.26,-,0.26,0.36,-,-,-,0.35,0.25,0.40,0.24,1.5,,0.93,0.41,5.77,1.39,18.7,-9.0,-25.71
Odyssey Gaming,ODG,0.042,-,0.043,-,-,-,-,0.042,0.04,0.07,0.017,-,,-,0.06,-,0.5,8.4,0.2,5
Planet Platinum,PPN,0.265,-,0.24,0.335,-,-,-,0.29,0.265,0.30,0.10,2.06,,2.17,0.21,7.77,4.46,5.9,-2.5,-8.62
Qld Trustees Invest,QTI,0.45,-,0.40,0.45,-,-,-,0.45,0.45,0.50,0.38,-,,-,0.78,-,1.02,44.1,-,-
Reef Casino Tr unt,RCT,1.965,-3.5,1.94,1.965,38,2.00,1.95,2.00,1.935,2.15,1.68,24,,1.07,2.04,12.21,25.7,7.6,1.5,0.77
Retail Food Grp,RFG,2.77,-1,2.75,2.78,1845,2.78,2.75,2.80,2.69,3.10,1.305,10,f,2.54,-0.70,3.61,25.4,10.9,-1.0,-0.36
Sino Strategic Intl,SSI,0.41,-4,0.45,0.47,26,0.45,0.41,0.54,0.41,0.92,0.30,-,,-,-0.05,-,-67,-,-7.0,-14.58
Sky City Entertain,SKC,2.46,-1,2.38,2.47,88,2.49,2.46,2.55,2.46,2.89,2.03,5.44,,3.51,0.53,2.21,19.09,12.9,-5.0,-1.99
Slater & Gordon,SGH,1.60,-,1.58,1.60,-,-,-,1.64,1.60,1.82,1.425,5.25,f,3.16,0.82,3.28,16.6,9.6,-4.0,-2.44
Stanfield Funds,SFN,0.013,-,0.013,0.015,-,-,-,0.015,0.013,0.03,0.009,-,,-,-0.01,-,-0.14,-,-0.2,-13.33
Success Res Global,SGU,0.02,-,0.015,0.028,-,-,-,0.02,0.02,0.06,0.003,-,,-,-,-,1.26,1.6,-,-
Superwoman Grp,SPG,0.01,-,-,0.008,-,-,-,0.01,0.01,0.03,0.007,-,,-,-,-,-0.39,-,-,-
Tabcorp Hldgs Ltd,TAH,6.80,-4,6.80,6.82,11551,6.89,6.80,7.05,6.80,7.70,6.21,60,f,1.44,-1.53,8.82,86.1,7.9,-13.0,-1.88
Tatts Grp Ltd,TTS,2.45,-2,2.44,2.46,63360,2.49,2.45,2.49,2.35,2.87,2.19,21,f,1.04,-0.51,8.57,21.9,11.2,5.0,2.08
Transmetro Corp,TCO,0.70,-,0.42,-,-,-,-,0.70,0.70,0.80,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-
Viagold Capital,VIA,0.26,-1,0.22,0.88,30,0.26,0.26,0.275,0.26,1.30,0.046,-,,-,0.36,-,3,8.7,-1.5,-5.45
Webjet Ltd,WEB,2.50,2,2.49,2.53,3389,2.56,2.50,2.59,2.32,2.59,1.042,8,f,1.52,0.41,3.20,12.2,20.5,16.0,6.84
Xiaoxiao Education,XXL,0.20,-2,0.15,0.20,580,0.25,0.20,0.25,0.20,0.30,0.20,-,,-,-,-,-,-,-4.5,-18.37
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.195,0.5,0.195,0.23,207,0.195,0.195,0.20,0.185,0.31,0.18,1,,-,0.07,5.13,-2.18,-,1.0,5.41
Amalgamated Hldgs,AHD,5.70,20,5.65,5.70,8021,5.74,5.51,5.90,5.48,6.24,3.598,35,f,1.96,4.65,6.14,68.5,8.3,6.0,1.06
APN News & Media,APN,2.33,-3,2.30,2.35,9164,2.38,2.33,2.41,2.32,2.61,1.022,4,f,4.17,-0.78,1.72,16.7,14.0,-,-
Aspermont Ltd,ASP,0.15,-,0.12,0.15,-,-,-,0.15,0.135,0.271,0.11,-,,-,-0.03,-,0.88,17.0,-,-
Austar United,AUN,1.16,1,1.16,1.18,10693,1.17,1.15,1.17,1.115,1.465,0.65,-,,-,-0.31,-,4.7,24.7,1.0,0.87
Austereo Grp Ltd,AEO,1.705,1.5,1.69,1.72,8542,1.71,1.68,1.71,1.62,1.785,1.04,9.1,f,1.32,-0.57,5.34,11.98,14.2,5.5,3.33
Beyond Intl,BYI,0.75,-,0.72,0.90,-,-,-,0.75,0.72,0.78,0.50,6,,1.36,0.45,8.00,8.18,9.2,-,-
Brisbane Broncos,BBL,0.39,-,0.32,0.39,15,0.39,0.39,0.39,0.35,0.40,0.23,0.5,f,1.78,0.12,1.28,0.89,43.8,4.0,11.43
BSA Ltd,BSA,0.24,-,0.24,0.25,400,0.24,0.24,0.26,0.24,0.34,0.125,2,f,1.49,-0.01,8.33,2.99,8.0,-2.0,-7.69
Commstrat Ltd,COJ,0.005,-,0.004,0.005,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.06,8.3,-,-
Consolidated Media,CMJ,3.20,1,3.17,3.23,9298,3.23,3.16,3.23,3.15,3.44,1.90,16.5,f,3.48,0.88,5.16,57.44,5.6,6.0,1.91
Facilitate Digital,FAC,0.10,4,0.061,0.09,300,0.10,0.08,0.10,0.06,0.15,0.03,-,,-,0.01,-,0.29,34.5,2.0,25
Fairfax Media Ltd,FXJ,1.765,1,1.75,1.77,93952,1.765,1.745,1.775,1.715,1.885,0.875,1.1,,8.45,-0.31,0.62,9.3,19.0,5.0,2.92
Hyro Ltd,HYO,0.024,0.2,0.023,0.025,1027,0.024,0.022,0.024,0.02,0.044,0.011,-,,-,-,-,2.39,1.0,0.3,14.29
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-
IPGA Ltd,IPP,0.30,3.5,0.30,0.32,1509,0.305,0.265,0.305,0.19,0.305,0.079,-,,-,-,-,-1.69,-,11.5,62.16
Macq Radio,MRN,0.85,-4,0.78,0.87,1040,0.87,0.85,0.89,0.85,0.90,0.17,4,f,0.96,0.02,4.71,3.84,22.1,-4.0,-4.49
MCM Entertainment Gr,MEG,0.18,-,-,0.18,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.013,-,0.01,0.013,5000,0.013,0.013,0.013,0.013,0.25,0.01,-,,-,-,-,-2.68,-,-,-
Mitchell Comms,MCU,0.855,-,0.85,0.865,6316,0.87,0.855,0.87,0.825,0.95,0.41,4.4,f,1.50,-,5.15,6.6,13.0,2.5,3.01
News Corp b voting,NWS,18.34,8,18.32,18.42,17583,18.42,18.18,18.49,18.13,18.49,10.01,5.14,,14.51,0.45,0.28,74.58,24.6,28.0,1.55
  a nonvote,NWSLV,15.66,8,15.27,15.75,3815,15.73,15.51,15.80,15.43,15.80,8.87,13.1,,-,-,0.84,-,-,33.0,2.15
Oohmedia Grp Ltd,OOH,0.10,-,0.10,0.11,-,-,-,0.10,0.10,0.12,0.06,-,,-,-0.08,-,1.3,7.7,-,-
Pac Star Net,PNW,0.06,-,0.053,0.072,-,-,-,0.06,0.05,0.06,0.023,-,,-,0.01,-,0.1,60.0,1.3,27.66
Palamedia Ltd,PMX,0.004,-,-,-,-,-,-,0.004,0.004,0.02,0.003,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.15,-2,1.15,1.16,3139,1.17,1.15,1.175,1.115,2.182,0.827,9.5,f,1.87,-1.43,8.26,17.72,6.5,3.5,3.14
Prime Media Grp,PRT,0.74,-,0.74,0.76,52,0.74,0.74,0.76,0.74,0.86,0.45,2.2,f,-,-,2.97,-2.7,-,-,-
Q Ltd,QXQ,0.088,-,0.078,0.088,-,-,-,0.088,0.07,0.236,0.056,-,,-,0.02,-,-237.1,-,1.8,25.71
REA Grp,REA,10.85,-5,10.81,10.90,393,11.00,10.82,11.05,10.40,11.05,3.78,10,,1.00,0.45,0.92,10.04,108.1,45.0,4.33
Resourc & En Grp,REZ,0.17,-,0.17,0.19,100,0.17,0.17,0.17,0.16,0.375,0.046,-,,-,0.07,-,-1.35,-,-,-
Seven Network   ,SEV,8.00,9,7.89,8.02,1528,8.03,7.92,8.09,7.79,8.09,5.03,34,f,7.60,9.70,4.25,258.43,3.1,24.0,3.09
Sky Net,SKT,3.90,-,3.80,4.25,651,-,-,3.90,3.78,4.15,3.00,11.39,,1.72,-0.47,2.92,19.63,19.9,6.0,1.56
Sth Cross Media stp,SXL,2.09,-1,1.96,2.10,2740,2.10,2.07,2.18,2.01,2.18,0.628,6.7,,-,-0.51,3.21,-36.65,-,9.0,4.5
STW Comms,SGN,0.82,-0.5,0.815,0.82,3943,0.825,0.805,0.855,0.79,0.95,0.32,3.5,f,2.09,0.15,4.27,7.32,11.2,-1.5,-1.8
Ten Network Hldgs,TEN,1.815,1.5,1.815,1.82,20026,1.825,1.785,1.85,1.74,1.875,0.65,2,,-,-0.35,1.10,-9.62,-,9.5,5.52
TPL Corp Ltd,TPL,0.017,-,0.017,0.019,2000,0.017,0.017,0.019,0.016,0.028,0.002,-,,-,-,-,-0.21,-,0.1,6.25
Two Way Ltd,TTV,0.045,-0.4,0.045,0.048,2000,0.046,0.045,0.049,0.045,0.078,0.015,-,,-,0.01,-,-3.44,-,-0.4,-8.16
Village Roadshow,VRL,2.25,1,2.17,2.26,568,2.25,2.21,2.26,2.17,2.26,0.77,3.75,,11.12,-1.97,1.67,41.69,5.4,10.0,4.65
  'a' pref,VRLPA,2.23,-2,2.24,2.25,36,2.23,2.23,2.25,2.18,2.35,0.49,3.75,,-,-,1.68,-,-,3.0,1.36
WAG Ltd,WAG,0.008,-,0.007,0.008,4500,0.008,0.007,0.008,0.007,0.011,0.002,-,,-,-,-,-0.01,-,-,-
West Aust News,WAN,7.47,1,7.38,7.49,2259,7.50,7.45,7.55,7.30,8.48,3.83,29,f,1.29,-,3.88,37.3,20.0,13.0,1.77
World Wide Ent Grp,WWG,0.09,-,0.09,0.145,-,-,-,0.09,0.09,0.25,0.09,-,,-,-,-,3.05,3.0,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.70,-,3.55,3.62,-,-,-,3.70,3.70,3.70,1.90,20,f,1.86,2.44,5.41,37.1,10.0,15.0,4.23
Adultshop Com,ASC,0.012,-,0.012,0.013,2550,0.012,0.012,0.015,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,0.1,9.09
  opt dec11,ASCO,0.005,-,0.004,0.005,-,-,-,0.005,0.003,0.005,0.002,-,,-,-,-,-,-,0.2,66.67
AMA Grp Ltd,AMA,0.062,-,0.051,0.062,-,-,-,0.063,0.062,0.078,0.017,-,,-,-0.09,-,7.75,0.8,-0.2,-3.13
AP Eagers Ltd,APE,12.60,-33,12.60,12.93,2,12.60,12.60,12.93,12.51,13.00,4.75,62,f,1.96,8.81,4.92,121.6,10.4,10.0,0.8
ARB Corp,ARP,5.54,-6,5.53,5.60,295,5.60,5.53,5.68,5.52,5.70,2.461,17.5,f,2.31,1.22,3.16,40.44,13.7,1.0,0.18
Automotive Hldgs,AHE,2.40,-,2.38,2.45,3502,2.43,2.36,2.43,2.30,2.60,0.575,17,f,1.66,0.75,7.08,28.14,8.5,11.0,4.8
Beyond Sportswear,BSI,0.02,-,0.018,0.023,-,-,-,0.02,0.02,0.045,0.007,-,,-,-0.01,-,-0.57,-,-,-
Breville Grp Ltd,BRG,1.95,-,1.95,1.98,367,1.95,1.945,1.95,1.865,2.45,0.49,7.5,,1.68,0.59,3.85,12.62,15.5,10.0,5.41
Cash Convert ord/div   ,CCV,0.675,-0.5,0.675,0.68,1864,0.68,0.67,0.70,0.665,0.71,0.315,3,f,2.32,0.23,4.44,6.97,9.7,-1.0,-1.46
Cheviot Bridge,CVB,0.042,-,0.039,0.044,1190,0.042,0.042,0.042,0.042,0.07,0.02,-,,-,0.01,-,1.36,3.1,0.1,2.44
Clive Peeters,CPR,0.33,-2,0.325,0.33,1229,0.34,0.325,0.38,0.325,0.74,0.077,-,,-,0.27,-,-7.6,-,-5.0,-13.16
Country Road Ltd,CTY,3.65,-5,3.65,-,5,3.65,3.65,3.65,3.648,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,0.2,0.05
David Jones Ltd,DJS,5.16,8,5.15,5.17,22661,5.20,5.08,5.20,5.00,5.96,2.36,28,f,1.13,1.16,5.43,31.5,16.4,17.0,3.41
Fantastic Hldgs,FAN,3.70,8,3.62,3.70,276,3.72,3.60,3.84,3.60,4.29,1.65,11.75,f,2.06,0.81,3.18,24.21,15.3,-14.0,-3.65
Harvey Norman,HVN,3.87,-6,3.86,3.87,22871,3.95,3.85,4.05,3.85,4.85,2.28,13,f,1.98,2.10,3.36,25.78,15.0,-14.0,-3.49
Hire Intelligence,HII,0.13,-,0.13,0.14,100,0.13,0.13,0.13,0.13,0.20,0.13,1,,0.98,-,7.69,0.98,13.3,-,-
JB Hi-Fi Ltd,JBH,19.68,-9,19.67,19.70,4685,19.85,19.67,20.38,19.53,23.71,10.67,62,f,1.67,1.71,3.15,103.42,19.0,-49.0,-2.43
Joyce Corp,JYC,0.39,2,0.39,0.42,165,0.39,0.39,0.42,0.37,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,-3.0,-7.14
Manaccom Corp Ltd,MNL,0.39,-1.5,0.365,0.39,50,0.39,0.39,0.405,0.34,0.55,0.20,1.5,f,4.79,-,3.85,7.18,5.4,1.0,2.63
Myer Hldgs Ltd,MYR,3.50,6,3.48,3.51,66994,3.51,3.42,3.54,3.41,3.98,3.12,10.5,f,0.39,-0.21,3.00,4.1,85.4,11.0,3.24
Nick Scali Ltd,NCK,1.68,-,1.66,1.75,60,1.68,1.68,1.68,1.575,1.68,0.48,10.5,f,1.00,0.22,6.25,10.46,16.1,10.5,6.67
Noni B Ltd,NBL,1.39,1,1.36,1.39,84,1.39,1.39,1.40,1.36,1.41,0.81,6,f,1.77,0.51,4.32,10.6,13.1,-1.0,-0.71
Orotongrp Ltd,ORL,7.21,38,7.05,7.21,4020,7.21,7.00,7.21,6.28,7.21,1.989,44,f,1.25,0.74,6.10,54.92,13.1,91.0,14.44
Pac Brands,PBG,1.27,3.5,1.265,1.275,25097,1.275,1.25,1.275,1.165,1.52,0.158,-,,-,-0.04,-,-7.6,-,9.0,7.63
Premier Invest,PMV,8.37,-12,8.37,8.48,589,8.48,8.29,8.50,8.15,9.15,3.408,35,f,1.78,2.07,4.18,62.44,13.4,15.0,1.82
Quickflix Ltd,QFX,0.075,-0.5,0.066,0.075,150,0.075,0.075,0.08,0.064,0.09,0.011,-,,-,-,-,-1.64,-,-0.3,-3.85
RCG Corp Ltd,RCG,0.57,-1,0.56,0.57,315,0.58,0.555,0.58,0.53,0.64,0.237,2.25,f,1.19,0.09,3.95,2.67,21.3,4.0,7.55
Ruralco Hldgs,RHL,2.40,-,2.40,2.47,204,2.44,2.40,2.50,2.40,3.00,1.72,12,f,1.33,1.76,5.00,15.97,15.0,-5.0,-2.04
Specialty Fashion,SFH,1.45,-1,1.45,1.46,2075,1.46,1.43,1.49,1.32,1.65,0.245,4,f,4.45,0.25,2.76,17.8,8.1,11.0,8.21
Super Cheap Auto ,SUL,5.10,-2,5.05,5.18,968,5.21,5.04,5.21,4.85,5.95,2.11,20,f,1.60,0.74,3.92,31.9,16.0,6.0,1.19
The Reject Shop,TRS,15.89,-6,15.82,16.00,694,16.15,15.82,16.29,15.33,16.29,9.72,62,f,1.39,2.17,3.90,86.4,18.4,9.0,0.57
Thorn Grp Ltd,TGA,1.11,-2,1.09,1.12,906,1.13,1.105,1.14,1.055,1.28,0.42,5.47,f,2.46,0.47,4.93,13.43,8.3,6.5,6.22
TVN Corp Ltd,TVN,0.007,-0.1,0.007,0.013,8002,0.007,0.007,0.008,0.007,0.013,0.002,-,,-,-,-,-0.14,-,-,-
Vita Grp Ltd,VTG,0.29,-,0.29,0.295,-,-,-,0.30,0.285,0.345,0.058,-,,-,-0.05,-,6.56,4.4,-,-
Warehouse Grp,WHS,2.97,-3,2.90,2.97,303,3.05,2.95,3.05,2.95,3.694,2.443,17.34,,1.14,0.77,5.84,19.72,15.1,-5.0,-1.66
