Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4404.1 at 16:38 27/8/2010  Report at 19:06 Friday 27/8/2010. Processed 11:35 Saturday 28/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Sky City Entertain,SKC,2.31,3,2.28,2.50,51334,2.34,2.29,2.37,2.26,2.89,2.25,11.69,,1.23,0.51,5.06,14.38,16.1,5.0,2.21,
Slater & Gordon,SGH,1.45,-1,1.45,1.48,10004,1.46,1.45,1.46,1.42,1.74,1.38,5,f,3.58,1.08,3.45,17.9,8.1,3.0,2.11,
Stanfield Funds,SFN,0.01,-,0.009,0.014,-,-,-,0.011,0.01,0.028,0.008,-,,-,-0.01,-,-0.14,-,-0.1,-9.09,
Success Res Global,SGU,0.007,-,0.008,0.015,-,-,-,0.007,0.007,0.043,0.007,-,,-,-,-,1.26,0.6,-,-,
Tabcorp Hldgs Ltd,TAH,6.37,2,6.36,6.38,26581,6.41,6.32,6.41,6.23,7.52,6.18,55,f,1.40,-1.35,8.63,77.1,8.3,7.0,1.11,
Tatts Grp Ltd,TTS,2.39,-1,2.38,2.40,64214,2.42,2.37,2.42,2.33,2.58,2.19,10,f,2.19,-0.51,4.18,21.9,10.9,-1.0,-0.42,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.67,0.67,0.70,0.67,3,f,2.28,1.18,4.29,6.85,10.2,3.0,4.48,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.80,-,1.60,1.80,-,-,-,1.90,1.80,2.10,1.50,9.7,,-,-,5.39,-,-,-10.0,-5.26,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.20,-,1.20,1.20,11,1.20,1.20,1.20,1.09,1.20,0.05,-,,-,0.24,-,20,6.0,11.0,10.09,
Webjet Ltd,WEB,2.15,5,2.11,2.15,420,2.15,2.10,2.26,2.01,2.70,1.50,10.5,f,1.33,0.44,4.88,13.93,15.4,-11.0,-4.87,
Xiaoxiao Education,XXL,0.10,-,0.105,0.12,-,-,-,0.105,0.10,0.30,0.10,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.175,-,0.175,0.19,-,-,-,0.185,0.175,0.305,0.145,-,,-,0.07,-,-2.18,-,-1.0,-5.41,
Amalgamated Hldgs,AHD,5.77,-28,5.71,5.83,196,5.83,5.70,6.09,5.70,6.24,4.561,37,f,1.79,4.57,6.41,66.4,8.7,-6.0,-1.03,
APN News & Media,APN,1.84,-1.5,1.83,1.845,14033,1.86,1.84,1.915,1.84,2.61,1.68,9,,1.86,-0.75,4.89,16.7,11.0,-3.0,-1.6,
Aspermont Ltd,ASP,0.12,-,0.011,0.12,-,-,-,0.12,0.12,0.20,0.10,-,,-,-0.03,-,0.88,13.6,-,-,
Austar United,AUN,0.94,1.5,0.92,0.95,7242,0.94,0.925,0.96,0.92,1.465,0.84,-,,-,-0.28,-,3.5,26.9,-2.0,-2.08,
Austereo Grp Ltd,AEO,1.60,-4,1.60,1.63,81,1.635,1.60,1.655,1.55,1.925,1.315,9.7,f,1.41,-0.01,6.06,13.66,11.7,3.5,2.24,
Beyond Intl,BYI,0.72,-,0.58,-,-,-,-,0.72,0.72,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,-,-,
Brisbane Broncos,BBL,0.395,3,0.365,0.39,25,0.40,0.395,0.40,0.365,0.40,0.30,0.5,,1.02,0.12,1.27,0.51,77.5,3.0,8.22,
BSA Ltd,BSA,0.24,-1.5,0.23,0.24,1097,0.24,0.24,0.255,0.195,0.34,0.175,2,f,1.49,-0.01,8.33,2.99,8.0,4.5,23.08,
Commstrat Ltd,COJ,0.004,-,0.004,0.005,-,-,-,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-0.1,-20,
Consolidated Media,CMJ,3.26,-,3.26,3.28,3978,3.27,3.25,3.27,3.21,3.44,2.75,16.5,,3.70,0.73,5.06,61.12,5.3,3.0,0.93,
Facilitate Digital,FAC,0.07,-,0.072,0.08,-,-,-,0.07,0.07,0.149,0.04,-,,-,0.01,-,0.29,24.1,-,-,
Fairfax Media Ltd,FXJ,1.42,6,1.42,1.43,271337,1.46,1.38,1.46,1.325,1.885,1.26,1.1,,8.45,-0.31,0.77,9.3,15.3,5.0,3.65,
Hyro Ltd,HYO,0.02,-,0.019,0.02,-,-,-,0.022,0.02,0.04,0.016,-,,-,-,-,2.39,0.8,-0.2,-9.09,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.34,-,0.32,0.35,323,0.34,0.32,0.355,0.32,0.58,0.079,-,,-,-,-,-1.69,-,-4.0,-10.53,
Macq Radio,MRN,0.78,6,0.79,0.82,6,0.78,0.78,0.78,0.69,0.90,0.39,8,f,1.03,-,10.26,8.26,9.4,9.0,13.04,
MCM Entertainment Gr,MEG,0.10,-,0.10,0.18,-,-,-,0.155,0.10,0.23,0.10,-,,-,0.04,-,1.01,9.9,-5.5,-35.48,
Media Grp Int Ltd,MUI,0.014,0.2,0.011,0.014,5000,0.014,0.012,0.014,0.011,0.025,0.005,-,,-,-,-,-2.68,-,0.1,7.69,
Medic Vision Ltd,MVH,0.046,1.5,0.04,0.048,9160,0.046,0.035,0.046,0.026,0.051,0.01,-,,-,-,-,-1.06,-,0.3,6.98,
  opt jan12,MVHOA,0.001,-,0.004,0.013,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,1.245,-,1.24,1.245,30724,1.245,1.24,1.245,1.24,1.25,0.73,7.3,f,0.89,-0.26,5.86,6.5,19.2,0.5,0.4,
News Corp b voting,NWS,15.54,-7,15.41,15.59,27821,15.60,15.45,16.00,15.43,20.18,14.66,12.87,,8.84,1.56,0.83,113.81,13.7,-43.0,-2.69,
  a nonvote,NWSLV,13.74,-7,13.26,14.99,2070,13.81,13.61,14.31,13.61,17.56,12.52,12.87,,-,-,0.94,-,-,-45.0,-3.17,
Oohmedia Grp Ltd,OOH,0.205,-,0.195,0.205,43,0.205,0.205,0.205,0.19,0.205,0.09,-,,-,-0.08,-,1.3,15.8,1.0,5.13,
Pac Star Net,PNW,0.036,-,0.036,0.048,-,-,-,0.036,0.036,0.065,0.03,-,,-,0.01,-,0.1,36.0,-,-,
Photon Grp Ltd,PGA,0.097,-,0.097,0.098,13982,0.097,0.095,0.11,0.095,2.05,0.09,9.5,f,-,-0.01,97.94,-26.83,-,-1.3,-11.82,
Prime Media Grp,PRT,0.575,-1.5,0.56,0.575,1172,0.575,0.525,0.69,0.525,0.86,0.525,2.6,f,-,-0.24,4.52,-15,-,-8.5,-12.88,
Q Ltd,QXQ,0.037,-,0.035,0.046,-,-,-,0.037,0.037,0.198,0.026,-,,-,0.02,-,-237.1,-,-,-,
REA Grp,REA,10.23,4,10.15,10.30,337,10.29,10.12,10.50,10.05,12.60,6.91,16,f,2.47,0.65,1.56,39.5,25.9,-22.0,-2.11,
Resourc & En Grp,REZ,0.10,-,0.10,0.15,-,-,-,0.10,0.10,0.30,0.046,-,,-,0.07,-,-1.35,-,-,-,
RGM Media Ltd,RGM,0.105,0.5,0.105,0.15,59,0.105,0.10,0.185,0.10,0.775,0.015,-,,-,-0.01,-,-1,-,-8.0,-43.24,
Sky Net,SKT,4.04,-,3.91,4.13,-,-,-,4.05,3.94,4.15,3.57,11.39,,1.88,0.42,2.82,21.47,18.8,10.0,2.54,
Sthn Cross Media,SXL,1.75,-1,1.705,1.865,12241,1.78,1.72,1.815,1.645,2.31,1.057,6.7,,-,-0.51,3.83,-36.65,-,1.0,0.57,
STW Comms,SGN,0.845,0.5,0.82,0.845,2467,0.85,0.835,0.86,0.82,1.03,0.665,4.3,f,1.50,-0.03,5.09,6.45,13.1,0.5,0.6,
Swish Grp Ltd,SWG,0.001,-,0.001,0.001,10000,0.001,0.001,0.001,0.001,0.003,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.38,-9.5,1.38,1.39,456397,1.42,1.355,1.64,1.355,1.94,1.19,2,,2.31,-0.29,1.45,4.62,29.9,-23.0,-14.29,
TPL Corp Ltd,TPL,0.017,-,0.015,0.018,3500,0.017,0.017,0.019,0.017,0.028,0.006,-,,-,-,-,-0.21,-,-0.2,-10.53,
Two Way Ltd,TTV,0.03,0.2,0.03,0.039,2503,0.03,0.03,0.03,0.028,0.078,0.028,-,,-,0.01,-,-3.44,-,-,-,
Village Roadshow,VRL,2.37,-8,2.37,2.45,31,2.37,2.37,2.45,2.31,2.54,1.215,3.75,,21.25,-1.74,1.58,79.68,3.0,7.0,3.04,
  'a' pref,VRLPA,2.45,-,2.35,2.45,-,-,-,2.46,2.37,2.71,1.08,3.75,,-,-,1.53,-,-,10.0,4.26,
WAG Ltd,WAG,0.006,-,0.006,0.007,-,-,-,0.01,0.005,0.01,0.005,-,,-,-,-,-0.11,-,-0.1,-14.29,
West Aust News,WAN,6.51,-1,6.49,6.58,4691,6.56,6.47,6.61,6.40,8.48,6.16,45,f,1.01,-,6.91,45.4,14.3,1.0,0.15,
World Wide Ent Grp,WWG,0.095,-,-,0.094,-,-,-,0.10,0.095,0.20,0.045,-,,-,-,-,3.05,3.1,-0.5,-5,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,4.11,-,4.09,4.20,-,-,-,4.11,4.05,4.18,2.75,23,f,1.61,2.44,5.60,37.1,11.1,-,-,
Adultshop Com,ASC,0.014,-,0.013,0.014,-,-,-,0.015,0.013,0.019,0.005,-,,-,0.02,-,-0.19,-,-0.1,-6.67,
  opt dec11,ASCO,0.005,-,0.005,0.007,-,-,-,0.005,0.005,0.008,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.05,-,0.04,0.054,200,0.05,0.05,0.05,0.05,0.078,0.033,-,,-,-0.09,-,7.75,0.6,-,-,
AP Eagers Ltd,APE,12.51,1,12.51,12.89,23,12.55,12.51,12.55,12.50,13.55,8.93,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,6.55,7,6.52,6.55,631,6.55,6.46,6.55,6.22,6.55,3.891,19.5,f,2.37,1.39,2.98,46.28,14.2,33.0,5.31,
Automotive Hldgs,AHE,2.34,-,2.30,2.34,10771,2.36,2.31,2.48,2.29,2.88,1.87,17,f,1.57,0.80,7.26,26.7,8.8,-14.0,-5.65,
Beyond Sportswear,BSI,0.01,-,0.006,0.018,-,-,-,0.01,0.01,0.028,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.50,9,2.40,2.55,7521,2.50,2.40,2.50,2.15,2.50,1.22,11,,1.15,0.59,4.40,12.62,19.8,41.0,19.62,
Cash Convert ord/div   ,CCV,0.60,0.5,0.60,0.605,2521,0.605,0.595,0.615,0.56,0.71,0.50,3,f,2.20,0.24,5.00,6.6,9.1,2.0,3.45,
Country Road Ltd,CTY,3.72,-,3.70,-,-,-,-,3.72,3.72,4.00,3.169,8.81,f,2.37,0.97,2.37,20.85,17.8,-,-,
David Jones Ltd,DJS,4.94,6,4.91,4.94,43888,4.95,4.89,5.06,4.85,5.96,4.10,29,f,1.14,1.22,5.87,33,15.0,-4.0,-0.8,
Fantastic Hldgs,FAN,1.91,-7,1.91,2.06,125,1.95,1.90,2.06,1.90,4.29,1.90,10.25,f,1.76,0.80,5.37,18.08,10.6,-15.0,-7.28,
Harvey Norman,HVN,3.53,-1,3.52,3.53,34916,3.58,3.45,3.62,3.45,4.85,3.22,13,f,1.98,2.10,3.68,25.78,13.7,-4.0,-1.12,
Hire Intelligence,HII,0.057,-,0.058,0.075,-,-,-,0.057,0.055,0.18,0.055,0.4,f,2.45,-,7.02,0.98,5.8,0.2,3.64,
JB Hi-Fi Ltd,JBH,20.29,27,20.17,20.32,2923,20.35,19.91,20.47,19.74,23.71,17.39,66,f,1.66,1.82,3.25,109.74,18.5,-5.0,-0.25,
Joyce Corp,JYC,0.37,-,0.33,0.37,-,-,-,0.37,0.37,0.58,0.33,2,,-,0.67,5.41,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.275,-1,1.25,1.285,1581,1.285,1.275,1.34,1.25,1.97,1.25,-,,-,-0.09,-,-0.17,-,-6.5,-4.85,
Manaccom Corp Ltd,MNL,0.33,4,0.30,0.325,960,0.33,0.30,0.33,0.29,0.55,0.215,0.5,,14.36,-,1.52,7.18,4.6,3.0,10,
Myer Hldgs Ltd,MYR,3.70,12,3.68,3.70,44575,3.71,3.58,3.73,3.57,3.98,2.86,-,f,-,-0.21,-,-,-,1.0,0.27,
Nick Scali Ltd,NCK,1.47,-11,1.47,1.58,69,1.47,1.47,1.58,1.47,1.75,1.10,9,f,1.54,0.24,6.12,13.9,10.6,-8.0,-5.16,
Noni B Ltd,NBL,1.16,-,1.185,1.245,-,-,-,1.20,1.16,1.50,0.955,9,f,1.34,0.39,7.76,12.1,9.6,-3.5,-2.93,
Orotongrp Ltd,ORL,7.08,7,7.05,7.08,215,7.15,7.00,7.15,6.99,7.21,4.078,44,f,1.25,0.74,6.21,54.92,12.9,8.0,1.14,
Pac Brands,PBG,1.01,0.5,1.01,1.015,127708,1.025,0.97,1.04,0.85,1.52,0.78,-,,-,0.08,-,5.7,17.7,16.0,18.82,
Premier Invest,PMV,6.47,5,6.42,6.55,714,6.51,6.35,6.65,6.33,8.934,5.94,36,f,1.38,2.19,5.56,49.85,13.0,3.0,0.47,
Quickflix Ltd,QFX,0.045,-,0.042,0.055,748,0.045,0.045,0.05,0.045,0.09,0.045,-,,-,-,-,-1.64,-,-0.2,-4.26,
RCG Corp Ltd,RCG,0.565,-0.5,0.56,0.585,660,0.575,0.565,0.575,0.52,0.64,0.385,2,f,1.48,0.10,3.54,2.96,19.1,3.5,6.6,
Ruralco Hldgs,RHL,2.51,-,2.55,2.70,-,-,-,2.63,2.50,3.00,2.18,14,f,1.26,1.79,5.58,17.67,14.2,-18.0,-6.69,
Specialty Fashion,SFH,1.225,-,1.225,1.235,675,1.235,1.20,1.25,1.19,1.65,0.84,8,f,2.00,0.10,6.53,16,7.7,-2.5,-2,
Strathfield Grp,SRA,0.007,-,0.006,0.007,-,-,-,0.008,0.006,0.023,0.006,-,,-,-,-,0.55,1.3,0.1,16.67,
Super Cheap Auto ,SUL,5.65,-4,5.56,5.65,1134,5.75,5.62,5.79,5.59,5.95,4.51,21.5,f,1.48,0.74,3.81,31.9,17.7,-,-,
The Reject Shop,TRS,16.48,12,16.12,16.59,795,16.65,16.30,16.65,16.05,17.39,12.29,67,f,1.34,1.98,4.07,90,18.3,36.0,2.23,
