Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4929.5 at 16:35 15/1/2010  Report at 19:05 Friday 15/1/2010. Processed 19:27 Friday 15/1/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gale Pacific Ltd,GAP,0.14,-,0.135,0.16,-,-,-,0.14,0.14,0.17,0.035,-,,-,0.24,-,-6.75,-,-,-
Gazal Corp,GZL,1.39,-,1.25,1.39,-,-,-,1.39,1.39,1.55,0.85,8,f,1.41,0.60,5.76,11.3,12.3,-,-
GLG Corp Ltd,GLE,0.40,-,0.28,0.40,-,-,-,0.40,0.40,0.40,0.13,-,,-,0.45,-,3.55,11.3,-,-
Globe Intl,GLB,0.45,-,0.45,0.485,345,0.485,0.45,0.50,0.425,0.525,0.125,-,,-,0.70,-,-21.39,-,-,-
GUD Hldgs,GUD,9.36,4,9.22,9.45,1176,9.46,9.21,9.48,8.69,9.67,4.87,60,f,1.00,0.66,6.41,60,15.6,63.0,7.22
Headline Grp Ltd,HLD,0.20,0.5,0.19,0.205,1700,0.20,0.20,0.20,0.18,0.215,0.08,-,,-,0.12,-,-1.31,-,1.0,5.26
Island Sky Aust,ISK,0.13,-1.5,0.13,0.15,1634,0.145,0.13,0.165,0.13,0.335,0.089,-,,-,0.08,-,0.63,20.6,-,-
  opt nov11,ISKO,0.025,-,0.013,0.065,100,0.025,0.025,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.615,1,1.605,1.615,7001,1.615,1.605,1.625,1.56,1.82,1.515,-,,-,-,-,-,-,1.5,0.94
Kresta Hldgs,KRS,0.25,-,0.245,0.25,465,0.255,0.245,0.255,0.22,0.255,0.08,1,f,2.68,0.16,4.00,2.68,9.3,3.0,13.64
McPherson's Ltd,MCP,3.13,-1,3.11,3.19,207,3.19,3.10,3.25,3.06,3.48,0.27,-,,-,-0.52,-,30.2,10.4,-14.0,-4.28
Merchant House,MHI,0.165,-,0.14,0.165,-,-,-,0.18,0.165,0.18,0.08,1,,4.40,0.27,6.06,4.4,3.8,-1.0,-5.71
Mesbon China Nylon,MES,0.115,-,0.10,0.115,-,-,-,0.115,0.11,0.14,0.05,-,,-,0.32,-,-1.3,-,1.5,15
Photo-Me Aust,PTO,0.007,-,0.005,0.007,1100,0.007,0.005,0.007,0.005,0.021,0.004,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.14,-2.5,0.14,0.145,3724,0.16,0.14,0.175,0.14,0.42,0.09,-,,-,0.02,-,2.97,4.7,-3.5,-20
Shenhua Ltd,SHU,0.45,-,0.45,0.50,-,-,-,0.45,0.45,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.35,-,2.36,2.50,-,-,-,2.50,2.35,2.69,1.393,21,f,1.16,1.06,8.94,24.35,9.7,-10.0,-4.08
Thomas Bryson Int,TBI,0.35,-,0.35,0.35,200,0.35,0.35,0.35,0.35,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.17,-,0.155,0.265,-,-,-,0.17,0.17,0.235,0.07,-,,-,0.33,-,-6.18,-,-,-
Undercoverwear,UCW,0.31,-,0.31,0.35,-,-,-,0.31,0.31,0.32,0.16,2,f,-,0.10,6.45,-4.72,-,-,-
Vmoto Ltd,VMT,0.18,-,0.17,0.18,2700,0.18,0.17,0.18,0.165,0.215,0.03,-,,-,0.01,-,-1.27,-,0.5,2.86
Waterco Ltd,WAT,0.98,-,0.98,1.01,-,-,-,1.00,0.98,1.00,0.48,5,f,1.60,1.36,5.10,8,12.3,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.19,1,0.18,0.19,50,0.19,0.19,0.205,0.175,0.22,0.05,-,,-,0.02,-,-4.45,-,1.5,8.57
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.16,-,0.155,0.16,2684,0.16,0.15,0.17,0.15,0.245,0.10,0.5,f,5.60,0.05,3.13,2.8,5.7,-1.0,-5.88
  opt dec10,ABQO,0.003,-,0.003,0.005,-,-,-,0.003,0.003,0.029,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.05,1,4.02,4.06,16564,4.07,4.01,4.10,4.01,5.75,3.16,14.5,f,-,0.35,3.58,-0.2,-,-,-
Artist & Entertain,AEM,0.015,0.1,0.012,0.014,1960,0.015,0.014,0.016,0.012,0.025,0.004,-,,-,-,-,2.83,0.5,0.1,7.14
Celtex Ltd,CXE,0.012,-0.1,0.012,0.016,912,0.012,0.012,0.016,0.01,0.03,0.009,-,,-,-0.01,-,-0.72,-,0.1,9.09
Centrebet Internat,CIL,1.40,2.5,1.385,1.495,945,1.40,1.335,1.40,1.285,1.40,0.86,9.5,,1.00,0.08,6.79,9.5,14.7,11.0,8.53
Crown Ltd,CWN,7.84,1,7.83,7.89,16768,7.88,7.78,7.88,7.65,9.39,4.56,37,p,-,3.42,4.72,-166.89,-,14.0,1.82
Domino Pizza Enterpr,DMP,5.20,-1,5.20,5.24,178,5.27,5.19,5.30,5.19,5.50,2.65,12.4,f,1.82,0.69,2.38,22.6,23.0,4.0,0.78
Early Learning Serv,ELY,0.37,3,0.355,0.40,2050,0.37,0.325,0.37,0.25,0.37,0.07,-,,-,-,-,-25.22,-,12.0,48
eBet Ltd,EBT,0.08,0.5,0.08,0.083,2152,0.083,0.08,0.083,0.071,0.105,0.024,-,,-,-0.01,-,0.7,11.4,1.0,14.29
Enerji Ltd opt dec16,ERJO,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Eumundi Grp Ltd,EBG,0.075,-,0.065,0.075,-,-,-,0.08,0.075,0.14,0.06,-,,-,0.27,-,-5.89,-,-0.5,-6.25
Flight Centre,FLT,17.73,-17,17.60,17.77,832,18.00,17.43,18.17,17.29,18.86,3.39,9,,4.26,1.92,0.51,38.3,46.3,-20.0,-1.12
Garratt's Ltd,GRT,0.50,-,0.34,0.495,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.12,-,0.12,0.125,-,-,-,0.125,0.12,0.175,0.12,-,,-,0.05,-,0.89,13.5,-0.5,-4
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,6.00,4,5.96,6.04,7276,6.02,5.84,6.11,5.84,6.48,4.48,24.5,f,1.22,0.35,4.08,29.9,20.1,-11.0,-1.8
Jetset Travelworld,JET,1.55,5,1.51,1.60,204,1.55,1.50,1.55,1.45,1.55,0.55,7,f,1.06,0.10,4.52,7.39,21.0,9.0,6.16
Kip McGrath Edu Cntr,KME,0.39,-,0.31,0.395,-,-,-,0.40,0.35,0.45,0.105,2,f,8.50,-0.09,5.13,17,2.3,10.0,34.48
Macro Corp Ltd,MAC,0.027,-,-,0.03,-,-,-,0.029,0.029,0.04,0.027,-,,-,0.07,-,-0.37,-,-0.2,-6.9
National Leisure,NLG,0.03,-0.1,0.03,0.032,7265,0.032,0.03,0.035,0.03,0.044,0.005,-,,-,-0.30,-,0.08,37.5,-0.5,-14.29
Navitas Ltd,NVT,4.28,-2,4.25,4.50,626,4.52,4.28,4.52,4.09,4.52,2.01,14.3,f,1.00,-0.23,3.34,14.3,29.9,13.0,3.13
Newhaven Hotels,NHH,1.88,-,1.90,2.50,-,-,-,1.84,1.84,2.20,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.38,-,0.35,0.38,-,-,-,0.38,0.38,0.40,0.24,1.5,f,0.89,0.41,3.95,1.33,28.6,-,-
Odyssey Gaming,ODG,0.07,-,0.05,-,-,-,-,0.07,0.07,0.07,0.017,-,,-,0.06,-,0.24,29.2,-,-
Planet Platinum,PPN,0.23,-,0.23,0.295,-,-,-,0.23,0.23,0.30,0.096,2.06,f,0.97,0.20,8.96,2,11.5,-,-
Qld Trustees Invest,QTI,0.50,-,0.44,0.50,298,0.50,0.50,0.50,0.50,0.50,0.37,-,,-,0.79,-,1.3,38.5,-,-
Reef Casino Tr unt,RCT,1.94,-10,1.94,2.07,30,1.94,1.94,2.07,1.94,2.15,1.65,24.5,,0.04,2.64,12.63,1.1,176.4,-6.0,-3
Retail Food Grp,RFG,3.00,4,2.96,3.04,882,3.06,3.00,3.10,2.84,3.10,1.07,9.25,f,2.56,-0.86,3.08,23.7,12.7,24.0,8.7
Sino Strategic Intl,SSI,0.725,-1.5,0.685,0.725,500,0.73,0.70,0.75,0.585,0.92,0.30,-,,-,-0.04,-,-70,-,14.0,23.93
Sky City Entertain,SKC,2.62,-8,2.64,2.65,5282,2.65,2.62,2.77,2.62,2.89,1.90,5.44,,3.46,0.47,2.08,18.83,13.9,-12.0,-4.38
Slater & Gordon,SGH,1.595,-,1.52,1.64,-,-,-,1.61,1.595,1.82,1.425,4.25,f,3.74,0.80,2.66,15.9,10.0,-5.5,-3.33
Success Res Global,SGU,0.02,-,0.02,0.03,-,-,-,0.02,0.02,0.06,0.003,-,,-,-,-,0.09,22.2,-,-
Superwoman Grp,SPG,0.011,-,0.001,0.011,-,-,-,0.011,0.011,0.04,0.007,-,,-,-,-,-0.3,-,-,-
Tabcorp Hldgs Ltd,TAH,7.16,10,7.15,7.17,18477,7.16,7.05,7.16,6.99,7.70,6.05,65,f,1.43,-0.02,9.08,93.2,7.7,7.0,0.99
Tatts Grp Ltd,TTS,2.45,-2,2.44,2.45,31870,2.47,2.44,2.49,2.41,2.97,2.33,21,f,1.04,-0.56,8.57,21.9,11.2,-,-
Transmetro Corp,TCO,0.70,-,0.50,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.15,-,0.17,0.20,-,-,-,0.15,0.15,1.30,0.046,-,,-,0.36,-,3,5.0,-,-
Webjet Ltd,WEB,2.21,1,2.19,2.21,955,2.23,2.19,2.24,2.14,2.30,0.992,5.5,f,1.86,0.38,2.49,10.24,21.6,4.0,1.84
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.235,-,0.235,0.24,40,0.235,0.235,0.24,0.235,0.31,0.165,1,,0.45,0.08,4.26,0.45,52.2,-2.5,-9.62
Amalgamated Hldgs,AHD,5.70,-6,5.60,5.80,157,5.70,5.53,5.88,5.53,6.24,3.598,32,f,1.67,4.48,5.61,53.5,10.7,-7.0,-1.21
APN News & Media,APN,2.38,5,2.32,2.38,8037,2.38,2.27,2.44,2.27,2.61,0.866,12,,-,-1.23,5.04,-13.1,-,4.0,1.71
Aspermont Ltd,ASP,0.135,-0.5,0.13,0.20,100,0.135,0.135,0.14,0.135,0.271,0.11,-,,-,-0.06,-,-0.22,-,-0.5,-3.57
Austar United,AUN,1.33,0.5,1.31,1.335,7438,1.335,1.305,1.365,1.26,1.465,0.65,-,,-,-0.33,-,-2.4,-,-1.0,-0.75
Austereo Grp Ltd,AEO,1.785,9.5,1.71,1.785,162,1.785,1.70,1.785,1.67,1.785,1.04,9.1,f,1.32,-0.01,5.10,11.98,14.9,11.5,6.89
Beyond Intl,BYI,0.68,-,0.75,0.80,-,-,-,0.68,0.68,0.68,0.50,5,,1.46,0.42,7.35,7.28,9.3,-,-
Brisbane Broncos,BBL,0.40,-,0.34,0.40,-,-,-,0.40,0.40,0.40,0.23,-,,-,0.12,-,1.42,28.2,-,-
BSA Ltd,BSA,0.32,-1,0.32,0.33,510,0.33,0.32,0.34,0.30,0.34,0.125,2,f,2.00,0.03,6.25,4.01,8.0,-,-
Commstrat Ltd,COJ,0.005,-,0.005,0.007,-,-,-,0.008,0.005,0.01,0.003,-,,-,-,-,0.02,25.0,-0.3,-37.5
Consolidated Media,CMJ,3.05,2,3.01,3.06,6493,3.06,3.02,3.06,3.01,3.44,1.71,16.5,,3.75,0.66,5.41,61.91,4.9,-2.0,-0.65
Facilitate Digital,FAC,0.06,-,0.06,0.065,-,-,-,0.065,0.06,0.15,0.01,-,,-,0.01,-,-7.71,-,-0.5,-7.69
Fairfax Media Ltd,FXJ,1.78,4.5,1.775,1.78,167176,1.79,1.73,1.79,1.67,1.805,0.795,2,,-,-0.37,1.12,-21.6,-,6.0,3.49
Hyro Ltd,HYO,0.028,-0.1,0.028,0.029,1250,0.029,0.028,0.032,0.028,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.4,-12.5
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.14,-,0.14,0.145,-,-,-,0.14,0.13,0.17,0.07,-,,-,-,-,-1.53,-,1.0,7.69
Macq Radio,MRN,0.75,-,0.79,0.92,-,-,-,0.75,0.75,0.85,0.17,-,,-,-0.03,-,0.04,1875.0,-,-
MCM Entertainment Gr,MEG,0.20,2,0.19,0.20,509,0.20,0.18,0.20,0.18,0.23,0.06,-,,-,0.03,-,0.03,666.7,2.0,11.11
Media Grp Int Ltd,MUI,0.017,-,0.014,0.019,-,-,-,0.017,0.017,0.25,0.015,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.84,-,0.835,0.85,488,0.84,0.84,0.87,0.84,0.95,0.355,4,f,1.65,-0.22,4.76,6.6,12.7,-2.5,-2.89
News Corp b voting,NWS,17.20,8,17.15,17.25,30034,17.35,17.01,18.06,17.01,18.41,8.93,5.14,,14.51,-0.04,0.30,74.58,23.1,-63.0,-3.53
  a nonvote,NWSLV,14.54,14,14.50,14.63,2153,14.64,14.39,15.42,14.35,15.65,7.86,13.73,,-,-,0.94,-,-,-69.0,-4.53
Oohmedia Grp Ltd,OOH,0.10,0.5,0.09,0.11,1000,0.10,0.10,0.11,0.095,0.12,0.06,-,,-,-0.10,-,1.17,8.5,0.5,5.26
Pac Star Net,PNW,0.041,-0.9,0.041,0.05,55,0.041,0.041,0.05,0.041,0.05,0.023,-,,-,0.01,-,0.06,68.3,-0.9,-18
Palamedia Ltd,PMX,0.006,-,0.004,0.009,-,-,-,0.006,0.006,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.50,-3,1.48,1.53,2923,1.53,1.46,1.595,1.46,2.182,0.80,12.5,f,1.69,-0.03,8.33,21.08,7.1,-9.5,-5.96
Prime Media Grp,PRT,0.76,-,0.76,0.77,-,-,-,0.78,0.75,0.975,0.441,3,f,-,-0.22,3.95,-24.5,-,-2.0,-2.56
Q Ltd,QXQ,0.099,0.3,0.094,0.099,1895,0.099,0.096,0.105,0.091,0.236,0.056,-,,-,-0.23,-,4.1,2.4,-1.1,-10
REA Grp,REA,9.60,-10,9.50,9.60,129,9.69,9.50,9.92,9.50,9.92,3.38,10,f,0.07,0.30,1.04,0.74,1297.3,-10.0,-1.03
Seven Network   ,SEV,6.64,9,6.56,6.64,3766,6.66,6.53,6.83,6.53,7.09,5.03,34,f,0.19,7.27,5.12,6.38,104.1,-11.0,-1.63
Sky Net fpo nz,SKT,4.08,-,4.10,4.31,-,-,-,4.08,4.07,4.08,2.96,11.48,,1.59,0.50,2.81,18.27,22.3,1.0,0.25
Sth Cross Media stpld,SXL,1.92,-2,1.91,1.94,10018,1.92,1.89,1.97,1.825,2.16,0.413,6.7,,-,-2.66,3.49,-40.3,-,-3.0,-1.54
STW Comms,SGN,0.855,0.5,0.845,0.855,889,0.855,0.845,0.86,0.79,0.95,0.284,4.7,f,1.73,-0.15,5.50,8.15,10.5,6.5,8.23
Ten Network Hldgs,TEN,1.725,2.5,1.705,1.725,15497,1.725,1.69,1.745,1.665,1.745,0.615,2,,-,-0.35,1.16,-9.62,-,5.5,3.29
TPL Corp Ltd,TPL,0.026,0.1,0.025,0.027,2750,0.026,0.025,0.028,0.025,0.028,0.002,-,,-,-,-,-0.06,-,-0.2,-7.14
Two Way Ltd,TTV,0.062,-,0.056,0.06,-,-,-,0.062,0.06,0.078,0.015,-,,-,0.02,-,-3.1,-,0.1,1.64
Village Roadshow,VRL,2.08,6,2.05,2.14,192,2.14,2.03,2.14,1.98,2.14,0.77,9.75,f,-,-1.18,4.69,-2.17,-,8.0,4
  'a' pref,VRLPA,2.15,15,2.05,2.15,58,2.15,2.00,2.15,1.92,2.15,0.49,12.75,,-,-,5.93,-,-,22.5,11.69
WAG Ltd,WAG,0.009,-,0.008,0.009,5500,0.009,0.009,0.009,0.008,0.011,0.002,-,,-,-,-,-0.12,-,0.1,12.5
West Aust News,WAN,7.73,-12,7.60,7.80,6656,7.80,7.55,8.12,7.55,8.48,3.62,33,f,1.28,-,4.27,42.1,18.4,-35.0,-4.33
World Wide Ent Grp,WWG,0.09,-,0.09,0.10,-,-,-,0.11,0.09,0.25,0.09,-,,-,0.31,-,2,4.5,-2.0,-18.18
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.40,-5,3.35,3.45,33,3.45,3.40,3.45,3.40,3.53,1.65,16,f,1.74,2.37,4.71,27.9,12.2,-5.0,-1.45
Adultshop Com,ASC,0.012,0.1,0.011,0.013,23420,0.012,0.011,0.012,0.01,0.012,0.003,-,,-,0.04,-,-0.28,-,0.1,9.09
  opt dec11,ASCO,0.003,-,0.002,0.004,-,-,-,0.003,0.003,0.004,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.052,-0.4,0.052,0.06,2096,0.056,0.052,0.06,0.052,0.078,0.017,-,,-,-0.23,-,-43.5,-,-0.8,-13.33
AP Eagers Ltd,APE,12.60,-,12.00,12.60,-,-,-,12.60,12.00,13.00,4.45,44,f,0.82,8.41,3.49,36.1,34.9,60.0,5
ARB Corp,ARP,5.28,-1,5.27,5.28,161,5.28,5.27,5.29,5.21,5.30,2.368,16.5,f,2.05,1.22,3.13,33.86,15.6,7.0,1.34
Automotive Hldgs,AHE,2.43,1,2.40,2.47,1235,2.48,2.38,2.48,2.32,2.60,0.50,14,f,0.89,0.69,5.76,12.4,19.6,3.0,1.25
Beyond Sportswear,BSI,0.016,-,0.017,0.024,-,-,-,0.018,0.016,0.045,0.007,-,,-,-0.01,-,-0.23,-,-0.4,-20
Breville Grp Ltd,BRG,1.69,-,1.70,1.75,259,1.69,1.69,1.76,1.69,2.45,0.465,5.5,,1.65,0.49,3.25,9.08,18.6,-1.0,-0.59
Cash Convert ord/div   ,CCV,0.695,-1,0.69,0.695,2149,0.705,0.685,0.71,0.685,0.71,0.29,3,f,2.26,0.09,4.32,6.77,10.3,-,-
Cheviot Bridge,CVB,0.045,-,0.025,0.049,-,-,-,0.045,0.045,0.07,0.01,-,,-,-,-,0.97,4.6,-,-
Clive Peeters,CPR,0.455,1,0.43,0.44,1131,0.455,0.43,0.465,0.43,0.74,0.075,-,,-,0.27,-,-7.1,-,-0.5,-1.09
Country Road Ltd,CTY,3.70,-,3.75,-,-,-,-,3.75,3.24,3.75,3.10,13.32,f,1.70,0.92,3.60,22.66,16.3,46.0,14.2
David Jones Ltd,DJS,5.14,-,5.12,5.16,15213,5.18,5.11,5.22,5.02,5.96,2.02,28,f,1.13,1.16,5.45,31.5,16.3,-3.0,-0.58
Fantastic Hldgs,FAN,4.00,-,3.83,4.00,54,4.01,4.00,4.12,4.00,4.29,1.65,9.5,f,2.04,0.72,2.38,19.37,20.7,-4.0,-0.99
Harvey Norman,HVN,3.83,-4,3.83,3.84,26861,3.88,3.81,3.96,3.79,4.85,1.805,11,f,1.83,2.01,2.87,20.18,19.0,-5.0,-1.29
Hire Intelligence,HII,0.15,-,0.14,0.15,-,-,-,0.15,0.15,0.20,0.14,1,f,1.25,0.12,6.67,1.25,12.0,-,-
JB Hi-Fi Ltd,JBH,21.85,-,21.80,21.89,10448,21.92,21.76,21.93,20.91,23.71,8.48,44,f,2.01,1.21,2.01,88.26,24.8,17.0,0.78
Joyce Corp,JYC,0.51,-,0.53,0.64,-,-,-,0.51,0.51,0.60,0.37,3.5,,-,0.69,6.86,-6.54,-,4.0,8.51
Manaccom Corp Ltd,MNL,0.455,-2.5,0.455,0.48,580,0.48,0.455,0.50,0.455,0.55,0.20,1.5,f,4.60,0.03,3.30,6.9,6.6,-1.0,-2.15
Myer Hldgs Ltd,MYR,3.62,-,3.61,3.62,32050,3.64,3.61,3.64,3.54,3.98,3.54,-,,-,-,-,-,-,2.0,0.56
Nick Scali Ltd,NCK,1.45,-,1.47,1.54,-,-,-,1.45,1.35,1.45,0.38,6,f,0.98,0.20,4.14,5.9,24.6,10.0,7.41
Noni B Ltd,NBL,1.22,2,1.22,1.28,105,1.25,1.22,1.25,1.18,1.38,0.70,2,,3.55,0.32,1.64,7.1,17.2,2.0,1.67
Orotongrp Ltd,ORL,6.20,5,6.15,6.20,16,6.25,6.20,6.25,6.00,6.50,1.984,38,f,1.26,0.63,6.13,47.7,13.0,9.0,1.47
Pac Brands,PBG,1.165,3,1.16,1.17,32281,1.165,1.13,1.20,1.12,1.52,0.127,-,,-,-0.06,-,-39.9,-,-3.0,-2.51
Premier Invest,PMV,8.28,8,8.04,8.30,7234,8.28,8.07,8.30,8.01,9.15,3.268,35,f,1.78,2.07,4.23,62.44,13.3,8.0,0.98
Quickflix Ltd,QFX,0.069,-,0.05,0.068,-,-,-,0.069,0.069,0.08,0.01,-,,-,-,-,-1.86,-,-,-
RCG Corp Ltd,RCG,0.57,-,0.57,0.60,-,-,-,0.60,0.57,0.64,0.213,1.5,f,1.77,0.11,2.63,2.66,21.4,-2.0,-3.39
Ruralco Hldgs,RHL,2.35,5,2.35,2.40,65,2.35,2.33,2.35,2.20,3.09,1.72,12,f,1.33,1.76,5.11,15.97,14.7,9.0,3.98
Specialty Fashion,SFH,1.61,-1.5,1.60,1.635,1099,1.635,1.605,1.635,1.515,1.65,0.175,-,,-,0.10,-,11.8,13.6,4.0,2.55
Super Cheap Auto ,SUL,5.53,-,5.52,5.55,278,5.55,5.53,5.60,5.35,5.95,2.04,18,f,1.68,0.69,3.25,30.2,18.3,5.0,0.91
The Reject Shop,TRS,13.50,-10,13.30,13.65,712,13.72,13.32,13.80,13.21,14.49,9.50,55,f,1.34,1.53,4.07,73.6,18.3,-1.0,-0.07
Thorn Grp Ltd,TGA,1.215,-0.5,1.205,1.215,1383,1.26,1.21,1.26,1.20,1.28,0.385,5.47,f,2.46,0.47,4.50,13.43,9.0,-3.5,-2.8
TVN Corp Ltd,TVN,0.013,-,0.008,0.013,-,-,-,0.013,0.013,0.013,0.002,-,,-,-,-,-0.19,-,-,-
Vita Grp Ltd,VTG,0.29,-,0.29,0.305,-,-,-,0.30,0.29,0.345,0.058,-,,-,-0.10,-,3.84,7.6,-,-
Warehouse Grp,WHS,3.30,-,3.18,3.34,-,-,-,3.30,3.17,3.694,2.443,17.34,,1.14,0.77,5.25,19.72,16.7,-5.0,-1.49
