Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4472.4 at 16:37 4/6/2010  Report at 19:06 Friday 4/6/2010. Processed 19:34 Friday 4/6/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Gazal Corp,GZL,1.54,4,1.50,1.53,61,1.54,1.54,1.54,1.50,1.575,0.86,8,f,1.29,0.69,5.19,10.3,15.0,4.0,2.67,
GLG Corp Ltd,GLE,0.28,-,0.28,0.375,-,-,-,0.28,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.6,-,-,
Globe Intl,GLB,0.45,-,0.45,0.50,-,-,-,0.455,0.44,0.525,0.15,-,,-,0.70,-,3.12,14.4,1.0,2.27,
GUD Hldgs,GUD,8.20,5,8.20,8.29,1690,8.27,8.07,8.29,8.00,10.62,5.96,61,f,1.18,1.09,7.44,71.73,11.4,-,-,
Headline Grp Ltd,HLD,0.30,1.5,0.275,0.30,200,0.30,0.29,0.315,0.265,0.35,0.10,-,,-,0.08,-,-1.79,-,-1.5,-4.76,
Island Sky Aust,ISK,0.04,-0.5,0.04,0.044,7027,0.046,0.04,0.06,0.04,0.287,0.035,-,,-,0.03,-,-2.07,-,-0.1,-2.44,
  opt nov11,ISKO,0.025,-,-,0.025,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kresta Hldgs,KRS,0.37,1,0.36,0.37,400,0.37,0.37,0.37,0.35,0.46,0.12,3,f,1.52,0.18,8.11,4.57,8.1,2.0,5.71,
McPherson's Ltd,MCP,2.83,-,2.83,2.85,99,2.84,2.83,3.08,2.77,3.48,1.43,10,f,2.96,0.02,3.53,29.6,9.6,-11.0,-3.74,
Merchant House,MHI,0.16,-,0.15,0.165,-,-,-,0.16,0.15,0.18,0.10,1.5,,2.84,0.25,9.38,4.26,3.8,-,-,
Mesbon China Nylon,MES,0.135,-,0.12,0.135,-,-,-,0.14,0.115,0.14,0.061,0.5,,4.08,0.32,3.70,2.04,6.6,2.0,17.39,
Photo-Me Aust,PTO,0.006,0.1,0.005,0.007,3920,0.006,0.006,0.006,0.005,0.012,0.004,-,,-,0.01,-,-2.08,-,0.1,20,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.082,-,0.082,0.095,-,-,-,0.089,0.081,0.42,0.063,-,,-,0.03,-,2.41,3.4,-0.3,-3.53,
Shenhua Ltd,SHU,0.495,-,0.10,0.495,-,-,-,0.495,0.495,0.55,0.45,-,,-,-,-,5.2,9.5,-,-,
Tamawood Ltd,TWD,2.35,3,2.35,2.43,53,2.35,2.34,2.35,2.31,2.76,1.644,21,f,1.39,0.91,8.94,29.22,8.0,3.0,1.29,
Thomas Bryson Int,TBI,0.35,-,-,0.35,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.35,-,-,0.335,-,-,-,0.35,0.35,0.35,0.23,-,,-,0.11,-,2.3,15.2,-,-,
TWT Grp Ltd,TWT,0.10,-,0.069,0.10,-,-,-,0.10,0.10,0.175,0.07,-,,-,0.31,-,-5.24,-,-,-,
Undercoverwear,UCW,0.22,-,0.22,0.26,-,-,-,0.25,0.22,0.35,0.20,2.25,f,-,0.09,10.23,-5.65,-,-3.0,-12,
Vmoto Ltd,VMT,0.145,0.5,0.14,0.145,5540,0.145,0.14,0.145,0.125,0.215,0.051,-,,-,0.02,-,-1.07,-,1.0,7.41,
Waterco Ltd,WAT,1.00,-,1.00,1.04,110,1.00,1.00,1.05,1.00,1.06,0.58,6,f,1.72,1.26,6.00,10.3,9.7,-5.0,-4.76,
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.095,-,0.095,0.12,-,-,-,0.11,0.095,0.22,0.065,-,,-,0.01,-,-4.95,-,-0.5,-5,
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.11,0.10,-,,-,-0.11,-,-8.38,-,-,-,
Allied Brands Ltd,ABQ,0.067,-0.7,0.067,0.068,8426,0.073,0.065,0.085,0.065,0.245,0.065,0.5,,4.60,0.06,7.46,2.3,2.9,-1.8,-21.18,
  opt dec10,ABQO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,4.07,-3,4.04,4.10,13670,4.14,4.05,4.19,3.99,5.75,3.37,4.5,,-,0.07,1.11,-31.3,-,3.0,0.74,
Artist & Entertain,AEM,0.011,0.1,0.01,0.012,100,0.011,0.011,0.011,0.01,0.025,0.009,-,,-,-,-,-1.54,-,0.1,10,
Centrebet Internat,CIL,1.57,2,1.53,1.575,129,1.575,1.565,1.60,1.545,1.89,0.86,10.5,,1.02,0.11,6.69,10.7,14.7,-3.0,-1.88,
Crown Ltd,CWN,8.00,-,7.91,8.05,25017,8.04,7.94,8.07,7.63,9.39,6.41,37,p,-,3.24,4.63,-92.35,-,30.0,3.9,
Domino Pizza Enterpr,DMP,5.40,1,5.39,5.45,142,5.44,5.40,5.50,5.37,5.80,2.99,14,f,1.86,0.69,2.59,26,20.8,-10.0,-1.82,
Early Learning Serv,ELY,0.60,-,-,-,-,-,-,0.61,0.60,0.685,0.07,-,,-,-0.27,-,-0.35,-,-,-,
eBet Ltd,EBT,0.093,-,0.088,0.093,-,-,-,0.093,0.081,0.105,0.044,-,,-,-0.01,-,0.52,17.9,1.2,14.81,
Eumundi Grp Ltd,EBG,0.05,-,0.05,0.06,-,-,-,0.05,0.05,0.081,0.03,-,,-,0.19,-,-6,-,-,-,
Flight Centre,FLT,17.85,22,17.55,17.86,3538,17.92,17.56,17.97,16.22,21.43,8.20,26,f,2.44,2.56,1.46,63.4,28.2,145.0,8.84,
G8 Education Ltd,GEM,0.59,-,0.55,0.60,100,0.59,0.59,0.61,0.59,0.685,0.07,-,,-,-0.27,-,-0.35,-,-1.0,-1.67,
Garratt's Ltd,GRT,0.37,-,0.38,0.50,-,-,-,0.37,0.37,0.56,0.30,3,,1.43,0.14,8.11,4.28,8.6,-19.0,-33.93,
Integrated Legal,IAW,0.10,0.5,0.094,0.11,162,0.10,0.10,0.10,0.091,0.17,0.091,0.25,f,2.16,0.06,2.50,0.54,18.5,0.9,9.89,
Invocare Ltd,IVC,5.93,-5,5.93,6.04,2608,6.01,5.93,6.07,5.91,6.50,5.25,25.25,f,1.30,0.48,4.26,32.9,18.0,-,-,
Jetset Travelworld,JET,0.855,-,0.88,0.90,-,-,-,0.89,0.855,1.70,0.68,3.6,f,0.63,0.12,4.21,2.28,37.5,-4.5,-5,
Kip McGrath Edu Cntr,KME,0.33,-,0.30,0.35,-,-,-,0.335,0.33,0.45,0.105,2,,8.59,-0.10,6.06,17.19,1.9,-0.5,-1.49,
Macro Corp Ltd,MAC,0.025,-,0.005,0.032,-,-,-,0.025,0.025,0.04,0.025,-,,-,0.08,-,-0.43,-,-,-,
National Leisure,NLG,0.008,-0.1,0.008,0.01,340,0.009,0.008,0.009,0.007,0.044,0.006,-,,-,-0.32,-,0.34,2.4,-,-,
Navitas Ltd,NVT,4.42,-13,4.41,4.48,9168,4.57,4.40,4.79,4.40,5.56,2.61,16.9,f,0.99,-0.25,3.82,16.8,26.3,-37.0,-7.72,
Newhaven Hotels,NHH,1.90,-,1.60,2.50,-,-,-,1.90,1.88,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-,
Ocean Capital,OCE,0.25,-,0.255,0.355,-,-,-,0.25,0.25,0.40,0.25,1.5,,0.93,0.41,6.00,1.39,18.0,-,-,
Odyssey Gaming,ODG,0.043,-,0.043,-,-,-,-,0.043,0.043,0.07,0.017,-,,-,0.06,-,0.5,8.6,-0.2,-4.44,
Planet Platinum,PPN,0.26,-,0.22,0.25,-,-,-,0.26,0.26,0.30,0.14,2.06,,2.17,0.21,7.92,4.46,5.8,-,-,
Qld Trustees Invest,QTI,0.395,-,0.35,0.39,-,-,-,0.395,0.395,0.50,0.36,-,,-,0.78,-,1.02,38.7,-,-,
Reef Casino Tr unt,RCT,2.00,9,2.00,2.15,64,2.00,1.97,2.00,1.90,2.15,1.70,24,,1.07,2.04,12.00,25.7,7.8,-,-,
Retail Food Grp,RFG,2.46,-2,2.45,2.54,214,2.49,2.45,2.50,2.41,3.10,1.535,10,f,2.54,-0.70,4.07,25.4,9.7,-,-,
Sino Strategic Intl,SSI,0.365,-,0.25,0.365,-,-,-,0.365,0.35,0.92,0.30,-,,-,-0.05,-,-67,-,1.5,4.29,
Sky City Entertain,SKC,2.36,7,2.28,2.38,8014,2.37,2.31,2.40,2.28,2.89,2.03,11.69,,1.63,0.53,4.95,19.09,12.4,-1.0,-0.42,
Slater & Gordon,SGH,1.57,-0.5,1.52,1.59,368,1.57,1.57,1.60,1.565,1.82,1.425,5.25,f,3.16,0.82,3.34,16.6,9.5,0.5,0.32,
Stanfield Funds,SFN,0.01,-,0.009,0.011,-,-,-,0.01,0.01,0.028,0.009,-,,-,-0.01,-,-0.14,-,0.1,11.11,
Success Res Global,SGU,0.009,-,0.009,0.02,-,-,-,0.012,0.009,0.06,0.003,-,,-,-,-,1.26,0.7,-0.3,-25,
Superwoman Grp,SPG,0.002,-,-,-,-,-,-,0.002,0.002,0.016,0.002,-,,-,-,-,-0.39,-,-,-,
Tabcorp Hldgs Ltd,TAH,6.56,-1,6.54,6.56,15790,6.62,6.54,6.70,6.50,7.52,6.28,60,f,1.44,-1.53,9.15,86.1,7.6,-11.0,-1.65,
Tatts Grp Ltd,TTS,2.32,-3,2.31,2.32,46569,2.35,2.30,2.39,2.30,2.67,2.19,21,f,1.04,-0.51,9.05,21.9,10.6,-6.0,-2.52,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.38,2,0.36,0.38,35,0.38,0.38,0.38,0.35,1.30,0.046,-,,-,0.24,-,20,1.9,3.0,8.57,
Webjet Ltd,WEB,1.875,-6.5,1.875,1.89,1532,1.95,1.865,1.985,1.815,2.70,1.096,8,f,1.52,0.41,4.27,12.2,15.4,-11.0,-5.54,
Xiaoxiao Education,XXL,0.15,-,0.125,0.16,-,-,-,0.15,0.15,0.30,0.15,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.18,-,0.17,0.18,150,0.20,0.18,0.20,0.18,0.305,0.17,1,,-,0.07,5.56,-2.18,-,1.0,5.88,
Amalgamated Hldgs,AHD,5.80,-,5.65,5.85,2104,5.84,5.77,5.90,5.62,6.24,3.73,35,f,1.96,4.65,6.03,68.5,8.5,-9.0,-1.53,
APN News & Media,APN,2.28,-,2.26,2.32,10887,2.32,2.26,2.32,2.15,2.61,1.32,4,f,4.17,-0.78,1.75,16.7,13.7,8.0,3.64,
Aspermont Ltd,ASP,0.10,-,0.11,0.14,-,-,-,0.10,0.10,0.256,0.10,-,,-,-0.03,-,0.88,11.4,-,-,
Austar United,AUN,1.005,-1,1.005,1.01,19495,1.015,1.00,1.03,0.955,1.465,0.725,-,,-,-0.31,-,4.7,21.4,2.0,2.03,
Austereo Grp Ltd,AEO,1.69,5.5,1.595,1.69,101,1.69,1.635,1.69,1.565,1.925,1.27,9.1,f,1.32,-0.57,5.38,11.98,14.1,8.0,4.97,
Beyond Intl,BYI,0.78,-,0.72,0.78,-,-,-,0.78,0.78,0.78,0.50,6,,1.36,0.45,7.69,8.18,9.5,-,-,
Brisbane Broncos,BBL,0.32,-,0.32,0.35,20,0.32,0.32,0.32,0.32,0.40,0.30,0.5,f,1.78,0.12,1.56,0.89,36.0,-,-,
BSA Ltd,BSA,0.18,-0.5,0.18,0.185,14,0.18,0.18,0.185,0.18,0.34,0.125,2,f,1.49,-0.01,11.11,2.99,6.0,-0.5,-2.7,
Commstrat Ltd,COJ,0.006,-,0.005,0.006,-,-,-,0.006,0.006,0.01,0.003,-,,-,-,-,0.06,10.0,0.1,20,
Consolidated Media,CMJ,3.26,1,3.26,3.27,25291,3.28,3.23,3.28,3.07,3.44,2.17,16.5,f,3.48,0.88,5.06,57.44,5.7,16.0,5.16,
Facilitate Digital,FAC,0.061,-,0.061,0.076,-,-,-,0.061,0.061,0.149,0.035,-,,-,0.01,-,0.29,21.0,-1.5,-19.74,
Fairfax Media Ltd,FXJ,1.495,-,1.47,1.51,76925,1.505,1.445,1.525,1.37,1.885,1.07,1.1,,8.45,-0.31,0.74,9.3,16.1,-0.5,-0.33,
Hyro Ltd,HYO,0.018,-,0.018,0.019,-,-,-,0.019,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,-0.1,-5.26,
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.47,2,0.40,0.46,43,0.47,0.47,0.50,0.45,0.58,0.079,-,,-,-,-,-1.69,-,-3.0,-6,
Macq Radio,MRN,0.71,-,0.71,0.82,-,-,-,0.78,0.71,0.90,0.27,4,f,0.96,0.02,5.63,3.84,18.5,-7.0,-8.97,
MCM Entertainment Gr,MEG,0.18,-,0.025,0.18,-,-,-,0.18,0.18,0.23,0.14,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.009,-,0.009,0.012,-,-,-,0.01,0.009,0.25,0.008,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.02,-,0.02,0.024,-,-,-,0.02,0.02,0.045,0.017,-,,-,-,-,-1.06,-,-,-,
  opt jan12,MVHOA,0.003,-,-,0.015,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.92,-1,0.90,0.92,2367,0.935,0.90,0.935,0.83,0.985,0.56,4.4,f,1.50,-,4.78,6.6,13.9,3.5,3.95,
News Corp b voting,NWS,18.33,16,18.30,18.33,14865,18.43,18.23,18.59,17.75,20.18,12.01,5.14,,14.51,0.45,0.28,74.58,24.6,-11.0,-0.6,
  a nonvote,NWSLV,15.82,4,15.69,16.00,2897,15.84,15.73,16.01,15.25,17.56,10.40,12.87,,-,-,0.81,-,-,-13.0,-0.82,
Oohmedia Grp Ltd,OOH,0.155,-,0.14,0.155,-,-,-,0.155,0.145,0.155,0.06,-,,-,-0.08,-,1.3,11.9,1.0,6.9,
Pac Star Net,PNW,0.05,-,0.041,0.05,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,1.02,1,1.015,1.025,1419,1.025,0.98,1.025,0.92,2.182,0.81,9.5,f,1.87,-1.43,9.31,17.72,5.8,8.0,8.51,
Prime Media Grp,PRT,0.77,-,0.74,0.77,-,-,-,0.77,0.73,0.86,0.455,2.2,f,-,-,2.86,-2.7,-,3.0,4.05,
Q Ltd,QXQ,0.048,-0.2,0.048,0.05,37,0.048,0.048,0.05,0.048,0.198,0.047,-,,-,0.02,-,-237.1,-,-0.2,-4,
REA Grp,REA,10.58,-7,10.55,10.59,152,10.64,10.50,10.95,10.19,12.60,5.14,10,,1.00,0.45,0.95,10.04,105.4,-15.0,-1.4,
Resourc & En Grp,REZ,0.12,-,0.12,0.15,-,-,-,0.125,0.12,0.375,0.046,-,,-,0.07,-,-1.35,-,-0.5,-4,
Sky Net,SKT,3.76,-,3.60,4.01,-,-,-,3.76,3.57,4.15,3.23,11.39,,1.72,-0.47,3.03,19.63,19.2,19.0,5.32,
Sthn Cross Media,SXL,1.78,-,1.735,1.785,7184,1.785,1.73,1.84,1.68,2.31,0.988,6.7,,-,-0.51,3.76,-36.65,-,-6.0,-3.26,
STW Comms,SGN,1.00,0.5,0.975,1.015,14223,1.03,0.97,1.03,0.915,1.03,0.55,3.5,f,2.09,0.15,3.50,7.32,13.7,6.5,6.95,
Swish Grp Ltd,SWG,0.002,-,0.001,0.002,10000,0.002,0.002,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.79,2,1.75,1.80,25505,1.805,1.73,1.81,1.645,1.94,1.00,2,,2.31,-0.29,1.12,4.62,38.7,2.0,1.13,
TPL Corp Ltd,TPL,0.017,-,0.016,0.02,790,0.017,0.017,0.018,0.017,0.028,0.004,-,,-,-,-,-0.21,-,-0.1,-5.56,
Two Way Ltd,TTV,0.037,-,0.037,0.04,-,-,-,0.039,0.037,0.078,0.026,-,,-,0.01,-,-3.44,-,-0.1,-2.63,
Village Roadshow,VRL,2.00,-,1.84,2.07,200,2.00,1.995,2.06,1.94,2.54,0.91,3.75,,11.12,-1.97,1.88,41.69,4.8,0.5,0.25,
  'a' pref,VRLPA,2.07,-3,2.08,2.30,85,2.10,2.05,2.21,2.02,2.71,0.54,3.75,,-,-,1.81,-,-,1.0,0.49,
WAG Ltd,WAG,0.007,-,0.006,0.007,714,0.007,0.007,0.007,0.006,0.011,0.003,-,,-,-,-,-0.01,-,-,-,
West Aust News,WAN,6.69,2,6.64,6.80,3916,6.77,6.65,6.80,6.40,8.48,4.13,29,f,1.29,-,4.33,37.3,17.9,-11.0,-1.62,
World Wide Ent Grp,WWG,0.055,-1,0.022,0.06,141,0.055,0.055,0.07,0.055,0.20,0.055,-,,-,-,-,3.05,1.8,-2.5,-31.25,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.62,430,3.50,3.50,3.50,3.50,3.70,2.10,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.01,-,0.009,0.011,8075,0.01,0.01,0.01,0.009,0.015,0.004,-,,-,0.02,-,-0.19,-,0.2,25,
  opt dec11,ASCO,0.003,-,0.002,0.003,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.05,-,0.036,0.05,197,0.05,0.05,0.055,0.046,0.078,0.019,-,,-,-0.09,-,7.75,0.6,-0.8,-13.79,
AP Eagers Ltd,APE,12.50,-1,12.50,12.80,52,12.51,12.50,12.70,12.50,13.55,7.24,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,5.78,2,5.55,5.79,972,5.80,5.70,5.80,5.54,6.19,3.176,17.5,f,2.31,1.22,3.03,40.44,14.3,-2.0,-0.34,
Automotive Hldgs,AHE,2.45,-,2.40,2.45,1611,2.47,2.43,2.47,2.27,2.88,1.29,17,f,1.66,0.75,6.94,28.14,8.7,15.0,6.52,
Beyond Sportswear,BSI,0.016,-,0.014,0.022,-,-,-,0.016,0.014,0.037,0.007,-,,-,-0.01,-,-0.57,-,0.2,14.29,
Breville Grp Ltd,BRG,2.14,-3,2.12,2.17,472,2.17,2.14,2.18,2.06,2.45,0.85,7.5,,1.68,0.59,3.50,12.62,17.0,6.0,2.88,
Cash Convert ord/div   ,CCV,0.595,-0.5,0.595,0.60,2712,0.595,0.58,0.605,0.58,0.71,0.41,3,f,2.32,0.23,5.04,6.97,8.5,-0.5,-0.83,
Clive Peeters,CPR,0.15,-,-,-,-,-,-,0.15,0.15,0.74,0.10,-,,-,0.27,-,-7.6,-,-,-,
Country Road Ltd,CTY,3.65,-,3.71,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-,
David Jones Ltd,DJS,4.33,1,4.33,4.34,16802,4.35,4.30,4.45,4.28,5.96,3.86,29,f,1.14,1.22,6.70,33,13.1,-7.0,-1.59,
Fantastic Hldgs,FAN,2.50,-2,2.42,2.50,58,2.50,2.50,2.53,2.42,4.29,2.36,11.75,f,2.06,0.81,4.70,24.21,10.3,-,-,
Harvey Norman,HVN,3.42,-,3.37,3.42,15121,3.42,3.38,3.47,3.35,4.85,2.75,13,f,1.98,2.10,3.80,25.78,13.3,-3.0,-0.87,
Hire Intelligence,HII,0.10,-,0.10,0.14,500,0.10,0.10,0.105,0.10,0.20,0.10,1,,0.98,-,10.00,0.98,10.2,-0.5,-4.76,
JB Hi-Fi Ltd,JBH,19.10,30,19.00,19.14,7323,19.18,18.67,19.18,18.51,23.71,13.33,62,f,1.67,1.71,3.25,103.42,18.5,27.0,1.43,
Joyce Corp,JYC,0.37,-,0.37,-,-,-,-,0.37,0.37,0.58,0.37,3.5,,-,0.67,9.46,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.55,-,1.52,1.575,4971,1.57,1.52,1.57,1.49,1.97,1.435,-,,-,-0.09,-,-0.17,-,-,-,
Manaccom Corp Ltd,MNL,0.25,-,0.25,0.27,-,-,-,0.27,0.25,0.55,0.215,0.5,,14.36,-,2.00,7.18,3.5,-2.0,-7.41,
Myer Hldgs Ltd,MYR,3.13,-3,3.12,3.14,21292,3.16,3.11,3.19,3.11,3.98,2.86,10.5,f,0.39,-0.21,3.35,4.1,76.3,-8.0,-2.49,
Nick Scali Ltd,NCK,1.50,-,1.40,1.50,-,-,-,1.50,1.41,1.75,0.57,10.5,f,1.00,0.22,7.00,10.46,14.3,10.0,7.14,
Noni B Ltd,NBL,1.24,-,1.24,1.26,88,1.24,1.24,1.28,1.24,1.50,0.81,6,f,1.77,0.51,4.84,10.6,11.7,-4.0,-3.13,
Orotongrp Ltd,ORL,6.74,10,6.71,6.87,343,6.87,6.68,6.87,6.30,7.21,3.103,44,f,1.25,0.74,6.53,54.92,12.3,19.0,2.9,
Pac Brands,PBG,0.885,-4,0.88,0.905,99939,0.925,0.87,1.05,0.87,1.52,0.71,-,,-,-0.04,-,-7.6,-,-14.0,-13.66,
Premier Invest,PMV,6.52,-4,6.45,6.68,104,6.52,6.47,6.68,6.39,8.934,4.929,36,f,1.38,2.19,5.52,49.85,13.1,-15.0,-2.25,
Quickflix Ltd,QFX,0.05,-0.2,0.05,0.056,1897,0.051,0.047,0.052,0.047,0.09,0.045,-,,-,-,-,-1.64,-,-0.1,-1.96,
RCG Corp Ltd,RCG,0.495,1.5,0.49,0.495,133,0.495,0.48,0.50,0.48,0.64,0.303,2.25,f,1.19,0.09,4.55,2.67,18.5,-0.5,-1,
Ruralco Hldgs,RHL,2.80,-,2.60,2.80,65,2.80,2.60,2.80,2.47,3.00,1.72,14,f,1.26,1.79,5.00,17.67,15.8,25.0,9.8,
Specialty Fashion,SFH,1.19,-3.5,1.17,1.20,1172,1.225,1.19,1.23,1.14,1.65,0.44,4,f,4.45,0.25,3.36,17.8,6.7,3.0,2.59,
Super Cheap Auto ,SUL,5.29,12,5.20,5.29,793,5.29,5.15,5.29,5.06,5.95,3.30,20,f,1.60,0.74,3.78,31.9,16.6,14.0,2.72,
The Reject Shop,TRS,15.40,-13,15.40,15.73,607,15.80,15.40,15.97,15.40,17.39,11.10,62,f,1.39,2.17,4.03,86.4,17.8,-31.0,-1.97,
Thorn Grp Ltd,TGA,1.20,4.5,1.19,1.21,1882,1.21,1.17,1.21,1.11,1.28,0.65,6.32,f,2.39,0.51,5.27,15.12,7.9,8.0,7.14,
TVN Corp Ltd,TVN,0.008,-,0.008,0.01,-,-,-,0.01,0.008,0.013,0.004,-,,-,-,-,-0.14,-,-0.2,-20,
Vita Grp Ltd,VTG,0.24,-,0.235,0.25,-,-,-,0.25,0.20,0.345,0.085,-,,-,-0.05,-,6.56,3.7,1.0,4.35,
