Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4437.0 at 16:39 16/7/2010  Report at 19:05 Friday 16/7/2010. Processed 22:46 Friday 16/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Slater & Gordon,SGH,1.47,1,1.45,1.47,1580,1.47,1.46,1.515,1.44,1.79,1.425,5.25,f,3.16,0.82,3.57,16.6,8.9,2.0,1.38,
Stanfield Funds,SFN,0.015,-,0.01,0.013,-,-,-,0.015,0.009,0.028,0.008,-,,-,-0.01,-,-0.14,-,0.5,50,
Success Res Global,SGU,0.01,-,0.007,0.016,-,-,-,0.01,0.01,0.06,0.008,-,,-,-,-,1.26,0.8,-,-,
Tabcorp Hldgs Ltd,TAH,6.55,-1,6.53,6.59,21114,6.59,6.52,6.62,6.44,7.52,6.28,60,f,1.44,-1.53,9.16,86.1,7.6,8.0,1.24,
Tatts Grp Ltd,TTS,2.31,-1,2.30,2.31,16456,2.32,2.29,2.34,2.29,2.67,2.19,21,f,1.04,-0.51,9.09,21.9,10.5,2.0,0.87,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.90,-,1.65,1.80,-,-,-,1.90,1.90,2.10,1.50,9.7,,-,-,5.11,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,0.83,3,0.90,0.83,15,0.83,0.83,0.83,0.60,0.83,0.05,-,,-,0.24,-,20,4.1,23.0,38.33,
Webjet Ltd,WEB,2.08,-4,2.08,2.12,61,2.12,2.08,2.13,2.02,2.70,1.096,8,f,1.52,0.41,3.85,12.2,17.0,-1.0,-0.48,
Xiaoxiao Education,XXL,0.14,-2,0.10,0.185,400,0.14,0.14,0.175,0.14,0.30,0.13,-,,-,-,-,-,-,-3.0,-17.65,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.17,-3.5,0.17,0.19,649,0.18,0.17,0.205,0.17,0.305,0.145,-,,-,0.07,-,-2.18,-,-3.0,-15,
Amalgamated Hldgs,AHD,5.70,-,5.67,5.75,655,5.70,5.65,5.79,5.60,6.24,4.155,35,f,1.96,4.65,6.14,68.5,8.3,-8.0,-1.38,
APN News & Media,APN,2.05,-1,2.03,2.10,13487,2.08,2.03,2.08,1.96,2.61,1.46,4,f,4.17,-0.78,1.95,16.7,12.3,7.0,3.54,
Aspermont Ltd,ASP,0.11,-,0.11,0.14,-,-,-,0.14,0.11,0.256,0.10,-,,-,-0.03,-,0.88,12.5,-3.0,-21.43,
Austar United,AUN,1.08,2,1.055,1.08,5548,1.08,1.055,1.08,0.98,1.465,0.84,-,,-,-0.31,-,4.7,23.0,10.0,10.2,
Austereo Grp Ltd,AEO,1.655,-6,1.60,1.71,1568,1.71,1.49,1.715,1.49,1.925,1.27,9.1,f,1.32,-0.57,5.50,11.98,13.8,2.0,1.22,
Beyond Intl,BYI,0.65,-,0.65,0.72,-,-,-,0.65,0.65,0.78,0.50,6,,1.36,0.45,9.23,8.18,7.9,-3.0,-4.41,
Brisbane Broncos,BBL,0.33,-,0.33,0.36,-,-,-,0.33,0.33,0.40,0.30,0.5,f,1.78,0.12,1.52,0.89,37.1,-,-,
BSA Ltd,BSA,0.235,-,0.20,0.235,-,-,-,0.24,0.22,0.34,0.14,2,f,1.49,-0.01,8.51,2.99,7.9,2.5,11.9,
Commstrat Ltd,COJ,0.006,-,0.005,0.006,-,-,-,0.006,0.004,0.01,0.003,-,,-,-,-,0.06,10.0,0.2,50,
Consolidated Media,CMJ,3.13,-,3.07,3.14,5070,3.13,3.10,3.15,3.07,3.44,2.63,16.5,f,3.48,0.88,5.27,57.44,5.4,1.0,0.32,
Facilitate Digital,FAC,0.065,-,0.066,0.08,-,-,-,0.066,0.06,0.149,0.035,-,,-,0.01,-,0.29,22.4,0.5,8.33,
Fairfax Media Ltd,FXJ,1.455,-,1.445,1.46,103841,1.465,1.42,1.465,1.365,1.885,1.26,1.1,,8.45,-0.31,0.76,9.3,15.6,6.5,4.68,
Hyro Ltd,HYO,0.019,-,0.018,0.019,-,-,-,0.019,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,0.1,5.56,
Infochoice Ltd,ICH,0.45,-,0.45,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.385,-,0.385,0.40,120,0.40,0.385,0.40,0.38,0.58,0.079,-,,-,-,-,-1.69,-,0.5,1.32,
Macq Radio,MRN,0.69,-,0.65,0.78,-,-,-,0.73,0.69,0.90,0.30,4,f,0.96,0.02,5.80,3.84,18.0,-9.0,-11.54,
MCM Entertainment Gr,MEG,0.16,-,-,0.20,-,-,-,0.16,0.16,0.23,0.15,-,,-,0.04,-,1.01,15.8,-,-,
Media Grp Int Ltd,MUI,0.007,-,0.006,0.007,-,-,-,0.01,0.007,0.025,0.006,-,,-,-,-,-2.68,-,-0.3,-30,
Medic Vision Ltd,MVH,0.02,-,0.017,0.025,-,-,-,0.02,0.02,0.045,0.01,-,,-,-,-,-1.06,-,-,-,
  opt jan12,MVHOA,0.001,-,0.001,-,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.97,-2,0.97,0.99,928,0.99,0.97,1.04,0.97,1.04,0.715,4.4,f,1.50,-,4.54,6.6,14.7,-3.0,-3,
News Corp b voting,NWS,16.77,-7,16.74,16.82,10137,16.90,16.71,17.04,16.33,20.18,13.56,5.14,,14.51,0.45,0.31,74.58,22.5,41.0,2.51,
  a nonvote,NWSLV,15.04,4,14.97,15.10,9709,15.10,14.84,15.33,14.48,17.56,11.31,12.87,,-,-,0.86,-,-,64.0,4.44,
Oohmedia Grp Ltd,OOH,0.18,-,0.18,0.19,867,0.185,0.18,0.185,0.17,0.185,0.06,-,,-,-0.08,-,1.3,13.8,2.0,12.5,
Pac Star Net,PNW,0.049,-,0.04,0.049,-,-,-,0.049,0.049,0.065,0.03,-,,-,0.01,-,0.1,49.0,-,-,
Prime Media Grp,PRT,0.71,-,0.71,0.73,-,-,-,0.71,0.70,0.86,0.57,2.2,f,-,-,3.10,-2.7,-,-1.0,-1.39,
Q Ltd,QXQ,0.04,-,0.04,0.046,237,0.04,0.04,0.045,0.04,0.198,0.026,-,,-,0.02,-,-237.1,-,-0.5,-11.11,
REA Grp,REA,10.23,2,10.00,10.23,1018,10.24,10.05,10.40,9.80,12.60,5.14,10,,1.00,0.45,0.98,10.04,101.9,-16.0,-1.54,
Resourc & En Grp,REZ,0.10,-,0.10,0.12,600,0.10,0.10,0.12,0.10,0.375,0.046,-,,-,0.07,-,-1.35,-,-,-,
Sky Net,SKT,3.96,6,3.80,3.96,2520,4.00,3.96,4.00,3.90,4.15,3.30,11.39,,1.72,-0.47,2.88,19.63,20.2,6.0,1.54,
Sthn Cross Media,SXL,1.75,0.5,1.75,1.78,8410,1.765,1.71,1.81,1.68,2.31,1.053,6.7,,-,-0.51,3.83,-36.65,-,4.0,2.34,
STW Comms,SGN,0.905,-0.5,0.885,0.91,2013,0.915,0.885,0.935,0.85,1.03,0.58,3.5,f,2.09,0.15,3.87,7.32,12.4,-0.5,-0.55,
Swish Grp Ltd,SWG,0.002,-,0.001,0.002,-,-,-,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,0.1,100,
Ten Network Hldgs,TEN,1.63,-3.5,1.625,1.66,26817,1.665,1.625,1.69,1.62,1.94,1.125,2,,2.31,-0.29,1.23,4.62,35.3,0.5,0.31,
TPL Corp Ltd,TPL,0.019,0.1,0.018,0.02,27000,0.019,0.018,0.02,0.018,0.028,0.004,-,,-,-,-,-0.21,-,0.2,11.76,
Two Way Ltd,TTV,0.033,-,0.032,0.038,300,0.033,0.033,0.033,0.032,0.078,0.03,-,,-,0.01,-,-3.44,-,0.1,3.13,
Village Roadshow,VRL,2.07,-,1.93,2.07,-,-,-,2.07,2.00,2.54,0.915,3.75,,11.12,-1.97,1.81,41.69,5.0,15.0,7.81,
  'a' pref,VRLPA,2.10,-,2.01,2.19,121,2.10,2.10,2.10,2.06,2.71,0.56,3.75,,-,-,1.79,-,-,4.0,1.94,
WAG Ltd,WAG,0.007,0.1,0.007,0.008,10000,0.007,0.006,0.007,0.005,0.011,0.004,-,,-,-,-,-0.01,-,0.2,40,
West Aust News,WAN,6.74,5,6.70,6.80,2754,6.76,6.69,6.78,6.54,8.48,4.72,29,f,1.29,-,4.30,37.3,18.1,15.0,2.28,
World Wide Ent Grp,WWG,0.10,-,0.10,0.11,-,-,-,0.10,0.065,0.20,0.045,-,,-,-,-,3.05,3.3,4.0,66.67,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.10,3.40,-,-,-,3.50,3.50,3.70,2.23,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.01,-,0.009,0.01,1383,0.01,0.01,0.01,0.009,0.015,0.005,-,,-,0.02,-,-0.19,-,0.1,11.11,
  opt dec11,ASCO,0.003,-,0.002,0.004,1500,0.003,0.003,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.04,-,0.035,0.04,20834,0.042,0.04,0.042,0.035,0.078,0.019,-,,-,-0.09,-,7.75,0.5,-,-,
AP Eagers Ltd,APE,12.50,-,12.50,13.10,13,12.50,12.50,12.65,12.50,13.55,8.11,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,5.90,-5,5.80,5.96,477,5.98,5.82,5.98,5.71,6.40,3.399,17.5,f,2.31,1.22,2.97,40.44,14.6,-1.0,-0.17,
Automotive Hldgs,AHE,2.27,-2,2.25,2.27,233,2.32,2.25,2.33,2.25,2.88,1.50,17,f,1.66,0.75,7.49,28.14,8.1,-3.0,-1.3,
Beyond Sportswear,BSI,0.01,-,0.005,0.02,-,-,-,0.01,0.01,0.035,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.10,-,2.05,2.12,196,2.10,2.10,2.11,2.05,2.45,0.86,7.5,,1.68,0.59,3.57,12.62,16.6,-2.0,-0.94,
Cash Convert ord/div   ,CCV,0.56,-1.5,0.55,0.57,1602,0.57,0.56,0.585,0.56,0.71,0.46,3,f,2.32,0.23,5.36,6.97,8.0,-2.0,-3.45,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.72,4.00,3.169,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.62,-4,4.61,4.63,10604,4.69,4.61,4.73,4.46,5.96,4.10,29,f,1.14,1.22,6.28,33,14.0,13.0,2.9,
Fantastic Hldgs,FAN,2.15,-,2.03,2.15,-,-,-,2.19,2.15,4.29,1.90,11.75,f,2.06,0.81,5.47,24.21,8.9,-1.0,-0.46,
Harvey Norman,HVN,3.62,-3,3.58,3.63,13565,3.65,3.59,3.68,3.59,4.85,3.07,13,f,1.98,2.10,3.59,25.78,14.0,-2.0,-0.55,
Hire Intelligence,HII,0.10,-,0.10,0.26,-,-,-,0.10,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,18.90,-10,18.88,19.00,4085,19.05,18.84,19.23,18.77,23.71,15.35,62,f,1.67,1.71,3.28,103.42,18.3,-28.0,-1.46,
Joyce Corp,JYC,0.40,-,0.30,0.49,-,-,-,0.40,0.40,0.58,0.37,2,,-,0.67,5.00,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.695,1.5,1.675,1.70,1244,1.70,1.64,1.70,1.56,1.97,1.435,-,,-,-0.09,-,-0.17,-,9.0,5.61,
Manaccom Corp Ltd,MNL,0.295,-,0.285,0.295,-,-,-,0.295,0.28,0.55,0.215,0.5,,14.36,-,1.69,7.18,4.1,0.5,1.72,
Myer Hldgs Ltd,MYR,3.44,1,3.44,3.45,29626,3.45,3.42,3.45,3.33,3.98,2.86,-,f,-,-0.21,-,-,-,12.0,3.61,
Nick Scali Ltd,NCK,1.375,-,1.40,1.445,-,-,-,1.38,1.375,1.75,0.72,10.5,f,1.00,0.22,7.64,10.46,13.1,0.5,0.36,
Noni B Ltd,NBL,1.06,4,1.06,1.15,298,1.06,1.04,1.06,1.02,1.50,0.82,6,f,1.77,0.51,5.66,10.6,10.0,1.0,0.95,
Orotongrp Ltd,ORL,6.75,-,6.75,6.79,346,6.80,6.70,6.87,6.55,7.21,3.283,44,f,1.25,0.74,6.52,54.92,12.3,15.0,2.27,
Pac Brands,PBG,0.85,-2,0.845,0.85,16394,0.885,0.845,0.915,0.845,1.52,0.81,-,,-,-0.04,-,-7.6,-,-5.5,-6.08,
Premier Invest,PMV,6.46,5,6.45,6.65,1497,6.47,6.38,6.47,6.22,8.934,5.434,36,f,1.38,2.19,5.57,49.85,13.0,19.0,3.03,
Quickflix Ltd,QFX,0.05,-0.4,0.047,0.05,150,0.05,0.05,0.054,0.046,0.09,0.046,-,,-,-,-,-1.64,-,-,-,
RCG Corp Ltd,RCG,0.50,-,0.50,0.54,-,-,-,0.51,0.49,0.64,0.36,2.25,f,1.19,0.09,4.50,2.67,18.7,1.0,2.04,
Ruralco Hldgs,RHL,2.65,-,2.65,2.80,90,2.65,2.65,2.74,2.56,3.00,1.845,14,f,1.26,1.79,5.28,17.67,15.0,4.0,1.53,
Specialty Fashion,SFH,1.135,1.5,1.135,1.15,735,1.14,1.12,1.15,1.05,1.65,0.57,4,f,4.45,0.25,3.52,17.8,6.4,8.5,8.1,
Strathfield Grp,SRA,0.008,-,0.007,0.008,-,-,-,0.009,0.008,0.023,0.006,-,,-,-,-,0.55,1.5,-0.1,-11.11,
Super Cheap Auto ,SUL,5.58,-2,5.45,5.58,750,5.69,5.46,5.69,5.39,5.95,3.65,20,f,1.60,0.74,3.58,31.9,17.5,-8.0,-1.41,
The Reject Shop,TRS,15.76,-4,15.56,16.12,548,15.80,15.56,16.16,15.56,17.39,12.29,62,f,1.39,2.17,3.93,86.4,18.2,-36.0,-2.23,
Thorn Grp Ltd,TGA,1.23,-,1.22,1.23,3011,1.23,1.20,1.25,1.20,1.28,0.65,6.32,f,2.39,0.51,5.14,15.12,8.1,1.0,0.82,
TVN Corp Ltd,TVN,0.007,-,0.007,0.01,-,-,-,0.007,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-,-,
Vita Grp Ltd,VTG,0.25,1,0.235,0.27,101,0.25,0.24,0.25,0.205,0.345,0.085,-,,-,-0.05,-,6.56,3.8,4.5,21.95,
