Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:36 30/7/2010  Report at 19:05 Friday 30/7/2010. Processed 20:40 Friday 30/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Sino Strategic Intl,SSI,0.28,1,0.28,0.29,334,0.29,0.28,0.29,0.21,0.92,0.18,-,,-,-0.05,-,-67,-,8.0,40,
Sky City Entertain,SKC,2.43,-2,2.41,2.55,70,2.43,2.43,2.47,2.40,2.89,2.28,11.69,,1.63,0.53,4.81,19.09,12.7,2.0,0.83,
Slater & Gordon,SGH,1.40,-0.5,1.39,1.40,212,1.41,1.40,1.45,1.385,1.79,1.385,5.25,f,3.16,0.82,3.75,16.6,8.4,-5.0,-3.45,
Stanfield Funds,SFN,0.013,-,0.01,0.013,-,-,-,0.015,0.01,0.028,0.008,-,,-,-0.01,-,-0.14,-,-0.2,-13.33,
Success Res Global,SGU,0.015,-,0.007,0.016,-,-,-,0.015,0.015,0.06,0.008,-,,-,-,-,1.26,1.2,-,-,
Tabcorp Hldgs Ltd,TAH,6.86,-4,6.86,6.87,34553,6.91,6.82,6.91,6.72,7.52,6.28,60,f,1.44,-1.53,8.75,86.1,8.0,14.0,2.08,
Tatts Grp Ltd,TTS,2.45,1,2.44,2.45,22208,2.46,2.44,2.46,2.37,2.67,2.19,21,f,1.04,-0.51,8.57,21.9,11.2,7.0,2.94,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.90,-,1.65,1.80,-,-,-,1.90,1.90,2.10,1.50,9.7,,-,-,5.11,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,0.95,4,0.93,0.95,10,0.95,0.95,0.95,0.90,0.95,0.05,-,,-,0.24,-,20,4.7,5.0,5.56,
Webjet Ltd,WEB,2.17,-2,2.17,2.20,1067,2.20,2.17,2.22,2.06,2.70,1.181,10.5,f,1.33,0.44,4.84,13.93,15.6,11.0,5.34,
Xiaoxiao Education,XXL,0.195,-,0.11,0.215,190,0.195,0.195,0.195,0.195,0.30,0.13,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.19,2.5,0.19,0.195,82,0.19,0.185,0.19,0.16,0.305,0.145,-,,-,0.07,-,-2.18,-,2.5,15.15,
Amalgamated Hldgs,AHD,5.81,10,5.71,5.81,173,5.81,5.69,5.81,5.62,6.24,4.42,35,f,1.96,4.65,6.02,68.5,8.5,10.0,1.75,
APN News & Media,APN,2.11,3,2.06,2.11,6067,2.11,2.05,2.11,2.00,2.61,1.63,4,f,4.17,-0.78,1.90,16.7,12.6,11.0,5.5,
Aspermont Ltd,ASP,0.13,2,0.11,0.13,40,0.13,0.13,0.13,0.11,0.20,0.10,-,,-,-0.03,-,0.88,14.8,2.0,18.18,
Austar United,AUN,0.94,-4.5,0.94,0.955,38853,0.98,0.935,1.04,0.935,1.465,0.84,-,,-,-0.28,-,3.5,26.9,-9.5,-9.18,
Austereo Grp Ltd,AEO,1.67,-0.5,1.635,1.675,1156,1.68,1.66,1.69,1.625,1.925,1.27,9.1,f,1.32,-0.57,5.45,11.98,13.9,5.5,3.41,
Beyond Intl,BYI,0.65,-,0.62,0.65,8,0.65,0.65,0.65,0.65,0.78,0.50,6,,1.36,0.45,9.23,8.18,7.9,-,-,
Brisbane Broncos,BBL,0.32,-1,0.32,0.36,31,0.32,0.32,0.33,0.32,0.40,0.30,0.5,f,1.78,0.12,1.56,0.89,36.0,-1.0,-3.03,
BSA Ltd,BSA,0.22,-,0.205,0.22,-,-,-,0.22,0.205,0.34,0.16,2,f,1.49,-0.01,9.09,2.99,7.4,1.5,7.32,
Commstrat Ltd,COJ,0.004,-,0.004,0.006,-,-,-,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-0.2,-33.33,
Consolidated Media,CMJ,3.10,-3,3.10,3.13,5693,3.11,3.08,3.15,3.08,3.44,2.71,16.5,f,3.48,0.88,5.32,57.44,5.4,-4.0,-1.27,
Facilitate Digital,FAC,0.066,-,0.066,0.075,84,0.066,0.066,0.066,0.066,0.149,0.035,-,,-,0.01,-,0.29,22.8,-,-,
Fairfax Media Ltd,FXJ,1.475,-1,1.475,1.48,76315,1.485,1.47,1.51,1.46,1.885,1.26,1.1,,8.45,-0.31,0.75,9.3,15.9,-,-,
Hyro Ltd,HYO,0.019,0.1,0.019,0.02,4100,0.019,0.017,0.019,0.017,0.044,0.017,-,,-,-,-,2.39,0.8,-0.1,-5,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.365,-,0.36,0.40,-,-,-,0.365,0.365,0.58,0.079,-,,-,-,-,-1.69,-,-0.5,-1.35,
Macq Radio,MRN,0.69,-,0.605,0.78,-,-,-,0.69,0.69,0.90,0.35,4,f,0.96,0.02,5.80,3.84,18.0,-,-,
MCM Entertainment Gr,MEG,0.16,-,0.10,0.195,-,-,-,0.16,0.16,0.23,0.15,-,,-,0.04,-,1.01,15.8,-,-,
Media Grp Int Ltd,MUI,0.007,-,0.005,0.009,-,-,-,0.007,0.007,0.025,0.005,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.016,-,0.014,0.022,-,-,-,0.02,0.016,0.045,0.01,-,,-,-,-,-1.06,-,-0.4,-20,
  opt jan12,MVHOA,0.001,-,0.001,0.009,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,1.235,19.5,1.23,1.235,346374,1.24,1.22,1.24,0.975,1.24,0.73,4.4,f,1.50,-,3.56,6.6,18.7,26.5,27.32,
News Corp b voting,NWS,16.37,-4,16.37,16.46,26534,16.48,16.26,16.89,16.26,20.18,14.28,5.14,,14.51,0.45,0.31,74.58,21.9,-23.0,-1.39,
  a nonvote,NWSLV,14.42,-15,14.42,14.95,9259,14.58,14.42,14.94,14.42,17.56,12.31,12.87,,-,-,0.89,-,-,-18.0,-1.23,
Oohmedia Grp Ltd,OOH,0.19,-1,0.19,0.205,489,0.205,0.19,0.205,0.19,0.205,0.065,-,,-,-0.08,-,1.3,14.6,-,-,
Pac Star Net,PNW,0.04,-,0.035,0.04,-,-,-,0.04,0.04,0.065,0.03,-,,-,0.01,-,0.1,40.0,-,-,
Prime Media Grp,PRT,0.745,0.5,0.735,0.745,8,0.745,0.745,0.78,0.735,0.86,0.58,2.2,f,-,-,2.95,-2.7,-,-,-,
Q Ltd,QXQ,0.037,-,0.037,0.046,-,-,-,0.037,0.037,0.198,0.026,-,,-,0.02,-,-237.1,-,-,-,
REA Grp,REA,10.20,6,10.08,10.20,156,10.20,10.10,10.20,9.69,12.60,5.45,10,,1.00,0.45,0.98,10.04,101.6,49.0,5.05,
Resourc & En Grp,REZ,0.10,-,0.10,0.12,-,-,-,0.12,0.10,0.375,0.046,-,,-,0.07,-,-1.35,-,-2.0,-16.67,
Sky Net,SKT,3.86,-1,3.86,3.95,846,3.86,3.78,3.97,3.78,4.15,3.32,11.39,,1.72,-0.47,2.95,19.63,19.7,7.0,1.85,
Sthn Cross Media,SXL,1.845,2.5,1.825,1.88,2834,1.86,1.82,1.86,1.75,2.31,1.053,6.7,,-,-0.51,3.63,-36.65,-,6.5,3.65,
STW Comms,SGN,0.945,4,0.90,0.945,1537,0.945,0.90,0.945,0.90,1.03,0.58,3.5,f,2.09,0.15,3.70,7.32,12.9,4.5,5,
Swish Grp Ltd,SWG,0.001,-,0.001,0.002,-,-,-,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,-0.1,-50,
Ten Network Hldgs,TEN,1.67,0.5,1.64,1.685,44038,1.675,1.65,1.705,1.64,1.94,1.185,2,,2.31,-0.29,1.20,4.62,36.1,-,-,
TPL Corp Ltd,TPL,0.018,-,0.018,0.019,-,-,-,0.019,0.018,0.028,0.005,-,,-,-,-,-0.21,-,0.1,5.88,
Two Way Ltd,TTV,0.033,-,0.033,0.035,5500,0.033,0.03,0.035,0.03,0.078,0.03,-,,-,0.01,-,-3.44,-,0.3,10,
Village Roadshow,VRL,2.09,-,2.09,2.24,15,2.09,2.09,2.10,2.06,2.54,1.10,3.75,,11.12,-1.97,1.79,41.69,5.0,4.0,1.95,
  'a' pref,VRLPA,2.20,-,2.11,2.27,-,-,-,2.25,2.20,2.71,0.68,3.75,,-,-,1.70,-,-,-6.0,-2.65,
WAG Ltd,WAG,0.007,-,0.007,0.008,-,-,-,0.007,0.006,0.01,0.005,-,,-,-,-,-0.01,-,0.1,16.67,
West Aust News,WAN,6.92,-3,6.80,6.96,4048,6.99,6.82,7.14,6.78,8.48,5.80,29,f,1.29,-,4.19,37.3,18.6,16.0,2.37,
World Wide Ent Grp,WWG,0.10,-,0.032,0.10,-,-,-,0.10,0.10,0.20,0.045,-,,-,-,-,3.05,3.3,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,10,3.50,3.70,168,3.50,3.50,3.50,3.30,3.70,2.35,20,f,1.86,2.44,5.71,37.1,9.4,10.0,2.94,
Adultshop Com,ASC,0.012,-0.2,0.011,0.013,10000,0.012,0.012,0.014,0.011,0.015,0.005,-,,-,0.02,-,-0.19,-,0.1,9.09,
  opt dec11,ASCO,0.003,-,0.003,0.004,16850,0.003,0.003,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.038,0.1,0.037,0.041,11440,0.043,0.038,0.043,0.036,0.078,0.019,-,,-,-0.09,-,7.75,0.5,-,-,
AP Eagers Ltd,APE,12.51,-,12.55,12.69,-,-,-,12.51,12.50,13.55,8.65,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,5.67,3,5.67,5.69,484,5.70,5.67,5.83,5.63,6.40,3.677,17.5,f,2.31,1.22,3.09,40.44,14.0,-8.0,-1.39,
Automotive Hldgs,AHE,2.27,3,2.25,2.33,430,2.33,2.24,2.34,2.24,2.88,1.51,17,f,1.66,0.75,7.49,28.14,8.1,1.0,0.44,
Beyond Sportswear,BSI,0.01,-,0.006,0.019,-,-,-,0.01,0.01,0.032,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.17,-,2.18,2.25,-,-,-,2.22,2.13,2.45,0.97,7.5,,1.68,0.59,3.46,12.62,17.2,5.0,2.36,
Cash Convert ord/div   ,CCV,0.55,-0.5,0.545,0.55,4574,0.555,0.535,0.575,0.535,0.71,0.465,3,f,2.32,0.23,5.45,6.97,7.9,-1.5,-2.65,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.72,4.00,3.169,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.80,-,4.79,4.80,17128,4.82,4.74,4.83,4.66,5.96,4.10,29,f,1.14,1.22,6.04,33,14.5,6.0,1.27,
Fantastic Hldgs,FAN,2.10,-,1.97,2.14,-,-,-,2.18,2.10,4.29,1.90,11.75,f,2.06,0.81,5.60,24.21,8.7,-,-,
Harvey Norman,HVN,3.50,-9,3.50,3.52,21226,3.57,3.48,3.69,3.45,4.85,3.08,13,f,1.98,2.10,3.71,25.78,13.6,-15.0,-4.11,
Hire Intelligence,HII,0.10,-,0.10,0.26,-,-,-,0.10,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,19.14,3,19.00,19.20,2878,19.16,18.95,19.73,18.75,23.71,15.91,62,f,1.67,1.71,3.24,103.42,18.5,-18.0,-0.93,
Joyce Corp,JYC,0.40,-,-,0.45,-,-,-,0.40,0.40,0.58,0.37,2,,-,0.67,5.00,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.665,-1.5,1.63,1.69,1017,1.685,1.66,1.73,1.645,1.97,1.435,-,,-,-0.09,-,-0.17,-,-4.5,-2.63,
Manaccom Corp Ltd,MNL,0.315,2,0.30,0.35,303,0.315,0.29,0.315,0.25,0.55,0.215,0.5,,14.36,-,1.59,7.18,4.4,5.5,21.15,
Myer Hldgs Ltd,MYR,3.45,2,3.43,3.47,21260,3.46,3.42,3.49,3.39,3.98,2.86,-,f,-,-0.21,-,-,-,-2.0,-0.58,
Nick Scali Ltd,NCK,1.45,-,1.38,1.45,-,-,-,1.45,1.40,1.75,0.85,10.5,f,1.00,0.22,7.24,10.46,13.9,0.5,0.35,
Noni B Ltd,NBL,1.11,1,1.11,1.285,35,1.11,1.11,1.11,1.04,1.50,0.82,6,f,1.77,0.51,5.41,10.6,10.5,7.0,6.73,
Orotongrp Ltd,ORL,6.69,-6,6.75,6.80,216,6.75,6.69,6.83,6.69,7.21,3.75,44,f,1.25,0.74,6.58,54.92,12.2,-1.0,-0.15,
Pac Brands,PBG,0.905,0.5,0.90,0.91,30887,0.92,0.89,0.92,0.835,1.52,0.78,-,,-,-0.04,-,-7.6,-,7.0,8.38,
Premier Invest,PMV,6.38,-,6.35,6.43,293,6.45,6.36,6.59,6.29,8.934,5.482,36,f,1.38,2.19,5.64,49.85,12.8,13.0,2.08,
Quickflix Ltd,QFX,0.055,0.1,0.046,0.055,1050,0.058,0.055,0.058,0.054,0.09,0.046,-,,-,-,-,-1.64,-,0.1,1.85,
RCG Corp Ltd,RCG,0.50,-,0.50,0.545,48,0.50,0.50,0.52,0.50,0.64,0.37,2.25,f,1.19,0.09,4.50,2.67,18.7,-1.0,-1.96,
Ruralco Hldgs,RHL,2.85,-,2.70,2.85,-,-,-,2.85,2.70,3.00,1.845,14,f,1.26,1.79,4.91,17.67,16.1,15.0,5.56,
Specialty Fashion,SFH,1.26,-5,1.26,1.31,2406,1.31,1.26,1.315,1.17,1.65,0.65,4,f,4.45,0.25,3.17,17.8,7.1,6.0,5,
Strathfield Grp,SRA,0.006,-,0.006,0.008,-,-,-,0.008,0.006,0.023,0.006,-,,-,-,-,0.55,1.1,-0.2,-25,
Super Cheap Auto ,SUL,5.67,7,5.58,5.67,339,5.67,5.56,5.67,5.45,5.95,4.10,20,f,1.60,0.74,3.53,31.9,17.8,26.0,4.81,
The Reject Shop,TRS,15.81,-50,15.81,16.20,1558,16.08,15.81,16.66,15.81,17.39,12.29,62,f,1.39,2.17,3.92,86.4,18.3,-24.0,-1.5,
Thorn Grp Ltd,TGA,1.345,2.5,1.31,1.345,5003,1.345,1.31,1.345,1.28,1.345,0.675,6.32,f,2.39,0.51,4.70,15.12,8.9,6.5,5.08,
TVN Corp Ltd,TVN,0.007,-,0.007,0.011,-,-,-,0.007,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-,-,
