Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4651.1 at 16:35 26/2/2010  Report at 19:05 Friday 26/2/2010. Processed 20:01 Friday 26/2/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.32,-,1.30,1.40,-,-,-,1.32,1.20,1.55,0.85,8,f,1.29,0.69,6.06,10.3,12.8,12.0,10
GLG Corp Ltd,GLE,0.39,-,0.31,0.395,-,-,-,0.40,0.385,0.40,0.14,-,,-,0.45,-,3.55,11.0,-1.0,-2.5
Globe Intl,GLB,0.40,-1,0.40,0.48,10,0.40,0.40,0.45,0.40,0.525,0.125,-,,-,0.70,-,-21.39,-,-5.0,-11.11
GUD Hldgs,GUD,9.72,-5,9.60,9.80,1725,9.85,9.61,9.97,9.40,9.97,4.87,61,f,1.18,1.09,6.28,71.73,13.6,36.0,3.85
Headline Grp Ltd,HLD,0.23,-,0.22,0.23,2450,0.235,0.23,0.235,0.22,0.235,0.08,-,,-,0.12,-,-1.31,-,-,-
Island Sky Aust,ISK,0.10,-,0.10,0.11,471,0.10,0.10,0.11,0.089,0.335,0.08,-,,-,0.08,-,0.63,15.9,1.5,17.65
  opt nov11,ISKO,0.025,-,0.018,0.035,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.65,0.5,1.65,1.66,2537,1.66,1.61,1.68,1.61,1.82,1.48,-,,-,-,-,-,-,1.0,0.61
Kresta Hldgs,KRS,0.375,1,0.37,0.375,1600,0.375,0.37,0.385,0.33,0.385,0.08,3,f,1.52,0.18,8.00,4.57,8.2,4.0,11.94
McPherson's Ltd,MCP,2.95,1,2.84,2.95,306,2.96,2.83,3.05,2.83,3.48,0.365,10,f,2.96,0.02,3.39,29.6,10.0,-,-
Merchant House,MHI,0.15,-,0.145,0.165,-,-,-,0.155,0.15,0.18,0.08,1,,4.40,0.27,6.67,4.4,3.4,-0.5,-3.23
Mesbon China Nylon,MES,0.091,-,0.09,0.10,100,0.091,0.091,0.095,0.09,0.14,0.05,-,,-,0.32,-,-1.3,-,-0.4,-4.21
Photo-Me Aust,PTO,0.004,-0.1,0.004,0.007,250,0.004,0.004,0.005,0.004,0.021,0.004,-,,-,-0.02,-,-2.5,-,-0.1,-20
  opt jul11,PTOO,0.001,-,-,-,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.12,1,0.115,0.12,150,0.12,0.12,0.12,0.10,0.42,0.09,-,,-,0.02,-,2.97,4.0,0.5,4.35
Shenhua Ltd,SHU,0.51,-,0.30,0.51,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.63,-9,2.63,2.75,51,2.75,2.63,2.75,2.63,2.76,1.412,21,f,1.39,0.91,7.98,29.22,9.0,-,-
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,0.11,-,1.1,27.3,-,-
TWT Grp Ltd,TWT,0.13,-,0.13,0.17,-,-,-,0.13,0.13,0.175,0.07,-,,-,0.33,-,-6.18,-,-,-
Undercoverwear,UCW,0.35,5,0.265,0.35,245,0.35,0.30,0.35,0.30,0.35,0.16,2.25,f,-,0.10,6.43,-4.72,-,5.0,16.67
Vmoto Ltd,VMT,0.14,-1,0.135,0.14,1085,0.145,0.14,0.15,0.14,0.215,0.036,-,,-,0.01,-,-1.27,-,-0.5,-3.45
Waterco Ltd,WAT,1.00,-,1.00,1.15,-,-,-,1.00,1.00,1.01,0.48,5,f,1.60,1.36,5.00,8,12.5,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.155,-,0.145,0.15,-,-,-,0.155,0.155,0.22,0.05,-,,-,0.02,-,-4.45,-,-,-
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.135,-0.5,0.135,0.14,2055,0.14,0.135,0.14,0.13,0.245,0.10,0.5,f,5.60,0.05,3.70,2.8,4.8,-,-
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.23,-5,4.15,4.24,19862,4.29,4.14,4.46,4.07,5.75,3.16,4.5,,-,0.07,1.06,-31.3,-,-7.0,-1.63
Artist & Entertain,AEM,0.011,0.1,0.011,0.012,51000,0.011,0.011,0.013,0.01,0.025,0.004,-,,-,-,-,2.83,0.4,0.1,10
Centrebet Internat,CIL,1.46,-6,1.46,1.48,143,1.52,1.46,1.53,1.46,1.60,0.86,10.5,,1.02,0.11,7.19,10.7,13.6,-4.0,-2.67
Crown Ltd,CWN,8.00,17,7.83,8.00,19223,8.04,7.86,8.07,7.68,9.39,4.82,37,p,-,3.42,4.63,-166.89,-,43.0,5.68
Domino Pizza Enterpr,DMP,5.18,-11,5.16,5.19,3797,5.20,5.14,5.35,5.14,5.50,2.89,14,f,1.86,0.69,2.70,26,19.9,6.0,1.17
Early Learning Serv,ELY,0.365,0.5,0.365,0.37,120,0.365,0.365,0.37,0.36,0.45,0.07,-,,-,-0.27,-,-0.35,-,-0.5,-1.35
eBet Ltd,EBT,0.08,-,0.072,0.08,-,-,-,0.08,0.077,0.105,0.034,-,,-,-0.01,-,0.7,11.4,0.2,2.56
Eumundi Grp Ltd,EBG,0.065,-,0.065,0.073,-,-,-,0.065,0.065,0.09,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,18.87,32,18.50,19.00,2864,19.20,18.41,19.76,18.23,20.15,3.39,26,f,2.44,2.56,1.38,63.4,29.8,-26.0,-1.36
Garratt's Ltd,GRT,0.50,-,0.36,0.56,-,-,-,0.50,0.49,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,-,-
Integrated Legal,IAW,0.13,0.5,0.125,0.14,780,0.13,0.13,0.13,0.125,0.17,0.12,-,,-,0.05,-,0.89,14.6,0.5,4
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,6.01,-5,6.00,6.06,1921,6.09,6.00,6.11,5.84,6.48,4.48,25.25,f,1.30,0.48,4.20,32.9,18.3,19.0,3.26
Jetset Travelworld,JET,1.05,-,1.05,1.055,350,1.05,1.02,1.105,1.00,1.70,0.55,3.6,f,0.63,0.12,3.43,2.28,46.1,-5.0,-4.55
Kip McGrath Edu Cntr,KME,0.30,-0.5,0.30,0.33,120,0.30,0.30,0.35,0.30,0.45,0.105,2,,8.59,-0.10,6.67,17.19,1.7,-7.0,-18.92
Macro Corp Ltd,MAC,0.03,-,0.01,0.04,-,-,-,0.03,0.03,0.04,0.027,-,,-,0.07,-,-0.37,-,-,-
National Leisure,NLG,0.02,0.3,0.019,0.02,6000,0.02,0.02,0.02,0.015,0.044,0.005,-,,-,-0.30,-,0.08,25.0,-0.2,-9.09
Navitas Ltd,NVT,4.83,-7,4.75,4.85,2384,5.05,4.78,5.10,4.66,5.10,2.13,16.9,f,0.99,-0.25,3.50,16.8,28.8,18.0,3.87
Newhaven Hotels,NHH,1.90,-,1.90,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.88,1.06,3.16,5.3,35.8,-,-
Ocean Capital,OCE,0.35,-,0.25,0.35,-,-,-,0.37,0.35,0.40,0.24,1.5,,0.93,0.41,4.29,1.39,25.2,-2.0,-5.41
Odyssey Gaming,ODG,0.04,-,0.04,-,-,-,-,0.045,0.04,0.07,0.017,-,,-,0.06,-,0.24,16.7,-0.5,-11.11
Planet Platinum,PPN,0.29,-,0.29,0.34,50,0.29,0.29,0.29,0.265,0.30,0.10,2.06,f,0.97,0.20,7.10,2,14.5,-1.0,-3.33
Qld Trustees Invest,QTI,0.45,-,0.36,0.45,-,-,-,0.45,0.45,0.50,0.38,-,,-,0.79,-,1.3,34.6,-,-
Reef Casino Tr unt,RCT,1.91,1,1.915,2.02,100,1.915,1.91,1.98,1.90,2.15,1.65,24,,1.07,2.04,12.57,25.7,7.4,-7.0,-3.54
Retail Food Grp,RFG,2.78,-2,2.75,2.80,295,2.80,2.78,2.94,2.72,3.10,1.265,10,f,2.54,-0.70,3.60,25.4,10.9,-14.0,-4.79
Sino Strategic Intl,SSI,0.54,-,0.54,0.59,-,-,-,0.54,0.54,0.92,0.30,-,,-,-0.04,-,-70,-,-,-
Sky City Entertain,SKC,2.50,3,2.47,2.50,5,2.50,2.50,2.54,2.47,2.89,1.90,5.44,,3.51,0.53,2.18,19.09,13.1,2.0,0.81
Slater & Gordon,SGH,1.64,-2.5,1.63,1.64,58,1.665,1.64,1.69,1.64,1.82,1.425,5.25,f,3.16,0.82,3.20,16.6,9.9,-1.0,-0.61
Stanfield Funds,SFN,0.015,-,0.012,0.016,-,-,-,0.015,0.011,0.03,0.009,-,,-,-0.01,-,-0.72,-,0.4,36.36
Success Res Global,SGU,0.02,-,0.006,0.028,-,-,-,0.02,0.02,0.06,0.003,-,,-,-,-,0.09,22.2,-,-
Superwoman Grp,SPG,0.01,-,0.005,0.009,-,-,-,0.01,0.01,0.03,0.007,-,,-,-,-,-0.3,-,-0.2,-16.67
Tabcorp Hldgs Ltd,TAH,6.77,2,6.73,6.82,23353,6.80,6.73,6.93,6.73,7.70,6.10,60,f,1.44,-1.53,8.86,86.1,7.9,4.0,0.59
Tatts Grp Ltd,TTS,2.40,6,2.38,2.40,53641,2.40,2.33,2.40,2.31,2.93,2.19,21,f,1.04,-0.56,8.75,21.9,11.0,7.0,3
Transmetro Corp,TCO,0.70,-,0.42,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.25,3.5,0.215,0.25,95,0.25,0.25,0.25,0.215,1.30,0.046,-,,-,0.36,-,3,8.3,3.5,16.28
Webjet Ltd,WEB,2.35,-3,2.35,2.38,453,2.38,2.34,2.40,2.30,2.48,1.022,8,f,1.52,0.41,3.40,12.2,19.3,5.0,2.17
Xiaoxiao Education,XXL,0.245,-,0.20,0.30,-,-,-,0.255,0.245,0.30,0.245,-,,-,-,-,-,-,-0.5,-2
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.18,-3.5,0.165,0.195,684,0.215,0.18,0.225,0.18,0.31,0.165,1,,0.45,0.08,5.56,0.45,40.0,-4.5,-20
Amalgamated Hldgs,AHD,5.67,-14,3.81,5.75,964,5.88,5.61,6.15,5.61,6.24,3.598,35,f,1.96,4.65,6.17,68.5,8.3,-42.0,-6.9
APN News & Media,APN,2.29,-1,2.27,2.32,3801,2.31,2.28,2.45,2.25,2.61,0.866,4,f,4.17,-0.78,1.75,16.7,13.7,-7.0,-2.97
Aspermont Ltd,ASP,0.15,-,0.11,0.155,-,-,-,0.155,0.15,0.271,0.11,-,,-,-0.06,-,-0.22,-,-0.5,-3.23
Austar United,AUN,1.125,-2.5,1.11,1.145,40351,1.145,1.105,1.27,1.105,1.465,0.65,-,,-,-0.31,-,4.7,23.9,-13.0,-10.36
Austereo Grp Ltd,AEO,1.65,-2,1.625,1.69,811,1.69,1.625,1.75,1.59,1.785,1.04,9.1,f,1.32,-0.57,5.52,11.98,13.8,-2.0,-1.2
Beyond Intl,BYI,0.75,-3,0.75,0.90,106,0.78,0.75,0.78,0.75,0.78,0.50,6,,1.21,0.42,8.00,7.28,10.3,-3.0,-3.85
Brisbane Broncos,BBL,0.32,-,0.35,0.38,-,-,-,0.32,0.32,0.40,0.23,0.5,f,1.78,0.12,1.56,0.89,36.0,-,-
BSA Ltd,BSA,0.265,-,0.26,0.265,324,0.27,0.265,0.275,0.265,0.34,0.125,2,f,2.00,0.03,7.55,4.01,6.6,-1.0,-3.64
Commstrat Ltd,COJ,0.005,-,0.005,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.02,25.0,-,-
Consolidated Media,CMJ,3.12,-2,3.11,3.20,13338,3.18,3.08,3.34,3.08,3.44,1.80,16.5,f,3.48,0.88,5.29,57.44,5.4,6.0,1.96
Facilitate Digital,FAC,0.08,-,0.045,0.08,-,-,-,0.08,0.075,0.15,0.015,-,,-,0.01,-,-7.71,-,0.5,6.67
Fairfax Media Ltd,FXJ,1.65,-4.5,1.64,1.665,175224,1.70,1.645,1.88,1.645,1.885,0.795,1.1,,8.45,-0.31,0.67,9.3,17.7,-13.5,-7.56
Hyro Ltd,HYO,0.021,-,0.019,0.021,936,0.021,0.021,0.021,0.019,0.044,0.01,-,,-,-0.05,-,-5.38,-,0.4,23.53
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.16,-,0.16,0.165,50,0.16,0.16,0.16,0.15,0.17,0.07,-,,-,-,-,-1.53,-,1.0,6.67
Macq Radio,MRN,0.88,-,0.88,0.90,65,0.90,0.88,0.90,0.82,0.90,0.17,4,f,0.96,0.02,4.55,3.84,22.9,6.0,7.32
MCM Entertainment Gr,MEG,0.18,-,-,0.21,-,-,-,0.18,0.18,0.23,0.071,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.01,-,0.01,0.013,-,-,-,0.01,0.01,0.25,0.01,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.845,-2.5,0.845,0.87,1679,0.87,0.84,0.90,0.84,0.95,0.39,4.4,f,1.50,-0.22,5.21,6.6,12.8,-1.5,-1.74
News Corp b voting,NWS,17.60,-11,17.55,17.81,25333,17.81,17.56,18.11,17.51,18.41,8.93,5.14,,14.51,0.45,0.29,74.58,23.6,5.0,0.28
  a nonvote,NWSLV,15.02,-,14.50,15.05,806,15.10,14.94,15.35,14.87,15.71,7.86,13.73,,-,-,0.91,-,-,8.0,0.54
Oohmedia Grp Ltd,OOH,0.10,-,0.09,0.10,-,-,-,0.10,0.095,0.12,0.06,-,,-,-0.10,-,1.17,8.5,-,-
Pac Star Net,PNW,0.041,-,0.042,0.05,-,-,-,0.041,0.037,0.05,0.023,-,,-,0.01,-,0.06,68.3,0.1,2.5
Palamedia Ltd,PMX,0.004,-,0.004,0.01,1118,0.004,0.004,0.004,0.004,0.02,0.003,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.13,-3.5,1.13,1.14,1437,1.145,1.12,1.18,1.12,2.182,0.80,9.5,f,1.87,-1.43,8.41,17.72,6.4,-4.0,-3.42
Prime Media Grp,PRT,0.79,-1.5,0.78,0.79,652,0.79,0.77,0.805,0.77,0.86,0.441,2.2,f,-,-,2.78,-2.7,-,1.0,1.28
Q Ltd,QXQ,0.081,-,0.081,0.09,207,0.09,0.081,0.09,0.081,0.236,0.056,-,,-,-0.23,-,4.1,2.0,-0.4,-4.71
REA Grp,REA,10.60,-,10.02,10.60,4316,10.72,10.48,10.87,9.48,10.87,3.68,10,,0.07,0.30,0.94,0.74,1432.4,89.0,9.17
Resourc & En Grp,REZ,0.17,-,0.17,0.195,120,0.17,0.17,0.20,0.16,0.375,0.046,-,,-,0.01,-,-0.28,-,-,-
Seven Network   ,SEV,7.34,15,7.28,7.35,3290,7.37,7.15,7.47,6.80,7.47,5.03,34,f,7.60,9.70,4.63,258.43,2.8,-2.0,-0.27
Sky Net fpo nz,SKT,3.84,6,3.84,3.96,2562,3.88,3.84,3.88,3.72,4.15,2.96,11.48,,1.71,-0.47,2.99,19.63,19.6,19.0,5.21
Sth Cross Media stpld,SXL,1.96,-1,1.94,1.98,6582,1.975,1.94,1.99,1.805,2.16,0.437,6.7,,-,-0.51,3.42,-36.65,-,9.0,4.81
STW Comms,SGN,0.81,-1,0.80,0.82,3291,0.82,0.805,0.87,0.805,0.95,0.284,3.5,f,2.09,0.15,4.32,7.32,11.1,-3.5,-4.14
Ten Network Hldgs,TEN,1.735,1,1.70,1.74,38355,1.745,1.685,1.86,1.685,1.875,0.615,2,,-,-0.35,1.15,-9.62,-,-9.5,-5.19
TPL Corp Ltd,TPL,0.02,-0.1,0.017,0.02,7250,0.02,0.02,0.024,0.02,0.028,0.002,-,,-,-,-,-0.06,-,-0.2,-9.09
Two Way Ltd,TTV,0.049,-,0.045,0.049,250,0.049,0.049,0.051,0.045,0.078,0.015,-,,-,0.01,-,-3.44,-,0.4,8.89
Village Roadshow,VRL,2.16,5,2.15,2.22,550,2.22,2.15,2.22,1.96,2.26,0.77,3.75,,-,-1.18,1.74,-2.17,-,16.0,8
  'a' pref,VRLPA,2.20,2,2.20,2.35,52,2.23,2.20,2.23,2.08,2.35,0.49,3.75,,-,-,1.70,-,-,13.0,6.28
WAG Ltd,WAG,0.006,-,0.006,0.007,-,-,-,0.007,0.006,0.011,0.002,-,,-,-,-,-0.01,-,-0.1,-14.29
West Aust News,WAN,7.39,-1,7.32,7.45,1662,7.43,7.32,7.71,7.32,8.48,3.62,29,f,1.29,-,3.92,37.3,19.8,-31.0,-4.03
World Wide Ent Grp,WWG,0.091,-,0.091,0.145,70,0.091,0.091,0.091,0.091,0.25,0.09,-,,-,-,-,3.05,3.0,-,-
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.60,36,3.55,3.50,3.60,3.50,3.60,1.90,20,f,1.40,2.37,5.71,27.9,12.5,-6.0,-1.69
Adultshop Com,ASC,0.01,-0.1,0.01,0.011,15000,0.01,0.01,0.011,0.01,0.014,0.004,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.003,0.006,-,-,-,0.003,0.002,0.005,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.063,-,0.063,0.07,2975,0.071,0.063,0.071,0.063,0.078,0.017,-,,-,-0.23,-,-43.5,-,-0.6,-8.7
AP Eagers Ltd,APE,12.80,30,12.70,12.80,16,12.80,12.75,12.80,12.50,13.00,4.50,44,f,0.82,8.41,3.44,36.1,35.5,-10.0,-0.78
ARB Corp,ARP,5.55,-4,5.53,5.59,1132,5.62,5.54,5.70,5.54,5.70,2.368,17.5,f,2.31,1.22,3.15,40.44,13.7,-,-
Automotive Hldgs,AHE,2.38,-2,2.34,2.41,82,2.39,2.33,2.43,2.30,2.60,0.56,17,f,1.66,0.75,7.14,28.14,8.5,7.0,3.03
Beyond Sportswear,BSI,0.018,-,0.017,0.02,-,-,-,0.018,0.018,0.045,0.007,-,,-,-0.01,-,-0.23,-,0.2,12.5
Breville Grp Ltd,BRG,1.68,15,1.65,1.68,5422,1.68,1.58,1.68,1.53,2.45,0.465,5.5,,1.65,0.49,3.27,9.08,18.5,8.0,5
Cash Convert ord/div   ,CCV,0.69,0.5,0.68,0.69,1572,0.695,0.68,0.705,0.675,0.71,0.295,3,f,2.32,0.23,4.35,6.97,9.9,2.0,2.99
Cheviot Bridge,CVB,0.045,-,0.04,0.047,-,-,-,0.045,0.04,0.07,0.02,-,,-,0.01,-,1.36,3.3,0.5,12.5
Clive Peeters,CPR,0.28,-4.5,0.28,0.30,3269,0.325,0.255,0.37,0.255,0.74,0.077,-,,-,0.27,-,-7.1,-,-9.0,-24.32
Country Road Ltd,CTY,3.70,-,3.10,-,-,-,-,3.70,3.648,4.00,3.10,13.32,f,1.57,0.97,3.60,20.85,17.7,-,-
David Jones Ltd,DJS,4.74,-12,4.74,4.76,29769,4.93,4.68,4.97,4.68,5.96,2.02,28,f,1.13,1.16,5.91,31.5,15.0,-6.0,-1.25
Fantastic Hldgs,FAN,3.96,6,3.89,3.96,315,3.96,3.74,4.10,3.74,4.29,1.65,11.75,f,2.06,0.81,2.97,24.21,16.4,6.0,1.54
Harvey Norman,HVN,3.83,6,3.83,3.84,60608,3.92,3.72,3.92,3.66,4.85,1.875,11,f,1.83,2.01,2.87,20.18,19.0,12.0,3.23
Hire Intelligence,HII,0.13,-,0.12,0.13,-,-,-,0.13,0.13,0.20,0.13,1,,1.25,0.12,7.69,1.25,10.4,-,-
JB Hi-Fi Ltd,JBH,19.48,-30,19.45,19.69,6599,19.90,19.44,20.43,19.44,23.71,9.53,62,f,1.67,1.71,3.18,103.42,18.8,-50.0,-2.5
Joyce Corp,JYC,0.52,-,0.42,0.49,-,-,-,0.52,0.52,0.58,0.37,3.5,,-,0.69,6.73,-6.54,-,-,-
Manaccom Corp Ltd,MNL,0.38,-2,0.38,0.40,150,0.38,0.38,0.41,0.375,0.55,0.20,1.5,f,4.60,0.03,3.95,6.9,5.5,1.0,2.7
Myer Hldgs Ltd,MYR,3.33,4,3.30,3.33,15970,3.35,3.29,3.46,3.28,3.98,3.12,-,,-,-,-,-,-,-4.0,-1.19
Nick Scali Ltd,NCK,1.58,-,1.54,1.58,-,-,-,1.58,1.53,1.58,0.45,10.5,f,1.00,0.22,6.65,10.46,15.1,3.0,1.94
Noni B Ltd,NBL,1.38,-2,1.38,1.40,120,1.40,1.38,1.41,1.38,1.41,0.70,6,f,1.77,0.51,4.35,10.6,13.0,-2.0,-1.43
Orotongrp Ltd,ORL,5.95,-12,5.86,6.07,394,6.07,5.95,6.20,5.95,6.54,1.989,38,f,1.26,0.63,6.39,47.7,12.5,-23.0,-3.72
Pac Brands,PBG,1.14,3,1.14,1.15,127882,1.165,1.11,1.205,0.97,1.52,0.127,-,,-,-0.04,-,-7.6,-,-0.5,-0.44
Premier Invest,PMV,8.14,14,7.93,8.18,273,8.14,7.95,8.26,7.84,9.15,3.268,35,f,1.78,2.07,4.30,62.44,13.0,-11.0,-1.33
Quickflix Ltd,QFX,0.09,0.5,0.088,0.09,3316,0.09,0.082,0.09,0.07,0.09,0.011,-,,-,-,-,-1.64,-,1.8,25
RCG Corp Ltd,RCG,0.535,-0.5,0.525,0.53,2823,0.535,0.535,0.55,0.525,0.64,0.237,2.25,f,1.19,0.09,4.21,2.67,20.0,-1.5,-2.73
Ruralco Hldgs,RHL,2.54,5,2.40,2.54,5,2.54,2.54,2.54,2.36,3.00,1.72,12,f,1.33,1.76,4.72,15.97,15.9,9.0,3.67
Specialty Fashion,SFH,1.295,-0.5,1.30,1.33,1550,1.33,1.29,1.40,1.29,1.65,0.245,-,,-,0.25,-,17.8,7.3,-,-
Super Cheap Auto ,SUL,5.00,-2,4.95,5.14,249,5.10,4.87,5.10,4.87,5.95,2.04,20,f,1.60,0.74,4.00,31.9,15.7,-,-
The Reject Shop,TRS,15.30,-30,14.80,15.50,1457,15.68,14.81,16.17,14.81,16.17,9.72,62,f,1.39,2.17,4.05,86.4,17.7,-3.0,-0.2
Thorn Grp Ltd,TGA,1.045,-2.5,1.045,1.06,2026,1.06,1.025,1.10,1.025,1.28,0.385,5.47,f,2.46,0.47,5.23,13.43,7.8,-5.5,-5
TVN Corp Ltd,TVN,0.007,-,0.007,0.009,2500,0.007,0.007,0.009,0.007,0.013,0.002,-,,-,-,-,-0.14,-,-,-
Vita Grp Ltd,VTG,0.29,-1,0.28,0.29,2312,0.30,0.28,0.30,0.27,0.345,0.058,-,,-,-0.10,-,3.84,7.6,1.5,5.45
