Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4773.4 at 16:35 5/3/2010  Report at 19:07 Friday 5/3/2010. Processed 20:42 Friday 5/3/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.40,8,1.30,1.45,90,1.40,1.40,1.40,1.32,1.55,0.85,8,f,1.29,0.69,5.71,10.3,13.6,8.0,6.06
GLG Corp Ltd,GLE,0.39,-,0.31,0.39,-,-,-,0.39,0.39,0.40,0.14,-,,-,0.45,-,3.55,11.0,-,-
Globe Intl,GLB,0.46,-,0.46,0.47,113,0.46,0.46,0.48,0.40,0.525,0.125,-,,-,0.70,-,-21.39,-,6.0,15
GUD Hldgs,GUD,10.18,-1,10.15,10.20,1926,10.25,10.13,10.29,9.65,10.29,5.20,61,f,1.18,1.09,5.99,71.73,14.2,46.0,4.73
Headline Grp Ltd,HLD,0.225,-0.5,0.22,0.23,1470,0.23,0.225,0.23,0.22,0.235,0.08,-,,-,0.08,-,-1.79,-,-0.5,-2.17
Island Sky Aust,ISK,0.10,0.1,0.093,0.10,814,0.10,0.095,0.115,0.09,0.335,0.08,-,,-,0.08,-,0.63,15.9,-,-
  opt nov11,ISKO,0.025,-,0.012,0.035,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.705,-0.5,1.69,1.705,7315,1.71,1.695,1.71,1.655,1.82,1.48,-,,-,-,-,-,-,5.5,3.33
Kresta Hldgs,KRS,0.38,-0.5,0.38,0.39,1431,0.395,0.38,0.41,0.37,0.41,0.08,3,f,1.52,0.18,7.89,4.57,8.3,0.5,1.33
McPherson's Ltd,MCP,3.00,2,2.98,3.03,1386,3.02,2.96,3.02,2.83,3.48,0.38,10,f,2.96,0.02,3.33,29.6,10.1,5.0,1.69
Merchant House,MHI,0.155,-,0.15,0.165,-,-,-,0.165,0.155,0.18,0.095,1,,4.40,0.27,6.45,4.4,3.5,0.5,3.33
Mesbon China Nylon,MES,0.096,-0.4,0.095,0.096,196,0.096,0.096,0.105,0.092,0.14,0.061,0.5,,4.08,0.32,5.21,2.04,4.7,0.5,5.49
Photo-Me Aust,PTO,0.004,-,0.004,0.007,-,-,-,0.004,0.004,0.012,0.004,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,-,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.125,-,0.12,0.125,220,0.125,0.125,0.13,0.11,0.42,0.09,-,,-,0.03,-,2.41,5.2,0.5,4.17
Shenhua Ltd,SHU,0.51,-,-,0.50,-,-,-,0.51,0.51,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.70,-,2.70,2.74,-,-,-,2.76,2.64,2.76,1.412,21,f,1.39,0.91,7.78,29.22,9.2,7.0,2.66
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,0.11,-,1.1,27.3,-,-
TWT Grp Ltd,TWT,0.14,1,0.13,0.15,330,0.14,0.14,0.14,0.13,0.175,0.07,-,,-,0.31,-,-5.24,-,1.0,7.69
Undercoverwear,UCW,0.35,-,0.27,0.345,-,-,-,0.35,0.35,0.35,0.16,2.25,f,-,0.09,6.43,-5.65,-,-,-
Vmoto Ltd,VMT,0.14,0.5,0.14,0.145,10646,0.14,0.135,0.14,0.125,0.215,0.036,-,,-,0.01,-,-1.27,-,-,-
Waterco Ltd,WAT,1.00,-,1.00,1.15,-,-,-,1.00,1.00,1.01,0.48,6,f,1.72,1.26,6.00,10.3,9.7,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.15,2,0.15,0.155,309,0.15,0.15,0.15,0.13,0.22,0.06,-,,-,0.01,-,-4.95,-,-0.5,-3.23
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.13,-,0.13,0.135,154,0.13,0.13,0.14,0.125,0.245,0.10,0.5,,5.60,0.05,3.85,2.8,4.6,-0.5,-3.7
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.23,3,4.15,4.24,24916,4.25,4.16,4.41,4.13,5.75,3.24,4.5,,-,0.07,1.06,-31.3,-,-,-
Artist & Entertain,AEM,0.012,-,0.011,0.012,2660,0.012,0.012,0.013,0.011,0.025,0.005,-,,-,-,-,-1.54,-,0.1,9.09
Centrebet Internat,CIL,1.48,-,1.45,1.495,253,1.495,1.48,1.51,1.445,1.60,0.86,10.5,,1.02,0.11,7.09,10.7,13.8,2.0,1.37
Crown Ltd,CWN,8.28,19,8.08,8.30,12223,8.31,8.06,8.34,7.93,9.39,5.05,37,p,-,3.24,4.47,-92.35,-,28.0,3.5
Domino Pizza Enterpr,DMP,5.39,-8,5.38,5.40,4384,5.50,5.36,5.55,5.18,5.55,2.89,14,f,1.86,0.69,2.60,26,20.7,21.0,4.05
Early Learning Serv,ELY,0.37,-,0.355,0.37,600,0.38,0.37,0.38,0.35,0.45,0.07,-,,-,-0.27,-,-0.35,-,0.5,1.37
eBet Ltd,EBT,0.084,0.6,0.083,0.084,1804,0.084,0.078,0.084,0.072,0.105,0.035,-,,-,-0.01,-,0.52,16.2,0.4,5
Eumundi Grp Ltd,EBG,0.065,-,0.065,0.073,-,-,-,0.065,0.065,0.09,0.06,-,,-,0.19,-,-6,-,-,-
Flight Centre,FLT,19.74,1,19.43,19.74,3839,19.99,19.47,19.99,18.44,20.15,3.39,26,f,2.44,2.56,1.32,63.4,31.1,87.0,4.61
Garratt's Ltd,GRT,0.50,-,0.36,0.56,-,-,-,0.49,0.49,0.53,0.22,3,,1.43,0.14,6.00,4.28,11.7,1.0,2.04
Integrated Legal,IAW,0.12,-1,0.12,0.135,526,0.125,0.12,0.14,0.12,0.17,0.12,0.25,f,3.56,0.05,2.08,0.89,13.5,-1.0,-7.69
Invocare Ltd,IVC,6.37,21,6.10,6.37,3036,6.37,6.14,6.37,6.03,6.48,4.65,25.25,f,1.30,0.48,3.96,32.9,19.4,36.0,5.99
Jetset Travelworld,JET,0.99,-1,0.97,1.00,5,0.99,0.99,1.05,0.90,1.70,0.55,3.6,f,0.63,0.12,3.64,2.28,43.4,-6.0,-5.71
Kip McGrath Edu Cntr,KME,0.38,5,0.31,0.38,250,0.38,0.33,0.38,0.31,0.45,0.105,2,,8.59,-0.10,5.26,17.19,2.2,8.0,26.67
Macro Corp Ltd,MAC,0.03,-,0.01,0.032,-,-,-,0.03,0.03,0.04,0.027,-,,-,0.08,-,-0.43,-,-,-
National Leisure,NLG,0.017,0.2,0.016,0.017,1070,0.017,0.013,0.02,0.013,0.044,0.005,-,,-,-0.30,-,0.08,21.3,-0.3,-15
Navitas Ltd,NVT,5.06,17,5.05,5.06,8600,5.12,4.95,5.12,4.83,5.12,2.15,16.9,f,0.99,-0.25,3.34,16.8,30.1,23.0,4.76
Newhaven Hotels,NHH,1.90,-,1.90,2.10,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-
Ocean Capital,OCE,0.35,-,0.25,0.35,-,-,-,0.35,0.35,0.40,0.24,1.5,,0.93,0.41,4.29,1.39,25.2,-,-
Odyssey Gaming,ODG,0.04,-,0.04,-,-,-,-,0.04,0.04,0.07,0.017,-,,-,0.06,-,0.5,8.0,-,-
Planet Platinum,PPN,0.29,-,0.22,0.30,-,-,-,0.29,0.29,0.30,0.10,2.06,,0.97,0.20,7.10,2,14.5,-,-
Qld Trustees Invest,QTI,0.45,-,0.40,0.45,-,-,-,0.45,0.45,0.50,0.38,-,,-,0.79,-,1.3,34.6,-,-
Reef Casino Tr unt,RCT,1.95,4,1.935,2.00,82,1.95,1.91,1.95,1.91,2.15,1.65,24,,1.07,2.04,12.31,25.7,7.6,4.0,2.09
Retail Food Grp,RFG,2.78,-5,2.80,2.90,471,2.82,2.76,2.85,2.70,3.10,1.28,10,f,2.54,-0.70,3.60,25.4,10.9,-,-
Sino Strategic Intl,SSI,0.48,-,0.48,0.54,-,-,-,0.54,0.48,0.92,0.30,-,,-,-0.04,-,-70,-,-6.0,-11.11
Sky City Entertain,SKC,2.51,3,2.47,2.52,14,2.51,2.51,2.52,2.41,2.89,1.97,5.44,,3.51,0.53,2.17,19.09,13.1,1.0,0.4
Slater & Gordon,SGH,1.64,4,1.59,1.64,2570,1.65,1.59,1.65,1.59,1.82,1.425,5.25,f,3.16,0.82,3.20,16.6,9.9,-,-
Stanfield Funds,SFN,0.015,-,0.013,0.015,-,-,-,0.015,0.01,0.03,0.009,-,,-,-0.01,-,-0.14,-,-,-
Success Res Global,SGU,0.02,0.5,0.015,0.028,500,0.02,0.02,0.02,0.015,0.06,0.003,-,,-,-,-,0.09,22.2,-,-
Superwoman Grp,SPG,0.01,-,0.001,0.009,-,-,-,0.01,0.01,0.03,0.007,-,,-,-,-,-0.39,-,-,-
Tabcorp Hldgs Ltd,TAH,6.93,9,6.92,6.95,24649,6.97,6.85,6.97,6.75,7.70,6.21,60,f,1.44,-1.53,8.66,86.1,8.0,16.0,2.36
Tatts Grp Ltd,TTS,2.40,1,2.39,2.40,65274,2.40,2.38,2.48,2.27,2.87,2.19,21,f,1.04,-0.51,8.75,21.9,11.0,-,-
Transmetro Corp,TCO,0.70,-,0.42,-,-,-,-,0.70,0.70,0.80,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-
Viagold Capital,VIA,0.275,-1,0.07,0.88,30,0.275,0.275,0.285,0.25,1.30,0.046,-,,-,0.36,-,3,9.2,2.5,10
Webjet Ltd,WEB,2.34,-1,2.34,2.35,716,2.36,2.33,2.44,2.33,2.48,1.022,8,f,1.52,0.41,3.42,12.2,19.2,-1.0,-0.43
Xiaoxiao Education,XXL,0.245,-,0.20,0.30,-,-,-,0.245,0.245,0.30,0.245,-,,-,-,-,-,-,-,-
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.185,-,0.19,0.195,-,-,-,0.19,0.18,0.31,0.17,1,,0.45,0.08,5.41,0.45,41.1,0.5,2.78
Amalgamated Hldgs,AHD,5.64,10,5.55,5.70,398,5.70,5.55,5.99,5.42,6.24,3.598,35,f,1.96,4.65,6.21,68.5,8.2,-3.0,-0.53
APN News & Media,APN,2.33,1,2.30,2.36,6980,2.36,2.32,2.38,2.28,2.61,0.915,4,f,4.17,-0.78,1.72,16.7,14.0,4.0,1.75
Aspermont Ltd,ASP,0.15,-,0.11,0.14,-,-,-,0.15,0.15,0.271,0.11,-,,-,-0.06,-,-0.22,-,-,-
Austar United,AUN,1.15,2,1.14,1.155,19302,1.155,1.13,1.16,1.105,1.465,0.65,-,,-,-0.31,-,4.7,24.5,2.5,2.22
Austereo Grp Ltd,AEO,1.65,3,1.62,1.655,3662,1.65,1.62,1.70,1.60,1.785,1.04,9.1,f,1.32,-0.57,5.52,11.98,13.8,-,-
Beyond Intl,BYI,0.75,-,0.76,0.90,-,-,-,0.75,0.75,0.78,0.50,6,,1.36,0.45,8.00,8.18,9.2,-,-
Brisbane Broncos,BBL,0.35,-,0.34,0.39,-,-,-,0.38,0.32,0.40,0.23,0.5,f,1.78,0.12,1.43,0.89,39.3,3.0,9.37
BSA Ltd,BSA,0.27,-,0.23,0.27,-,-,-,0.275,0.225,0.34,0.125,2,f,1.49,-0.01,7.41,2.99,9.0,0.5,1.89
Commstrat Ltd,COJ,0.005,-,0.004,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,0.02,25.0,-,-
Consolidated Media,CMJ,3.14,1,3.14,3.20,17468,3.21,3.13,3.23,3.10,3.44,1.80,16.5,f,3.48,0.88,5.25,57.44,5.5,2.0,0.64
Facilitate Digital,FAC,0.08,-,0.06,0.08,-,-,-,0.08,0.08,0.15,0.03,-,,-,0.01,-,0.29,27.6,-,-
Fairfax Media Ltd,FXJ,1.715,1.5,1.685,1.72,115215,1.715,1.68,1.725,1.62,1.885,0.795,1.1,,8.45,-0.31,0.64,9.3,18.4,6.5,3.94
Hyro Ltd,HYO,0.021,0.1,0.02,0.021,5000,0.021,0.021,0.021,0.02,0.044,0.01,-,,-,-0.05,-,-5.38,-,-,-
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-
IPGA Ltd,IPP,0.185,-,0.185,0.22,100,0.185,0.185,0.20,0.155,0.20,0.07,-,,-,-,-,-1.53,-,2.5,15.62
Macq Radio,MRN,0.89,-,0.78,0.87,-,-,-,0.90,0.88,0.90,0.17,4,f,0.96,0.02,4.49,3.84,23.2,1.0,1.14
MCM Entertainment Gr,MEG,0.18,-,-,0.20,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.013,-,0.01,0.013,1000,0.013,0.013,0.013,0.013,0.25,0.01,-,,-,-0.08,-,-3.74,-,0.3,30
Mitchell Comms,MCU,0.83,-1,0.83,0.84,633,0.85,0.83,0.85,0.805,0.95,0.39,4.4,f,1.50,-,5.30,6.6,12.6,-1.5,-1.78
News Corp b voting,NWS,18.06,36,18.05,18.10,26115,18.11,17.96,18.11,17.52,18.41,8.93,5.14,,14.51,0.45,0.28,74.58,24.2,46.0,2.61
  a nonvote,NWSLV,15.33,33,15.33,15.84,3039,15.35,15.16,15.35,14.86,15.71,7.86,13.1,,-,-,0.85,-,-,31.0,2.06
Oohmedia Grp Ltd,OOH,0.10,-1,0.10,0.11,60,0.105,0.10,0.11,0.10,0.12,0.06,-,,-,-0.10,-,1.17,8.5,-,-
Pac Star Net,PNW,0.047,-0.3,0.047,0.05,720,0.047,0.047,0.05,0.047,0.05,0.023,-,,-,0.01,-,0.1,47.0,0.6,14.63
Palamedia Ltd,PMX,0.004,-,-,-,-,-,-,0.004,0.004,0.02,0.003,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.115,0.5,1.115,1.135,765,1.135,1.11,1.16,1.105,2.182,0.80,9.5,f,1.87,-1.43,8.52,17.72,6.3,-1.5,-1.33
Prime Media Grp,PRT,0.74,-1,0.74,0.76,156,0.74,0.74,0.79,0.74,0.86,0.441,2.2,f,-,-,2.97,-2.7,-,-5.0,-6.33
Q Ltd,QXQ,0.07,-,0.069,0.089,-,-,-,0.081,0.07,0.236,0.056,-,,-,-0.23,-,4.1,1.7,-1.1,-13.58
REA Grp,REA,10.40,-8,10.20,10.50,395,10.50,10.39,10.70,10.18,10.87,3.69,10,,1.00,0.45,0.96,10.04,103.6,-20.0,-1.89
Resourc & En Grp,REZ,0.17,-,0.16,0.17,-,-,-,0.17,0.17,0.375,0.046,-,,-,0.01,-,-0.28,-,-,-
Seven Network   ,SEV,7.76,-2,7.70,7.79,2092,7.79,7.71,7.84,7.40,7.84,5.03,34,f,7.60,9.70,4.38,258.43,3.0,42.0,5.72
Sky Net,SKT,3.84,-,3.72,3.95,-,-,-,3.96,3.84,4.15,2.96,11.39,,1.72,-0.47,2.97,19.63,19.6,-,-
Sth Cross Media stp,SXL,2.00,2.5,1.96,2.02,7831,2.02,1.94,2.03,1.94,2.16,0.559,6.7,,-,-0.51,3.35,-36.65,-,4.0,2.04
STW Comms,SGN,0.835,-,0.815,0.835,1015,0.835,0.825,0.85,0.82,0.95,0.284,3.5,f,2.09,0.15,4.19,7.32,11.4,2.5,3.09
Ten Network Hldgs,TEN,1.72,-1.5,1.715,1.725,107983,1.75,1.715,1.805,1.715,1.875,0.615,2,,-,-0.35,1.16,-9.62,-,-1.5,-0.86
TPL Corp Ltd,TPL,0.016,-,0.016,0.02,22645,0.017,0.016,0.02,0.016,0.028,0.002,-,,-,-,-,-0.21,-,-0.4,-20
Two Way Ltd,TTV,0.049,-,0.046,0.049,-,-,-,0.05,0.049,0.078,0.015,-,,-,0.01,-,-3.44,-,-,-
Village Roadshow,VRL,2.15,-5,2.15,2.22,7,2.15,2.15,2.25,2.15,2.26,0.77,3.75,,11.12,-1.97,1.74,41.69,5.2,-1.0,-0.46
  'a' pref,VRLPA,2.20,7,2.15,2.25,105,2.27,2.15,2.29,2.13,2.35,0.49,3.75,,-,-,1.70,-,-,-,-
WAG Ltd,WAG,0.008,-,0.007,0.009,3056,0.008,0.008,0.008,0.006,0.011,0.002,-,,-,-,-,-0.01,-,0.2,33.33
West Aust News,WAN,7.34,6,7.30,7.40,3817,7.38,7.25,7.49,7.20,8.48,3.65,29,f,1.29,-,3.95,37.3,19.7,-5.0,-0.68
World Wide Ent Grp,WWG,0.09,-,0.09,0.145,-,-,-,0.091,0.09,0.25,0.09,-,,-,-,-,3.05,3.0,-0.1,-1.1
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.55,5,3.55,3.60,76,3.55,3.50,3.55,3.50,3.60,1.90,20,f,1.86,2.44,5.63,37.1,9.6,5.0,1.43
Adultshop Com,ASC,0.011,-,0.01,0.011,7364,0.011,0.01,0.011,0.01,0.014,0.004,-,,-,0.02,-,-0.19,-,0.1,10
  opt dec11,ASCO,0.003,-,0.003,0.005,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.064,-,0.064,0.065,-,-,-,0.065,0.063,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.1,1.59
AP Eagers Ltd,APE,12.50,-35,12.50,12.90,26,12.90,12.50,12.90,12.49,13.00,4.70,62,f,1.96,8.81,4.96,121.6,10.3,-30.0,-2.34
ARB Corp,ARP,5.53,-,5.42,5.65,211,5.56,5.50,5.58,5.41,5.70,2.368,17.5,f,2.31,1.22,3.16,40.44,13.7,-2.0,-0.36
Automotive Hldgs,AHE,2.29,-2,2.28,2.34,2252,2.31,2.28,2.40,2.28,2.60,0.56,17,f,1.66,0.75,7.42,28.14,8.1,-9.0,-3.78
Beyond Sportswear,BSI,0.02,-,0.018,0.024,-,-,-,0.02,0.018,0.045,0.007,-,,-,-0.01,-,-0.23,-,0.2,11.11
Breville Grp Ltd,BRG,1.85,3,1.85,1.95,682,1.89,1.84,1.89,1.65,2.45,0.465,7.5,,1.68,0.59,4.05,12.62,14.7,17.0,10.12
Cash Convert ord/div   ,CCV,0.685,2.5,0.675,0.685,2593,0.685,0.66,0.695,0.63,0.71,0.295,3,f,2.32,0.23,4.38,6.97,9.8,-0.5,-0.72
Cheviot Bridge,CVB,0.041,-0.4,0.041,0.044,70,0.041,0.041,0.045,0.041,0.07,0.02,-,,-,0.01,-,1.36,3.0,-0.4,-8.89
Clive Peeters,CPR,0.38,6,0.345,0.38,545,0.38,0.335,0.38,0.21,0.74,0.077,-,,-,0.27,-,-7.6,-,10.0,35.71
Country Road Ltd,CTY,3.70,-,3.65,-,-,-,-,3.648,3.648,4.00,3.10,13.32,f,1.57,0.97,3.60,20.85,17.7,5.2,1.42
David Jones Ltd,DJS,4.99,9,4.96,4.99,23521,4.99,4.92,4.99,4.73,5.96,2.02,28,f,1.13,1.16,5.61,31.5,15.8,25.0,5.27
Fantastic Hldgs,FAN,3.84,-12,3.63,3.87,143,3.84,3.80,3.96,3.80,4.29,1.65,11.75,f,2.06,0.81,3.06,24.21,15.9,-12.0,-3.03
Harvey Norman,HVN,4.01,-,3.98,4.02,24262,4.04,3.96,4.04,3.77,4.85,1.97,13,f,1.98,2.10,3.24,25.78,15.6,18.0,4.7
Hire Intelligence,HII,0.13,-,0.12,0.13,-,-,-,0.13,0.13,0.20,0.13,1,,0.98,-,7.69,0.98,13.3,-,-
JB Hi-Fi Ltd,JBH,20.17,44,19.85,20.19,10886,20.28,19.70,20.28,19.40,23.71,9.53,62,f,1.67,1.71,3.07,103.42,19.5,69.0,3.54
Joyce Corp,JYC,0.42,-,0.37,0.48,-,-,-,0.52,0.42,0.58,0.37,3.5,,-,0.69,8.33,-6.54,-,-10.0,-19.23
Manaccom Corp Ltd,MNL,0.38,-,0.345,0.38,40,0.38,0.38,0.38,0.355,0.55,0.20,1.5,f,4.79,-,3.95,7.18,5.3,-,-
Myer Hldgs Ltd,MYR,3.39,1,3.38,3.39,35080,3.41,3.37,3.44,3.28,3.98,3.12,-,,-,-,-,-,-,6.0,1.8
Nick Scali Ltd,NCK,1.62,-,1.49,1.62,-,-,-,1.62,1.575,1.62,0.45,10.5,f,1.00,0.22,6.48,10.46,15.5,4.0,2.53
Noni B Ltd,NBL,1.40,1,1.39,1.40,144,1.40,1.39,1.40,1.35,1.41,0.81,6,f,1.77,0.51,4.29,10.6,13.2,2.0,1.45
Orotongrp Ltd,ORL,6.30,-,6.26,6.30,100,6.30,6.29,6.35,5.92,6.54,1.989,38,f,1.26,0.63,6.03,47.7,13.2,35.0,5.88
Pac Brands,PBG,1.18,1.5,1.175,1.18,57226,1.185,1.17,1.185,1.12,1.52,0.136,-,,-,-0.04,-,-7.6,-,4.0,3.51
Premier Invest,PMV,8.22,3,8.09,8.25,1411,8.25,8.13,8.28,7.98,9.15,3.324,35,f,1.78,2.07,4.26,62.44,13.2,8.0,0.98
Quickflix Ltd,QFX,0.078,-0.2,0.078,0.08,91,0.078,0.078,0.09,0.078,0.09,0.011,-,,-,-,-,-1.64,-,-1.2,-13.33
RCG Corp Ltd,RCG,0.53,-,0.53,0.65,5944,0.54,0.53,0.54,0.53,0.64,0.237,2.25,f,1.19,0.09,4.25,2.67,19.9,-0.5,-0.93
Ruralco Hldgs,RHL,2.45,-,2.38,2.45,-,-,-,2.48,2.42,3.00,1.72,12,f,1.33,1.76,4.90,15.97,15.3,-9.0,-3.54
Specialty Fashion,SFH,1.34,-2.5,1.33,1.345,877,1.345,1.32,1.385,1.22,1.65,0.245,4,f,4.45,0.25,2.99,17.8,7.5,4.5,3.47
Super Cheap Auto ,SUL,5.04,-1,4.96,5.04,506,5.15,4.97,5.15,4.97,5.95,2.04,20,f,1.60,0.74,3.97,31.9,15.8,4.0,0.8
The Reject Shop,TRS,15.80,36,15.80,15.95,950,15.93,15.64,16.01,14.92,16.17,9.72,62,f,1.39,2.17,3.92,86.4,18.3,50.0,3.27
Thorn Grp Ltd,TGA,1.045,0.5,1.015,1.055,261,1.06,1.045,1.09,1.02,1.28,0.42,5.47,f,2.46,0.47,5.23,13.43,7.8,-,-
TVN Corp Ltd,TVN,0.007,-,0.008,0.01,-,-,-,0.008,0.007,0.013,0.002,-,,-,-,-,-0.14,-,-,-
Vita Grp Ltd,VTG,0.29,-,0.29,0.30,1454,0.29,0.29,0.29,0.265,0.345,0.058,-,,-,-0.05,-,6.56,4.4,-,-
Warehouse Grp,WHS,3.02,2,2.92,3.07,11,3.02,3.02,3.02,2.90,3.694,2.443,17.34,,1.14,0.77,5.74,19.72,15.3,12.0,4.14
Wotif Com Hldgs,WTF,7.40,-2,7.35,7.42,6732,7.49,7.37,7.55,7.29,7.64,3.10,20,f,1.21,-0.06,2.70,24.23,30.5,6.0,0.82
SECTOR: Consumer Staple,,,,,,,,,,,,,,,,,,,,,
