Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:29 Friday 30/4/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gazal Corp,GZL,1.52,-,1.50,1.55,-,-,-,1.52,1.50,1.575,0.85,8,f,1.29,0.69,5.26,10.3,14.8,4.0,2.7
GLG Corp Ltd,GLE,0.30,2,0.28,0.30,17,0.30,0.30,0.30,0.28,0.40,0.14,-,,-,0.49,-,7.78,3.9,2.0,7.14
Globe Intl,GLB,0.47,-,0.46,0.47,-,-,-,0.47,0.46,0.525,0.15,-,,-,0.70,-,3.12,15.1,1.0,2.17
GUD Hldgs,GUD,9.05,5,9.00,9.17,3006,9.12,8.92,9.60,8.88,10.62,5.95,61,f,1.18,1.09,6.74,71.73,12.6,-47.0,-4.94
Headline Grp Ltd,HLD,0.32,-,0.315,0.33,1923,0.335,0.32,0.335,0.32,0.35,0.10,-,,-,0.08,-,-1.79,-,-1.5,-4.48
Island Sky Aust,ISK,0.057,-1.3,0.057,0.07,6250,0.07,0.057,0.07,0.057,0.287,0.057,-,,-,0.03,-,-2.07,-,-1.3,-18.57
  opt nov11,ISKO,0.025,-,0.002,0.025,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.855,3.5,1.835,1.88,4547,1.89,1.825,1.905,1.76,1.97,1.48,-,,-,-0.09,-,-0.17,-,-5.5,-2.88
Kresta Hldgs,KRS,0.35,-,0.35,0.37,325,0.355,0.35,0.39,0.35,0.46,0.11,3,f,1.52,0.18,8.57,4.57,7.7,-6.0,-14.63
McPherson's Ltd,MCP,3.17,1,3.14,3.18,810,3.18,3.15,3.28,3.12,3.48,1.03,10,f,2.96,0.02,3.15,29.6,10.7,-2.0,-0.63
Merchant House,MHI,0.16,-,0.14,0.16,-,-,-,0.16,0.16,0.18,0.095,1,,4.40,0.27,6.25,4.4,3.6,-,-
Mesbon China Nylon,MES,0.095,-,0.094,0.10,-,-,-,0.10,0.095,0.14,0.061,0.5,,4.08,0.32,5.26,2.04,4.7,-0.5,-5
Photo-Me Aust,PTO,0.004,-,0.005,0.008,-,-,-,0.005,0.004,0.012,0.004,-,,-,0.01,-,-2.08,-,-0.1,-20
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.115,-1.5,0.115,0.13,2910,0.125,0.115,0.135,0.115,0.42,0.10,-,,-,0.03,-,2.41,4.8,-0.5,-4.17
Shenhua Ltd,SHU,0.50,-,0.10,0.495,-,-,-,0.50,0.50,0.55,0.45,-,,-,-,-,5.2,9.6,-,-
Tamawood Ltd,TWD,2.30,-,2.25,2.29,19,2.30,2.30,2.50,2.30,2.76,1.644,21,f,1.39,0.91,9.13,29.22,7.9,-20.0,-8
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-
Treyo Leisure,TYO,0.35,-,-,0.34,-,-,-,0.35,0.35,0.35,0.23,-,,-,0.11,-,2.3,15.2,-,-
TWT Grp Ltd,TWT,0.10,-,0.075,0.13,-,-,-,0.12,0.10,0.175,0.09,-,,-,0.31,-,-5.24,-,-2.0,-16.67
Undercoverwear,UCW,0.27,-,0.27,0.32,373,0.27,0.27,0.27,0.27,0.35,0.195,2.25,f,-,0.09,8.33,-5.65,-,-,-
Vmoto Ltd,VMT,0.16,1,0.145,0.155,4950,0.16,0.145,0.16,0.145,0.215,0.036,-,,-,0.02,-,-1.07,-,1.0,6.67
Waterco Ltd,WAT,1.05,5,0.965,1.06,30,1.05,1.05,1.05,1.00,1.05,0.48,6,f,1.72,1.26,5.71,10.3,10.2,5.0,5
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.125,-,0.125,0.13,-,-,-,0.13,0.125,0.22,0.065,-,,-,0.01,-,-4.95,-,-1.0,-7.41
Aircruising Aust,AIG,0.11,-,0.002,0.10,-,-,-,0.11,0.11,0.11,0.098,-,,-,-0.11,-,-8.38,-,-,-
Allied Brands Ltd,ABQ,0.098,0.2,0.098,0.099,3693,0.099,0.095,0.105,0.093,0.245,0.093,0.5,,4.60,0.06,5.10,2.3,4.3,-0.2,-2
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.29,-,4.28,4.30,22145,4.35,4.26,4.50,4.21,5.75,3.37,4.5,,-,0.07,1.05,-31.3,-,-10.0,-2.28
Artist & Entertain,AEM,0.011,-,0.01,0.011,-,-,-,0.011,0.01,0.025,0.008,-,,-,-,-,-1.54,-,-0.1,-8.33
Centrebet Internat,CIL,1.635,-2,1.57,1.68,70,1.67,1.63,1.685,1.61,1.89,0.86,10.5,,1.02,0.11,6.42,10.7,15.3,-5.5,-3.25
Crown Ltd,CWN,8.24,3,8.15,8.25,19501,8.24,8.12,8.24,7.93,9.39,6.41,37,p,-,3.24,4.49,-92.35,-,18.0,2.23
Domino Pizza Enterpr,DMP,5.40,-15,5.40,5.42,257,5.56,5.37,5.68,5.37,5.80,2.95,14,f,1.86,0.69,2.59,26,20.8,-28.0,-4.93
Early Learning Serv,ELY,0.60,-1,0.60,0.62,350,0.60,0.59,0.62,0.57,0.685,0.07,-,,-,-0.27,-,-0.35,-,1.0,1.69
eBet Ltd,EBT,0.092,-0.2,0.092,0.095,17139,0.095,0.088,0.096,0.083,0.105,0.044,-,,-,-0.01,-,0.52,17.7,1.2,15
Eumundi Grp Ltd,EBG,0.03,-2,0.03,0.05,20,0.03,0.03,0.054,0.03,0.09,0.03,-,,-,0.19,-,-6,-,-2.4,-44.44
Flight Centre,FLT,19.85,-15,19.80,20.07,6582,19.94,19.55,20.13,18.82,21.43,6.12,26,f,2.44,2.56,1.31,63.4,31.3,-12.0,-0.6
Garratt's Ltd,GRT,0.56,-,0.45,0.65,-,-,-,0.56,0.56,0.56,0.30,3,,1.43,0.14,5.36,4.28,13.1,-,-
Integrated Legal,IAW,0.10,-1,0.10,0.11,500,0.105,0.10,0.11,0.10,0.17,0.10,0.25,f,2.16,0.06,2.50,0.54,18.5,-0.5,-4.76
Invocare Ltd,IVC,6.29,14,6.20,6.30,2146,6.29,6.18,6.29,6.06,6.50,4.95,25.25,f,1.30,0.48,4.01,32.9,19.1,12.0,1.94
Jetset Travelworld,JET,0.995,-,0.97,1.09,-,-,-,1.00,0.935,1.70,0.65,3.6,f,0.63,0.12,3.62,2.28,43.6,3.0,3.11
Kip McGrath Edu Cntr,KME,0.30,-,0.30,0.33,-,-,-,0.30,0.30,0.45,0.105,2,,8.59,-0.10,6.67,17.19,1.7,-,-
Macro Corp Ltd,MAC,0.032,-,0.001,0.025,-,-,-,0.032,0.032,0.04,0.027,-,,-,0.08,-,-0.43,-,-,-
National Leisure,NLG,0.015,-0.1,0.015,0.017,200,0.015,0.015,0.017,0.015,0.044,0.006,-,,-,-0.32,-,0.34,4.4,-0.2,-11.76
Navitas Ltd,NVT,5.20,-9,5.19,5.29,8516,5.32,5.13,5.32,5.13,5.56,2.28,16.9,f,0.99,-0.25,3.25,16.8,31.0,-9.0,-1.7
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-
Ocean Capital,OCE,0.25,-,0.255,0.34,-,-,-,0.26,0.25,0.40,0.24,1.5,,0.93,0.41,6.00,1.39,18.0,-1.0,-3.85
Odyssey Gaming,ODG,0.043,-,0.043,-,-,-,-,0.043,0.043,0.07,0.017,-,,-,0.06,-,0.5,8.6,-,-
Planet Platinum,PPN,0.25,-,0.26,0.31,-,-,-,0.25,0.25,0.30,0.125,2.06,,2.17,0.21,8.24,4.46,5.6,-,-
Qld Trustees Invest,QTI,0.40,-,-,0.43,-,-,-,0.435,0.40,0.50,0.40,-,,-,0.78,-,1.02,39.2,-3.5,-8.05
Reef Casino Tr unt,RCT,2.01,-1,2.02,2.08,23,2.01,2.01,2.07,2.01,2.15,1.70,24,,1.07,2.04,11.94,25.7,7.8,-7.0,-3.37
Retail Food Grp,RFG,2.80,10,2.76,2.88,973,2.88,2.75,2.88,2.64,3.10,1.43,10,f,2.54,-0.70,3.57,25.4,11.0,-,-
Sino Strategic Intl,SSI,0.395,-,0.395,0.40,6,0.395,0.395,0.40,0.395,0.92,0.30,-,,-,-0.05,-,-67,-,-0.5,-1.25
Sky City Entertain,SKC,2.45,-1,2.44,2.48,529,2.49,2.43,2.50,2.43,2.89,2.03,11.69,,1.63,0.53,4.77,19.09,12.8,-6.0,-2.39
Slater & Gordon,SGH,1.55,5,1.52,1.56,195,1.55,1.55,1.55,1.50,1.82,1.425,5.25,f,3.16,0.82,3.39,16.6,9.3,-,-
Stanfield Funds,SFN,0.012,-,0.012,0.013,350,0.012,0.012,0.012,0.012,0.028,0.009,-,,-,-0.01,-,-0.14,-,-,-
Success Res Global,SGU,0.012,-,0.011,0.024,-,-,-,0.012,0.012,0.06,0.003,-,,-,-,-,1.26,1.0,-,-
Superwoman Grp,SPG,0.009,-,0.001,0.008,-,-,-,0.009,0.009,0.02,0.007,-,,-,-,-,-0.39,-,-,-
Tabcorp Hldgs Ltd,TAH,6.87,2,6.84,6.90,29159,6.89,6.82,6.96,6.82,7.70,6.32,60,f,1.44,-1.53,8.73,86.1,8.0,-,-
Tatts Grp Ltd,TTS,2.48,2,2.47,2.48,52998,2.48,2.44,2.49,2.43,2.81,2.19,21,f,1.04,-0.51,8.47,21.9,11.3,1.0,0.4
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-
Viagold Capital,VIA,0.28,3,0.28,0.50,30,0.28,0.28,0.28,0.25,1.30,0.046,-,,-,0.36,-,3,9.3,3.0,12
Webjet Ltd,WEB,2.41,-1,2.41,2.43,2978,2.44,2.40,2.49,2.35,2.70,1.096,8,f,1.52,0.41,3.32,12.2,19.8,-2.0,-0.82
Xiaoxiao Education,XXL,0.15,-,0.12,0.15,-,-,-,0.15,0.15,0.30,0.15,-,,-,-,-,-,-,-,-
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.18,-4,0.18,0.20,1607,0.22,0.18,0.22,0.18,0.31,0.18,1,,-,0.07,5.56,-2.18,-,-4.0,-18.18
Amalgamated Hldgs,AHD,5.91,1,5.85,5.93,798,5.93,5.85,5.98,5.85,6.24,3.73,35,f,1.96,4.65,5.92,68.5,8.6,-6.0,-1.01
APN News & Media,APN,2.45,1,2.43,2.50,26803,2.47,2.44,2.54,2.31,2.61,1.129,4,f,4.17,-0.78,1.63,16.7,14.7,2.0,0.82
Aspermont Ltd,ASP,0.15,-,0.12,0.16,-,-,-,0.15,0.13,0.256,0.11,-,,-,-0.03,-,0.88,17.0,1.0,7.14
Austar United,AUN,1.17,1,1.16,1.17,48208,1.18,1.16,1.18,1.145,1.465,0.715,-,,-,-0.31,-,4.7,24.9,1.0,0.86
Austereo Grp Ltd,AEO,1.71,-9.5,1.705,1.86,550,1.86,1.71,1.86,1.71,1.925,1.20,9.1,f,1.32,-0.57,5.32,11.98,14.3,-14.0,-7.57
Beyond Intl,BYI,0.74,-,0.73,0.89,-,-,-,0.74,0.74,0.78,0.50,6,,1.36,0.45,8.11,8.18,9.0,-,-
Brisbane Broncos,BBL,0.36,-1,0.345,0.36,50,0.36,0.36,0.37,0.36,0.40,0.31,0.5,f,1.78,0.12,1.39,0.89,40.4,-1.0,-2.7
BSA Ltd,BSA,0.21,-,0.21,0.215,400,0.21,0.21,0.225,0.21,0.34,0.125,2,f,1.49,-0.01,9.52,2.99,7.0,-1.0,-4.55
Commstrat Ltd,COJ,0.004,-,0.004,0.008,-,-,-,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-0.1,-20
Consolidated Media,CMJ,3.15,1,3.14,3.15,16383,3.17,3.13,3.26,3.11,3.44,2.10,16.5,f,3.48,0.88,5.24,57.44,5.5,5.0,1.61
Facilitate Digital,FAC,0.073,-,0.073,0.078,510,0.073,0.073,0.074,0.066,0.149,0.035,-,,-,0.01,-,0.29,25.2,0.7,10.61
  def,FACN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Fairfax Media Ltd,FXJ,1.725,-1,1.72,1.725,133561,1.74,1.72,1.775,1.715,1.885,0.985,1.1,,8.45,-0.31,0.64,9.3,18.5,-2.5,-1.43
Hyro Ltd,HYO,0.023,0.1,0.023,0.025,250,0.023,0.023,0.027,0.022,0.044,0.017,-,,-,-,-,2.39,1.0,-0.2,-8
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-
IPGA Ltd,IPP,0.32,-,0.32,0.35,2268,0.34,0.32,0.34,0.32,0.375,0.079,-,,-,-,-,-1.69,-,-2.0,-5.88
Macq Radio,MRN,0.84,-,0.75,0.84,-,-,-,0.85,0.84,0.90,0.17,4,f,0.96,0.02,4.76,3.84,21.9,-,-
MCM Entertainment Gr,MEG,0.18,-,-,0.18,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-
Media Grp Int Ltd,MUI,0.013,-,0.01,0.013,-,-,-,0.013,0.013,0.25,0.009,-,,-,-,-,-2.68,-,-,-
Medic Vision Ltd,MVH,0.034,0.7,0.025,0.034,7781,0.035,0.027,0.035,0.024,0.045,0.017,-,,-,-,-,-1.06,-,0.9,36
  opt jan12,MVHOA,0.003,-,0.001,-,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-
Mitchell Comms,MCU,0.935,0.5,0.925,0.94,486,0.935,0.935,0.965,0.905,0.985,0.52,4.4,f,1.50,-,4.71,6.6,14.2,0.5,0.54
News Corp b voting,NWS,19.44,8,19.40,19.48,44196,19.68,19.30,20.18,19.24,20.18,12.01,5.14,,14.51,0.45,0.26,74.58,26.1,-42.0,-2.11
  a nonvote,NWSLV,16.86,-12,14.85,17.06,11780,17.20,16.80,17.56,16.80,17.56,10.40,12.87,,-,-,0.76,-,-,-37.0,-2.15
Oohmedia Grp Ltd,OOH,0.14,1,0.125,0.14,410,0.14,0.125,0.14,0.125,0.14,0.06,-,,-,-0.08,-,1.3,10.8,1.0,7.69
Pac Star Net,PNW,0.06,-,0.055,0.06,-,-,-,0.06,0.06,0.065,0.025,-,,-,0.01,-,0.1,60.0,-,-
Photon Grp Ltd,PGA,1.17,-1.5,1.16,1.17,4436,1.18,1.155,1.345,1.155,2.182,1.005,9.5,f,1.87,-1.43,8.12,17.72,6.6,-15.5,-11.7
Prime Media Grp,PRT,0.775,-3,0.775,0.81,551,0.78,0.76,0.805,0.76,0.86,0.455,2.2,f,-,-,2.84,-2.7,-,-2.5,-3.13
Q Ltd,QXQ,0.075,-0.2,0.072,0.081,254,0.075,0.075,0.079,0.075,0.236,0.056,-,,-,0.02,-,-237.1,-,-0.7,-8.54
REA Grp,REA,12.32,3,12.30,12.35,1992,12.50,12.30,12.50,12.03,12.60,4.33,10,,1.00,0.45,0.81,10.04,122.7,-18.0,-1.44
Resourc & En Grp,REZ,0.14,-,0.14,0.17,-,-,-,0.14,0.14,0.375,0.046,-,,-,0.07,-,-1.35,-,-,-
Seven Network   ,SEV,7.41,-,-,-,-,-,-,7.84,7.40,8.09,5.03,34,f,7.60,9.70,4.59,258.43,2.9,-27.0,-3.52
Sky Net,SKT,3.90,6,3.90,3.95,30,3.90,3.90,3.94,3.84,4.15,3.05,11.39,,1.72,-0.47,2.92,19.63,19.9,-4.0,-1.02
Sthn Cross Media,SXL,2.19,5,2.01,2.20,10084,2.21,2.15,2.24,2.08,2.31,0.988,6.7,,-,-0.51,3.06,-36.65,-,-2.0,-0.9
STW Comms,SGN,0.88,0.5,0.865,0.88,13281,0.89,0.865,0.89,0.84,0.95,0.48,3.5,f,2.09,0.15,3.98,7.32,12.0,2.5,2.92
Ten Network Hldgs,TEN,1.81,2,1.80,1.815,73535,1.83,1.80,1.86,1.755,1.94,0.81,2,,2.31,-0.29,1.10,4.62,39.2,-4.0,-2.16
TPL Corp Ltd,TPL,0.022,-0.1,0.022,0.023,3303,0.024,0.022,0.025,0.022,0.028,0.003,-,,-,-,-,-0.21,-,-0.3,-12
Two Way Ltd,TTV,0.04,-,0.036,0.04,1000,0.04,0.04,0.04,0.04,0.078,0.02,-,,-,0.01,-,-3.44,-,-,-
Village Roadshow,VRL,2.47,1,2.47,2.49,1136,2.50,2.46,2.54,2.40,2.54,0.77,3.75,,11.12,-1.97,1.52,41.69,5.9,1.0,0.41
  'a' pref,VRLPA,2.55,-,2.45,2.65,36,2.60,2.55,2.71,2.55,2.71,0.49,3.75,,-,-,1.47,-,-,-11.0,-4.14
WAG Ltd,WAG,0.01,-,0.009,0.012,-,-,-,0.01,0.01,0.011,0.003,-,,-,-,-,-0.01,-,-,-
West Aust News,WAN,7.90,8,7.78,7.90,4931,8.05,7.89,8.30,7.77,8.48,3.96,29,f,1.29,-,3.67,37.3,21.2,-32.0,-3.89
World Wide Ent Grp,WWG,0.085,-,0.08,0.10,60,0.085,0.085,0.085,0.08,0.20,0.055,-,,-,-,-,3.05,2.8,0.5,6.25
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.65,15,3.50,3.50,3.55,3.50,3.70,2.00,20,f,1.86,2.44,5.71,37.1,9.4,-5.0,-1.41
Adultshop Com,ASC,0.01,-,0.01,0.011,16156,0.01,0.01,0.011,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,-,-
  opt dec11,ASCO,0.003,0.1,0.003,0.004,36669,0.004,0.003,0.004,0.002,0.005,0.002,-,,-,-,-,-,-,0.1,50
AMA Grp Ltd,AMA,0.05,-,0.045,0.049,-,-,-,0.05,0.046,0.078,0.019,-,,-,-0.09,-,7.75,0.6,-,-
AP Eagers Ltd,APE,12.50,-2,12.50,12.90,36,12.50,12.50,12.75,12.50,13.55,6.51,62,f,1.96,8.81,4.96,121.6,10.3,-25.0,-1.96
ARB Corp,ARP,6.12,7,6.00,6.13,354,6.14,6.05,6.16,5.84,6.19,2.777,17.5,f,2.31,1.22,2.86,40.44,15.1,-,-
Automotive Hldgs,AHE,2.72,3,2.62,2.80,4280,2.77,2.67,2.88,2.56,2.88,1.22,17,f,1.66,0.75,6.25,28.14,9.7,-10.0,-3.55
Beyond Sportswear,BSI,0.014,-,0.007,0.02,-,-,-,0.014,0.014,0.045,0.007,-,,-,-0.01,-,-0.57,-,-0.4,-22.22
Breville Grp Ltd,BRG,2.25,-2,2.25,2.27,768,2.25,2.20,2.28,2.20,2.45,0.70,7.5,,1.68,0.59,3.33,12.62,17.8,-,-
Cash Convert ord/div   ,CCV,0.585,-1,0.585,0.59,2509,0.595,0.585,0.605,0.575,0.71,0.40,3,f,2.32,0.23,5.13,6.97,8.4,0.5,0.86
Clive Peeters,CPR,0.22,0.5,0.215,0.225,1495,0.23,0.22,0.23,0.20,0.74,0.12,-,,-,0.27,-,-7.6,-,-2.0,-8.33
Country Road Ltd,CTY,3.65,-,3.67,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-
David Jones Ltd,DJS,4.69,-,4.67,4.70,42899,4.77,4.64,4.78,4.64,5.96,3.02,29,f,1.14,1.22,6.18,33,14.2,7.0,1.52
Fantastic Hldgs,FAN,3.74,-1,3.52,3.75,16,3.74,3.59,3.75,3.52,4.29,2.27,11.75,f,2.06,0.81,3.14,24.21,15.4,17.0,4.76
Harvey Norman,HVN,3.41,-4,3.40,3.42,105102,3.47,3.41,3.56,3.41,4.85,2.75,13,f,1.98,2.10,3.81,25.78,13.2,-10.0,-2.85
Hire Intelligence,HII,0.14,-,0.13,0.25,-,-,-,0.14,0.14,0.20,0.13,1,,0.98,-,7.14,0.98,14.3,-,-
JB Hi-Fi Ltd,JBH,19.44,-7,19.40,19.45,23049,19.63,19.15,19.63,18.87,23.71,12.00,62,f,1.67,1.71,3.19,103.42,18.8,-6.0,-0.31
Joyce Corp,JYC,0.39,-,0.37,-,-,-,-,0.39,0.39,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,-,-
Manaccom Corp Ltd,MNL,0.275,0.5,0.28,0.315,75,0.275,0.275,0.315,0.27,0.55,0.20,0.5,,14.36,-,1.82,7.18,3.8,-4.0,-12.7
Myer Hldgs Ltd,MYR,3.25,7,3.25,3.26,95460,3.27,3.19,3.27,3.14,3.98,3.10,10.5,f,0.39,-0.21,3.23,4.1,79.3,9.0,2.85
Nick Scali Ltd,NCK,1.65,-3,1.64,1.70,276,1.65,1.65,1.71,1.65,1.75,0.55,10.5,f,1.00,0.22,6.36,10.46,15.8,-5.0,-2.94
Noni B Ltd,NBL,1.33,-,1.33,1.39,-,-,-,1.39,1.33,1.50,0.81,6,f,1.77,0.51,4.51,10.6,12.5,-4.0,-2.92
Orotongrp Ltd,ORL,7.04,19,6.71,7.04,126,7.04,6.71,7.10,6.71,7.21,2.855,44,f,1.25,0.74,6.25,54.92,12.8,4.0,0.57
Pac Brands,PBG,1.195,0.5,1.195,1.21,85507,1.22,1.195,1.26,1.185,1.52,0.679,-,,-,-0.04,-,-7.6,-,-4.5,-3.63
Premier Invest,PMV,7.17,-3,7.17,7.30,610,7.29,7.11,7.38,7.11,8.934,4.347,36,f,1.38,2.19,5.02,49.85,14.4,-14.0,-1.92
Quickflix Ltd,QFX,0.069,0.2,0.067,0.069,1123,0.069,0.067,0.069,0.065,0.09,0.038,-,,-,-,-,-1.64,-,0.2,2.99
RCG Corp Ltd,RCG,0.53,0.5,0.53,0.54,630,0.54,0.525,0.54,0.515,0.64,0.265,2.25,f,1.19,0.09,4.25,2.67,19.9,-,-
Ruralco Hldgs,RHL,2.85,5,2.80,2.89,16,2.85,2.85,2.97,2.80,3.00,1.72,12,f,1.33,1.76,4.21,15.97,17.8,2.0,0.71
Specialty Fashion,SFH,1.38,1,1.375,1.40,3759,1.40,1.375,1.41,1.36,1.65,0.375,4,f,4.45,0.25,2.90,17.8,7.8,-4.0,-2.82
Super Cheap Auto ,SUL,5.59,9,5.50,5.62,2171,5.74,5.53,5.74,5.00,5.95,2.91,20,f,1.60,0.74,3.58,31.9,17.5,52.0,10.26
The Reject Shop,TRS,16.82,52,16.54,16.92,2300,16.94,16.20,16.99,16.20,17.39,10.50,62,f,1.39,2.17,3.69,86.4,19.5,-3.0,-0.18
Thorn Grp Ltd,TGA,1.05,-,1.05,1.11,8867,1.08,1.04,1.085,0.96,1.28,0.58,5.47,f,2.46,0.47,5.21,13.43,7.8,-2.5,-2.33
TVN Corp Ltd,TVN,0.011,0.1,0.009,0.011,9500,0.011,0.01,0.011,0.01,0.013,0.004,-,,-,-,-,-0.14,-,0.1,10
Vita Grp Ltd,VTG,0.26,-,0.26,0.27,-,-,-,0.28,0.26,0.345,0.085,-,,-,-0.05,-,6.56,4.0,-2.0,-7.14
