Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 23:12 Friday 6/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Sino Strategic Intl,SSI,0.28,-,-,-,-,-,-,0.28,0.28,0.92,0.18,-,,-,-0.05,-,-67,-,-,-,
Sky City Entertain,SKC,2.41,-1,2.38,2.45,186,2.43,2.38,2.52,2.38,2.89,2.28,11.69,,1.63,0.53,4.85,19.09,12.6,-2.0,-0.82,
Slater & Gordon,SGH,1.425,-,1.39,1.43,-,-,-,1.425,1.395,1.79,1.385,5.25,f,3.16,0.82,3.68,16.6,8.6,2.5,1.79,
Stanfield Funds,SFN,0.016,-,0.013,0.015,-,-,-,0.016,0.013,0.028,0.008,-,,-,-0.01,-,-0.14,-,0.3,23.08,
Success Res Global,SGU,0.015,-,0.007,0.015,-,-,-,0.015,0.015,0.06,0.008,-,,-,-,-,1.26,1.2,-,-,
Tabcorp Hldgs Ltd,TAH,6.66,-10,6.65,6.67,81142,6.73,6.62,6.96,6.62,7.52,6.28,55,f,1.40,-1.35,8.26,77.1,8.6,-20.0,-2.92,
Tatts Grp Ltd,TTS,2.42,1,2.42,2.43,36846,2.42,2.40,2.46,2.40,2.67,2.19,21,f,1.04,-0.51,8.68,21.9,11.1,-3.0,-1.22,
Transmetro Corp,TCO,0.70,-,-,-,-,-,-,0.70,0.70,0.70,0.67,3,f,2.28,1.18,4.29,6.85,10.2,-,-,
Vealls Ltd capital,VELCP,4.30,-,4.50,7.30,-,-,-,4.30,4.30,5.00,4.10,0.5,,100.30,0.07,0.12,50.15,8.6,-,-,
  income,VELIN,1.90,-,1.60,1.80,-,-,-,1.90,1.90,2.10,1.50,9.7,,-,-,5.11,-,-,-,-,
  7% cum pf,VELPA,3.00,-,-,-,-,-,-,3.00,3.00,3.00,3.00,0.7,,-,-,0.23,-,-,-,-,
Viagold Capital,VIA,1.00,2,0.97,1.00,15,1.00,0.98,1.00,0.96,1.00,0.05,-,,-,0.24,-,20,5.0,5.0,5.26,
Webjet Ltd,WEB,2.23,-6,2.23,2.25,1599,2.29,2.22,2.30,2.21,2.70,1.326,10.5,f,1.33,0.44,4.71,13.93,16.0,6.0,2.76,
Xiaoxiao Education,XXL,0.105,-8.5,0.10,0.105,1779,0.13,0.105,0.215,0.105,0.30,0.105,-,,-,-,-,-,-,-9.0,-46.15,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.185,0.5,0.175,0.19,150,0.185,0.185,0.19,0.18,0.305,0.145,-,,-,0.07,-,-2.18,-,-0.5,-2.63,
Amalgamated Hldgs,AHD,5.70,-4,5.67,5.70,668,5.88,5.63,5.93,5.63,6.24,4.552,35,f,1.96,4.65,6.14,68.5,8.3,-11.0,-1.89,
APN News & Media,APN,2.10,1,2.08,2.11,6338,2.12,2.09,2.19,2.08,2.61,1.63,4,f,4.17,-0.78,1.90,16.7,12.6,-1.0,-0.47,
Aspermont Ltd,ASP,0.10,-,0.09,0.13,-,-,-,0.13,0.10,0.20,0.10,-,,-,-0.03,-,0.88,11.4,-3.0,-23.08,
Austar United,AUN,0.975,-0.5,0.97,0.98,29130,0.98,0.96,0.98,0.935,1.465,0.84,-,,-,-0.28,-,3.5,27.9,3.5,3.72,
Austereo Grp Ltd,AEO,1.805,7,1.65,1.85,448,1.85,1.73,1.85,1.66,1.925,1.27,9.1,f,1.32,-0.57,5.04,11.98,15.1,13.5,8.08,
Beyond Intl,BYI,0.72,-,0.55,-,-,-,-,0.72,0.62,0.78,0.50,6,,1.36,0.45,8.33,8.18,8.8,7.0,10.77,
Brisbane Broncos,BBL,0.32,-,0.32,0.36,-,-,-,0.32,0.32,0.40,0.30,0.5,f,1.78,0.12,1.56,0.89,36.0,-,-,
BSA Ltd,BSA,0.22,1,0.205,0.22,845,0.22,0.21,0.22,0.21,0.34,0.17,2,f,1.49,-0.01,9.09,2.99,7.4,-,-,
Commstrat Ltd,COJ,0.004,-,0.004,0.006,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.18,5,3.12,3.22,13378,3.21,3.13,3.21,3.09,3.44,2.75,16.5,f,3.48,0.88,5.19,57.44,5.5,8.0,2.58,
Facilitate Digital,FAC,0.074,-,0.066,0.075,-,-,-,0.074,0.066,0.149,0.035,-,,-,0.01,-,0.29,25.5,0.8,12.12,
Fairfax Media Ltd,FXJ,1.49,1.5,1.485,1.49,127608,1.495,1.47,1.52,1.44,1.885,1.26,1.1,,8.45,-0.31,0.74,9.3,16.0,1.5,1.02,
Hyro Ltd,HYO,0.019,0.3,0.017,0.019,5250,0.019,0.017,0.02,0.016,0.044,0.016,-,,-,-,-,2.39,0.8,-,-,
Infochoice Ltd,ICH,0.45,-,-,0.485,-,-,-,0.45,0.45,0.485,0.44,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.38,1.5,0.38,0.40,150,0.38,0.38,0.38,0.365,0.58,0.079,-,,-,-,-,-1.69,-,1.5,4.11,
Macq Radio,MRN,0.69,-,0.61,0.78,-,-,-,0.69,0.69,0.90,0.36,4,f,0.96,0.02,5.80,3.84,18.0,-,-,
MCM Entertainment Gr,MEG,0.16,-,0.10,0.195,-,-,-,0.16,0.16,0.23,0.15,-,,-,0.04,-,1.01,15.8,-,-,
Media Grp Int Ltd,MUI,0.007,-,0.005,0.007,-,-,-,0.007,0.007,0.025,0.005,-,,-,-,-,-2.68,-,-,-,
Medic Vision Ltd,MVH,0.016,-,0.016,0.022,-,-,-,0.016,0.016,0.045,0.01,-,,-,-,-,-1.06,-,-,-,
  opt jan12,MVHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,1.245,0.5,1.24,1.245,143656,1.25,1.24,1.25,1.23,1.25,0.73,4.4,f,1.50,-,3.53,6.6,18.9,1.0,0.81,
News Corp b voting,NWS,17.47,-17,17.40,17.53,15844,17.51,17.35,17.71,16.37,20.18,14.66,5.14,,14.51,0.45,0.29,74.58,23.4,110.0,6.72,
  a nonvote,NWSLV,15.63,-10,14.88,16.17,2680,15.67,15.55,15.84,14.42,17.56,12.52,12.87,,-,-,0.82,-,-,121.0,8.39,
Oohmedia Grp Ltd,OOH,0.20,-,0.185,0.205,-,-,-,0.20,0.185,0.205,0.065,-,,-,-0.08,-,1.3,15.4,1.0,5.26,
Pac Star Net,PNW,0.04,-,0.04,0.05,85,0.04,0.04,0.04,0.04,0.065,0.03,-,,-,0.01,-,0.1,40.0,-,-,
Prime Media Grp,PRT,0.75,-,0.745,0.755,195,0.75,0.73,0.755,0.73,0.86,0.58,2.2,f,-,-,2.93,-2.7,-,0.5,0.67,
Q Ltd,QXQ,0.039,-,0.043,0.046,192,0.039,0.039,0.039,0.037,0.198,0.026,-,,-,0.02,-,-237.1,-,0.2,5.41,
REA Grp,REA,10.87,7,10.80,10.87,70,10.93,10.80,11.01,10.09,12.60,5.70,10,,1.00,0.45,0.92,10.04,108.3,67.0,6.57,
Resourc & En Grp,REZ,0.105,0.5,0.105,0.12,208,0.105,0.105,0.105,0.10,0.375,0.046,-,,-,0.07,-,-1.35,-,0.5,5,
Sky Net,SKT,3.98,-,3.98,4.02,-,-,-,3.98,3.86,4.15,3.57,11.39,,1.72,-0.47,2.86,19.63,20.3,12.0,3.11,
Sthn Cross Media,SXL,1.915,-2.5,1.78,1.93,5811,1.945,1.905,1.955,1.83,2.31,1.053,6.7,,-,-0.51,3.50,-36.65,-,7.0,3.79,
STW Comms,SGN,0.93,-,0.93,0.95,2483,0.95,0.925,0.95,0.92,1.03,0.60,3.5,f,2.09,0.15,3.76,7.32,12.7,-1.5,-1.59,
Swish Grp Ltd,SWG,0.001,-,0.001,0.002,20000,0.001,0.001,0.001,0.001,0.005,0.001,-,,-,-,-,-0.53,-,-,-,
Ten Network Hldgs,TEN,1.665,1.5,1.655,1.67,138838,1.665,1.635,1.73,1.62,1.94,1.19,2,,2.31,-0.29,1.20,4.62,36.0,-0.5,-0.3,
TPL Corp Ltd,TPL,0.02,-0.2,0.019,0.021,21408,0.022,0.02,0.024,0.019,0.028,0.006,-,,-,-,-,-0.21,-,0.2,11.11,
Two Way Ltd,TTV,0.032,0.2,0.03,0.032,341,0.032,0.032,0.033,0.03,0.078,0.03,-,,-,0.01,-,-3.44,-,-0.1,-3.03,
Village Roadshow,VRL,2.12,-3,2.12,2.20,109,2.12,2.12,2.15,2.09,2.54,1.10,3.75,,11.12,-1.97,1.77,41.69,5.1,3.0,1.44,
  'a' pref,VRLPA,2.30,5,2.24,2.30,66,2.30,2.24,2.30,2.11,2.71,0.80,3.75,,-,-,1.63,-,-,10.0,4.55,
WAG Ltd,WAG,0.007,-,0.007,0.008,5500,0.008,0.007,0.008,0.007,0.01,0.005,-,,-,-,-,-0.01,-,-,-,
West Aust News,WAN,6.86,-2,6.85,6.92,11455,6.90,6.82,7.16,6.82,8.48,5.90,45,f,1.01,-,6.56,45.4,15.1,-6.0,-0.87,
World Wide Ent Grp,WWG,0.10,-,0.032,0.10,-,-,-,0.10,0.10,0.20,0.045,-,,-,-,-,3.05,3.3,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,4.10,1,4.10,4.13,1338,4.14,4.09,4.18,3.50,4.18,2.35,20,f,1.86,2.44,4.88,37.1,11.1,60.0,17.14,
Adultshop Com,ASC,0.013,-,0.015,0.016,32725,0.016,0.013,0.016,0.012,0.016,0.005,-,,-,0.02,-,-0.19,-,0.1,8.33,
  opt dec11,ASCO,0.003,-,0.003,0.005,-,-,-,0.004,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.059,-,0.049,0.062,-,-,-,0.067,0.039,0.078,0.019,-,,-,-0.09,-,7.75,0.8,2.1,55.26,
AP Eagers Ltd,APE,12.60,10,12.52,12.99,4,12.60,12.60,12.70,12.50,13.55,8.81,62,f,1.96,8.81,4.92,121.6,10.4,9.0,0.72,
ARB Corp,ARP,5.90,-9,5.90,5.95,371,5.94,5.83,5.99,5.67,6.40,3.696,17.5,f,2.31,1.22,2.97,40.44,14.6,23.0,4.06,
Automotive Hldgs,AHE,2.39,-,2.39,2.42,1737,2.42,2.32,2.42,2.24,2.88,1.51,17,f,1.66,0.75,7.11,28.14,8.5,12.0,5.29,
Beyond Sportswear,BSI,0.01,-,0.006,0.018,650,0.01,0.01,0.01,0.01,0.03,0.007,-,,-,-0.01,-,-0.57,-,-,-,
Breville Grp Ltd,BRG,2.25,5,2.18,2.30,1295,2.25,2.21,2.25,2.17,2.45,1.015,7.5,,1.68,0.59,3.33,12.62,17.8,8.0,3.69,
Cash Convert ord/div   ,CCV,0.56,1,0.55,0.56,2806,0.57,0.545,0.57,0.545,0.71,0.47,3,f,2.32,0.23,5.36,6.97,8.0,1.0,1.82,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.72,4.00,3.169,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.72,2,4.71,4.74,8389,4.74,4.66,4.84,4.64,5.96,4.10,29,f,1.14,1.22,6.14,33,14.3,-8.0,-1.67,
Fantastic Hldgs,FAN,2.10,-,2.07,2.11,121,2.11,2.09,2.15,2.01,4.29,1.90,11.75,f,2.06,0.81,5.60,24.21,8.7,-,-,
Harvey Norman,HVN,3.45,-,3.45,3.48,18945,3.48,3.42,3.55,3.42,4.85,3.08,13,f,1.98,2.10,3.77,25.78,13.4,-5.0,-1.43,
Hire Intelligence,HII,0.10,-,0.05,0.26,-,-,-,0.10,0.096,0.18,0.096,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,19.55,-17,19.53,19.93,9569,19.84,19.24,20.19,19.12,23.71,15.92,62,f,1.67,1.71,3.17,103.42,18.9,41.0,2.14,
Joyce Corp,JYC,0.40,-,0.35,0.45,-,-,-,0.40,0.40,0.58,0.37,2,,-,0.67,5.00,-8.49,-,-,-,
Kathmandu Hldgs,KMD,1.33,-5.5,1.305,1.33,18311,1.39,1.305,1.69,1.305,1.97,1.305,-,,-,-0.09,-,-0.17,-,-33.5,-20.12,
Manaccom Corp Ltd,MNL,0.28,-,0.28,0.29,-,-,-,0.315,0.27,0.55,0.215,0.5,,14.36,-,1.79,7.18,3.9,-3.5,-11.11,
Myer Hldgs Ltd,MYR,3.48,4,3.48,3.49,30481,3.51,3.44,3.51,3.40,3.98,2.86,-,f,-,-0.21,-,-,-,3.0,0.87,
Nick Scali Ltd,NCK,1.40,-,1.305,1.40,-,-,-,1.41,1.38,1.75,0.85,10.5,f,1.00,0.22,7.50,10.46,13.4,-5.0,-3.45,
Noni B Ltd,NBL,1.15,3,1.115,1.15,56,1.15,1.15,1.15,1.11,1.50,0.82,6,f,1.77,0.51,5.22,10.6,10.8,4.0,3.6,
Orotongrp Ltd,ORL,6.79,4,6.75,6.79,168,6.79,6.75,6.80,6.69,7.21,3.75,44,f,1.25,0.74,6.48,54.92,12.4,10.0,1.49,
Pac Brands,PBG,0.925,-,0.915,0.925,15118,0.925,0.90,0.935,0.89,1.52,0.78,-,,-,-0.04,-,-7.6,-,2.0,2.21,
Premier Invest,PMV,6.51,1,6.50,6.60,3584,6.60,6.42,6.60,6.26,8.934,5.835,36,f,1.38,2.19,5.53,49.85,13.1,13.0,2.04,
Quickflix Ltd,QFX,0.054,-,0.05,0.054,-,-,-,0.055,0.054,0.09,0.046,-,,-,-,-,-1.64,-,-0.1,-1.82,
RCG Corp Ltd,RCG,0.50,-,0.50,0.52,-,-,-,0.52,0.50,0.64,0.38,2.25,f,1.19,0.09,4.50,2.67,18.7,-,-,
Ruralco Hldgs,RHL,2.78,-7,2.78,2.87,20,2.78,2.78,2.85,2.76,3.00,1.845,14,f,1.26,1.79,5.04,17.67,15.7,-7.0,-2.46,
Specialty Fashion,SFH,1.24,-1,1.23,1.25,462,1.25,1.235,1.28,1.22,1.65,0.65,4,f,4.45,0.25,3.23,17.8,7.0,-2.0,-1.59,
Strathfield Grp,SRA,0.007,-,0.007,0.008,16666,0.008,0.007,0.008,0.007,0.023,0.006,-,,-,-,-,0.55,1.3,0.1,16.67,
Super Cheap Auto ,SUL,5.60,-5,5.60,5.65,240,5.66,5.57,5.67,5.55,5.95,4.10,20,f,1.60,0.74,3.57,31.9,17.6,-7.0,-1.23,
The Reject Shop,TRS,16.56,6,16.50,16.60,514,16.64,16.52,16.90,16.00,17.39,12.29,62,f,1.39,2.17,3.74,86.4,19.2,75.0,4.74,
Thorn Grp Ltd,TGA,1.39,-,1.36,1.39,1058,1.39,1.355,1.41,1.355,1.41,0.675,6.32,f,2.39,0.51,4.55,15.12,9.2,4.5,3.35,
