Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4882.7 at 14:54 31/12/2009  Report at 16:45 Thursday 31/12/2009. Processed 17:01 Thursday 31/12/2009.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Gale Pacific Ltd,GAP,0.14,-,0.14,0.16,-,-,-,0.14,0.14,0.17,0.035,-,,-,0.24,-,-6.75,-,-,-
Gazal Corp,GZL,1.39,-,1.25,1.40,-,-,-,1.39,1.39,1.55,0.85,8,f,1.41,0.60,5.76,11.3,12.3,-,-
GLG Corp Ltd,GLE,0.40,-,0.28,0.40,-,-,-,0.40,0.40,0.40,0.13,-,,-,0.45,-,3.55,11.3,-,-
Globe Intl,GLB,0.45,-5,0.45,0.50,20,0.45,0.45,0.50,0.45,0.50,0.125,-,,-,0.70,-,-21.39,-,-5.0,-10
GUD Hldgs,GUD,9.00,11,8.70,9.04,588,9.03,8.89,9.03,8.66,9.67,4.87,60,f,1.00,0.66,6.67,60,15.0,40.0,4.65
Headline Grp Ltd,HLD,0.21,-,0.19,0.21,-,-,-,0.21,0.21,0.215,0.08,-,,-,0.12,-,-1.31,-,-,-
Island Sky Aust,ISK,0.12,1,0.12,0.13,755,0.12,0.10,0.12,0.10,0.355,0.089,-,,-,0.08,-,0.63,19.0,1.0,9.09
  opt nov11,ISKO,-,-,0.005,0.07,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Kathmandu Hldgs,KMD,1.62,-,1.615,1.63,16907,1.63,1.615,1.64,1.615,1.82,1.60,-,,-,-,-,-,-,-2.0,-1.22
Kresta Hldgs,KRS,0.22,-,0.21,0.22,-,-,-,0.22,0.20,0.225,0.08,1,f,2.68,0.16,4.55,2.68,8.2,2.0,10
McPherson's Ltd,MCP,3.40,-,3.37,3.44,610,3.48,3.37,3.48,3.18,3.48,0.27,13,,2.32,-0.52,3.82,30.2,11.3,20.0,6.25
Merchant House,MHI,0.15,-0.5,0.145,0.15,443,0.15,0.15,0.155,0.145,0.17,0.08,1,,4.40,0.27,6.67,4.4,3.4,0.5,3.45
Mesbon China Nylon,MES,0.095,-,0.095,0.10,-,-,-,0.095,0.095,0.14,0.05,2,,-,0.32,21.05,-1.3,-,-,-
Photo-Me Aust,PTO,0.009,-,0.005,0.008,-,-,-,0.009,0.009,0.021,0.004,-,,-,-0.02,-,-2.5,-,-,-
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.14,-,0.135,0.145,-,-,-,0.14,0.14,0.42,0.09,-,,-,0.02,-,2.97,4.7,-,-
Shenhua Ltd,SHU,0.45,-,0.45,0.52,-,-,-,0.45,0.45,0.55,0.45,-,,-,-,-,-,-,-,-
Tamawood Ltd,TWD,2.42,5,2.33,2.42,17,2.42,2.42,2.42,2.37,2.69,1.393,21,f,1.16,1.06,8.68,24.35,9.9,-,-
Thomas Bryson Int,TBI,0.42,-,-,-,-,-,-,0.42,0.42,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.33,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.165,-,0.135,0.17,-,-,-,0.165,0.165,0.235,0.07,3.5,,-,0.33,21.21,-6.18,-,-,-
Undercoverwear,UCW,0.31,-,0.295,0.40,-,-,-,0.31,0.30,0.32,0.16,2,f,-,0.10,6.45,-4.72,-,2.0,6.9
Vmoto Ltd,VMT,0.175,-,0.175,0.18,2026,0.18,0.175,0.18,0.175,0.215,0.03,-,,-,0.01,-,-1.27,-,-0.5,-2.78
Waterco Ltd,WAT,0.95,-,0.95,1.08,-,-,-,0.95,0.95,1.00,0.48,5,f,1.60,1.36,5.26,8,11.9,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.18,-1,0.18,0.195,1200,0.195,0.18,0.195,0.18,0.22,0.05,-,,-,0.02,-,-4.45,-,-1.0,-5.26
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.18,0.5,0.175,0.18,971,0.18,0.175,0.185,0.165,0.28,0.10,0.5,f,5.60,0.05,2.78,2.8,6.4,-1.0,-5.26
  opt dec10,ABQO,0.003,-,0.003,0.005,-,-,-,0.003,0.003,0.029,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.02,-5,4.01,4.09,10671,4.12,4.01,4.12,4.01,5.75,3.16,14.5,f,-,0.35,3.61,-0.2,-,-3.0,-0.74
Artist & Entertain,AEM,0.016,-,0.013,0.016,-,-,-,0.016,0.016,0.025,0.003,-,,-,-,-,2.83,0.6,-,-
Celtex Ltd,CXE,0.018,-,0.018,0.03,-,-,-,0.025,0.018,0.03,0.015,-,,-,-0.01,-,-0.72,-,-0.5,-21.74
Centrebet Internat,CIL,1.225,-6.5,1.22,1.29,33,1.24,1.22,1.29,1.22,1.39,0.86,9.5,,1.00,0.08,7.76,9.5,12.9,-4.5,-3.54
Crown Ltd,CWN,8.04,13,8.01,8.06,5782,8.08,7.97,8.08,7.82,9.39,4.56,37,p,-,3.42,4.60,-166.89,-,29.0,3.74
Domino Pizza Enterpr,DMP,5.40,15,5.35,5.40,216,5.49,5.25,5.49,5.00,5.49,2.60,12.4,f,1.82,0.69,2.30,22.6,23.9,48.0,9.76
Early Learning Serv,ELY,0.23,-0.5,0.23,0.24,170,0.235,0.23,0.25,0.23,0.30,0.07,-,,-,-,-,-25.22,-,-1.5,-6.12
eBet Ltd,EBT,0.077,0.4,0.073,0.078,200,0.077,0.077,0.077,0.073,0.105,0.024,-,,-,-0.01,-,0.7,11.0,0.5,6.94
Enerji Ltd opt dec16,ERJO,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Eumundi Grp Ltd,EBG,0.075,-,0.08,0.085,-,-,-,0.075,0.075,0.14,0.06,-,,-,0.27,-,-5.89,-,-,-
Flight Centre,FLT,18.42,45,18.42,18.44,1276,18.64,18.05,18.64,17.35,18.86,3.39,9,,4.26,1.92,0.49,38.3,48.1,102.0,5.86
Garratt's Ltd,GRT,0.50,-,0.38,0.57,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.12,-,0.12,0.125,-,-,-,0.12,0.12,0.18,0.12,2.2,,0.40,0.05,18.33,0.89,13.5,-0.5,-4
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,6.16,-2,6.16,6.20,514,6.20,6.13,6.20,6.04,6.48,4.48,24.5,f,1.22,0.35,3.98,29.9,20.6,9.0,1.48
Jetset Travelworld,JET,1.39,-,1.39,1.425,-,-,-,1.39,1.39,1.47,0.55,7,f,1.06,0.10,5.04,7.39,18.8,1.0,0.72
Kip McGrath Edu Cntr,KME,0.28,-,0.27,0.30,-,-,-,0.28,0.28,0.45,0.105,2,f,8.50,-0.09,7.14,17,1.6,-,-
Macro Corp Ltd,MAC,0.027,-,0.001,0.03,-,-,-,0.029,0.029,0.04,0.027,-,,-,0.07,-,-0.37,-,-0.2,-6.9
National Leisure,NLG,0.035,-,0.03,0.035,-,-,-,0.035,0.031,0.044,0.005,-,,-,-0.30,-,0.08,43.8,0.2,6.06
Navitas Ltd,NVT,4.10,1,4.06,4.14,285,4.10,4.09,4.10,4.06,4.24,2.01,14.3,f,1.00,-0.23,3.49,14.3,28.7,2.0,0.49
Newhaven Hotels,NHH,1.88,-,1.75,2.49,-,-,-,1.88,1.88,2.20,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.38,-,0.35,0.40,-,-,-,0.38,0.38,0.40,0.24,1.5,f,0.89,0.41,3.95,1.33,28.6,-,-
Odyssey Gaming,ODG,0.07,-,0.031,0.25,-,-,-,0.07,0.07,0.07,0.017,-,,-,0.06,-,0.24,29.2,-,-
Planet Platinum,PPN,0.25,-,0.225,0.25,50,0.25,0.25,0.30,0.25,0.30,0.096,2.06,f,0.97,0.20,8.24,2,12.5,-,-
Qld Trustees Invest,QTI,0.48,-,0.44,0.50,-,-,-,0.50,0.48,0.50,0.37,-,,-,0.79,-,1.3,36.9,-2.0,-4
Reef Casino Tr unt,RCT,1.93,-,1.95,1.99,-,-,-,1.93,1.93,2.15,1.65,24.5,,0.04,2.64,12.69,1.1,175.5,-,-
Retail Food Grp,RFG,2.65,-,2.65,2.68,398,2.67,2.65,2.67,2.61,2.90,1.05,9.25,f,2.56,-0.86,3.49,23.7,11.2,9.0,3.52
Sino Strategic Intl,SSI,0.43,-2,0.40,0.49,466,0.43,0.43,0.45,0.43,0.92,0.30,-,,-,-0.04,-,-70,-,-2.0,-4.44
Sky City Entertain,SKC,2.73,3,2.65,2.73,710,2.73,2.70,2.73,2.65,2.89,1.90,5.44,,3.46,0.47,1.99,18.83,14.5,13.0,5
Slater & Gordon,SGH,1.60,-,1.60,1.65,-,-,-,1.61,1.60,1.82,1.33,4.25,f,3.74,0.80,2.66,15.9,10.1,5.0,3.23
Success Res Global,SGU,0.03,-,0.02,0.03,-,-,-,0.03,0.029,0.06,0.003,-,,-,-,-,0.09,33.3,0.1,3.45
Superwoman Grp,SPG,0.011,-,0.001,0.022,-,-,-,0.011,0.011,0.04,0.007,-,,-,-,-,-0.3,-,-,-
Tabcorp Hldgs Ltd,TAH,6.95,-3,6.94,7.00,10363,7.04,6.95,7.04,6.94,7.70,6.05,65,f,1.43,-0.02,9.35,93.2,7.5,2.0,0.29
Tatts Grp Ltd,TTS,2.44,1,2.44,2.45,11964,2.46,2.43,2.46,2.43,2.97,2.33,21,f,1.04,-0.56,8.61,21.9,11.1,1.0,0.41
Transmetro Corp,TCO,0.70,-,0.50,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.15,5,0.10,0.15,50,0.15,0.15,0.15,0.07,1.30,0.046,-,,-,0.36,-,3,5.0,8.0,114.3
Webjet Ltd,WEB,2.00,6.5,1.955,2.00,1846,2.00,1.935,2.00,1.91,2.00,0.958,5.5,f,1.86,0.38,2.75,10.24,19.5,10.0,5.26
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.24,-,0.24,0.25,-,-,-,0.25,0.24,0.34,0.165,1,,0.45,0.08,4.17,0.45,53.3,-1.0,-4
Amalgamated Hldgs,AHD,5.59,9,5.59,5.64,149,5.64,5.46,5.64,5.36,6.24,3.598,32,f,1.67,4.48,5.72,53.5,10.4,13.0,2.38
APN News & Media,APN,2.32,-3,2.31,2.34,2223,2.37,2.32,2.39,2.30,2.61,0.866,12,,-,-1.23,5.17,-13.1,-,-,-
Aspermont Ltd,ASP,0.135,-2,0.135,0.155,300,0.135,0.11,0.155,0.11,0.271,0.11,0.13,,-,-0.06,0.96,-0.22,-,-0.5,-3.57
Austar United,AUN,1.42,0.5,1.42,1.44,7367,1.44,1.41,1.445,1.41,1.465,0.65,-,,-,-0.33,-,-2.4,-,-1.5,-1.05
Austereo Grp Ltd,AEO,1.715,6,1.59,1.94,283,1.715,1.69,1.715,1.61,1.74,1.04,9.1,f,1.32,-0.01,5.31,11.98,14.3,12.0,7.52
Beyond Intl,BYI,0.68,-,0.68,0.80,-,-,-,0.68,0.68,0.68,0.50,5,,1.46,0.42,7.35,7.28,9.3,-,-
Brisbane Broncos,BBL,0.40,-,0.32,0.40,-,-,-,0.40,0.40,0.40,0.23,-,,-,0.12,-,1.42,28.2,-,-
BSA Ltd,BSA,0.285,-0.5,0.285,0.295,514,0.295,0.285,0.30,0.285,0.325,0.12,2,f,2.00,0.03,7.02,4.01,7.1,-1.5,-5
Commstrat Ltd,COJ,0.008,-,0.005,0.008,-,-,-,0.01,0.008,0.01,0.003,-,,-,-,-,0.02,40.0,-0.2,-20
Consolidated Media,CMJ,3.06,-1,3.03,3.09,10725,3.06,3.05,3.16,3.05,3.44,1.71,16.5,,3.75,0.66,5.39,61.91,4.9,-4.0,-1.29
Facilitate Digital,FAC,0.06,-,0.065,0.14,-,-,-,0.06,0.058,0.15,0.01,-,,-,0.01,-,-7.71,-,0.2,3.45
Fairfax Media Ltd,FXJ,1.74,3,1.70,1.74,78101,1.74,1.695,1.74,1.685,1.805,0.795,2,,-,-0.37,1.15,-21.6,-,4.5,2.65
Hyro Ltd,HYO,0.031,-,0.03,0.031,-,-,-,0.031,0.031,0.044,0.01,-,,-,-0.05,-,-5.38,-,-,-
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.10,-,0.10,0.12,-,-,-,0.10,0.10,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Radio,MRN,0.75,-,0.72,0.85,-,-,-,0.75,0.75,0.85,0.17,1.5,,0.03,-0.03,2.00,0.04,1875.0,-,-
MCM Entertainment Gr,MEG,0.20,-,0.175,0.20,-,-,-,0.20,0.20,0.23,0.06,-,,-,0.03,-,0.03,666.7,-,-
Media Grp Int Ltd,MUI,0.017,-0.4,0.017,0.021,10000,0.018,0.017,0.021,0.017,0.25,0.015,-,,-,-0.08,-,-3.74,-,-0.1,-5.56
Mitchell Comms,MCU,0.815,1.5,0.80,0.815,230,0.815,0.80,0.815,0.80,0.95,0.355,4,f,1.65,-0.22,4.91,6.6,12.3,2.0,2.52
News Corp b voting,NWS,17.91,-4,17.82,17.95,3687,17.98,17.84,18.41,17.84,18.41,8.93,5.14,,14.51,-0.04,0.29,74.58,24.0,11.0,0.62
  a nonvote,NWSLV,15.48,-2,15.38,15.50,3027,15.48,15.38,15.65,14.57,15.65,7.86,13.73,,-,-,0.89,-,-,26.0,1.71
Oohmedia Grp Ltd,OOH,0.095,-,0.073,0.11,-,-,-,0.095,0.095,0.14,0.06,-,,-,-0.10,-,1.17,8.1,-,-
Pac Star Net,PNW,0.05,-,0.041,0.05,-,-,-,0.05,0.05,0.05,0.023,-,,-,0.01,-,0.06,83.3,-,-
Palamedia Ltd,PMX,0.006,-,0.005,0.009,-,-,-,0.006,0.006,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.44,3.5,1.43,1.45,2094,1.45,1.405,1.45,1.40,2.182,0.80,12.5,f,1.69,-0.03,8.68,21.08,6.8,0.5,0.35
Prime Media Grp,PRT,0.77,-,0.77,0.80,-,-,-,0.77,0.77,1.182,0.441,3,f,-,-0.22,3.90,-24.5,-,-4.0,-4.94
Q Ltd,QXQ,0.097,0.1,0.095,0.105,351,0.097,0.095,0.097,0.095,0.236,0.056,-,,-,-0.23,-,4.1,2.4,-0.2,-2.02
REA Grp,REA,9.65,17,9.57,9.65,47,9.65,9.56,9.70,9.23,9.70,3.38,10,f,0.07,0.30,1.04,0.74,1304.1,40.0,4.32
Seven Network   ,SEV,6.91,-1,6.84,6.99,839,6.98,6.86,6.98,6.72,7.24,5.03,34,f,0.19,7.27,4.92,6.38,108.3,21.0,3.13
Sky Net fpo nz,SKT,3.85,-13,3.85,4.05,-,3.85,3.85,3.98,3.85,4.05,2.96,11.48,,1.59,0.50,2.98,18.27,21.1,-13.0,-3.27
Sth Cross Media stpld,SXL,1.93,-5,1.93,1.96,1205,1.98,1.93,2.00,1.92,2.16,0.413,6.7,,-,-2.66,3.47,-40.3,-,-3.0,-1.53
STW Comms,SGN,0.75,-3,0.75,0.755,1811,0.785,0.75,0.81,0.75,0.95,0.284,4.7,f,1.73,-0.15,6.27,8.15,9.2,-1.0,-1.32
Ten Network Hldgs,TEN,1.63,3,1.63,1.645,7078,1.635,1.615,1.665,1.565,1.665,0.615,2,,-,-0.35,1.23,-9.62,-,5.5,3.49
TPL Corp Ltd,TPL,0.027,0.3,0.025,0.027,13500,0.027,0.024,0.027,0.023,0.027,0.002,-,,-,-,-,-0.06,-,0.3,12.5
Two Way Ltd,TTV,0.057,-0.3,0.057,0.063,40,0.057,0.057,0.06,0.057,0.078,0.015,-,,-,0.02,-,-3.1,-,-0.7,-10.94
Village Roadshow,VRL,1.85,-,1.85,1.90,585,1.88,1.85,1.88,1.76,1.93,0.77,9.75,f,-,-1.18,5.27,-2.17,-,9.0,5.11
  'a' pref,VRLPA,1.86,1.5,1.85,1.86,127,1.86,1.86,1.86,1.725,1.87,0.49,12.75,,-,-,6.85,-,-,8.5,4.79
WAG Ltd,WAG,0.008,-,0.007,0.008,-,-,-,0.008,0.008,0.011,0.002,-,,-,-,-,-0.12,-,-,-
West Aust News,WAN,8.07,-3,8.07,8.11,1186,8.20,8.07,8.25,8.06,8.48,3.62,33,f,1.28,-,4.09,42.1,19.2,-3.0,-0.37
World Wide Ent Grp,WWG,0.15,-,0.115,0.195,-,-,-,0.15,0.15,0.25,0.09,-,,-,0.31,-,2,7.5,-5.0,-25
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.40,3.50,2,3.50,3.50,3.50,3.50,3.53,1.65,16,f,1.74,2.37,4.57,27.9,12.5,5.0,1.45
Adultshop Com,ASC,0.01,-,0.01,0.011,450,0.01,0.01,0.01,0.01,0.012,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.002,0.004,-,-,-,0.003,0.003,0.004,0.002,-,,-,-,-,-,-,-,-
AMA Grp Ltd,AMA,0.053,-,0.053,0.055,-,-,-,0.053,0.053,0.078,0.017,-,,-,-0.23,-,-43.5,-,0.1,1.92
AP Eagers Ltd,APE,12.00,-,12.00,12.69,-,-,-,12.10,12.00,13.00,4.45,44,f,0.82,8.41,3.67,36.1,33.2,-,-
ARB Corp,ARP,5.13,2,5.11,5.13,48,5.14,5.11,5.14,5.05,5.20,2.368,16.5,f,2.05,1.22,3.22,33.86,15.2,5.0,0.98
Automotive Hldgs,AHE,2.39,-,2.33,2.38,-,-,-,2.40,2.33,2.60,0.485,14,f,0.89,0.69,5.86,12.4,19.3,-,-
Beyond Sportswear,BSI,0.019,-,0.01,0.017,-,-,-,0.019,0.019,0.045,0.007,-,,-,-0.01,-,-0.23,-,-,-
Breville Grp Ltd,BRG,1.68,5,1.68,1.70,51,1.68,1.635,1.69,1.63,2.45,0.465,5.5,,1.65,0.49,3.27,9.08,18.5,-,-
Cash Convert ord/div   ,CCV,0.66,0.5,0.655,0.66,948,0.665,0.655,0.665,0.63,0.70,0.29,3,f,2.26,0.09,4.55,6.77,9.7,-,-
Cheviot Bridge,CVB,0.045,-,0.045,0.05,-,-,-,0.045,0.045,0.07,0.01,-,,-,-,-,0.97,4.6,-,-
Clive Peeters,CPR,0.445,-2,0.44,0.45,343,0.46,0.44,0.48,0.44,0.74,0.075,1.5,,-,0.27,3.37,-7.1,-,-3.5,-7.29
Country Road Ltd,CTY,3.24,-,3.62,-,-,-,-,3.24,3.24,3.53,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
David Jones Ltd,DJS,5.40,7,5.39,5.43,10237,5.45,5.35,5.45,5.31,5.96,2.02,28,f,1.13,1.16,5.19,31.5,17.1,7.0,1.31
Fantastic Hldgs,FAN,4.18,-,4.10,4.18,32,4.18,4.10,4.29,4.10,4.29,1.65,9.5,f,2.04,0.72,2.27,19.37,21.6,19.0,4.76
Harvey Norman,HVN,4.22,4,4.20,4.23,7605,4.23,4.18,4.23,4.13,4.85,1.805,11,f,1.83,2.01,2.61,20.18,20.9,1.0,0.24
Hire Intelligence,HII,0.15,-,0.15,0.165,-,-,-,0.15,0.15,0.20,0.14,1,f,1.25,0.12,6.67,1.25,12.0,-,-
JB Hi-Fi Ltd,JBH,22.60,26,22.60,22.65,2175,22.75,22.42,22.75,21.72,23.71,8.48,44,f,2.01,1.21,1.95,88.26,25.6,36.0,1.62
Joyce Corp,JYC,0.525,-,0.525,0.74,200,0.525,0.525,0.55,0.525,0.60,0.37,3.5,,-,0.69,6.67,-6.54,-,-2.5,-4.55
Manaccom Corp Ltd,MNL,0.50,4,0.465,0.50,1285,0.50,0.47,0.50,0.46,0.55,0.20,1.5,f,4.60,0.03,3.00,6.9,7.2,2.0,4.17
Myer Hldgs Ltd,MYR,3.64,-,3.64,3.66,21888,3.67,3.64,3.68,3.63,3.98,3.60,-,,-,-,-,-,-,-2.0,-0.55
Nick Scali Ltd,NCK,1.34,2,1.35,1.39,128,1.35,1.34,1.35,1.32,1.39,0.38,6,f,0.98,0.20,4.48,5.9,22.7,2.0,1.52
Noni B Ltd,NBL,1.30,-,1.25,1.30,-,-,-,1.30,1.275,1.38,0.70,2,,3.55,0.32,1.54,7.1,18.3,-,-
Orotongrp Ltd,ORL,6.26,-4,6.13,6.30,3,6.26,6.26,6.31,6.05,6.50,1.984,38,f,1.26,0.63,6.07,47.7,13.1,26.0,4.33
Pac Brands,PBG,1.13,0.5,1.125,1.14,11638,1.145,1.12,1.145,1.12,1.52,0.127,8.5,,-,-0.06,7.52,-39.9,-,-,-
Premier Invest,PMV,8.30,-9,8.30,8.39,589,8.37,8.22,8.39,8.14,9.15,3.268,35,f,1.78,2.07,4.22,62.44,13.3,5.0,0.61
Quickflix Ltd,QFX,0.061,-0.7,0.061,0.069,250,0.061,0.061,0.068,0.061,0.08,0.01,-,,-,-,-,-1.86,-,-0.7,-10.29
RCG Corp Ltd,RCG,0.55,-,0.55,0.56,30,0.55,0.55,0.55,0.525,0.59,0.213,1.5,f,1.77,0.11,2.73,2.66,20.7,2.0,3.77
Ruralco Hldgs,RHL,2.26,1,2.26,2.34,20,2.33,2.26,2.33,2.25,3.09,1.72,12,f,1.33,1.76,5.31,15.97,14.2,1.0,0.44
Specialty Fashion,SFH,1.33,2.5,1.32,1.35,1544,1.35,1.30,1.35,1.16,1.55,0.175,2,,5.90,0.10,1.50,11.8,11.3,2.0,1.53
Super Cheap Auto ,SUL,5.40,14,5.28,5.40,193,5.42,5.27,5.42,5.24,5.95,2.04,18,f,1.68,0.69,3.33,30.2,17.9,13.0,2.47
The Reject Shop,TRS,14.10,-,14.10,14.15,165,14.20,14.10,14.20,13.97,14.30,9.50,55,f,1.34,1.53,3.90,73.6,19.2,10.0,0.71
Thorn Grp Ltd,TGA,1.175,-,1.17,1.19,508,1.19,1.175,1.19,1.16,1.28,0.385,5.47,f,2.46,0.47,4.66,13.43,8.7,2.5,2.17
TVN Corp Ltd,TVN,0.01,-,0.01,0.014,-,-,-,0.01,0.007,0.011,0.002,-,,-,-,-,-0.19,-,-0.1,-9.09
Vita Grp Ltd,VTG,0.285,-,0.29,0.30,-,-,-,0.285,0.285,0.345,0.058,1,,3.84,-0.10,3.51,3.84,7.4,-,-
Warehouse Grp,WHS,3.35,-,3.25,3.50,-,-,-,3.35,3.35,3.694,2.443,17.34,,1.14,0.77,5.18,19.72,17.0,-,-
Wotif Com Hldgs,WTF,6.95,19,6.90,6.97,1427,6.98,6.81,7.01,6.60,7.01,3.10,17.5,f,1.19,-0.08,2.52,20.91,33.2,41.0,6.27
SECTOR: Consumer Staple,,,,,,,,,,,,,,,,,,,,,
