Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:37 7/5/2010  Report at 19:06 Friday 7/5/2010. Processed 21:05 Friday 7/5/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Gale Pacific Ltd,GAP,0.165,-,0.16,0.165,-,-,-,0.17,0.165,0.205,0.054,-,,-,0.24,-,3.11,5.3,-0.5,-2.94,
Gazal Corp,GZL,1.45,-5,1.45,1.50,7,1.45,1.45,1.51,1.45,1.575,0.85,8,f,1.29,0.69,5.52,10.3,14.1,-7.0,-4.61,
GLG Corp Ltd,GLE,0.30,-,0.30,0.375,-,-,-,0.30,0.30,0.40,0.14,-,,-,0.49,-,7.78,3.9,-,-,
Globe Intl,GLB,0.42,-3,0.42,0.50,148,0.42,0.42,0.47,0.42,0.525,0.15,-,,-,0.70,-,3.12,13.5,-5.0,-10.64,
GUD Hldgs,GUD,8.75,-35,8.75,8.87,4185,8.97,8.46,9.30,8.46,10.62,5.95,61,f,1.18,1.09,6.97,71.73,12.2,-30.0,-3.31,
Headline Grp Ltd,HLD,0.28,-0.5,0.265,0.28,1827,0.28,0.255,0.315,0.255,0.35,0.10,-,,-,0.08,-,-1.79,-,-4.0,-12.5,
Island Sky Aust,ISK,0.051,0.2,0.045,0.05,2640,0.052,0.045,0.055,0.045,0.287,0.045,-,,-,0.03,-,-2.07,-,-0.6,-10.53,
  opt nov11,ISKO,0.025,-,0.002,0.024,-,-,-,0.025,0.025,0.025,0.025,-,,-,-,-,-,-,-,-,
Kathmandu Hldgs,KMD,1.66,-10,1.655,1.72,8712,1.725,1.66,1.855,1.66,1.97,1.48,-,,-,-0.09,-,-0.17,-,-19.5,-10.51,
Kresta Hldgs,KRS,0.34,-0.5,0.34,0.36,1713,0.34,0.33,0.37,0.33,0.46,0.11,3,f,1.52,0.18,8.82,4.57,7.4,-1.0,-2.86,
McPherson's Ltd,MCP,2.83,-11,2.80,2.83,3028,2.86,2.76,3.12,2.76,3.48,1.03,10,f,2.96,0.02,3.53,29.6,9.6,-34.0,-10.73,
Merchant House,MHI,0.16,-,0.14,0.16,-,-,-,0.16,0.16,0.18,0.10,1,,4.40,0.27,6.25,4.4,3.6,-,-,
Mesbon China Nylon,MES,0.105,1,0.095,0.105,2639,0.105,0.096,0.105,0.091,0.14,0.061,0.5,,4.08,0.32,4.76,2.04,5.1,1.0,10.53,
Photo-Me Aust,PTO,0.007,0.3,0.005,0.008,5000,0.007,0.007,0.007,0.004,0.012,0.004,-,,-,0.01,-,-2.08,-,0.3,75,
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Quantum Energy,QTM,0.097,-1.3,0.096,0.11,1009,0.10,0.095,0.115,0.095,0.42,0.095,-,,-,0.03,-,2.41,4.0,-1.8,-15.65,
Shenhua Ltd,SHU,0.495,-,0.10,0.495,-,-,-,0.50,0.495,0.55,0.45,-,,-,-,-,5.2,9.5,-0.5,-1,
Tamawood Ltd,TWD,2.20,-5,2.20,2.30,76,2.21,2.20,2.26,2.20,2.76,1.644,21,f,1.39,0.91,9.55,29.22,7.5,-10.0,-4.35,
Thomas Bryson Int,TBI,0.35,-,-,-,-,-,-,0.35,0.35,0.53,0.35,1,,-,-,2.86,-2.26,-,-,-,
Treyo Leisure,TYO,0.35,-,-,0.34,-,-,-,0.35,0.35,0.35,0.23,-,,-,0.11,-,2.3,15.2,-,-,
TWT Grp Ltd,TWT,0.10,-,0.07,0.13,-,-,-,0.10,0.10,0.175,0.09,-,,-,0.31,-,-5.24,-,-,-,
Undercoverwear,UCW,0.27,-,0.27,0.32,-,-,-,0.27,0.27,0.35,0.20,2.25,f,-,0.09,8.33,-5.65,-,-,-,
Vmoto Ltd,VMT,0.14,-,0.135,0.145,5839,0.14,0.13,0.165,0.13,0.215,0.036,-,,-,0.02,-,-1.07,-,-2.0,-12.5,
Waterco Ltd,WAT,1.05,1,0.92,1.04,265,1.05,1.04,1.05,1.02,1.05,0.48,6,f,1.72,1.26,5.71,10.3,10.2,-,-,
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.115,-1,0.11,0.12,281,0.12,0.115,0.125,0.115,0.22,0.065,-,,-,0.01,-,-4.95,-,-1.0,-8,
Aircruising Aust,AIG,0.11,-,0.004,0.10,-,-,-,0.11,0.11,0.11,0.10,-,,-,-0.11,-,-8.38,-,-,-,
Allied Brands Ltd,ABQ,0.092,0.1,0.092,0.097,5220,0.092,0.09,0.097,0.09,0.245,0.09,0.5,,4.60,0.06,5.43,2.3,4.0,-0.6,-6.12,
  opt dec10,ABQO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.005,0.001,-,,-,-,-,-,-,-,-,
Aristocrat Leisure,ALL,4.11,-8,4.02,4.15,20800,4.18,4.02,4.38,4.02,5.75,3.37,4.5,,-,0.07,1.09,-31.3,-,-18.0,-4.2,
Artist & Entertain,AEM,0.01,-,0.009,0.011,-,-,-,0.013,0.009,0.025,0.009,-,,-,-,-,-1.54,-,-0.1,-9.09,
Centrebet Internat,CIL,1.57,-5,1.545,1.57,901,1.60,1.52,1.74,1.52,1.89,0.86,10.5,,1.02,0.11,6.69,10.7,14.7,-6.5,-3.98,
Crown Ltd,CWN,7.98,6,7.91,8.09,23537,8.09,7.53,8.28,7.53,9.39,6.41,37,p,-,3.24,4.64,-92.35,-,-26.0,-3.16,
Domino Pizza Enterpr,DMP,5.07,-15,5.00,5.09,1164,5.20,4.90,5.55,4.90,5.80,2.99,14,f,1.86,0.69,2.76,26,19.5,-33.0,-6.11,
Early Learning Serv,ELY,0.63,-1,0.61,0.63,150,0.63,0.63,0.64,0.60,0.685,0.07,-,,-,-0.27,-,-0.35,-,3.0,5,
eBet Ltd,EBT,0.095,-,0.093,0.095,2485,0.095,0.091,0.095,0.086,0.105,0.044,-,,-,-0.01,-,0.52,18.3,0.3,3.26,
Eumundi Grp Ltd,EBG,0.041,-,0.041,0.05,-,-,-,0.043,0.03,0.081,0.03,-,,-,0.19,-,-6,-,1.1,36.67,
Flight Centre,FLT,18.47,-78,18.10,18.71,4257,19.14,17.88,19.78,17.88,21.43,7.00,26,f,2.44,2.56,1.41,63.4,29.1,-138.0,-6.95,
Garratt's Ltd,GRT,0.56,-,0.38,0.65,-,-,-,0.56,0.56,0.56,0.30,3,,1.43,0.14,5.36,4.28,13.1,-,-,
Integrated Legal,IAW,0.10,-,0.10,0.12,-,-,-,0.10,0.10,0.17,0.10,0.25,f,2.16,0.06,2.50,0.54,18.5,-,-,
Invocare Ltd,IVC,5.91,-20,5.90,6.11,3909,6.11,5.85,6.34,5.85,6.50,4.98,25.25,f,1.30,0.48,4.27,32.9,18.0,-38.0,-6.04,
Jetset Travelworld,JET,1.00,2,1.00,1.09,342,1.00,0.98,1.05,0.97,1.70,0.68,3.6,f,0.63,0.12,3.60,2.28,43.9,0.5,0.5,
Kip McGrath Edu Cntr,KME,0.30,-,0.30,0.33,-,-,-,0.30,0.30,0.45,0.105,2,,8.59,-0.10,6.67,17.19,1.7,-,-,
Macro Corp Ltd,MAC,0.025,-,0.002,0.032,-,-,-,0.025,0.025,0.04,0.025,-,,-,0.08,-,-0.43,-,-0.7,-21.87,
National Leisure,NLG,0.014,-,0.014,0.015,3555,0.014,0.014,0.015,0.014,0.044,0.006,-,,-,-0.32,-,0.34,4.1,-0.1,-6.67,
Navitas Ltd,NVT,4.69,-3,4.66,4.70,8042,4.69,4.50,5.25,4.31,5.56,2.39,16.9,f,0.99,-0.25,3.60,16.8,27.9,-51.0,-9.81,
Newhaven Hotels,NHH,1.90,-,1.96,2.50,-,-,-,1.90,1.90,2.20,1.75,6,f,0.96,1.09,3.16,5.74,33.1,-,-,
Ocean Capital,OCE,0.25,-,0.255,0.34,-,-,-,0.25,0.25,0.40,0.24,1.5,,0.93,0.41,6.00,1.39,18.0,-,-,
Odyssey Gaming,ODG,0.043,-,0.045,-,-,-,-,0.043,0.043,0.07,0.017,-,,-,0.06,-,0.5,8.6,-,-,
Planet Platinum,PPN,0.26,-,0.25,0.30,-,-,-,0.26,0.26,0.30,0.13,2.06,,2.17,0.21,7.92,4.46,5.8,1.0,4,
Qld Trustees Invest,QTI,0.36,-4,0.36,0.39,400,0.36,0.36,0.40,0.36,0.50,0.36,-,,-,0.78,-,1.02,35.3,-4.0,-10,
Reef Casino Tr unt,RCT,2.00,-,1.955,2.00,33,2.00,2.00,2.02,2.00,2.15,1.70,24,,1.07,2.04,12.00,25.7,7.8,-1.0,-0.5,
Retail Food Grp,RFG,2.65,-,2.63,2.67,746,2.67,2.56,2.81,2.56,3.10,1.46,10,f,2.54,-0.70,3.77,25.4,10.4,-15.0,-5.36,
Sino Strategic Intl,SSI,0.395,-0.5,0.31,0.395,14,0.395,0.395,0.40,0.395,0.92,0.30,-,,-,-0.05,-,-67,-,-,-,
Sky City Entertain,SKC,2.40,-6,2.39,2.40,7082,2.46,2.38,2.50,2.38,2.89,2.03,11.69,,1.63,0.53,4.87,19.09,12.6,-5.0,-2.04,
Slater & Gordon,SGH,1.50,-,1.50,1.505,129,1.505,1.46,1.56,1.46,1.82,1.425,5.25,f,3.16,0.82,3.50,16.6,9.0,-5.0,-3.23,
Stanfield Funds,SFN,0.01,-,0.005,0.013,-,-,-,0.012,0.01,0.028,0.009,-,,-,-0.01,-,-0.14,-,-0.2,-16.67,
Success Res Global,SGU,0.012,-,0.011,0.024,-,-,-,0.012,0.012,0.06,0.003,-,,-,-,-,1.26,1.0,-,-,
Superwoman Grp,SPG,0.009,-,0.001,0.007,-,-,-,0.009,0.009,0.02,0.007,-,,-,-,-,-0.39,-,-,-,
Tabcorp Hldgs Ltd,TAH,6.47,-14,6.47,6.49,31345,6.58,6.46,6.90,6.46,7.70,6.32,60,f,1.44,-1.53,9.27,86.1,7.5,-40.0,-5.82,
Tatts Grp Ltd,TTS,2.37,-3,2.37,2.38,64020,2.40,2.31,2.48,2.31,2.67,2.19,21,f,1.04,-0.51,8.86,21.9,10.8,-11.0,-4.44,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.325,-,0.32,-,-,-,-,0.325,0.28,1.30,0.046,-,,-,0.36,-,3,10.8,4.5,16.07,
Webjet Ltd,WEB,2.07,1,2.00,2.07,7035,2.07,1.825,2.41,1.825,2.70,1.096,8,f,1.52,0.41,3.86,12.2,17.0,-34.0,-14.11,
Xiaoxiao Education,XXL,0.15,-,0.145,0.19,-,-,-,0.15,0.15,0.30,0.15,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.18,-0.5,0.19,0.22,100,0.18,0.18,0.19,0.18,0.305,0.18,1,,-,0.07,5.56,-2.18,-,-,-,
Amalgamated Hldgs,AHD,5.70,-,5.70,5.75,346,5.81,5.59,5.90,5.59,6.24,3.73,35,f,1.96,4.65,6.14,68.5,8.3,-21.0,-3.55,
APN News & Media,APN,2.38,-7,2.30,2.40,14386,2.42,2.28,2.50,2.28,2.61,1.129,4,f,4.17,-0.78,1.68,16.7,14.3,-7.0,-2.86,
Aspermont Ltd,ASP,0.10,-5,0.09,0.145,650,0.10,0.10,0.15,0.10,0.256,0.10,-,,-,-0.03,-,0.88,11.4,-5.0,-33.33,
Austar United,AUN,1.125,-0.5,1.12,1.125,33374,1.13,1.085,1.175,1.085,1.465,0.715,-,,-,-0.31,-,4.7,23.9,-4.5,-3.85,
Austereo Grp Ltd,AEO,1.67,-1.5,1.62,1.745,4863,1.705,1.605,1.79,1.605,1.925,1.20,9.1,f,1.32,-0.57,5.45,11.98,13.9,-4.0,-2.34,
Beyond Intl,BYI,0.74,-,0.74,0.89,-,-,-,0.74,0.74,0.78,0.50,6,,1.36,0.45,8.11,8.18,9.0,-,-,
Brisbane Broncos,BBL,0.36,-,0.345,0.36,-,-,-,0.36,0.36,0.40,0.31,0.5,f,1.78,0.12,1.39,0.89,40.4,-,-,
BSA Ltd,BSA,0.20,1,0.19,0.20,200,0.20,0.20,0.21,0.19,0.34,0.125,2,f,1.49,-0.01,10.00,2.99,6.7,-1.0,-4.76,
Commstrat Ltd,COJ,0.004,-,0.004,0.007,-,-,-,0.004,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.07,-3,3.04,3.09,37530,3.11,3.02,3.18,3.02,3.44,2.13,16.5,f,3.48,0.88,5.37,57.44,5.3,-8.0,-2.54,
Facilitate Digital,FAC,0.078,0.5,0.078,0.10,1858,0.081,0.078,0.081,0.073,0.149,0.035,-,,-,0.01,-,0.29,26.9,0.5,6.85,
Fairfax Media Ltd,FXJ,1.605,-4,1.60,1.65,256713,1.67,1.57,1.76,1.57,1.885,0.985,1.1,,8.45,-0.31,0.69,9.3,17.3,-12.0,-6.96,
Hyro Ltd,HYO,0.02,-,0.018,0.022,250,0.02,0.02,0.025,0.02,0.044,0.017,-,,-,-,-,2.39,0.8,-0.3,-13.04,
Infochoice Ltd,ICH,0.485,-,-,0.44,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-1.35,-,-,-,
IPGA Ltd,IPP,0.355,-1.5,0.35,0.365,125,0.36,0.355,0.39,0.33,0.39,0.079,-,,-,-,-,-1.69,-,3.5,10.94,
Macq Radio,MRN,0.90,1,0.90,0.99,20,0.90,0.90,0.90,0.845,0.90,0.17,4,f,0.96,0.02,4.44,3.84,23.4,6.0,7.14,
MCM Entertainment Gr,MEG,0.18,-,0.01,0.17,-,-,-,0.18,0.18,0.23,0.12,-,,-,0.04,-,1.01,17.8,-,-,
Media Grp Int Ltd,MUI,0.009,-0.1,0.009,0.013,200,0.009,0.009,0.013,0.009,0.25,0.009,-,,-,-,-,-2.68,-,-0.4,-30.77,
Medic Vision Ltd,MVH,0.022,-0.2,0.02,0.024,5454,0.025,0.022,0.029,0.022,0.045,0.017,-,,-,-,-,-1.06,-,-1.2,-35.29,
  opt jan12,MVHOA,0.003,-,0.001,-,-,-,-,0.003,0.003,0.008,0.003,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.89,-1,0.86,0.89,3135,0.90,0.84,0.94,0.81,0.985,0.52,4.4,f,1.50,-,4.94,6.6,13.5,-4.5,-4.81,
News Corp b voting,NWS,18.61,-8,18.51,18.77,47567,19.03,18.08,20.05,18.08,20.18,12.01,5.14,,14.51,0.45,0.28,74.58,25.0,-83.0,-4.27,
  a nonvote,NWSLV,16.10,2,15.85,16.17,3964,16.30,15.69,17.55,15.69,17.56,10.40,12.87,,-,-,0.80,-,-,-76.0,-4.51,
Oohmedia Grp Ltd,OOH,0.14,-,0.13,0.14,1060,0.14,0.13,0.14,0.13,0.14,0.06,-,,-,-0.08,-,1.3,10.8,-,-,
Pac Star Net,PNW,0.05,-0.5,0.031,0.05,250,0.05,0.05,0.055,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-1.0,-16.67,
Photon Grp Ltd,PGA,1.005,-5,1.005,1.01,10365,1.025,0.98,1.17,0.98,2.182,0.98,9.5,f,1.87,-1.43,9.45,17.72,5.7,-16.5,-14.1,
Prime Media Grp,PRT,0.75,-3,0.74,0.76,1286,0.78,0.72,0.79,0.72,0.86,0.455,2.2,f,-,-,2.93,-2.7,-,-2.5,-3.23,
Q Ltd,QXQ,0.067,-0.3,0.057,0.074,338,0.067,0.06,0.075,0.06,0.236,0.056,-,,-,0.02,-,-237.1,-,-0.8,-10.67,
REA Grp,REA,10.72,-58,10.69,10.82,2611,11.10,10.60,12.41,10.60,12.60,4.57,10,,1.00,0.45,0.93,10.04,106.8,-160.0,-12.99,
Resourc & En Grp,REZ,0.12,-,0.12,0.125,-,-,-,0.14,0.12,0.375,0.046,-,,-,0.07,-,-1.35,-,-2.0,-14.29,
Seven Network   ,SEV,7.41,-,-,-,-,-,-,7.41,7.41,8.09,5.03,34,f,7.60,9.70,4.59,258.43,2.9,-,-,
Sky Net,SKT,3.90,-4,3.60,3.85,189,3.94,3.90,3.94,3.90,4.15,3.05,11.39,,1.72,-0.47,2.92,19.63,19.9,-,-,
Sthn Cross Media,SXL,1.96,-5,1.96,2.03,8540,2.00,1.90,2.20,1.90,2.31,0.988,6.7,,-,-0.51,3.42,-36.65,-,-23.0,-10.5,
STW Comms,SGN,0.88,1.5,0.855,0.88,11213,0.88,0.76,0.88,0.76,0.95,0.48,3.5,f,2.09,0.15,3.98,7.32,12.0,-,-,
Ten Network Hldgs,TEN,1.77,-6,1.75,1.79,112076,1.79,1.705,1.89,1.705,1.94,0.81,2,,2.31,-0.29,1.13,4.62,38.3,-4.0,-2.21,
TPL Corp Ltd,TPL,0.02,0.1,0.02,0.024,7935,0.02,0.02,0.023,0.019,0.028,0.003,-,,-,-,-,-0.21,-,-0.2,-9.09,
Two Way Ltd,TTV,0.03,-0.7,0.027,0.04,1000,0.03,0.03,0.04,0.03,0.078,0.02,-,,-,0.01,-,-3.44,-,-1.0,-25,
Village Roadshow,VRL,2.20,-,2.08,2.20,1188,2.24,2.05,2.47,2.05,2.54,0.78,3.75,,11.12,-1.97,1.70,41.69,5.3,-27.0,-10.93,
  'a' pref,VRLPA,2.20,-32,2.02,2.44,7,2.20,2.20,2.55,2.20,2.71,0.51,3.75,,-,-,1.70,-,-,-35.0,-13.73,
WAG Ltd,WAG,0.008,-,0.008,0.009,1820,0.008,0.008,0.01,0.008,0.011,0.003,-,,-,-,-,-0.01,-,-0.2,-20,
West Aust News,WAN,7.44,-2,7.20,7.62,7665,7.61,7.15,7.95,7.15,8.48,3.96,29,f,1.29,-,3.90,37.3,19.9,-46.0,-5.82,
World Wide Ent Grp,WWG,0.085,-,0.08,0.085,-,-,-,0.085,0.085,0.20,0.055,-,,-,-,-,3.05,2.8,-,-,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.50,-,3.50,3.65,30,3.50,3.50,3.50,3.50,3.70,2.00,20,f,1.86,2.44,5.71,37.1,9.4,-,-,
Adultshop Com,ASC,0.01,-,0.009,0.01,1924,0.01,0.01,0.011,0.01,0.015,0.004,-,,-,0.02,-,-0.19,-,-,-,
  opt dec11,ASCO,0.003,-,0.003,0.005,20732,0.003,0.003,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.045,-,0.045,0.05,140,0.045,0.045,0.045,0.04,0.078,0.019,-,,-,-0.09,-,7.75,0.6,-0.5,-10,
AP Eagers Ltd,APE,12.75,25,12.50,12.75,80,12.75,12.50,12.75,12.50,13.55,6.60,62,f,1.96,8.81,4.86,121.6,10.5,25.0,2,
ARB Corp,ARP,5.85,-5,5.85,5.90,1228,5.85,5.61,6.15,5.61,6.19,3.167,17.5,f,2.31,1.22,2.99,40.44,14.5,-27.0,-4.41,
Automotive Hldgs,AHE,2.41,1,2.39,2.41,4060,2.43,2.21,2.67,2.21,2.88,1.22,17,f,1.66,0.75,7.05,28.14,8.6,-31.0,-11.4,
Beyond Sportswear,BSI,0.018,-,0.008,0.017,-,-,-,0.018,0.014,0.045,0.007,-,,-,-0.01,-,-0.57,-,0.4,28.57,
Breville Grp Ltd,BRG,2.25,-3,2.21,2.25,225,2.25,2.21,2.28,2.19,2.45,0.70,7.5,,1.68,0.59,3.33,12.62,17.8,-,-,
Cash Convert ord/div   ,CCV,0.595,-2,0.595,0.60,7874,0.60,0.57,0.63,0.57,0.71,0.40,3,f,2.32,0.23,5.04,6.97,8.5,1.0,1.71,
Clive Peeters,CPR,0.105,-0.5,0.105,0.115,22526,0.125,0.105,0.22,0.105,0.74,0.105,-,,-,0.27,-,-7.6,-,-11.5,-52.27,
Country Road Ltd,CTY,3.65,-,3.00,-,-,-,-,3.65,3.65,4.00,3.10,13.32,f,1.57,0.97,3.65,20.85,17.5,-,-,
David Jones Ltd,DJS,4.43,-3,4.43,4.47,49572,4.57,4.32,4.75,4.32,5.96,3.45,29,f,1.14,1.22,6.55,33,13.4,-26.0,-5.54,
Fantastic Hldgs,FAN,2.83,-6,2.80,2.83,110,2.85,2.80,3.80,2.80,4.29,2.27,11.75,f,2.06,0.81,4.15,24.21,11.7,-91.0,-24.33,
Harvey Norman,HVN,3.28,-3,3.26,3.36,82095,3.37,3.22,3.48,3.22,4.85,2.75,13,f,1.98,2.10,3.96,25.78,12.7,-13.0,-3.81,
Hire Intelligence,HII,0.12,-,0.105,0.14,-,-,-,0.13,0.12,0.20,0.12,1,,0.98,-,8.33,0.98,12.2,-2.0,-14.29,
JB Hi-Fi Ltd,JBH,18.98,21,18.84,19.09,24760,19.54,18.12,19.67,18.12,23.71,12.00,62,f,1.67,1.71,3.27,103.42,18.4,-46.0,-2.37,
Joyce Corp,JYC,0.39,-,0.37,0.39,-,-,-,0.39,0.39,0.58,0.37,3.5,,-,0.67,8.97,-8.49,-,-,-,
Manaccom Corp Ltd,MNL,0.26,-2,0.255,0.26,1060,0.26,0.26,0.29,0.26,0.55,0.20,0.5,,14.36,-,1.92,7.18,3.6,-1.5,-5.45,
Myer Hldgs Ltd,MYR,3.12,-4,3.10,3.12,90035,3.19,3.01,3.31,3.01,3.98,3.01,10.5,f,0.39,-0.21,3.37,4.1,76.1,-13.0,-4,
Nick Scali Ltd,NCK,1.50,-15,1.37,1.45,532,1.535,1.50,1.65,1.50,1.75,0.55,10.5,f,1.00,0.22,7.00,10.46,14.3,-15.0,-9.09,
Noni B Ltd,NBL,1.25,-5,1.25,1.295,500,1.29,1.25,1.385,1.25,1.50,0.81,6,f,1.77,0.51,4.80,10.6,11.8,-8.0,-6.02,
Orotongrp Ltd,ORL,6.30,-11,6.30,6.35,1721,6.35,6.03,6.89,6.03,7.21,2.855,44,f,1.25,0.74,6.98,54.92,11.5,-74.0,-10.51,
Pac Brands,PBG,1.05,-3,1.045,1.065,47763,1.075,1.00,1.195,1.00,1.52,0.697,-,,-,-0.04,-,-7.6,-,-14.5,-12.13,
Premier Invest,PMV,6.62,-11,6.60,6.70,2749,6.70,6.55,7.30,6.54,8.934,4.347,36,f,1.38,2.19,5.44,49.85,13.3,-55.0,-7.67,
Quickflix Ltd,QFX,0.062,-0.4,0.055,0.066,250,0.062,0.062,0.072,0.062,0.09,0.038,-,,-,-,-,-1.64,-,-0.7,-10.14,
RCG Corp Ltd,RCG,0.49,-2.5,0.49,0.51,35345,0.52,0.48,0.54,0.48,0.64,0.265,2.25,f,1.19,0.09,4.59,2.67,18.4,-4.0,-7.55,
Ruralco Hldgs,RHL,2.65,-10,2.65,2.80,100,2.68,2.65,2.90,2.65,3.00,1.72,12,f,1.33,1.76,4.53,15.97,16.6,-20.0,-7.02,
Specialty Fashion,SFH,1.15,-9,1.15,1.17,37887,1.19,1.15,1.38,1.12,1.65,0.375,4,f,4.45,0.25,3.48,17.8,6.5,-23.0,-16.67,
Super Cheap Auto ,SUL,5.65,15,5.54,5.70,3136,5.65,5.37,5.67,5.30,5.95,3.12,20,f,1.60,0.74,3.54,31.9,17.7,6.0,1.07,
The Reject Shop,TRS,15.61,-49,15.61,15.68,1748,16.15,15.06,17.04,15.06,17.39,10.51,62,f,1.39,2.17,3.97,86.4,18.1,-121.0,-7.19,
