Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4264.9 at 16:46 2/7/2010  Report at 19:06 Friday 2/7/2010. Processed 19:29 Friday 2/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Slater & Gordon,SGH,1.45,-3,1.45,1.46,6634,1.45,1.45,1.54,1.45,1.79,1.425,5.25,f,3.16,0.82,3.62,16.6,8.7,-5.0,-3.33,
Stanfield Funds,SFN,0.008,-,0.008,0.012,-,-,-,0.008,0.008,0.028,0.008,-,,-,-0.01,-,-0.14,-,-,-,
Success Res Global,SGU,0.01,-,0.001,0.018,-,-,-,0.01,0.008,0.06,0.006,-,,-,-,-,1.26,0.8,0.2,25,
Tabcorp Hldgs Ltd,TAH,6.38,-,6.38,6.39,17608,6.42,6.33,6.55,6.29,7.52,6.28,60,f,1.44,-1.53,9.40,86.1,7.4,-13.0,-2,
Tatts Grp Ltd,TTS,2.23,1,2.23,2.24,24957,2.24,2.22,2.29,2.21,2.67,2.19,21,f,1.04,-0.51,9.42,21.9,10.2,-2.0,-0.89,
Transmetro Corp,TCO,0.70,-,0.43,-,-,-,-,0.70,0.70,0.70,0.67,3,,2.28,1.18,4.29,6.85,10.2,-,-,
Viagold Capital,VIA,0.46,1,0.37,0.46,15,0.46,0.46,0.46,0.42,0.46,0.046,-,,-,0.24,-,20,2.3,6.0,15,
Webjet Ltd,WEB,1.945,3.5,1.92,1.95,579,1.97,1.90,2.04,1.81,2.70,1.096,8,f,1.52,0.41,4.11,12.2,15.9,-5.5,-2.75,
Xiaoxiao Education,XXL,0.17,-,0.15,0.165,-,-,-,0.17,0.17,0.30,0.13,-,,-,-,-,-,-,-,-,
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.15,-,0.155,0.17,-,-,-,0.17,0.145,0.305,0.145,-,,-,0.07,-,-2.18,-,-0.5,-3.23,
Amalgamated Hldgs,AHD,5.73,13,5.66,5.90,172,5.84,5.60,5.85,5.51,6.24,3.995,35,f,1.96,4.65,6.11,68.5,8.4,9.0,1.6,
APN News & Media,APN,2.01,4,1.96,2.04,18835,2.03,1.955,2.09,1.91,2.61,1.32,4,f,4.17,-0.78,1.99,16.7,12.0,-4.0,-1.95,
Aspermont Ltd,ASP,0.14,-,0.011,0.13,-,-,-,0.14,0.14,0.256,0.10,-,,-,-0.03,-,0.88,15.9,-,-,
Austar United,AUN,0.97,-0.5,0.965,0.985,6943,0.975,0.945,1.015,0.84,1.465,0.78,-,,-,-0.31,-,4.7,20.6,-1.5,-1.52,
Austereo Grp Ltd,AEO,1.67,-5,1.655,1.71,14283,1.715,1.655,1.72,1.655,1.925,1.27,9.1,f,1.32,-0.57,5.45,11.98,13.9,-3.0,-1.76,
Beyond Intl,BYI,0.68,-,0.60,0.68,-,-,-,0.68,0.68,0.78,0.50,6,,1.36,0.45,8.82,8.18,8.3,-4.0,-5.56,
Brisbane Broncos,BBL,0.33,-,0.32,0.36,15,0.33,0.33,0.36,0.33,0.40,0.30,0.5,f,1.78,0.12,1.52,0.89,37.1,-3.0,-8.33,
BSA Ltd,BSA,0.20,2,0.18,0.20,111,0.20,0.195,0.20,0.18,0.34,0.125,2,f,1.49,-0.01,10.00,2.99,6.7,0.5,2.56,
Commstrat Ltd,COJ,0.004,-,0.003,0.006,-,-,-,0.005,0.004,0.01,0.003,-,,-,-,-,0.06,6.7,-,-,
Consolidated Media,CMJ,3.14,-1,3.05,3.15,22000,3.15,3.07,3.27,3.07,3.44,2.17,16.5,f,3.48,0.88,5.25,57.44,5.5,-12.0,-3.68,
Facilitate Digital,FAC,0.062,-,0.06,0.07,-,-,-,0.062,0.06,0.149,0.035,-,,-,0.01,-,0.29,21.4,0.2,3.33,
Fairfax Media Ltd,FXJ,1.355,0.5,1.35,1.36,82997,1.36,1.32,1.37,1.26,1.885,1.07,1.1,,8.45,-0.31,0.81,9.3,14.6,-,-,
Hyro Ltd,HYO,0.018,-,0.018,0.02,-,-,-,0.02,0.018,0.044,0.017,-,,-,-,-,2.39,0.8,-,-,
Infochoice Ltd,ICH,0.45,-,0.45,0.485,-,-,-,0.485,0.44,0.485,0.44,-,,-,0.02,-,-1.35,-,-3.5,-7.22,
IPGA Ltd,IPP,0.40,0.5,0.38,0.40,250,0.40,0.38,0.40,0.37,0.58,0.079,-,,-,-,-,-1.69,-,2.0,5.26,
Macq Radio,MRN,0.78,3,0.73,0.78,13,0.78,0.78,0.78,0.745,0.90,0.30,4,f,0.96,0.02,5.13,3.84,20.3,3.5,4.7,
MCM Entertainment Gr,MEG,0.20,-,0.022,0.19,-,-,-,0.20,0.19,0.23,0.15,-,,-,0.04,-,1.01,19.8,4.0,25,
Media Grp Int Ltd,MUI,0.01,-,0.007,0.01,-,-,-,0.01,0.006,0.025,0.006,-,,-,-,-,-2.68,-,0.4,66.67,
Medic Vision Ltd,MVH,0.012,-,0.012,0.016,-,-,-,0.013,0.012,0.045,0.01,-,,-,-,-,-1.06,-,-0.1,-7.69,
  opt jan12,MVHOA,0.001,-,0.001,0.005,-,-,-,0.001,0.001,0.008,0.001,-,,-,-,-,-,-,-,-,
Mitchell Comms,MCU,0.92,-,0.90,0.92,853,0.925,0.90,0.94,0.885,0.985,0.63,4.4,f,1.50,-,4.78,6.6,13.9,-0.5,-0.54,
News Corp b voting,NWS,16.07,-33,16.06,16.15,28369,16.28,15.95,17.24,15.95,20.18,12.01,5.14,,14.51,0.45,0.32,74.58,21.5,-108.0,-6.3,
  a nonvote,NWSLV,14.17,-11,14.07,14.18,6796,14.22,13.99,14.90,13.99,17.56,10.40,12.87,,-,-,0.91,-,-,-67.0,-4.51,
Oohmedia Grp Ltd,OOH,0.16,-,0.16,0.18,50,0.16,0.16,0.165,0.155,0.165,0.06,-,,-,-0.08,-,1.3,12.3,-0.5,-3.03,
Pac Star Net,PNW,0.05,-,0.04,0.049,-,-,-,0.05,0.05,0.065,0.025,-,,-,0.01,-,0.1,50.0,-,-,
Photon Grp Ltd,PGA,1.02,-,-,-,-,-,-,1.02,1.02,2.182,0.81,9.5,f,1.87,-1.43,9.31,17.72,5.8,-,-,
Prime Media Grp,PRT,0.73,2,0.71,0.735,4315,0.73,0.73,0.74,0.71,0.86,0.48,2.2,f,-,-,3.01,-2.7,-,2.0,2.82,
Q Ltd,QXQ,0.026,-,0.036,0.046,-,-,-,0.046,0.026,0.198,0.026,-,,-,0.02,-,-237.1,-,-2.0,-43.48,
REA Grp,REA,10.50,-9,10.45,10.70,97,10.68,10.35,10.72,10.20,12.60,5.14,10,,1.00,0.45,0.95,10.04,104.6,-18.0,-1.69,
Resourc & En Grp,REZ,0.12,-,0.12,0.135,-,-,-,0.12,0.105,0.375,0.046,-,,-,0.07,-,-1.35,-,1.0,9.09,
Sky Net,SKT,3.90,-,3.76,3.88,800,-,-,4.03,3.90,4.15,3.23,11.39,,1.72,-0.47,2.92,19.63,19.9,-13.0,-3.23,
Sthn Cross Media,SXL,1.74,10,1.67,1.79,9065,1.74,1.65,1.74,1.575,2.31,0.988,6.7,,-,-0.51,3.85,-36.65,-,3.0,1.75,
STW Comms,SGN,0.935,3.5,0.90,0.94,6729,0.945,0.91,0.955,0.80,1.03,0.55,3.5,f,2.09,0.15,3.74,7.32,12.8,-3.0,-3.11,
Swish Grp Ltd,SWG,0.002,-,0.001,0.002,-,-,-,0.002,0.001,0.005,0.001,-,,-,-,-,-0.53,-,0.1,100,
Ten Network Hldgs,TEN,1.64,2.5,1.635,1.65,69565,1.665,1.62,1.675,1.555,1.94,1.00,2,,2.31,-0.29,1.22,4.62,35.5,4.0,2.5,
TPL Corp Ltd,TPL,0.019,0.1,0.017,0.02,1746,0.019,0.018,0.019,0.014,0.028,0.004,-,,-,-,-,-0.21,-,0.4,26.67,
Two Way Ltd,TTV,0.035,-,0.031,0.04,-,-,-,0.035,0.035,0.078,0.03,-,,-,0.01,-,-3.44,-,0.1,2.94,
Village Roadshow,VRL,2.03,2,2.03,2.10,6,2.03,2.03,2.24,2.01,2.54,0.91,3.75,,11.12,-1.97,1.85,41.69,4.9,-2.0,-0.98,
  'a' pref,VRLPA,2.07,-,2.05,2.16,-,-,-,2.36,2.07,2.71,0.54,3.75,,-,-,1.81,-,-,-18.0,-8,
WAG Ltd,WAG,0.005,-,0.005,0.007,4674,0.005,0.005,0.006,0.005,0.011,0.003,-,,-,-,-,-0.01,-,-,-,
West Aust News,WAN,6.59,15,6.40,6.59,3795,6.59,6.42,6.68,6.30,8.48,4.21,29,f,1.29,-,4.40,37.3,17.7,6.0,0.92,
World Wide Ent Grp,WWG,0.055,0.5,0.055,0.058,500,0.055,0.055,0.055,0.05,0.20,0.045,-,,-,-,-,3.05,1.8,0.5,10,
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.60,-,3.50,3.60,-,-,-,3.60,3.50,3.70,2.18,20,f,1.86,2.44,5.56,37.1,9.7,40.0,12.5,
Adultshop Com,ASC,0.009,-,0.009,0.011,-,-,-,0.01,0.009,0.015,0.004,-,,-,0.02,-,-0.19,-,-0.1,-10,
  opt dec11,ASCO,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.005,0.002,-,,-,-,-,-,-,-,-,
AMA Grp Ltd,AMA,0.043,-,0.045,0.049,-,-,-,0.044,0.039,0.078,0.019,-,,-,-0.09,-,7.75,0.6,-0.8,-15.69,
AP Eagers Ltd,APE,12.50,-,12.50,13.10,28,12.51,12.50,12.51,12.50,13.55,8.10,62,f,1.96,8.81,4.96,121.6,10.3,-,-,
ARB Corp,ARP,5.75,12,5.68,5.75,487,5.75,5.63,5.90,5.60,6.40,3.25,17.5,f,2.31,1.22,3.04,40.44,14.2,-7.0,-1.2,
Automotive Hldgs,AHE,2.26,-,2.23,2.30,4014,2.29,2.21,2.34,2.18,2.88,1.40,17,f,1.66,0.75,7.52,28.14,8.0,-6.0,-2.59,
Beyond Sportswear,BSI,0.01,-0.4,0.002,0.02,6439,0.011,0.01,0.014,0.01,0.036,0.007,-,,-,-0.01,-,-0.57,-,-0.4,-28.57,
Breville Grp Ltd,BRG,2.11,-,2.05,2.12,15,2.11,2.11,2.15,2.10,2.45,0.85,7.5,,1.68,0.59,3.55,12.62,16.7,-3.0,-1.4,
Cash Convert ord/div   ,CCV,0.54,-,0.53,0.54,3827,0.55,0.53,0.57,0.53,0.71,0.41,3,f,2.32,0.23,5.56,6.97,7.7,-2.0,-3.57,
Country Road Ltd,CTY,3.72,-,3.00,-,-,-,-,3.72,3.72,4.00,3.10,13.32,f,1.57,0.97,3.58,20.85,17.8,-,-,
David Jones Ltd,DJS,4.36,11,4.35,4.37,25134,4.42,4.28,4.42,4.18,5.96,4.10,29,f,1.14,1.22,6.65,33,13.2,3.0,0.69,
Fantastic Hldgs,FAN,2.20,4,2.15,2.40,249,2.20,2.16,2.25,1.90,4.29,1.90,11.75,f,2.06,0.81,5.34,24.21,9.1,-2.0,-0.9,
Harvey Norman,HVN,3.43,3,3.42,3.44,13985,3.44,3.37,3.44,3.28,4.85,2.95,13,f,1.98,2.10,3.79,25.78,13.3,-1.0,-0.29,
Hire Intelligence,HII,0.10,-,0.10,0.26,-,-,-,0.10,0.10,0.18,0.10,0.4,f,2.45,-,4.00,0.98,10.2,-,-,
JB Hi-Fi Ltd,JBH,18.90,-20,18.78,19.00,6992,19.40,18.77,19.89,18.57,23.71,14.09,62,f,1.67,1.71,3.28,103.42,18.3,-52.0,-2.68,
Joyce Corp,JYC,0.40,-,0.30,0.49,-,-,-,0.40,0.40,0.58,0.37,2,,-,0.67,5.00,-8.49,-,3.0,8.11,
Kathmandu Hldgs,KMD,1.64,0.5,1.595,1.645,5160,1.685,1.585,1.745,1.585,1.97,1.435,-,,-,-0.09,-,-0.17,-,-10.0,-5.75,
Manaccom Corp Ltd,MNL,0.26,-,0.26,0.28,54,0.26,0.26,0.28,0.26,0.55,0.215,0.5,,14.36,-,1.92,7.18,3.6,-2.0,-7.14,
Myer Hldgs Ltd,MYR,3.17,1,3.15,3.18,8951,3.19,3.15,3.25,3.12,3.98,2.86,10.5,f,0.39,-0.21,3.31,4.1,77.3,-7.0,-2.16,
Nick Scali Ltd,NCK,1.36,1,1.38,1.49,200,1.38,1.36,1.50,1.305,1.75,0.68,10.5,f,1.00,0.22,7.72,10.46,13.0,-14.0,-9.33,
Noni B Ltd,NBL,1.055,-,1.00,1.055,-,-,-,1.065,0.96,1.50,0.81,6,f,1.77,0.51,5.69,10.6,10.0,-0.5,-0.47,
Orotongrp Ltd,ORL,6.49,-6,6.47,6.49,120,6.55,6.48,6.95,6.48,7.21,3.103,44,f,1.25,0.74,6.78,54.92,11.8,-33.0,-4.84,
Pac Brands,PBG,0.885,0.5,0.865,0.90,53272,0.90,0.87,0.925,0.85,1.52,0.81,-,,-,-0.04,-,-7.6,-,-2.5,-2.75,
Premier Invest,PMV,6.15,12,6.00,6.20,7296,6.23,6.04,6.50,5.94,8.934,5.139,36,f,1.38,2.19,5.85,49.85,12.3,5.0,0.82,
Quickflix Ltd,QFX,0.05,-,0.05,0.053,436,0.05,0.05,0.051,0.049,0.09,0.045,-,,-,-,-,-1.64,-,-0.4,-7.41,
RCG Corp Ltd,RCG,0.49,-2,0.50,0.52,1125,0.50,0.48,0.52,0.48,0.64,0.346,2.25,f,1.19,0.09,4.59,2.67,18.4,-3.0,-5.77,
Ruralco Hldgs,RHL,2.56,-,2.56,2.80,67,2.56,2.56,2.78,2.56,3.00,1.84,14,f,1.26,1.79,5.47,17.67,14.5,-22.0,-7.91,
Specialty Fashion,SFH,1.085,-2.5,1.065,1.085,549,1.085,1.06,1.125,1.00,1.65,0.49,4,f,4.45,0.25,3.69,17.8,6.1,-3.5,-3.13,
Strathfield Grp,SRA,0.009,-,0.009,0.01,-,-,-,0.012,0.008,0.023,0.006,-,,-,-,-,0.55,1.6,-0.3,-25,
Super Cheap Auto ,SUL,5.40,10,5.30,5.55,5299,5.50,5.19,5.62,5.19,5.95,3.47,20,f,1.60,0.74,3.70,31.9,16.9,-14.0,-2.53,
The Reject Shop,TRS,15.65,35,15.49,15.70,855,15.65,15.33,16.42,15.10,17.39,11.45,62,f,1.39,2.17,3.96,86.4,18.1,-77.0,-4.69,
Thorn Grp Ltd,TGA,1.20,2.5,1.20,1.235,1714,1.23,1.185,1.28,1.17,1.28,0.65,6.32,f,2.39,0.51,5.27,15.12,7.9,1.0,0.84,
TVN Corp Ltd,TVN,0.007,-,0.007,0.012,-,-,-,0.007,0.007,0.013,0.004,-,,-,-,-,-0.14,-,-,-,
Vita Grp Ltd,VTG,0.22,-,0.20,0.22,-,-,-,0.22,0.21,0.345,0.085,-,,-,-0.05,-,6.56,3.4,1.0,4.76,
Warehouse Grp,WHS,2.71,-,2.71,2.85,-,-,-,2.89,2.71,3.694,2.71,17.83,,1.22,0.83,6.58,21.82,12.4,-18.0,-6.23,
