Derivatives: Put Options - Weekly
"Traded positions for the week ending Friday, October 30, 2015"
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:53 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
Feb,2016,22.00,2.51,2.64,5,5,26.20,-.70,9.60,

ANZ Banking Grp Last Sale Price $27.21,
Nov,2015,21.00,.05,.07,500,499,47.30,-.02,2.40,
Nov,2015,23.00,.14,.14,10,257,39.60,-.05,6.47,
Nov,2015,23.50,.17,.20,405,43,37.40,-.06,8.38,
Nov,2015,24.00,.22,.24,520,731,35.20,-.08,10.54,
Nov,2015,24.01,.22,.25,575,490,35.20,-.08,10.54,
Nov,2015,24.50,.28,.27,30,4553,33.10,-.10,13.41,
Nov,2015,25.00,.36,.35,1046,8064,31.00,-.14,17.49,
Nov,2015,25.01,.36,.30,110,360,30.90,-.14,17.49,
Nov,2015,25.50,.48,.46,589,952,29.10,-.18,23.00,
Nov,2015,25.51,.48,.23,290,90,29.00,-.18,23.00,
Nov,2015,26.00,.64,.60,7741,11072,27.40,-.24,30.66,
Nov,2015,26.01,.64,.75,1080,360,27.30,-.24,30.66,
Nov,2015,26.50,.85,.78,7017,9875,25.90,-.32,40.72,
Nov,2015,26.51,.85,1.02,50,20,25.90,-.32,40.72,
Nov,2015,27.00,1.12,1.12,2917,5494,24.70,-.42,53.66,
Nov,2015,27.01,1.12,1.05,310,475,24.60,-.42,53.66,
Nov,2015,27.50,1.46,.87,4060,8210,23.70,-.53,55.81,
Nov,2015,28.00,1.85,1.98,1734,4755,23.10,-.65,50.78,
Nov,2015,28.01,1.85,.90,626,511,23.10,-.65,50.30,
Nov,2015,28.50,2.29,1.03,3395,3455,22.70,-.76,47.91,
Nov,2015,28.51,2.29,1.40,1710,1225,22.70,-.76,47.19,
Nov,2015,29.00,2.75,2.80,342,1483,22.80,-.85,46.23,
Nov,2015,29.01,2.75,1.83,1027,1482,22.80,-.85,45.51,
Nov,2015,29.50,3.24,1.57,40,712,23.20,-.92,45.51,
Nov,2015,29.51,3.23,1.96,26,496,23.20,-.92,44.55,
Nov,2015,30.01,3.72,2.68,701,1280,24.10,-.97,44.08,
Nov,2015,30.50,4.23,2.34,50,2390,25.20,-1.00,45.03,
Nov,2015,31.00,4.73,4.53,116,141,26.70,-1.00,45.03,
Nov,2015,31.51,5.21,4.20,568,1468,28.40,-1.00,43.60,
Nov,2015,32.00,5.73,4.23,30,517,30.20,-1.00,45.03,
Nov,2015,32.01,5.71,3.92,286,720,30.20,-1.00,43.60,
Nov,2015,32.51,6.21,4.85,150,886,32.00,-1.00,43.60,
Nov,2015,33.51,7.21,6.88,290,322,35.70,-1.00,43.36,
Dec,2015,21.00,.11,.42,300,1596,41.90,-.03,2.87,
Dec,2015,22.00,.17,.26,420,999,39.50,-.05,4.65,
Dec,2015,23.00,.26,.27,300,1715,36.50,-.08,7.12,
Dec,2015,23.50,.32,.36,23,225,34.80,-.10,8.62,
Dec,2015,24.00,.38,.36,998,813,33.10,-.12,10.40,
Dec,2015,24.50,.46,.48,495,385,31.30,-.15,12.59,
Dec,2015,25.00,.56,.38,690,1541,29.60,-.18,15.33,
Dec,2015,25.01,.56,.66,150,420,29.60,-.18,15.33,
Dec,2015,25.50,.69,.69,112,1175,28.00,-.22,18.89,
Dec,2015,25.51,.69,.72,120,130,28.00,-.23,18.89,
Dec,2015,26.00,.85,.85,3546,4468,26.50,-.28,23.27,
Dec,2015,26.01,.85,.32,40,457,26.50,-.28,23.27,
Dec,2015,26.50,1.05,.81,2550,3052,25.20,-.34,28.88,
Dec,2015,26.51,1.05,.98,42,50,25.20,-.34,28.74,
Dec,2015,27.00,1.30,1.27,225,3076,24.10,-.42,35.73,
Dec,2015,27.01,1.30,.66,50,525,24.10,-.42,35.73,
Dec,2015,27.50,1.61,.92,355,1226,23.10,-.51,36.14,
Dec,2015,28.00,1.97,1.99,980,3620,22.40,-.60,32.17,
Dec,2015,28.01,1.96,.97,60,605,22.40,-.60,31.62,
Dec,2015,28.50,2.37,2.40,741,2657,21.90,-.70,29.43,
Dec,2015,29.00,2.81,2.85,280,1416,21.70,-.79,27.79,
Dec,2015,29.01,2.79,1.67,110,2710,21.70,-.79,26.97,
Dec,2015,29.50,3.27,1.70,77,1621,21.80,-.86,26.83,
Dec,2015,29.51,3.25,1.85,20,20,21.80,-.86,25.87,
Dec,2015,30.00,3.75,2.62,610,2773,22.20,-.92,26.28,
Dec,2015,30.01,3.72,2.79,67,1202,22.20,-.93,25.19,
Dec,2015,31.00,4.74,2.97,20,6071,23.80,-1.00,25.87,
Dec,2015,31.01,4.70,3.45,245,1779,23.80,-1.00,24.50,
Dec,2015,31.51,5.19,4.05,106,300,25.00,-1.00,24.36,
Dec,2015,32.00,5.73,3.98,55,7413,26.30,-1.00,25.73,
Dec,2015,32.01,5.68,5.60,40,1327,26.30,-1.00,24.23,
Dec,2015,32.51,6.18,1.60,130,263,27.80,-1.00,24.09,
Dec,2015,33.01,6.68,4.96,145,225,29.20,-1.00,24.09,
Dec,2015,33.51,7.18,1.70,70,415,30.80,-1.00,24.09,
Dec,2015,34.00,7.73,6.03,19,1934,32.40,-1.00,25.73,
Dec,2015,34.01,7.67,6.45,45,497,32.40,-1.00,23.95,
Dec,2015,35.00,8.73,7.45,549,3512,35.70,-1.00,25.73,
Jan,2016,23.00,.34,.36,130,63,29.60,-.10,5.01,
Jan,2016,23.50,.39,.37,15,30,28.10,-.11,5.75,
Jan,2016,24.00,.48,.25,6,6,27.30,-.14,7.15,
Jan,2016,25.00,.72,.73,31,79,25.60,-.20,10.61,
Jan,2016,26.50,1.25,1.20,400,10,22.80,-.35,18.50,
Jan,2016,28.01,2.10,1.13,20,185,20.70,-.56,19.09,
Jan,2016,28.50,2.48,1.95,200,300,20.30,-.64,17.54,
Jan,2016,29.00,2.88,2.88,4,30,19.90,-.73,16.07,
Jan,2016,29.01,2.85,1.57,10,130,19.90,-.73,15.40,
Jan,2016,29.50,3.32,2.77,12,81,19.70,-.81,15.18,
Jan,2016,30.01,3.72,3.70,30,40,19.80,-.88,13.56,
Jan,2016,32.01,5.63,4.12,300,332,21.90,-1.00,12.31,
Feb,2016,23.50,.55,.58,85,50,28.40,-.14,6.20,
Feb,2016,24.50,.76,.39,160,160,26.50,-.19,8.51,
Feb,2016,25.00,.89,.45,225,265,25.70,-.22,10.03,
Feb,2016,26.50,1.43,1.10,140,1439,23.30,-.35,16.12,
Mar,2016,23.51,.66,.49,10,10,28.10,-.15,6.02,
Mar,2016,24.01,.76,.51,10,310,27.20,-.18,6.94,
Mar,2016,25.00,1.02,.77,64,94,25.60,-.23,9.42,
Mar,2016,25.50,1.19,1.14,200,200,24.90,-.27,10.89,
Mar,2016,26.00,1.38,1.31,110,915,24.30,-.31,12.63,
Mar,2016,26.01,1.37,1.29,130,130,24.30,-.31,12.54,
Mar,2016,26.50,1.60,1.70,310,282,23.70,-.36,14.65,
Mar,2016,26.51,1.58,2.05,10,550,23.70,-.36,14.47,
Mar,2016,27.00,1.84,1.90,171,2250,23.20,-.41,16.86,
Mar,2016,27.51,2.09,1.58,40,70,22.70,-.46,16.40,
Mar,2016,28.00,2.42,2.31,280,1248,22.20,-.52,14.93,
Mar,2016,28.01,2.38,1.67,880,915,22.20,-.52,14.52,
Mar,2016,29.00,3.11,2.04,10,1135,21.40,-.64,12.08,
Mar,2016,29.01,3.06,1.99,20,80,21.40,-.65,11.53,
Mar,2016,30.00,3.90,2.81,20,2335,20.80,-.78,10.20,
Mar,2016,30.01,3.83,1.30,50,140,20.80,-.78,9.42,
Mar,2016,30.50,4.34,3.04,5,69,20.60,-.85,9.65,
Mar,2016,32.01,5.60,5.50,90,128,20.80,-1.00,7.35,
Mar,2016,34.01,7.54,7.55,100,300,23.40,-1.00,6.80,
Mar,2016,35.01,8.54,6.90,10,14,25.70,-1.00,6.75,
Apr,2016,25.00,1.16,1.13,602,-,25.20,-.24,8.55,
Apr,2016,27.00,1.97,2.01,300,-,23.00,-.40,14.52,
Jun,2016,23.50,1.16,1.58,200,200,26.70,-.18,6.54,
Jun,2016,24.01,1.29,1.37,310,570,26.00,-.20,7.30,
Jun,2016,26.00,2.10,2.03,10,541,23.90,-.32,11.84,
Jun,2016,26.01,2.08,2.24,55,291,23.90,-.32,11.72,
Jun,2016,27.01,2.61,2.62,103,936,23.10,-.40,14.68,
Jun,2016,28.01,3.22,2.23,30,255,22.50,-.49,13.64,
Jun,2016,29.00,3.96,3.78,100,1337,22.10,-.58,12.23,
Jun,2016,29.01,3.92,3.24,43,800,22.10,-.58,11.98,
Jun,2016,31.00,5.59,2.70,100,319,21.80,-.79,10.15,
Sep,2016,25.00,2.00,2.09,20,255,24.90,-.26,8.00,
Sep,2016,26.00,2.46,1.82,15,105,24.20,-.32,9.84,
Sep,2016,27.00,2.98,2.04,7,-,23.50,-.39,11.90,
Sep,2016,28.50,3.90,3.00,15,15,22.60,-.50,10.42,
Dec,2016,25.00,2.59,2.60,10,1175,24.50,-.24,8.27,
Dec,2016,27.00,3.63,2.81,15,120,23.00,-.36,11.61,
Dec,2016,31.00,6.47,6.33,5,2455,20.70,-.75,8.58,

ASX Last Sale Price $41.22,
Nov,2015,37.01,.03,.80,270,300,22.10,-.03,.95,
Nov,2015,39.00,.17,2.04,50,66,20.20,-.13,5.38,
Nov,2015,39.50,.25,.27,30,42,19.70,-.19,7.75,
Nov,2015,40.00,.35,.36,10,10,19.10,-.25,11.23,
Feb,2016,40.00,1.16,1.10,15,15,19.60,-.33,8.63,
Jun,2016,37.00,1.16,1.24,20,310,21.20,-.19,4.32,

Alumina Last Sale Price $1.09,
Nov,2015,1.05,.03,.04,600,1499,41.00,-.35,36.04,
Nov,2015,1.15,.09,.04,100,400,41.30,-.67,30.04,
Nov,2015,1.25,.17,.11,855,5705,43.80,-.88,6.01,
Nov,2015,1.30,.22,.09,1050,1190,46.10,-.93,6.01,
Dec,2015,1.05,.05,.03,200,400,42.10,-.37,34.33,
Dec,2015,1.15,.10,.06,210,210,39.80,-.62,24.03,
Jan,2016,0.95,.03,.03,80,-,40.10,-.20,11.09,
Mar,2016,1.10,.13,.08,1000,1000,43.00,-.44,26.50,
Mar,2016,1.15,.16,.11,1000,1000,42.90,-.51,21.89,
Mar,2016,1.25,.23,.18,60,610,44.00,-.64,16.13,

Aurizon Hldgs Last Sale Price $5.17,
Nov,2015,4.90,.03,.04,1322,612,22.80,-.17,7.56,
Nov,2015,5.25,.19,.19,400,603,25.40,-.56,26.47,
Jan,2016,4.90,.12,.15,950,950,23.10,-.26,8.92,
Jan,2016,5.00,.14,.19,1350,1350,22.70,-.33,11.25,
Feb,2016,5.25,.36,.37,197,657,28.80,-.48,16.91,

Bendigo&Adelaide Bk Last Sale Price $10.70,
Nov,2015,9.50,.01,.29,66,500,26.10,-.04,1.83,
Nov,2015,10.00,.06,.51,66,416,24.80,-.14,6.70,
Nov,2015,10.25,.10,.12,210,600,23.90,-.23,12.18,
Nov,2015,10.50,.17,.19,30,430,23.00,-.35,20.71,
Nov,2015,10.51,.17,.14,200,-,23.00,-.35,21.32,
Nov,2015,10.75,.28,.35,20,100,22.20,-.50,28.02,
Nov,2015,10.76,.28,.22,50,50,22.20,-.50,26.80,
Nov,2015,11.25,.61,.61,60,60,21.50,-.80,7.31,
Feb,2016,10.50,.55,.51,100,-,21.70,-.37,15.62,
Mar,2016,11.01,.89,.80,10,10,21.10,-.52,13.43,
Mar,2016,11.50,1.24,1.17,99,99,20.30,-.69,10.16,

BHP Billiton Last Sale Price $23.02,
Nov,2015,19.00,.07,.05,80,135,46.30,-.05,3.96,
Nov,2015,19.50,.10,.09,50,800,44.10,-.07,5.38,
Nov,2015,19.51,.10,.06,50,50,44.00,-.07,5.38,
Nov,2015,20.00,.13,.12,295,1103,41.90,-.09,7.08,
Nov,2015,20.50,.17,.16,1337,404,39.80,-.12,9.34,
Nov,2015,21.00,.23,.22,850,1774,37.80,-.16,12.74,
Nov,2015,21.50,.30,.29,417,1404,36.00,-.22,17.27,
Nov,2015,21.51,.30,.31,390,276,36.00,-.22,17.27,
Nov,2015,22.00,.41,.42,2753,4326,34.30,-.28,23.50,
Nov,2015,22.01,.41,.18,670,120,34.20,-.28,23.50,
Nov,2015,22.50,.56,.52,695,966,32.70,-.37,31.99,
Nov,2015,22.51,.56,.53,430,1065,32.70,-.37,31.99,
Nov,2015,23.00,.76,.71,2369,3344,31.30,-.46,42.75,
Nov,2015,23.01,.76,.50,1060,900,31.30,-.46,43.04,
Nov,2015,23.50,1.00,.97,1957,8922,30.10,-.57,29.73,
Nov,2015,24.00,1.31,1.31,1845,4549,29.00,-.68,18.69,
Nov,2015,24.01,1.31,1.32,1530,1685,29.00,-.68,18.12,
Nov,2015,24.50,1.67,1.35,4671,4374,28.10,-.78,10.76,
Nov,2015,24.51,1.67,1.35,237,320,28.10,-.78,10.19,
Nov,2015,25.00,2.08,2.03,967,2027,27.40,-.87,5.66,
Nov,2015,25.01,2.08,1.40,1269,1010,27.40,-.87,4.81,
Nov,2015,25.50,2.52,2.01,265,1553,26.80,-.95,2.27,
Nov,2015,25.51,2.52,2.93,250,270,26.80,-.95,1.70,
Nov,2015,26.00,3.00,3.04,93,132,26.30,-1.00,.85,
Nov,2015,26.01,2.98,2.01,1184,1322,26.30,-1.00,-,
Nov,2015,26.51,3.46,3.79,50,260,26.10,-1.00,-,
Nov,2015,27.01,3.96,4.43,115,258,26.00,-1.00,-,
Nov,2015,27.51,4.46,3.60,100,300,26.10,-1.00,-,
Nov,2015,28.01,4.95,4.18,35,258,26.60,-1.00,-,
Nov,2015,28.51,5.45,4.04,110,110,27.60,-1.00,-,
Nov,2015,29.01,5.95,5.44,65,385,29.30,-1.00,-,
Nov,2015,29.51,6.45,5.05,500,750,31.80,-1.00,-,
Nov,2015,30.01,6.95,6.30,150,150,35.40,-1.00,-,
Nov,2015,31.01,7.95,7.40,20,20,44.60,-1.00,-,
Nov,2015,31.51,8.46,7.90,188,188,49.40,-1.00,-,
Nov,2015,32.01,8.96,7.13,40,80,53.50,-1.00,-,
Nov,2015,35.01,11.94,11.17,10,10,53.50,-1.00,-,
Nov,2015,39.29,16.21,16.35,130,319,53.50,-1.00,-,
Dec,2015,15.90,.04,.04,750,7350,52.80,-.02,1.13,
Dec,2015,18.71,.16,.16,100,12889,44.80,-.08,5.02,
Dec,2015,19.17,.19,.15,30,100,43.30,-.10,6.15,
Dec,2015,19.64,.23,.24,200,1765,41.70,-.12,7.60,
Dec,2015,20.57,.35,.23,650,9805,38.50,-.18,11.33,
Dec,2015,21.04,.43,.32,80,648,37.00,-.22,13.91,
Dec,2015,21.05,.43,.28,45,235,37.00,-.22,13.91,
Dec,2015,21.51,.53,.50,677,5149,35.60,-.26,17.15,
Dec,2015,21.52,.53,.50,50,1323,35.50,-.26,17.15,
Dec,2015,21.98,.65,.62,745,1803,34.20,-.31,21.03,
Dec,2015,22.44,.80,.53,1160,1890,32.90,-.37,25.73,
Dec,2015,22.45,.80,.78,21,30,32.90,-.37,25.73,
Dec,2015,22.91,.97,.58,104,1253,31.80,-.44,31.55,
Dec,2015,22.92,.97,.60,445,435,31.70,-.44,31.55,
Dec,2015,23.38,1.19,.55,1130,4704,30.70,-.51,26.86,
Dec,2015,23.39,1.19,.80,385,2020,30.70,-.52,26.53,
Dec,2015,23.85,1.44,1.02,31,1198,29.70,-.59,19.74,
Dec,2015,24.31,1.73,1.65,690,2600,28.80,-.67,14.08,
Dec,2015,24.32,1.72,1.22,1106,2540,28.80,-.67,13.59,
Dec,2015,24.78,2.06,1.58,752,2627,28.00,-.75,9.55,
Dec,2015,25.25,2.42,2.40,594,5648,27.30,-.82,5.99,
Dec,2015,25.26,2.40,1.69,550,1155,27.30,-.82,5.34,
Dec,2015,25.72,2.81,2.85,20,685,26.70,-.89,3.56,
Dec,2015,25.73,2.79,2.13,240,210,26.70,-.89,2.75,
Dec,2015,26.18,3.22,1.82,300,4758,26.40,-.95,1.94,
Dec,2015,26.19,3.20,2.52,969,1770,26.40,-.95,.97,
Dec,2015,27.13,4.09,3.30,260,1258,26.50,-1.00,-,
Dec,2015,28.05,5.03,3.73,1753,9538,28.00,-1.00,-,
Dec,2015,28.06,4.99,4.46,861,3158,28.00,-1.00,-,
Dec,2015,29.00,5.92,2.42,65,981,30.70,-1.00,-,
Dec,2015,29.46,6.44,2.92,20,-,32.40,-1.00,-,
Dec,2015,29.92,6.90,6.15,849,1497,34.10,-1.00,-,
Dec,2015,29.93,6.85,8.15,13,1281,34.10,-1.00,-,
Dec,2015,30.40,7.32,6.60,145,1473,36.00,-1.00,-,
Dec,2015,30.87,7.79,6.74,420,844,37.90,-1.00,-,
Dec,2015,31.34,8.26,7.40,260,1204,39.80,-1.00,-,
Dec,2015,31.81,8.73,6.65,175,1048,41.60,-1.00,-,
Dec,2015,32.27,9.19,8.28,20,105,43.50,-1.00,-,
Dec,2015,32.73,9.71,9.09,15,15,45.30,-1.00,-,
Dec,2015,32.74,9.66,8.53,250,1054,45.30,-1.00,-,
Dec,2015,33.21,10.13,8.50,37,480,47.10,-1.00,-,
Dec,2015,33.68,10.60,9.70,25,889,48.90,-1.00,-,
Dec,2015,36.48,13.40,11.82,3,527,58.80,-1.00,-,
Dec,2015,36.95,13.87,8.70,680,949,60.40,-1.00,-,
Dec,2015,38.35,15.26,16.02,300,2760,61.90,-1.00,-,
Dec,2015,39.29,16.18,10.95,300,3241,61.90,-1.00,-,
Dec,2015,43.96,20.82,19.49,30,220,61.90,-1.00,-,
Jan,2016,17.00,.14,.14,12,50,43.50,-.06,2.53,
Jan,2016,19.00,.30,.28,500,-,38.20,-.12,5.31,
Jan,2016,20.00,.43,.38,25,35,35.50,-.17,7.49,
Jan,2016,21.00,.61,.48,279,1087,32.90,-.24,10.72,
Jan,2016,21.50,.73,.77,660,690,31.70,-.28,12.72,
Jan,2016,22.00,.88,.63,234,2772,30.60,-.33,15.25,
Jan,2016,23.00,1.24,.95,90,1111,28.60,-.44,21.61,
Jan,2016,23.50,1.48,1.45,420,1045,27.80,-.51,17.34,
Jan,2016,24.00,1.75,1.47,100,136,27.00,-.57,13.33,
Jan,2016,24.50,2.05,1.50,1650,2525,26.30,-.65,9.93,
Jan,2016,25.01,2.37,1.82,30,110,25.70,-.72,6.62,
Jan,2016,27.50,4.50,3.65,37,47,23.50,-1.00,.35,
Jan,2016,30.01,6.87,6.00,200,200,26.70,-1.00,-,
Feb,2016,16.00,.17,.15,1,-,45.50,-.05,2.20,
Feb,2016,21.00,.81,.79,901,300,33.40,-.25,10.73,
Feb,2016,22.50,1.26,.95,5,511,30.40,-.38,16.79,
Feb,2016,23.00,1.46,1.77,3000,3100,29.60,-.43,19.45,
Feb,2016,24.50,2.24,1.90,30,60,27.50,-.61,10.13,
Feb,2016,24.51,2.23,1.65,30,70,27.50,-.61,9.86,
Feb,2016,25.00,2.57,2.00,22,22,26.90,-.67,7.86,
Feb,2016,25.50,2.92,2.22,70,75,26.40,-.73,5.86,
Feb,2016,26.00,3.29,2.23,140,349,26.00,-.79,4.13,
Feb,2016,27.01,4.07,3.40,50,150,25.30,-.92,1.00,
Feb,2016,28.00,5.03,4.16,140,266,25.00,-1.00,.67,
Mar,2016,22.91,1.92,1.50,70,270,28.70,-.42,20.85,
Mar,2016,22.92,1.92,1.30,580,780,28.70,-.42,20.80,
Mar,2016,23.38,2.17,2.20,3,177,28.00,-.47,19.66,
Mar,2016,23.85,2.44,2.38,20,193,27.40,-.52,17.43,
Mar,2016,23.86,2.44,1.88,63,163,27.30,-.52,17.32,
Mar,2016,24.78,3.04,1.89,150,2068,26.10,-.63,13.96,
Mar,2016,24.79,3.04,2.45,10,552,26.10,-.63,13.74,
Mar,2016,25.25,3.38,2.20,30,8066,25.50,-.69,12.43,
Mar,2016,25.72,3.73,3.23,5,393,25.00,-.75,11.24,
Mar,2016,26.66,4.49,4.68,30,390,23.80,-.88,9.23,
Mar,2016,27.60,5.32,4.60,4,559,22.80,-1.00,8.04,
Mar,2016,28.05,5.75,4.58,1498,1511,22.40,-1.00,7.82,
Mar,2016,29.92,7.55,6.80,900,1264,21.50,-1.00,7.06,
Mar,2016,30.40,8.00,7.15,30,376,21.60,-1.00,6.68,
Mar,2016,31.34,8.93,9.05,20,1449,22.00,-1.00,6.57,
Mar,2016,32.27,9.84,10.10,120,382,22.30,-1.00,6.41,
Mar,2016,32.74,10.31,8.40,20,374,22.50,-1.00,6.35,
Mar,2016,33.21,10.77,9.90,45,591,22.50,-1.00,6.30,
Mar,2016,34.14,11.69,10.45,34,531,22.60,-1.00,6.19,
Apr,2016,22.50,1.88,1.78,5,-,29.10,-.38,16.38,
Jun,2016,20.57,1.39,1.12,20,1407,32.00,-.25,9.23,
Jun,2016,21.04,1.54,1.65,40,60,31.50,-.28,10.26,
Jun,2016,21.51,1.73,1.78,10,620,30.90,-.31,11.53,
Jun,2016,27.12,5.17,4.06,10,623,25.80,-.80,7.13,
Jun,2016,27.59,5.56,5.49,100,205,25.50,-.85,6.60,
Jun,2016,31.81,9.26,8.26,25,115,23.30,-1.00,3.13,
Jun,2016,43.96,21.18,20.70,5,901,27.70,-1.00,1.57,
Sep,2016,19.50,1.60,1.45,30,20,32.70,-.21,7.53,
Sep,2016,21.00,2.15,1.99,10,270,30.80,-.28,10.12,
Dec,2016,20.57,2.00,2.00,30,45,28.40,-.23,7.53,
Dec,2016,21.51,2.46,2.50,60,275,28.20,-.32,9.29,
Dec,2016,22.44,2.96,3.12,30,2766,27.90,-.34,11.16,
Dec,2016,24.31,4.09,3.41,5,30,26.90,-.47,10.55,
Dec,2016,25.25,4.71,3.87,5,4622,26.40,-.58,9.34,
Mar,2017,18.00,1.79,1.80,10,30,33.70,-.15,5.48,
Jun,2017,17.77,1.49,1.65,5,35,29.00,-.14,3.88,
Jun,2017,18.70,1.88,1.70,10,105,29.00,-.20,4.88,
Jun,2017,22.44,3.79,3.90,15,90,28.10,-.33,9.87,
Jun,2017,23.38,4.32,4.10,5,410,27.40,-.43,10.31,
Dec,2017,18.70,2.70,2.74,15,110,31.40,-.19,5.46,
Dec,2017,21.51,3.96,3.81,5,85,28.70,-.30,8.01,
Dec,2017,22.44,4.46,4.40,15,459,27.90,-.33,9.02,
Dec,2017,23.38,5.00,5.07,10,60,27.10,-.41,9.38,
Dec,2017,25.25,6.16,5.65,30,92,25.40,-.50,7.95,

Boral Last Sale Price $5.39,
Nov,2015,5.00,.03,.04,200,200,27.50,-.14,7.26,
Nov,2015,5.50,.22,.34,50,159,26.80,-.58,25.39,
Jan,2016,5.25,.19,.17,171,171,25.10,-.36,14.14,
Mar,2016,5.00,.20,.21,60,1664,26.70,-.26,9.51,

Bank of Qld Last Sale Price $13.07,
Nov,2015,12.25,.07,.09,121,520,23.70,-.14,6.48,
Nov,2015,12.26,.07,.06,40,-,23.70,-.14,6.48,
Nov,2015,12.50,.11,.09,100,34,22.70,-.21,10.47,
Nov,2015,13.01,.25,.28,5,5,20.20,-.43,24.44,
Nov,2015,13.50,.52,.33,50,80,17.60,-.74,8.48,
Nov,2015,13.75,.70,.44,50,50,16.30,-.90,2.49,
Nov,2015,14.00,.93,.63,50,50,15.00,-1.00,-,
Dec,2015,13.01,.34,.39,20,40,20.70,-.43,19.66,
Dec,2015,13.50,.60,.41,50,50,18.90,-.65,9.69,
Dec,2015,14.00,.96,.69,26,26,17.00,-.91,1.99,

BlueScope Steel Last Sale Price $4.46,
Nov,2015,4.20,.11,.09,1000,1000,46.50,-.28,32.15,
Nov,2015,4.50,.24,.26,200,200,45.60,-.49,58.46,
Dec,2015,3.10,.01,.01,100,100,50.20,-.02,.84,
Dec,2015,3.60,.04,.04,1000,1083,48.40,-.09,5.85,
Dec,2015,5.25,.85,.97,80,52,45.60,-.82,10.02,
Dec,2015,5.75,1.31,1.04,108,108,48.60,-.94,3.34,

Brambles Last Sale Price $10.38,
Nov,2015,9.75,.04,.06,721,3363,20.10,-.11,4.40,
Nov,2015,10.00,.07,.10,1000,1343,19.90,-.22,9.42,
Nov,2015,10.25,.16,.20,700,800,19.70,-.37,19.47,
Nov,2015,10.50,.28,.41,100,900,19.60,-.55,20.09,
Nov,2015,10.75,.45,1.04,30,60,19.40,-.73,9.42,
Dec,2015,9.77,.09,.11,400,978,21.20,-.18,6.46,
