Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4842.6 at 16:47 16/10/2009  Report at 15:29 Saturday 17/10/2009. Processed 17:06 Sunday 18/10/2009.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
43,42,TOL,Toll Hldgs Ltd,5.996,8.62,26,9.07,4.38,25,f,2.90,4.14,11.5,39.95,21.6,-17.1,2.31,1.58,49.1,5.8
44,44,TCL,Transurban stpld,5.599,4.34,22,5.80,3.51,22,,5.07,5.07,-61.4,-1.9,-,-85.2,1.46,2.79,-15.7,-9.2
45,45,SHL,Sonic Healthcare,5.399,13.90,39,14.85,9.96,57,p,4.10,4.88,9.6,46.9,29.6,15.9,2.13,-1.72,6.0,5.8
46,47,AFI,Aust Foundation,5.144,5.22,18,5.26,3.41,21,f,4.02,5.75,-,10.61,49.2,-49.8,1.45,4.79,21.8,6.1
47,46,CFX,CFS Retail Prop unt,5.141,2.07,6,2.38,1.415,12.5,p,6.04,6.04,4.2,-15.27,-,24.2,1.03,2.02,8.8,7.4
48,51,ERA,Energy Res,4.959,26.00,72,28.28,10.53,34,f,1.31,1.87,40.0,162.78,16.0,48.3,6.53,-,84.8,14.9
49,50,MAP,Macq Airports forus,4.898,2.85,4,2.95,1.291,27,,9.47,9.47,3.9,118.92,2.4,-37.1,0.75,-,48.9,6.0
50,52,NHC,New Hope Corp,4.819,5.84,10,5.97,3.03,9.25,f,1.58,2.26,60.9,240.3,2.4,189.4,1.75,3.36,93.3,76.9
51,49,LLC,Lend Lease Corp,4.774,10.36,-15,11.29,4.85,41,f,3.96,5.24,-46.8,-164.7,-,-35.7,1.95,4.20,56.0,-10.3
52,54,HVN,Harvey Norman,4.717,4.44,4,4.85,1.805,11,f,2.48,3.54,-21.4,20.18,22.0,-15.0,2.29,2.01,77.3,10.8
53,48,AIO,Asciano Grp stpld,4.696,1.605,-8.5,2.297,0.32,23,,14.33,14.33,-100.0,-32.5,-,-70.5,2.13,-1.41,-4.5,-
54,53,IPL,Incitec Pivot,4.596,2.85,-5,4.371,1.63,21.6,f,7.58,10.82,1617.3,47.27,6.0,205.7,1.46,-0.14,-14.6,43.7
55,55,MGR,Mirvac Grp stpld,4.587,1.635,-2.5,1.945,0.542,5,,3.06,3.06,-72.6,-65.21,-,-59.1,0.94,1.73,93.6,-23.5
56,56,AWC,Alumina Ltd,4.478,1.835,-4,2.231,0.683,12,,6.54,9.34,-46.9,9.42,19.5,-50.9,1.60,1.30,-,-28.4
57,57,OST,OneSteel Ltd,4.357,3.28,10,3.826,1.40,10,,3.05,3.83,-49.2,22.59,14.5,-49.7,1.01,1.66,8.1,-1.7
58,58,TAH,Tabcorp Hldgs Ltd,4.339,7.14,21,7.70,6.05,65,f,9.10,13.00,38.3,93.2,7.7,-5.3,1.32,-0.02,14.9,-18.1
59,65,SGM,Sims Metal Mgmt,4.167,22.85,185,29.15,10.68,38,f,1.66,2.38,-68.3,-82.9,-,-92.8,1.46,8.09,64.3,6.6
60,60,FXJ,Fairfax Media Ltd,4.057,1.725,1,2.031,0.795,2,,1.16,1.53,-89.2,-21.6,-,-48.1,0.81,-0.37,-1.0,-24.3
61,61,FBU,Fletcher Bld,4.056,6.71,5,7.04,3.90,28.62,,4.27,4.27,-22.8,-7,-,-22.1,1.69,2.25,41.1,-1.9
62,67,RMD,ResMed Inc cdi 10:1,4.027,5.33,33,6.67,4.46,-,,-,-,-,23.91,22.3,55.6,2.93,1.75,7.7,-2.5
63,64,ARG,Argo Invest,4.016,6.86,16,6.88,4.52,27,f,3.94,5.62,-10.0,-11.1,-,-53.1,1.39,6.38,16.2,0.9
64,66,DXS,Dexus Prop Grp stpld,4.004,0.84,4,1.339,0.519,7.3,,8.69,8.69,-35.6,-39.38,-,2.8,0.78,1.01,29.6,-12.6
65,59,GMG,Goodman Grp forus,3.991,0.66,-1.5,1.354,0.123,9.65,,14.62,14.62,-71.6,-45.4,-,13.3,1.06,0.84,-12.1,-48.3
66,62,OZL,OZ Min,3.917,1.255,-2,1.325,0.40,5,,3.98,3.98,-37.5,-123.36,-,-92.0,1.21,0.80,32.8,-26.0
67,63,TEL,Telecom Corp fpo nz,3.888,2.07,-2,2.31,1.74,16.92,,8.17,8.17,-18.7,17.7,11.7,-30.0,1.78,0.76,11.9,-13.2
68,72,BLD,Boral Ltd,3.762,6.32,69,6.40,2.29,13,f,2.06,2.94,-61.8,24.1,26.2,-46.7,1.37,4.12,45.2,-0.3
69,68,COH,Cochlear Ltd,3.654,65.00,-5,68.54,46.21,175,f,2.69,3.85,16.7,233.7,27.8,12.9,10.03,2.78,17.7,8.1
70,76,PTM,Platinum Asset,3.512,6.26,42,6.34,2.80,20,f,3.19,4.56,-16.7,22.49,27.8,-22.0,18.09,-,102.8,-
71,70,MTS,Metcash Ltd,3.489,4.56,11,4.73,3.80,24,f,5.26,7.52,14.3,26.47,17.2,11.3,2.73,0.13,19.5,7.1
72,74,JHX,James Hardie Ind cdi,3.476,8.03,39,8.32,2.89,-,,-,-,-100.0,13.52,59.4,42.7,-,-0.34,88.9,2.8
73,71,MIG,Macq Infra stpld,3.472,1.535,3,2.31,0.95,20,p,13.03,13.28,-,-73.72,-,58.6,0.84,1.73,-11.3,-16.3
74,69,PDN,Paladin Energy,3.449,4.81,2,5.52,1.68,-,,-,-,-,-96.13,-,-,4.43,1.20,111.9,-5.9
75,73,BEN,Bendigo & Adelaide,3.395,9.70,19,13.828,5.733,43,f,4.43,6.33,-33.9,25.6,37.9,-37.9,1.09,4.03,-20.9,-7.8
76,77,SOL,Soul Pattinson,3.317,13.90,22,14.30,7.15,32,f,2.30,3.29,6.7,466.25,3.0,98.6,0.86,10.91,64.6,20.9
77,75,FLX,Felix Res Ltd,3.317,16.87,12,17.925,4.65,53,f,3.14,4.49,-,136.18,12.4,162.6,4.66,2.53,50.3,76.7
78,79,AOE,Arrow Energy,3.237,4.42,16,4.73,1.845,-,,-,-,-,52,8.5,-,2.79,0.82,78.2,67.5
79,80,TTS,Tatts Grp Ltd,3.176,2.49,5,2.97,2.17,21,f,8.43,12.05,121.1,21.9,11.4,7.6,1.22,-0.56,7.7,-5.9
80,78,CTX,Caltex Aust,3.102,11.49,-43,14.00,6.18,36,,3.13,4.48,-55.0,15.6,73.7,-58.1,1.19,10.60,22.4,-17.1
81,83,DOW,Downer EDI Ltd,2.98,8.93,28,9.13,3.01,29,,3.25,3.25,13.7,54.4,16.4,10.9,2.24,2.18,92.1,15.9
82,81,PRY,Primary Health Care,2.979,6.22,-7,6.56,3.46,14,f,2.25,3.22,-48.1,28.65,21.7,42.2,1.41,-,38.9,-9.0
83,84,ALL,Aristocrat Leisure,2.934,5.50,12,6.77,3.16,14.5,f,2.64,3.77,-38.5,-0.2,-,-42.3,15.25,0.35,51.0,-23.2
84,82,BBG,Billabong Intl,2.926,11.61,-11,12.307,5.815,45,p,3.88,4.66,-15.1,69.2,16.8,-19.5,2.49,0.70,6.8,-4.4
85,86,EQN,Equinox Min Ltd cdi,2.91,4.12,32,4.17,0.95,-,,-,-,-,25.35,16.3,-64.0,4.10,-,210.9,22.3
86,85,DJS,David Jones Ltd,2.899,5.79,23,5.94,2.02,28,f,4.84,6.91,3.7,31.5,18.4,8.5,4.22,1.16,101.8,24.8
87,87,BOQ,Bank of Qld,2.794,13.25,99,14.234,6.228,52,f,3.92,5.61,-27.9,75.9,17.5,-25.9,1.32,6.62,7.8,-1.8
88,89,CSR,CSR Ltd,2.566,1.99,8,2.207,0.905,7.5,f,3.77,5.38,-47.7,-29.7,-,-39.0,1.62,0.83,1.6,-9.2
89,88,NUF,Nufarm Ltd,2.54,11.65,6,14.46,7.30,27,,2.32,2.32,-22.9,33.5,34.8,-11.1,1.56,3.59,9.1,8.4
90,90,AQP,Aquarius Platinum,2.396,5.19,-13,6.39,1.925,12.08,,2.33,2.33,-100.0,-16.39,-,-,3.20,-,80.3,-10.5
91,91,MCC,Macarthur Coal,2.391,9.40,-6,9.94,2.32,13,f,1.38,1.98,-23.5,79.3,11.9,183.3,2.37,4.03,57.2,30.2
92,95,REH,Reece Aust Ltd,2.39,24.00,97,24.30,15.10,51,f,2.13,3.04,-10.5,97,24.7,-12.3,4.48,5.35,40.6,12.2
93,96,EXT,Extract Res,2.358,9.94,65,11.45,0.785,-,,-,-,-,-5.38,-,-28.9,22.71,-,894.3,140.8
94,94,SPN,SP AusNet stpld,2.357,0.885,,1.197,0.725,11.85,p,13.39,15.22,2.5,6.99,12.7,1.0,1.06,0.89,-6.1,-1.6
95,93,UGL,United Grp Ltd,2.337,14.14,-12,15.97,6.13,64,f,4.53,6.47,10.3,87.1,16.2,8.4,2.09,-0.82,58.2,3.5
96,103,JBH,JB Hi-Fi Ltd,2.239,20.69,179,20.99,6.87,44,f,2.13,3.04,69.2,88.26,23.4,44.4,9.77,1.21,143.4,57.3
97,98,RHC,Ramsay Health Care,2.152,10.65,15,12.09,8.73,38,f,3.57,5.10,16.9,51.3,20.8,25.3,2.37,0.09,9.3,2.8
98,92,GFF,Goodman Fielder,2.148,1.585,-16,1.78,0.93,10.5,p,6.62,7.32,-22.2,13.3,11.9,-17.1,1.33,-0.20,3.5,-1.8
99,97,SEK,Seek Ltd,2.139,6.37,-17,6.65,2.02,9.2,f,1.44,2.06,-50.5,18.8,33.9,-28.9,7.41,0.51,97.3,8.7
100,100,ATM,Aneka Tambang cdi 1:5,2.118,1.11,,2.50,0.97,2.97,,2.68,2.68,-89.4,0.36,308.3,-94.1,1.98,-,-54.3,54.4
101,101,CMJ,Consolidated Media,2.11,3.06,1,3.44,1.655,16.5,,5.39,6.51,-38.9,61.91,4.9,-23.1,4.62,0.66,59.5,-1.1
102,104,CGF,Challenger FSG Ltd,2.096,3.73,15,3.91,0.865,12.5,,3.35,3.35,-,-16.2,-,4.0,1.24,1.81,140.4,7.6
103,99,SGX,Sino Gold Min Ltd,2.036,6.96,-28,7.46,2.37,-,,-,-,-,-33.33,-,-,2.48,-,98.9,13.5
104,102,CNT,Centamin Egypt,2.031,2.00,-4,2.10,0.55,-,,-,-,-,-2.96,-,-,4.16,-,177.7,43.3
105,106,AIA,Auckland Airport fpo nz,2.009,1.64,7,1.65,1.175,6.7,,4.09,4.09,-4.1,2.74,59.9,-5.1,1.36,1.21,9.2,1.3
106,107,BKW,Brickworks Ltd,1.911,14.35,10,16.80,8.50,39,f,2.72,3.88,-,229.8,6.2,2.8,1.39,8.27,40.9,9.6
107,108,WHC,Whitehaven Coal,1.906,4.00,10,4.08,0.89,8.5,f,2.13,3.03,400.0,60.5,6.6,431.8,2.64,1.68,154.1,-
108,109,CPA,C'wlth Prop ord unt   ,1.852,0.995,2,1.48,0.67,8.8,,8.84,8.84,-4.3,-31.8,-,-10.9,0.87,1.15,-17.7,-4.5
109,105,AQA,Aquila Res,1.83,7.35,-40,7.89,1.90,-,,-,-,-,-10.5,-,-9.8,11.83,-,100.3,17.0
110,110,TSE,Transfield Services,1.758,4.25,2,4.46,1.24,12,f,2.82,4.03,-50.9,-15.34,-,-5.1,2.26,0.02,60.2,-7.6
111,117,IOF,ING Office Fd stpld,1.747,0.64,5,1.234,0.184,7.92,,12.38,12.38,-,-49.8,-,18.5,0.97,0.99,-25.4,-15.6
112,111,ABC,Adelaide Brighton,1.726,2.75,5,2.94,1.445,14,f,5.09,7.27,1.1,20.8,13.2,-2.8,2.46,1.15,28.9,9.2
113,118,PPT,Perpetual Ltd,1.694,39.50,210,49.05,21.60,100,f,2.53,3.62,-69.7,96,41.1,-51.4,5.84,3.46,16.5,-14.6
114,115,WAN,West Aust News,1.686,7.89,28,7.95,3.62,33,f,4.18,5.97,-37.7,42.1,18.7,-20.6,24.86,-,36.7,-3.8
115,119,AUN,Austar United,1.66,1.325,6.5,1.37,0.60,-,,-,-,-,-2.4,-,-81.2,-,-0.33,47.2,3.6
116,112,MLT,Milton Corp,1.658,17.84,-16,18.70,12.00,78,f,4.37,6.25,-11.4,57.7,30.9,-40.8,1.33,18.15,10.5,-0.3
117,122,APA,APA Grp stpld,1.643,3.23,21,3.39,2.43,31,,9.60,9.60,5.1,16.2,19.9,12.6,1.29,1.18,22.6,-0.5
118,121,MOF,Macq Office unt,1.64,0.345,2,0.708,0.071,3.75,,10.87,10.87,-65.7,-42,-,-,0.72,0.49,34.1,-32.5
119,114,ILU,Iluka Res,1.595,3.81,-10,5.40,2.70,-,,-,-,-100.0,3.7,103.0,-36.7,1.54,2.70,5.8,-15.7
120,123,SKC,Sky City Entertain,1.576,2.74,10,3.08,1.90,5.44,,1.99,1.99,-29.2,18.83,14.6,-9.5,2.64,0.47,-4.2,-13.1
121,124,TEN,Ten Network Hldgs,1.568,1.50,5,1.565,0.615,5.5,f,3.67,5.23,3.9,-8.37,-,-30.1,2.05,-0.55,13.1,-21.1
122,116,ALZ,Australand Prop stpld,1.557,0.54,-2,0.585,0.174,10,,18.52,19.46,-19.9,-15.55,-,-7.5,0.74,0.92,137.0,-18.1
123,120,SKT,Sky Net fpo nz,1.553,3.99,,4.05,2.76,11.48,,2.88,2.88,106.9,18.27,21.8,-8.2,1.60,0.50,28.3,-3.9
124,113,TPI,Transpacific Indust,1.532,1.595,-12.5,3.604,1.03,10.1,,6.33,9.04,-100.0,-77.9,-,-66.8,1.13,-3.39,-37.6,-34.3
125,127,FLT,Flight Centre,1.515,15.20,23,17.51,3.39,9,,0.59,0.85,-89.5,38.3,39.7,-33.1,2.48,1.92,10.8,-0.1
126,128,PNA,PanAust Ltd,1.51,0.515,1.5,0.545,0.078,-,,-,-,-,-4.95,-,283.8,6.63,0.16,147.2,17.5
127,126,HTA,Hutchison,1.493,0.11,,0.145,0.07,-,,-,-,-,-6.23,-,-,-,0.11,-,-
128,125,CPB,Campbell Brothers,1.492,27.82,-28,30.608,8.29,100,p,3.59,4.36,5.3,201.93,13.8,47.2,3.61,2.73,21.8,17.8
129,134,KAR,Karoon Gas Aust,1.478,8.35,89,12.10,1.68,-,,-,-,-,3.02,276.5,-,4.42,-,286.6,61.3
130,129,HSP,Healthscope Ltd,1.464,4.66,,5.14,3.61,21.5,f,4.61,6.59,10.3,28.88,16.1,12.9,1.62,0.06,13.5,1.7
131,132,AWE,Aust Worldwide Ex,1.459,2.80,20,3.06,1.803,-,,-,-,-,17.36,16.1,-58.1,1.33,1.80,21.4,0.2
132,130,ANN,Ansell Ltd,1.432,10.63,37,13.83,7.51,28,,2.63,2.63,5.7,89.2,11.9,21.4,2.24,1.98,-13.0,1.0
133,133,CEU,ConnectEast stpld,1.417,0.37,2,0.773,0.244,2,,5.41,5.41,-79.9,-25.43,-,537.4,0.94,-,-40.9,-29.5
134,131,DUE,DUET Grp forus,1.383,1.61,1,2.783,1.28,24.12,p,14.98,15.20,-7.5,-9.24,-,104.1,0.96,1.70,-20.1,-6.9
135,138,IFL,IOOF Hldgs Ltd,1.356,5.90,40,5.95,2.112,4,f,0.68,0.97,-86.7,16.7,35.3,-29.0,1.54,0.55,45.5,-10.7
136,136,APN,APN News & Media,1.339,2.25,7,3.125,0.866,12,,5.33,5.33,-28.6,-13.1,-,-15.9,1.28,-1.23,5.8,-21.9
137,137,MGX,Mount Gibson Iron,1.339,1.245,6.5,1.295,0.19,-,,-,-,-,4.56,27.3,-42.1,1.72,0.73,145.9,12.2
138,135,BLY,Boart Longyear,1.334,0.31,0.5,0.549,0.054,2.87,,9.26,10.65,40.4,6.84,4.5,40.6,6.07,-0.10,-11.6,-
139,140,PBG,Pac Brands,1.332,1.43,11,1.639,0.127,8.5,,5.94,8.49,-100.0,-39.9,-,-19.0,1.05,-0.06,58.1,-12.2
140,139,FPH,Fisher & Paykel H,1.243,2.43,-4,2.94,2.18,10.2,,4.20,4.20,-3.5,10.09,24.1,68.3,7.36,0.30,0.4,-8.9
141,146,IFN,Infigen Energy stpld,1.232,1.535,5.5,1.55,0.525,9,,5.86,5.86,-37.9,22.6,6.8,789.8,1.35,0.58,98.1,9.2
142,141,CEY,Centennial Coal,1.227,3.27,4,4.37,1.51,11,f,3.36,4.80,-47.6,19.5,16.8,30.9,1.86,1.77,-2.1,13.6
143,143,SKI,Spark Infrastructure stpld,1.223,1.185,3,1.665,0.83,15.98,,13.49,13.49,0.2,7.48,15.8,-7.1,3.13,1.70,-4.6,-
144,142,NVT,Navitas Ltd,1.215,3.55,1,3.88,2.01,14.3,f,4.03,5.75,31.2,14.3,24.8,32.8,12.33,-0.23,76.8,27.0
145,147,SEV,Seven Network   ,1.21,6.36,13,7.24,5.01,34,f,5.35,7.64,-,6.38,99.7,-26.4,0.62,7.27,7.5,-7.9
146,145,PMV,Premier Invest,1.197,8.14,4,8.592,2.848,35,f,4.30,6.14,20.7,62.44,13.0,34.8,1.04,2.07,123.8,20.3
147,150,MND,Monadelphous Grp,1.18,13.73,7,14.23,5.25,74,f,5.39,7.70,2.8,87.48,15.7,11.8,9.63,1.40,83.9,35.4
148,151,WTF,Wotif Com Hldgs,1.171,5.62,,5.95,3.10,17.5,f,3.11,4.45,16.7,20.91,26.9,24.6,16.46,-0.08,68.5,15.8
149,154,WHS,Warehouse Grp,1.167,3.75,15,3.78,2.50,17.8,,4.75,4.75,-7.1,19.72,19.0,12.9,4.59,0.77,17.1,-7.0
150,149,SIP,Sigma Pharmaceutical,1.155,0.99,-2,1.382,0.83,7,f,7.07,10.10,-,9.5,10.4,-9.2,0.96,-0.12,-12.5,-22.2
151,152,MRE,Minara Res,1.144,0.98,-2,1.39,0.189,-,,-,-,-100.0,-14.52,-,-,1.40,0.70,156.9,-17.5
152,144,GPG,Guinness Peat cdi,1.143,0.705,-3,0.836,0.359,2.1,,2.98,2.98,1.2,-4.04,-,-,0.58,0.86,0.2,-24.7
153,155,RIV,Riversdale Min,1.142,5.97,17,7.30,1.555,-,,-,-,-,0.16,3731.2,-96.9,2.26,1.96,95.7,58.8
157,154,ZIM,Zimplats Hldgs,1.13,10.50,50,10.50,3.50,-,,-,-,-,-28.65,-,-,2.21,-,20.0,4.9
155,153,AIZ,Air New Zealand fpo nz,1.127,1.05,-1,1.11,0.55,5.22,,4.97,4.97,-25.8,1.61,65.2,-26.4,0.87,1.18,45.6,0.8
156,160,GNC,Graincorp Ltd,1.114,7.39,27,8.85,3.863,-,,-,-,-100.0,30.1,24.6,-8.1,2.56,6.53,5.7,-0.6
157,156,SGT,Singapore Tel cdi,1.093,2.44,-3,2.94,2.13,11.35,,4.65,4.65,16.6,20.75,11.8,14.2,0.06,1.23,1.8,8.4
158,148,VBA,Virgin Blue Hldgs,1.082,0.49,-4.5,0.555,0.127,-,,-,-,-100.0,-15.2,-,-,1.88,0.50,68.1,-31.1
159,158,TAL,Tower Aust,1.076,2.98,,3.02,1.745,4.5,,1.51,2.15,12.5,18.9,15.8,16.3,1.80,0.89,45.1,-
160,159,AND,Andean Res Ltd,1.055,2.28,-4,2.54,0.425,-,,-,-,-,-1.8,-,-40.2,15.48,-,168.3,103.6
161,161,SLX,Silex Systems,1.033,7.07,-16,8.03,2.81,-,,-,-,-,-2.6,-,-60.0,13.24,0.48,81.3,13.9
162,163,HGG,Henderson Grp cdi 1:1,1.029,2.48,1,2.67,1.075,12.15,,4.90,4.90,-9.2,-0.17,-,-1.7,1.68,-0.22,111.5,4.7
163,165,REA,REA Grp,1.01,7.94,26,8.69,2.95,10,f,1.26,1.80,-,0.74,1073.0,-95.8,10.81,0.30,82.5,24.1
164,166,MCW,Macq Country unt,0.99,0.665,1.5,0.735,0.10,7,,10.53,10.53,-53.3,-101.81,-,62.6,0.88,0.77,236.9,-21.3
165,162,IRE,IRESS Market Tech,0.976,7.88,-51,8.92,3.54,32,f,4.06,5.80,19.2,31.29,25.2,-0.4,8.40,0.67,79.9,9.8
166,164,MBN,Mirabela Nickel,0.964,2.85,-9,3.43,0.66,-,,-,-,-,-22.86,-,-,2.08,-,82.7,13.1
167,168,CZA,Coal of Africa,0.944,2.29,5,2.39,0.725,-,,-,-,-,-3.55,-,-43.4,1.80,-,129.0,90.7
