Australian Sharemarket: Top 300 Stocks,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:36 30/7/2010  Report at 22:00 Friday 30/7/2010. Processed 18:50 Saturday 31/7/2010.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move ¢,Year High,Year Low,DPS ¢,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS ¢,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
114,115,AND,Andean Res Ltd,1.744,3.70,3,3.88,1.85,-,,-,-,-,-4.64,-,-40.2,25.58,-,90.7,57.3
115,113,BKW,Brickworks Ltd,1.739,11.81,-19,16.80,11.35,39.5,f,3.34,4.78,-,100.5,11.8,2.8,1.27,9.06,-6.0,-1.1
116,111,ANN,Ansell Ltd,1.691,12.85,-74,13.73,8.89,29,,2.26,2.26,5.7,81.7,15.7,21.4,2.65,1.92,43.0,5.3
117,119,PNA,PanAust Ltd,1.684,0.57,2,0.65,0.385,-,,-,-,-,0.96,59.4,-,2.89,0.20,39.0,-4.2
118,123,DOW,Downer EDI Ltd,1.673,4.97,52,9.44,3.33,29.1,,5.86,5.86,13.7,54.4,9.1,10.9,1.26,2.15,-20.5,-7.3
119,117,IOF,ING Office Fd stp,1.651,0.605,-1.5,0.67,0.45,3.9,,6.45,6.45,-,-16.7,-,18.5,0.91,0.74,33.2,-18.8
120,118,EXT,Extract Res,1.627,6.69,-7,11.45,6.29,-,,-,-,-,-4.96,-,-28.9,15.67,-,-9.8,105.8
121,120,MLT,Milton Corp,1.589,16.37,2,19.40,15.55,71,f,4.34,6.20,-9.0,78.2,20.9,-8.3,1.08,16.51,4.5,-7.2
122,121,CEU,ConnectEast stp,1.576,0.40,,0.49,0.33,2,,5.00,5.00,-79.9,-21.74,-,537.4,1.04,-,12.6,-31.3
123,124,ALZ,Australand Prop stp,1.534,2.66,7,3.05,2.125,12,,4.51,4.51,-50.5,14.9,17.9,-55.1,0.68,3.44,21.2,-24.7
124,127,SKT,Sky Net,1.502,3.86,7,4.15,3.32,11.39,,2.95,2.95,106.9,19.63,19.7,-8.2,1.55,-0.47,19.7,-7.6
125,122,IFL,IOOF Hldgs Ltd,1.496,6.51,-5,7.40,4.22,21,f,3.23,4.61,-86.7,19.5,33.4,-29.0,1.70,0.56,41.6,-10.7
126,128,WAN,West Aust News,1.495,6.92,16,8.48,5.80,29,f,4.19,5.99,-37.7,37.3,18.6,-20.6,22.05,-,19.1,-17.1
127,125,NVT,Navitas Ltd,1.482,4.33,,5.56,2.71,16.9,f,3.90,5.58,31.2,16.8,25.8,32.8,15.04,-0.25,64.2,32.7
128,126,DUE,DUET Grp forus,1.423,1.635,-6.5,1.90,1.435,20,,12.23,12.36,-7.5,4.39,37.2,104.1,0.99,-,11.4,-10.0
129,132,BLY,Boart Longyear,1.411,3.06,14,4.10,2.299,-,,-,-,-100.0,-0.67,-,-97.5,1.35,0.14,28.7,-44.7
130,130,SKC,Sky City Entertain,1.398,2.43,2,2.89,2.28,11.69,,4.81,4.81,-29.2,19.09,12.7,-9.5,2.34,0.53,-2.9,-15.1
131,129,TPM,TPG Telecom Ltd,1.386,1.805,-3,2.58,0.535,3,f,1.66,2.37,-,5.7,31.7,-,4.27,0.06,249.4,47.4
132,138,HTA,Hutchison,1.344,0.099,0.7,0.135,0.088,-,,-,-,-,6.27,1.6,-,-,0.10,-,-
133,131,TSE,Transfield Services,1.334,3.22,-10,4.80,2.74,12.25,f,3.80,5.43,-50.9,-15.18,-,-5.1,1.72,0.29,18.4,-22.5
134,133,MIN,Mineral Res,1.324,8.19,3,8.80,4.19,18.75,f,2.29,3.27,-,38.3,21.4,-8.4,9.15,2.39,102.1,36.0
135,139,REA,REA Grp,1.31,10.20,49,12.60,5.45,10,,0.98,1.40,-,10.04,101.6,-95.8,14.01,0.45,90.3,21.1
136,140,HGG,Henderson Grp cdi,1.285,2.27,7,2.67,2.01,10.69,,4.71,4.71,-10.1,3.23,70.3,-43.9,2.54,-0.18,10.4,-8.1
137,135,SKI,Spark Infrastructure stp,1.269,1.23,-0.5,1.445,1.025,13.56,,11.02,11.02,-0.4,12.08,10.2,136.2,2.20,1.78,29.1,-1.0
138,141,FPH,Fisher & Paykel H,1.268,2.45,9,2.83,2.35,10.07,,4.11,4.11,-4.5,10.85,22.6,7.2,5.58,0.34,-1.4,-3.0
139,144,APN,APN News & Media,1.264,2.11,11,2.61,1.63,4,f,1.90,2.71,-81.7,16.7,12.6,-40.2,1.09,-0.78,15.1,-22.3
140,136,PPT,Perpetual Ltd,1.26,29.03,12,41.39,27.11,165,f,5.68,8.12,-69.7,183.4,15.8,-51.4,4.35,4.46,-9.5,-24.3
141,145,LYC,Lynas Corp,1.258,0.76,4.5,0.82,0.319,-,,-,-,-,-7.07,-,54.7,6.35,-,127.7,-8.0
142,137,KAR,Karoon Gas Aust,1.229,6.92,-14,11.45,4.51,-,,-,-,-,-15.25,-,-,3.67,-,-38.7,39.9
143,143,PIH,Prime Infr Grp stp,1.196,3.40,-5,4.57,0.034,-,,-,-,-,-,-,-,-,-,-,-
144,142,CQO,Charter Hall Office unt,1.194,0.245,-0.5,0.355,0.22,2.5,,10.20,10.20,-66.5,10.03,2.4,-,0.53,0.44,4.3,-41.8
145,134,AUN,Austar United,1.184,0.94,-9.5,1.465,0.84,-,,-,-,-,3.5,26.9,118.4,-,-0.28,-8.8,-16.9
146,146,MND,Monadelphous Grp,1.172,13.55,4,15.98,10.78,79,f,5.83,8.33,2.8,91.08,14.9,11.8,9.56,1.52,23.1,-0.4
147,148,IIF,ING Industrial Fd unt,1.154,0.445,1,0.603,0.243,1.6,,3.60,3.62,-70.4,-78.3,-,-24.4,0.78,0.60,90.4,-37.3
148,150,CRZ,Carsales Com Ltd,1.137,4.89,15,5.86,3.56,6.6,f,1.35,1.93,-,8.2,59.6,-,-,0.01,-,-
149,147,GNC,Graincorp Ltd,1.121,5.65,-7,8.85,5.10,22.27,f,3.94,5.63,-,63.62,8.9,-,1.62,4.78,-7.3,-18.2
150,151,AIX,Aust Infra unt,1.117,1.80,2.5,2.09,1.44,10,,5.56,7.02,-11.8,19.37,9.3,-46.1,0.93,2.62,21.6,-10.8
151,149,SGT,Singapore Tel cdi,1.114,2.53,1,2.83,2.25,10.69,,4.23,4.23,-2.5,19.12,13.2,-16.0,0.06,0.65,-7.8,3.0
152,152,WTF,Wotif Com Hldgs,1.084,5.17,-8,8.08,4.45,20,f,3.87,5.53,16.7,24.23,21.3,24.6,15.23,-0.06,17.9,-0.9
153,155,ZIM,Zimplats Hldgs,1.076,10.00,50,12.65,7.80,-,,-,-,-,35.15,28.4,-,2.10,-,25.0,-14.5
154,153,BKN,Bradken Ltd,1.067,7.69,-24,8.14,5.16,26,f,3.38,4.83,-37.8,43.3,17.8,8.0,3.05,1.58,51.6,-3.6
155,154,IRE,IRESS Market Tech,1.04,8.25,5,9.38,7.22,34,f,4.12,5.89,9.7,34.78,23.7,17.5,8.37,0.75,19.2,3.0
156,157,GCL,Gloucester Coal,1.02,12.45,2,12.48,5.70,-,,-,-,-35.7,68.3,18.2,286.0,6.13,2.21,107.5,40.2
157,163,TPI,Transpacific Indust,1.009,1.05,4,1.785,0.92,-,,-,-,-100.0,-58.1,-,-66.8,0.74,-0.23,-13.2,-51.6
158,158,NUF,Nufarm Ltd,1.00,3.82,6,11.819,3.20,15,,3.93,3.93,-22.9,-17.4,-,-11.1,0.61,3.07,-64.3,-32.3
159,164,PMV,Premier Invest,0.989,6.38,13,8.934,5.482,36,f,5.64,8.06,20.7,49.85,12.8,34.8,0.86,2.19,15.7,-2.9
160,161,KCN,Kingsgate Cons,0.983,9.78,5,10.90,6.32,30,,3.07,3.72,-,82,11.9,196.5,4.01,2.69,45.9,26.9
161,156,CZA,Coal of Africa,0.971,1.83,-9.5,2.60,1.57,-,,-,-,-,-11.36,-,-43.4,1.85,-,4.6,20.3
162,160,AIZ,Air New Zealand,0.958,0.89,-2,1.145,0.83,5.17,,5.81,5.81,-25.8,3.9,22.8,-26.4,0.74,1.12,10.3,-23.8
163,165,MRE,Minara Res,0.958,0.82,-0.5,1.39,0.58,-,,-,-,-,4.16,19.7,-,1.11,0.74,-26.1,-27.8
164,162,AGO,Atlas Iron Ltd,0.952,2.01,-4,3.05,1.57,-,,-,-,-,-15.5,-,18.9,4.76,-,1.3,6.2
165,167,DJW,Djerriwarrh Invest,0.916,4.31,3,4.85,3.84,26,f,6.03,8.62,-,11.86,36.3,-31.5,1.26,3.49,2.4,-0.5
166,170,AHD,Amalgamated Hldgs,0.914,5.81,10,6.24,4.42,35,f,6.02,8.61,6.7,68.5,8.5,-21.6,1.53,4.65,40.7,3.6
